"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]"
"1" 1.73555667605122 -2.75872313045479 1.78935321611713 -1.15012310708739 -0.577791326258266 -2.10025512840752 1.1599709278219 2.70009573666402 -2.62252690924364
"2" 9.24133784752524 2.30112675588963 5.05958760060259 3.99178407248989 -0.497891594151971 -0.5511632847324 7.09835871841215 -1.39417890604432 -3.13666419760832
"3" 12.3020231267593 14.4127846848664 12.2671094341769 6.31050413943045 3.63247403240681 2.08538814512249 15.6044144956028 -6.34690359232589 3.20178004249708
"4" 10.0214499586882 20.3051542168502 29.1695723012637 22.4392069404612 -3.28700756933426 4.64006976071371 11.89460510417 3.32067828657731 7.5115233139343
"5" 9.53292837439379 19.0278280406008 28.8331702923086 20.4638754144277 -0.738872335056074 3.77622545399095 11.4019671944122 -2.83039709085963 9.05643487099563
"6" 9.50841110189615 19.898835589784 25.6756031990357 21.5813018985841 2.19477730377396 4.9469433192627 7.59894990599159 -10.0304436799478 7.56469546255398
"7" 10.0751632831031 18.7782404444684 28.0175755280313 23.3285074816866 1.95676500967749 1.7803062365404 6.48191527547583 -8.42096970408127 5.59758809538047
"8" 9.81929628362357 18.8695424442157 29.7695957117609 22.8911592438745 5.37235011142521 -1.86462268557033 5.19112213596284 -2.12780198683776 5.43087755260349
"9" 8.96502738930165 15.869531683056 30.0398393846036 24.3158117650598 0.149074903183581 -5.53730181173305 6.48076581592179 -2.00815526462347 4.24346216700102
"10" 9.93657036389845 15.425878789627 28.618524484831 29.9432242468829 2.04829889441837 -6.03723322932083 7.45191125949862 -0.648752956449395 3.94517882509006
"11" 9.30188788912533 15.6270592355276 29.7985357553239 26.2643286017555 2.19611102019363 -9.96606916911982 8.8315339954224 -3.2796512169703 5.59096404805716
"12" 9.7032593587447 13.165820787134 28.8039987545087 30.6033884773902 -0.257688313397243 -9.97044258094392 11.7639959172953 -6.6300462557986 3.25318529837729
"13" 9.55450444533019 14.0493157940066 27.7807639037292 30.8476740718658 0.317694029205417 -10.6170699355589 11.1536157928029 -5.95944364680281 2.81584516113542
"14" 9.93349049409337 16.2589753395346 24.4837188724909 34.151654038915 0.910825808654442 -12.5432768871097 18.5408039582027 -6.72858520043186 2.01187150927045
"15" 9.98644914709121 16.3744671273962 26.902476605759 33.579138723812 -0.278038572920706 -12.568675835807 19.4940619362572 -7.8074408557751 2.88376132332901
"16" 9.35491495595098 15.009024688605 26.7688704340056 33.3760786012035 -0.102640910723559 -11.1591886503803 13.3496738480434 -3.62392465127346 2.66962732695931
"17" 9.54996511256406 15.7867338080328 25.0536083434225 32.3932253873883 -0.328376228070078 -10.9007246670201 10.5295638417086 -3.17211638718943 1.31207526371793
"18" 9.80296836070021 15.5050392733392 27.751329635876 32.6134519082271 0.0621438470974184 -9.03602491232607 13.2997618164085 -5.83792315072486 1.96119305432023
"19" 10.0824626356245 14.3373794795031 28.3971996526362 33.8138337327036 -0.44397760098114 -9.00355604007536 11.0479407842755 -7.06563423551513 1.45462624009008
"20" 10.5734141424526 15.5745361372693 28.3805961155884 30.3186143422127 2.43854254952536 -10.0494779981769 13.5007216721596 -3.58682800732066 4.55716837010546
"21" 9.31235149616439 17.2588541331313 22.6992339868872 33.4374920971662 4.42794911174684 -13.106093840275 11.5521334773734 -4.66228095639786 2.03256477568017
"22" 9.22778263935422 17.8632055325019 21.7198405295735 30.7601295384851 7.06437089229098 -14.3928497868365 12.2335074843098 -2.80841132730267 2.65844310267445
