"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]"
"1" 3.1981295189582 -0.464295466735675 1.03408375382253 4.02669103165458 0.803699457120276 -1.43293564036241 -0.848920095195634 -1.70377696875937 -0.320932007368603
"2" 4.42931016587413 7.78150821212422 2.96640841795187 12.300482919337 8.11325246654339 -1.30652158756473 -3.21537550508225 -3.14919738620915 -4.54195442600331
"3" 10.6564452800389 17.0458409646024 25.0284559050924 25.4274180083278 10.4503304884546 -6.52371130518083 1.87344828501117 -30.1342960135862 -16.4545304327797
"4" 9.88524834365094 18.0260968315542 24.4782061364249 25.8648316111351 9.87130179255147 -6.87188945789598 5.2734868218036 -25.0743686803776 -17.2618854094983
"5" 9.50730237196919 19.6017502744802 22.7795012938028 28.7743927562196 8.59985723716427 -5.43587451264921 6.81210551942321 -20.4415317326452 -15.7681223563942
"6" 9.69071219014718 20.2271742328057 23.602210130009 24.1427558297758 7.47612986671879 -5.55305337738594 10.5452379707099 -17.3466731734944 -13.6670857190097
"7" 9.72970262424098 20.434591614162 26.2512749370209 23.6255963106841 8.53816379006777 -5.85806389692118 12.7868125345164 -17.641635342415 -15.3318022995237
"8" 9.42505042368959 19.4389911211173 26.2175401504752 21.7531752725617 8.08855541751665 -6.29315236505873 12.9361114263807 -15.7460126788222 -13.0195697612852
"9" 9.9369616312682 20.5506885104204 27.1290761223753 22.9469601077768 8.61046503213057 -7.1689243127313 13.801461358029 -14.5495469531746 -13.0671136908149
"10" 9.47453959048488 18.9248494345813 25.0540818834245 22.0949878452766 7.56059216947735 -6.20045893639572 11.6563047010513 -15.5635718606524 -10.3784366567174
"11" 10.1333101132595 19.7890853457115 25.7727758068554 22.173899107179 8.64433820323601 -5.9979244500511 10.3369806504325 -16.8768099180569 -9.09705760944357
"12" 9.63754495855181 17.8889788446485 26.9122577529983 21.8321797101934 9.65449428177643 -5.67366070450087 10.0635466551329 -15.8588649013271 -8.79987165112951
"13" 9.83339041057241 19.8694561337918 27.6682754971141 25.0840149846146 8.8329122169773 -5.42699782655601 6.85994031167565 -15.6734951114509 -10.7234220176233
"14" 9.54833174296155 17.0667441274824 27.5481495586708 23.8298363965204 7.00543435379278 -6.04469096606191 4.11780186772394 -13.4860802090975 -13.5987867566278
"15" 9.41065619432001 16.3407299413549 28.9650062484621 23.8255161028154 4.80669147548085 -3.84636671500424 6.53237106259153 -14.0467653219092 -11.9419547633695
"16" 9.89942244615634 17.5325104271013 28.5648767679271 24.492130566563 4.53414764438598 -4.91795709804806 7.47662574606276 -13.0111611624206 -11.9951755792187
"17" 9.41303470047974 17.4679456346127 28.7277145908064 25.896835294507 3.35467542382133 -3.52608550443544 8.34306939801944 -14.3329631106338 -10.6033974767556
"18" 9.3605222844809 17.9078869921812 27.0080206336366 26.2428820352858 -0.0118044197148741 0.230882434674774 3.43858399512961 -11.948494799277 -9.13919247077893
"19" 9.41410253073048 17.7449738109142 26.0193702688605 29.2257444358513 -1.89085466269163 0.625780615494339 4.77520055276931 -9.92383337965187 -7.87365234263663
"20" 9.33221893685737 16.417397157989 28.2995625599459 27.5252454492551 -1.56574776283551 1.31981114733408 3.98512103346342 -11.1415465517075 -9.30460871079958
"21" 9.16129685708404 16.4178626920704 28.9378012135134 26.3182604415107 -2.29356983847093 1.54274617468584 0.828123853314739 -5.63052502979956 -8.62287951502069
"22" 10.3978526319645 16.2067890041562 31.0040942085412 28.6026686323433 -1.37186880141623 -0.772270903681413 0.756384021068317 -2.96324997693462 -9.34100209918432
"23" 10.0750992713403 17.5489191030943 27.7458327517069 29.7880765769825 -1.66781358567518 -1.36816699267799 0.941856705811045 -3.16195929708897 -10.6026221062445
