"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]" "mu_xi_boys[25]" "mu_xi_boys[26]" "mu_xi_boys[27]" "mu_xi_boys[28]" "mu_xi_boys[29]"
"1" 0.536136413789482 -0.0367130480403673 -1.26247335231749 -1.86673437456093 1.88202537338528 -0.0605396924528444 0.0360506456786199 0.408031396110587 -0.484423304905257 1.20432762488825 -1.68792185582619 1.09391438987437 -0.138068903349992 0.377375916939765 0.984644959263974 -0.930475424662131 -0.799358210220666 -0.904227467318086 1.12689047462636 1.99766170999125 -0.956421717006055 -0.176216370965629 -0.118252691337769 0.882934876641664 2.52122384342911 0.357333253532851 -0.000278826672677923 0.0744841854482845 1.44485533926756
"2" 7.15609571374999 2.20725327350501 -2.43859700116678 2.43933578003825 12.3667985044552 8.20392643116033 10.0325793336991 5.31872031395043 5.33812842501772 10.2808749480492 10.8028750013692 2.42170861574661 2.24548422531169 10.1951082068764 5.60115130182749 -0.144921650902769 -5.7037966542811 2.37622919063777 1.49831182596277 9.04761048278032 0.394475013529125 6.60918482372362 1.68468136213293 10.1063472213817 -2.09268710365931 2.4226357606834 -0.78401216279842 1.21305706455689 0.425042949649545
"3" 12.2317402424501 6.44706479687803 -3.75287523638417 -5.76265134273229 15.999785367992 7.89713955280016 18.636476867011 0.0271251528583185 1.73950078704801 6.8827033777117 14.0298014754588 1.76802536940256 4.40151753021819 11.7818839347345 1.93690581510504 1.53936042312207 -7.57939774189807 1.60307737189949 4.26819392629872 10.3515315230855 1.57442384064934 1.46444966444249 3.38186504387349 10.3975370641869 -4.32510561367636 6.7981994551095 -3.53788413755248 1.5211059356091 0.342007671342722
"4" 15.4698088640304 9.49122398975083 -3.69395804893334 -12.50997859586 14.7524414648302 16.112307320658 25.0582775366366 -4.86883472171002 -3.52938391496599 4.53770703560621 13.8913526180717 9.48706632418966 5.78314683884607 9.85174350103864 0.493878316844603 -0.828003266339908 -8.08399588232446 3.09501775984467 4.10762384116752 9.80616288004163 5.30349562650087 -0.819639536282949 6.67969112463675 9.56279313215893 -10.2531578489714 12.8546912218034 -6.34659993830109 2.38602029735345 0.479802524396594
"5" 19.0396558833935 12.4061752836672 -5.05940666324176 -16.7204005940672 17.2722690006087 17.7440652522469 26.4082182643962 -9.75750824597598 -1.38165462818293 3.37921679628518 10.7780162795085 14.5662300894455 9.0372645668418 7.97052382519245 -1.82091143071487 -3.28783215146654 -6.05854103743289 7.55472279107396 3.62469923661268 8.24338762665295 2.35932263097033 -1.20390305916665 7.78890512586729 11.9524961569788 -12.5499577363266 11.8317105358698 -4.6343937481565 0.898976126018181 0.436959488648636
"6" 23.0369492185372 13.2307929655192 -7.6787389418608 -19.8477626191487 20.9077272422205 21.5830303742861 26.1554486610701 -11.3562244955527 -3.43820295237138 3.92721154372588 10.7870223675035 14.8054966416066 8.34122337124632 10.9908769515779 -6.82651140960506 -5.66337540367832 -1.08551315165648 8.06865109286751 3.2329875464752 2.83994683132064 7.53068891086009 -3.11402026818097 11.8231320056747 6.8567086282917 -10.3108078876107 13.9045354966734 -6.238444341783 1.90362563367734 0.721522228012512
"7" 24.8078628911299 14.3247903627561 -8.66013729840976 -20.1525271933509 20.922522966454 22.9366822545901 23.1798312445513 -10.739932363568 -4.07169212958384 3.58403671917574 13.6052963095446 16.2030688743071 7.89315764388511 9.54223383394596 -9.93099994014086 -2.58502222846958 1.30703070169884 5.08785886161027 3.467754080778 3.16335796089053 6.17586130022371 -3.21113192883896 15.6154424643142 3.29617846153658 -10.6627750712248 14.0443682342659 -5.47347977107215 1.92010797399831 0.538656533209707
"8" 22.2555145977193 17.030415209466 -8.12084400426084 -22.0494337610232 17.882553843392 26.5977528828688 21.1742031618479 -6.61353311412931 -8.73834156901831 5.43522962924659 13.5714353512395 14.8028994343774 8.60598269053105 8.88576985423916 -6.68768724308353 -2.60143657634343 -2.03190166642987 7.65670106951325 3.45218032896896 1.50550258710282 6.12206929616104 -2.44275739206667 16.9873011486901 3.18433777507955 -10.6453086417283 13.168169926822 -4.08973860840644 1.0824086955628 0.682381765929807
"9" 26.6258561396353 11.0980374130852 -7.27795450941598 -20.1035460281861 22.1209278638464 25.1948208810415 17.9974465762904 -7.05953782693929 -7.30976291318169 5.85323301630447 15.7975542118051 17.3942213803109 3.99325769564742 9.90409576742603 -7.83789030559519 -0.913201977969209 -3.04538178147207 9.52701023460688 2.71933215891885 3.85240185858029 3.98471720160039 -2.25410902609171 14.8560568255838 2.93923965881853 -7.64182614304191 12.8821866536348 -7.21242620031552 2.81211566208991 0.399943512302833
"10" 29.594323786686 11.3468821366276 -7.33508796132348 -22.8607664536766 21.4142143144849 28.3087597685141 18.1824140280193 -10.2031110597671 -6.70858939642644 5.43516875025255 14.7790967189442 16.7205378376853 6.89751864299196 8.39262458098257 -8.72380812844393 -1.53503122700586 -2.98554452442503 9.33637177063282 4.19955340302862 0.476804343106584 5.08657458983365 -2.20755270520595 15.9547894446817 3.67193556365598 -9.38153573750366 13.7496335674409 -7.87255289778201 3.19722118205488 0.382385931794114
