"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]" "mu_xi_girls[25]" "mu_xi_girls[26]" "mu_xi_girls[27]" "mu_xi_girls[28]" "mu_xi_girls[29]"
"1" 0.849705388268672 0.15763340303383 -1.55200995559369 -1.20230032292046 1.74703355678377 -0.0819273876462972 0.754551720431208 -1.11288024270535 0.45664562097127 -1.36976437509991 -0.0622405900901398 0.902917317697962 -0.562697532802001 -0.0615962036842419 1.59097948643837 -2.30343229374239 0.0894205008665439 1.62522942108181 2.79386144996948 0.898320922724502 -0.231489692535622 -1.83953477851971 0.681427218703684 0.304823646348993 0.0978551572679904 0.740235580790134 -0.449327550938464 3.03053710161586 -0.737651634067784
"2" 8.45575131103231 1.64344114056204 -1.50508384063159 4.47753156856592 7.99323858493337 9.28728075451191 9.54977995504223 2.71989534664798 10.1972026433143 8.3659495690485 15.372534387388 0.292796552749898 -0.112411247914591 8.95284876615154 4.93040719763063 -2.72671764352727 -2.4528622310669 5.38014377587097 5.10909550026348 11.7206703995232 -0.833693950630499 1.22386910673521 -1.73314617667779 4.94968579901989 -4.03860307545832 4.74873052112228 -2.86749367796652 1.03509559023245 0.247085477007013
"3" 13.4017529307314 5.08079018637364 -5.60220923948385 2.16879947622106 8.04081903195906 11.3825818167729 19.7654232646094 -4.73178611335927 8.54897096401933 6.85996861914795 17.1940659769514 -0.887651257886476 3.58982568842864 10.7882347125636 1.76370086259825 -2.46476187228008 -6.40525442274232 5.4249086626735 8.86597629609449 14.9845994282864 -2.20441452749331 -0.883983336589721 -3.32737117229408 7.51080171400589 -7.68811810084299 7.31066842351582 -2.93750550386249 1.18332953539907 0.131822533178868
"4" 17.9213240998708 8.63539467428001 -3.37806529262916 -7.84301415600351 7.08972398916627 17.1054445835394 24.1908759288512 -8.04517585066203 6.16154527354786 5.28486444003702 13.9975583752991 5.30430597050946 4.72659897422305 9.53126918535633 -1.42162868808662 -2.4131979567609 -4.63785648730586 3.89757634184895 12.9905869075145 12.0349548662992 -2.17494262918989 -4.30386069768854 -1.02766885291377 10.1844989895431 -11.14291465614 11.1628427611563 -5.27921016258856 1.34443716172014 0.450975000410243
"5" 20.9837529731095 10.5153275142848 -5.27794864237798 -10.1991837804006 8.60693766676958 22.0556916848854 23.7324664218972 -9.76273243061814 4.06005344453223 5.01171065372394 13.0640375341817 6.51285977339793 7.34334912969306 7.81517055475863 -1.32859898225701 -3.03498222793968 -6.56455102536667 7.30278657561947 11.6891940923459 11.5866666514856 -0.341508508441557 -4.5224913672238 0.803409028350971 8.93936186151143 -13.2227274527248 11.7326854713642 -4.30510764038735 0.524269699624065 0.559403234208973
"6" 19.689135248075 12.5647181926942 -7.49399878465758 -11.1410889297041 11.4750290435706 22.8337923419442 22.6285425944965 -11.7950738187035 3.00380908588243 8.59635379338943 12.406058182042 7.39432784856098 9.02228636097729 5.71045500050397 -0.497886459004409 -6.26107455264459 -4.73459428923983 8.16778757190176 9.47833403934061 16.0835116269721 -4.58012738649707 -6.9933395988861 0.0843749969643574 13.1729476324667 -12.8093999492407 11.6217734125069 -8.1889382106999 3.63269351226643 0.0834991755189157
"7" 23.4356637193275 13.6990842881668 -8.90091512253918 -11.5456403880264 11.5504371226867 24.7975960979389 22.9514847458082 -12.5554391193146 1.21997910325002 8.98074474360197 14.4235545586119 9.11504593288309 9.83978743628029 2.53788984227764 -1.59920908515687 -5.29485577114852 -4.22566219155606 10.2065872122696 11.4774071393994 13.8188617970756 -2.75023471257861 -8.0797013858961 1.33805880264021 8.97888110127924 -11.1456000547068 13.5754950297834 -9.09487605786068 2.64571491487017 0.216014575408916
"8" 20.6014945430913 13.8703899084077 -8.85200984752339 -10.4438130141272 10.5143370577556 26.7844067658379 20.7310595973516 -14.4457694788977 1.20082212710008 8.82953638482058 17.2906711690654 7.92149090293385 9.20157919809667 0.282407078761053 0.642595621479837 -3.85270898648139 -5.89620740525607 8.06918378819572 10.7905184698882 14.0508273087785 -0.856683712014048 -7.37796151979017 0.495560599486568 11.0551621762337 -13.1204214120316 12.4590255389454 -6.58794435715886 1.77154047340436 0.131967720791174
"9" 20.5389301694546 15.8073368565445 -9.07830514587527 -13.3714144863569 10.4446423864014 30.4796906563536 20.3169719636051 -16.4338476751634 0.383676522635641 9.37614854913173 20.1864668518166 5.55774094688053 13.0069987496806 -3.09381361095628 0.84204862369607 -3.95873115637281 -6.73899863299452 9.27122773281222 12.1709193461875 13.856981497957 -5.56130869727307 -6.72158500596043 2.32538639923897 11.8043683833866 -12.608373955907 10.6671754412071 -5.61531897826986 1.6857312517561 0.070679763288777
"10" 22.7168386295285 15.5134622190257 -9.85127862636217 -14.694215506661 11.8235741844622 31.076437542027 20.0727401259718 -16.9166151435886 -2.52149543112416 10.1477198094342 20.9335429850465 8.1964337335605 10.1712773448781 -2.10500017829324 -1.00463574557523 -2.12169598763115 -7.62169966207613 9.80378913938528 13.0432987329864 13.4444576452294 -4.32111844432155 -9.53926385641646 1.96893769144968 15.6041053865783 -14.2075568672429 9.41426621968763 -4.29832305213922 1.04273238605575 0.203934551925676
"11" 22.5439908667814 17.4122581044739 -12.3257700575724 -13.9050059860025 12.0236316201675 33.33487940068 17.9419728571303 -14.7263250161804 -4.24989033586285 8.15913620039978 22.5591825584691 12.2067428377307 6.87309495014429 -4.62689019301714 -1.6847090614915 0.434962101016136 -5.95103384175768 11.2842884058295 8.54883364529483 14.4695077593996 -5.14850553492639 -3.84669600569324 -0.940155536070075 13.7539553018217 -16.6871203049552 10.9263175194601 -3.02911833566908 0.56974894734368 0.305402744297381
