"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]" "mu_ksi[27]" "mu_ksi[28]" "mu_ksi[29]" "mu_ksi[30]"
"1" 0.104500051946277 3.39044892252872 1.59668425765712 -1.28365163562124 3.71774072013604 -1.79587664366387 0.543769765359164 -1.65480322871714 -0.664086540495477 0.814005032367818 0.0786065839480563 1.02276131244224 -2.89863556775619 0.323967556722834 -0.340409976908462 -0.955940221158667 -0.55996032313014 0.77321171142092 1.00063991089137 -0.136278450746378 0.25550631937415 0.399366180083075 0.440762821967255 -0.778288126165534 0.383665495778701 1.18247139172309 -0.1891946748369 -0.438111271867019 -1.05313093531561 -1.76159587755615
"2" 5.22346323473976 12.7002566917552 0.739066110273494 2.61074908657909 10.4899829632954 4.55209511003744 7.80822847121254 0.376527529373784 1.08711703344247 2.68506119666418 3.82411832736574 2.76206743763146 1.58726244053881 2.28170002122179 3.07017520566574 6.39880633296907 0.267360735199016 8.3273982374254 5.95322737938542 0.937946615131132 -3.06005465816941 5.73391780869807 1.21975740319199 -0.234716954351524 -2.09032406487761 4.4532841086345 -5.68433594991543 3.51141767883196 -2.67833906007698 -4.33173810427395
"3" 7.91538832739325 30.2371160252251 -3.52283170418388 17.4570085660918 11.6814381541323 16.1364291418643 21.6895475118835 1.03310661066497 2.15345666410022 15.742340448083 10.2279333540748 3.00015039181231 -2.28646354231308 3.80468591694427 7.94830785544901 12.9247898438884 9.01958421035917 27.3570041354206 14.3293839779257 5.07510456529751 -14.2679535031225 22.1568509352583 -8.98462458640326 3.83347841258435 -19.7770381228799 15.1586564435956 -2.09851861754757 6.33038445031539 -1.60199927596952 -10.97965135864
"4" 10.6933718730242 27.35931942509 -5.27301272000824 25.9402743696855 20.3619275636567 27.3537587935883 23.2585446740577 9.64884256623208 2.70157988763041 24.7421715240837 20.8752589522778 0.434467348246388 -0.179535005686357 0.196467693914953 8.84914234714326 20.6474779602026 18.5029964797111 31.3623939064415 9.38585282185396 0.390078912064087 -11.1678152897445 25.9601570845404 -15.5130616389536 1.0789677412206 -5.72232016900994 27.4065299250927 3.68029272497292 13.3460167405718 -5.49475798274831 -10.8994095125377
"5" 9.289730015198 24.6004019156473 3.33305916393468 21.6909970503692 20.8762143710509 27.2506215035345 25.8857736097556 11.7153042174687 4.83024751526574 27.2803015511016 29.0757482835434 5.13798569225206 7.96545855097771 2.31180127603805 8.01867700150406 23.2176968901769 23.1997657476709 28.0807261098969 -0.369844551687592 -2.55358054970648 -9.32732114321173 12.4314420953727 -28.9702902768797 2.50276971302092 -5.00078908029261 34.6522559007123 9.87315056469156 9.7105369363869 -22.7707011265699 -15.8162570852294
"6" 9.75513895406354 20.0776748650943 0.25943000719472 17.865396126997 21.3448333911775 25.224564806936 24.3172616771514 13.4193531015623 2.88662154797498 32.259563055081 39.4827290320379 3.60471927636374 10.9668937156609 -3.40702540547562 7.88094013858641 19.7585789881072 16.6178722758544 34.5191542961582 -10.4647420744627 -7.28564129251379 -13.3927399424381 14.9638446734338 -28.537278046372 4.58804695551232 -4.90348480338186 31.1390811971167 -0.469041119938312 19.6920208484039 -21.7816894272257 -15.1534348514328
"7" 10.1780830343621 22.0030393361186 1.44995481922291 20.031453959939 19.1394706617104 23.3794495883434 25.0092074055223 14.0066254360137 2.90043710869466 29.1248875266563 39.1813953144086 9.82376263486277 9.14100352276759 -5.86627690101809 9.99802793906862 17.8025816858857 16.2522941862106 29.4716439050113 -10.2639183119564 -4.76311631331432 -15.3009998639733 12.479823428873 -26.4901059859019 6.95448601684954 -9.2269750809654 27.4352421333239 -2.30695828941994 19.5015241247547 -17.1897004786087 -13.1888207374538
"8" 10.223389590299 20.0941681024742 -0.16371861166286 23.5458225887081 16.2266662956953 23.8047012457999 24.9964122022984 15.5032043604402 6.26379405809243 27.6219543274853 41.6431706868256 6.83825470491932 11.8157705831273 -3.02523845568191 9.02315597757279 18.434822600715 15.3425636247984 26.225732283718 -6.83610088900594 -4.7924457306694 -17.3775101545715 12.0963838045127 -27.1186905501356 7.74827272037677 -7.35691916631012 24.255284329131 -8.04958827874339 19.7290887248073 -19.4478935323154 -14.3755534239893
"9" 9.58137569812594 18.4945028018753 4.23584774922048 23.9465659791311 16.7515572837197 21.5883398820071 24.9440630067218 17.3005337965426 4.72950720220425 30.813671163134 39.6514003874501 8.27761254860664 11.197204133473 -5.34733546469568 6.77986136063591 16.5090926770628 14.988191499266 22.8397888927151 -5.39971107789196 -0.0788019233491684 -15.0695856751981 9.38942354706539 -24.6775705629035 7.24860893557203 -7.49348939588862 21.9485790583005 -8.31837615537229 18.8075174798005 -21.5787374686916 -13.9074583543228
"10" 9.21767976500585 19.1627935596654 3.63601489150819 20.6437897194591 14.4677811028005 23.2981059538937 24.9147857932528 15.7342846767822 5.35869684841966 31.405075196622 35.6176348543149 11.2928974470092 15.1883258343864 -6.09025917671089 4.487195992848 15.9435253247315 17.0550547575866 21.0280435884049 -7.62711076825215 2.83345635037039 -13.3387225332292 6.72816194823961 -22.5880225233351 6.27827776027328 -7.57320672591123 20.7508288063403 -5.30595665349076 17.2787171189934 -20.8593629446817 -12.2576291229728
