"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]" "mu_ksi[27]" "mu_ksi[28]" "mu_ksi[29]" "mu_ksi[30]"
"1" -0.112495598175827 4.73157059418116 -2.68920495423239 -1.63805059666767 -0.612668558007312 11.0238671258968 1.36136194590005 -9.56398716649339 1.80792043007411 1.52644409108513 13.5318344214922 5.79772204412659 -0.811564189498728 -5.54275159623488 4.48393996587344 2.26973000278034 -0.441103435612477 -1.47121309953521 3.00228689685876 0.075819172509126 0.496568526925117 10.4751970734306 -9.57246225677314 -3.3644712044299 16.16339697582 17.0276693600286 3.16974805493975 4.22547755065533 -3.92309565825238 -4.30256298867723
"2" 6.08014831045273 2.25460809662747 6.74917032223316 3.11115779002942 2.57413894875334 5.70078974819783 10.498341514685 -1.63942805644699 -2.52937713892778 -0.553299356708307 7.47363283371006 4.29672928020366 -9.0567875421 -4.71172278113293 3.83755565706664 7.84894604080956 7.72056170923452 0.486063261268072 0.817224585739959 4.94716199116743 0.124114018584671 5.33348847904039 -1.86153987208889 -4.13923751185063 -1.12690381165301 1.35229676920721 -0.725619426234389 6.41296063590738 1.42950744265737 -3.45888154568935
"3" 7.04843322649202 8.5704547004825 10.9011833509364 14.119057511736 3.85028768375557 13.3103744919658 16.664402983205 -5.99863643664971 2.45281791298562 2.91916993133478 18.521956489564 12.5751058358978 -6.50522467192532 -10.9263431801136 -0.410427091507506 9.38067199078282 6.19868891906992 6.58022228911325 -0.694948860227148 9.79915168847592 0.748653863367009 3.04343656893905 4.37961697022761 -5.82606384492842 4.4296432728107 16.9891556681415 4.598758956341 10.693925501043 0.716903837885218 -9.06742974089147
"4" 8.29935833863394 18.2503960056224 10.4456016328557 17.7548655024718 6.70920773419763 32.8681722706748 20.6223182084475 -6.39190410355675 11.3465538788102 10.6508803831729 42.9376233383723 7.3864283102892 2.32370401549373 -21.4633275876134 20.1886141415762 28.2054671574213 7.93890013162477 -9.88363035111902 8.37552412949114 17.2905459926408 5.18586426784846 -1.16646830221685 -8.11078114299325 -16.8957292092134 12.5374872718825 19.9962817852082 8.42842989731288 4.24704359349576 5.75139605136077 -14.5372382130834
"5" 7.81614513804095 12.5719744196903 11.723882283472 14.2086878376437 13.216962289406 28.3646271108117 23.6052024084843 0.455432204244166 10.3913150045217 11.6363006503894 46.6558510018418 2.21870011163542 3.50875133651848 -19.7058902622045 24.8922837653185 35.1867626185933 13.2505838687941 -10.2759116755268 7.01012232501754 14.9090576282461 8.28980710184354 -8.20719464270697 -6.85320661540327 -15.3518148949501 3.14397086868734 8.73150957471975 4.41265360485909 2.83290007943671 2.2163759860027 -9.94692374257502
"6" 7.42472624348789 10.8627966916008 15.8982903991831 17.2837258602406 10.3052675279257 25.0180227735154 19.6679463702094 3.61171430222872 15.6641373047805 16.9258980896379 44.1455122132367 5.30206520078311 3.716382930332 -20.5020495431884 21.2449532927089 28.1061053425581 15.0641418736261 -5.6056539328414 6.32843637734235 11.8645287066158 7.89275920962632 -11.6436024110689 -6.04291822085446 -12.9808198308218 3.42953402425403 8.88660704287476 -0.83063401648456 4.95529495744782 1.7965858952437 -7.89114535244677
"7" 8.56823833260697 15.1067782392856 9.99794532082269 16.4764693781703 10.3947007423641 28.5139057712206 18.2210945294215 1.65641693347114 22.5650001817425 16.4149724749072 49.4923339220258 9.95545370749259 7.70544584203391 -20.9995656707198 24.070287323516 28.7371981545625 17.3505767838562 -9.53507807479861 -0.0789425874738665 12.4746933532249 8.49932719721353 -10.861345450536 -6.86887857629792 -16.9030164679986 7.0470590125436 13.0450776205934 0.247192986197623 -0.910417121219023 -5.77117767074397 -11.7267315955046
"8" 8.13965281843985 13.9722758773843 6.57126365571168 19.7081522793009 17.2664455504359 19.3043049522786 17.3658405234009 6.02743373610157 22.4044661734896 14.5712190280288 45.9144518912586 13.260790532321 9.58291052920467 -12.3560722797502 18.0322623551355 22.5459414531154 15.7910286748346 -10.1329136840463 -7.71677913675149 6.59452884010594 4.31042822592381 -15.4469583912143 8.91402795858783 -13.6019844437876 -1.25574957520978 10.2579504500206 -3.76475947144461 -4.9816162808503 -7.73811980784154 -6.61092218125386
"9" 9.42794561179879 16.3368120837437 7.09136654025135 22.6829774727609 13.7318133450757 25.22266193159 17.7870477069964 6.59547812801933 22.4945601184151 10.1587064778704 49.2477887343803 13.9885978888738 11.3431769914952 -9.41485984865086 17.9687799673057 24.5507256460609 14.6361173686265 -9.5998902240445 -5.76434751864669 11.0522875178834 4.34351644818339 -7.96885315564872 0.509368673639771 -13.3944214768061 3.34483004248306 11.9938015058887 -2.96629677640895 -6.93046314245287 -7.4402912720878 -4.45894200530796
"10" 8.94877917040312 13.6343420193325 8.05030985999785 24.2439629126059 12.4719643679182 25.1225748396335 15.9116891681519 9.01642258433381 29.0440673649288 7.28590456593495 45.3599079494013 13.4185308134554 11.1813511251948 -8.76684377901971 19.1036001011697 24.0136229195378 15.5275656947905 -10.3802973507226 -7.06813250665617 12.8494441591296 8.90985165494199 -11.1163926121952 0.724187983516914 -13.3677493417962 4.33491871009121 13.0208969188443 -4.74661271845745 -5.6702483386998 -12.084435990066 -8.95997597977399
