"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]"
"1" -0.623865470195526 1.36539254084017 3.78836081016148 0.521468480694342 -1.150161308069 -0.280616320161616
"2" -0.229083050495042 10.1639414969589 18.0361072148815 9.69272728413599 -16.5799978273411 -4.06438252557498
"3" 10.2249874223903 20.3383043009563 31.8768347987801 13.3009709727627 -23.3781538682957 -7.21035464444098
"4" 9.2927326010416 19.7193532836462 29.5585614171702 10.9624805897366 -24.8947539177664 -6.54289214556503
"5" 10.7184234317524 19.9669122050804 32.7043701849123 9.6230912823429 -27.9936464010991 -8.19790352826674
"6" 10.7166042016739 22.2035408267186 30.1768011400097 9.17708748149973 -27.6868527358903 -6.33399014553663
"7" 10.3994618490114 23.2143260331019 26.7762877074712 6.82708676340567 -19.6325797215519 -3.4159448214266
"8" 9.95431746482187 24.7954930639105 26.0101591172084 5.44649718569506 -20.1467302312504 -5.12006797811728
"9" 10.8186939650985 25.9503370374965 23.4027281077276 5.26997063827578 -14.4555935858781 -1.99240219694324
"10" 9.76799550416957 25.8969485545829 23.4494228584983 5.1711383735325 -15.077201077956 -0.463857424617078
"11" 10.4228451592174 27.9424761605032 22.6278538674386 5.02694689349384 -14.3100932406197 0.494472300254687
"12" 10.0391888745634 27.3311883570468 24.2762911896499 4.4527902741641 -13.4506824140233 2.37762966075855
"13" 8.77726864819251 26.8572581735912 24.034470145826 1.13698291266803 -16.7186839509705 1.83332469058358
"14" 10.8791349422936 26.5721977297993 24.3258186892635 4.31856534040748 -14.4971473096874 1.86559208319564
"15" 9.86353426544224 27.1998888288931 23.3381610287404 3.57545149667751 -13.7848633741428 2.48229174374201
"16" 10.3312597941193 26.2737084629013 24.6816569075575 3.56608355229851 -13.0346334822338 2.53133588396512
"17" 10.1017167159704 26.4908470606783 24.3844827339449 2.87820446902641 -13.555853821671 2.48184694169966
"18" 9.68921743144937 26.9460611197511 22.3528642137566 1.01771916895484 -15.0053342302662 3.27156663214236
"19" 9.69591788749485 26.95559466754 24.5624465980488 3.25262480496205 -14.6544103139696 2.61794024431181
"20" 10.2254112189006 26.5107179736944 25.9920174285342 1.16876174125514 -15.2331442414635 2.24577762800111
"21" 10.9166409021975 25.4831578538479 28.1934147045428 0.0930361258292749 -16.8237554347923 5.70703610460041
"22" 10.2709319489206 25.9637773077855 28.4604949409709 -1.40881532862656 -17.5623436977802 5.0160401502849
"23" 9.76291332982539 25.0672870453729 30.5874330679877 -1.1601259783813 -18.7112366377202 9.05972116698389
"24" 10.4757480631208 23.8203745436275 33.2985989034633 -2.34079618413402 -19.3919852843391 12.5441631348277
"25" 9.65090159066573 23.2469378624226 31.0766807771665 -3.80714048569205 -18.8300723474557 12.0019309196586
"26" 10.6407002687652 23.9586202613472 33.0677712063098 -4.71604592267261 -18.6374042275215 12.7815983843236
"27" 10.349133908508 24.1468592198549 34.0864509939282 -5.61801993597239 -19.1884404163273 14.4523223031284
"28" 10.6799239137967 22.7126876368371 37.1466151448684 -7.02921120209588 -20.9022616467828 18.5440140475988
"29" 10.1826596671734 23.3766355236349 35.7990688077092 -7.51207490418548 -22.0781705486732 17.5822558515005
"30" 10.2661333565883 23.8210841842502 36.4741443288969 -5.60210637917411 -22.8454728224193 17.5429541345086
"31" 11.077928008464 22.0963812975657 37.6172295328423 -5.78812268888937 -24.9799626816291 19.8272133987729
"32" 10.3304876261777 23.2703254470475 34.6842209914317 -5.55780112722291 -22.3360534137154 15.9009971015835
"33" 10.5755462455524 22.6477713380873 36.182471114773 -4.88039917194809 -21.5878335009958 14.1543836476375
"34" 9.64307639988984 22.5363544586491 35.7390556353564 -7.84356112320679 -21.2349601057504 14.7197417988107
"35" 10.440194994976 22.5224132597626 37.2134607851255 -8.91476611476861 -19.629508389115 15.6256514362798
"36" 9.85592652694552 22.0757906786551 36.2835330497894 -7.71868151011843 -19.1631438345917 13.8778869860212
"37" 9.96689452945097 22.6314205553188 35.8656891319754 -8.53243909434233 -17.6633192263746 13.8436492817987
"38" 10.6018142438226 23.8913653958473 37.4859558263778 -11.022963643135 -16.6304908295764 17.6560227458568
"39" 9.87307597347703 23.8293358102707 35.9483922835427 -10.000842823902 -15.4316824174814 16.8842071724017
"40" 9.93527642925934 24.4199991072792 35.2755580507741 -8.54180687147901 -16.6828290688891 16.1932481280241
"41" 10.8658453577289 22.2844101496799 37.1410868661209 -8.27356987437673 -16.6693867550938 16.8349319013819
"42" 10.209870322239 23.8223101364168 33.2670298350503 -9.6463790331492 -15.5684934817282 16.3638172100951
"43" 9.98540204007812 23.2037340583847 34.2832895626344 -10.8074157305457 -16.0253197676254 15.4835904538799
"44" 11.2248985813368 24.043563908984 35.1848448948906 -6.82036910943199 -16.5556029162175 16.7943714502236
"45" 9.41028557556584 23.6271642441387 36.0900905235602 -10.9497776624424 -12.4881766772633 14.6559821304394
"46" 9.11874434798566 23.6521781273679 35.6845910962678 -11.6346061720335 -11.3777135492344 13.35854404476
"47" 10.6833095757563 24.7533745667631 35.5165863778785 -10.4376902084585 -12.2221396882317 12.7919120255227
"48" 10.124603232418 23.6131911513839 35.9135707313166 -10.3695071882904 -12.6034463151801 13.8787996901014
"49" 10.2633968169614 22.8573517052126 36.6271102870515 -11.1772759175423 -11.9730577025675 11.8953022984483
"50" 10.1645611606882 23.5572969174049 36.6067344016126 -12.2604887570734 -12.1648125001201 11.0935643414362
"51" 10.5022044314714 22.4467114703235 38.4742217573395 -13.1118205932406 -11.4430391039108 11.8994671744561
"52" 10.2872087618203 21.4010189251987 39.5698990972309 -14.6107639546357 -10.9476569660022 11.7225341838517
"53" 9.84867066219752 21.7424068144513 41.2723615761009 -15.5757703154513 -12.2799317182287 9.16873936225928
"54" 9.85173275516785 19.8843182064109 40.4372522584935 -14.560042858514 -13.1921796766608 9.75544703660199
"55" 10.7002752296168 22.0065776278642 40.8465889573941 -14.6765611864204 -12.8967596054551 10.9964172958221
"56" 10.0997052236517 22.0690213032486 41.2167603144237 -13.3401557311989 -12.4062286118094 12.3656730531875
"57" 10.3834669129932 22.057127992104 40.2993490224227 -13.0506297731151 -12.7963451839514 11.0735670330048
"58" 10.3915557872766 21.3178070632426 38.5621153001469 -11.8275791638859 -14.0247912285172 10.294317694834
"59" 10.4663234381791 23.7573816984113 38.2250417598012 -13.3736770960229 -14.3421139562376 11.0735052531595
"60" 10.4133108487773 20.8803254445902 39.3935116066083 -11.1206031715393 -14.700176785537 11.9414478159756
"61" 10.4731110236263 21.0717235023314 40.9253162460366 -10.2921441308706 -16.2630127442213 11.3048293653676
"62" 10.0292935859546 20.6952433803859 38.4318119418675 -12.9230117361983 -14.6713523875845 11.1220898430707
"63" 10.3748639486814 20.8981527352468 39.5411012623719 -11.0971424745194 -14.3307584948533 9.97161978483932
"64" 10.4639851856875 21.1036747228131 39.6930083421647 -13.3514776434631 -13.9371565298193 10.6748046458471
"65" 10.1158337959314 21.8190688062358 40.55997505186 -15.574411438024 -11.3782351702466 11.4022398787992
"66" 9.11602882682701 22.7560175164316 40.3323948271941 -19.4493715783808 -7.92280665382389 9.08355432510483
"67" 9.56980249950221 23.6861935539328 39.3552643079975 -19.6529185981789 -7.54600697629952 10.3069937011179
"68" 9.65738837597907 22.7686338395074 39.9714757747219 -19.1269473857695 -6.05164032013215 9.70788316510403
"69" 10.1054830109975 21.2365217433949 41.30021786136 -19.9036953797715 -8.20053654135062 11.2510226307709
"70" 9.67880045382134 21.6803146983514 41.3839126686505 -21.5498894957526 -7.18660770392679 9.77567885245698
"71" 10.088797894921 21.9112045922718 40.9931817565531 -20.3525455410227 -5.80161313177438 9.15161023537389
"72" 11.7100036924366 19.9513983596551 43.276333770559 -18.4640336718997 -5.91299658891309 9.44930071408088
"73" 10.2235243826085 22.5497787541613 41.3990293588364 -21.1138317250226 -1.31744974293089 7.76349744202803
"74" 10.2667713540743 24.1347746476012 42.0369694843943 -21.6341650200042 -1.28568289510595 7.54982702922238
"75" 9.77569683483839 24.2016022556317 39.7805321909883 -22.5875587067914 -1.31018614754832 6.46179672761435
"76" 10.3968703454148 21.588591235751 41.5271926647438 -20.482844903284 -2.13390833287026 4.3974484709679
"77" 10.4673163450874 21.1959993384111 39.2733085816515 -20.1421328516253 -2.77021057397835 4.45686146021991
"78" 10.8036005268715 22.1808668928115 40.2778232458144 -19.2604485806693 -2.86353667047429 4.4943805574723
"79" 10.5853552726609 22.4479092103697 39.5425673855183 -18.7523685899312 -2.35814894034394 4.45687757533267
"80" 10.1463207103652 23.1098950203091 40.3065561187805 -20.0040463061218 -2.56568782326862 4.39674659137866
"81" 10.0628513230636 21.5919503380469 42.2299434457494 -22.0199308682096 -1.23975257794495 5.4610234576183
"82" 9.33393322000148 22.4428895342674 40.8055142550311 -23.4907631437236 -0.32781035930959 5.74956105528048
"83" 9.88975538151154 22.694538711445 42.0836185289618 -22.7841843612294 -2.95910518585713 5.64720646148553
"84" 9.64050488842241 22.3718280201373 42.9120249428946 -21.9526580865635 -3.43475380310976 7.58027654384122
"85" 10.3804684638136 22.3741804938606 40.877476889896 -21.0500217309707 -1.70136887979657 7.23274544488873
"86" 10.1837108836479 23.0534356028356 39.6178094187729 -20.3405609839856 -2.72388631765341 8.31487307165697
"87" 10.4634787328772 22.9643582942118 38.2757346322963 -17.9764874890675 -5.64205111468477 8.59437966651104
"88" 10.5144093774819 22.3524040588067 37.9694069567071 -16.5380596310526 -6.65261002719178 9.56969400284728
"89" 10.7743999863338 22.0843414627673 39.1983016209978 -14.2253764571714 -9.36997307235714 8.12336016509409
"90" 10.326868506669 21.6888412596888 40.7329059255285 -14.0141636543474 -8.18187277733668 6.03146561313349
"91" 9.75995753173443 21.0589670229251 41.7788852337505 -14.93545680155 -10.180729288838 6.86981803292527
"92" 10.0272565899106 21.8149008370734 40.7814037799944 -15.5896859393163 -10.1137462193044 8.2202869242451
"93" 9.96964713770713 21.5206388124298 40.751504197765 -17.1674861889668 -11.064481937256 8.68293109116408
