"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]"
"1" 1.57654320247057 -2.26967779786022 2.03437218777934 -2.07027577315047 -0.0620666847618134 0.16937558418194 -0.214614577631179 -2.77403769803666 -0.495979850125453 -1.46096792368422 4.15235493623919 1.84369545528437 1.09167596353198 1.93483479066113 -0.324848152291881 -0.174271903572386 -0.45557515018566 1.90034423475296 -0.319883551267082 0.961828060571696 0.564655164446052 -0.330184921091189 1.7632516631963
"2" 3.40154489681977 3.48246299560829 -3.53083777548674 9.35688828182771 10.3605432331589 13.0833136532174 5.14580840840346 0.895993687094094 12.4076162651732 4.39517442653707 14.4926176937175 -10.7682585553515 5.26321403190664 -0.0787714999733357 -0.640929624604908 8.06788203200416 4.00133618428533 6.58687670162539 -0.999127794680046 9.02691153998803 -4.61364223218238 1.88907315429801 0.179352902177386
"3" 8.35749471346191 7.50489524750464 -13.610742991102 12.7365089055116 12.5752593041302 17.3156467261459 2.57720258985867 -4.75430444949798 11.8198163968023 11.2729918701477 12.9283200721024 -7.73580975552951 1.12308845421404 -2.29050804338239 1.22634027425287 6.48633565701191 5.91757648634648 9.43103638384092 -4.76798954329512 9.0857177902728 -3.43209759459736 1.18292698426631 0.687438382000883
"4" 13.9930214109632 8.45350487139965 -17.6912682091005 13.2535659804856 12.4413113204733 18.1516933743583 1.64403630074647 -5.27109153575157 12.0946841167049 11.496364976969 13.8292107445871 -7.90082030571727 1.20186766633799 -3.29304895710898 2.75188440196719 3.46276980669587 7.11073524723779 9.88369436052132 -5.49510466503745 9.36325497044676 -3.12914409647308 2.00610174595417 0.183200210890813
"5" 17.6953227532198 5.20303361816559 -19.6136838997347 15.8373647478616 14.7177616324473 18.0312914742363 -1.09788126853012 -2.66866282410537 8.20396099368518 12.9017526245868 17.5113167974198 -10.6661269564964 1.25996656085852 -1.41188615214702 1.34455489684535 4.72342059480784 7.44121015004966 9.90275287194634 -6.8851963607456 12.325060708811 -6.19099652411108 2.46636232752992 0.387853380286601
"6" 17.5144827558374 8.10053920941559 -22.3954666492342 16.7700473838621 15.351695979905 18.771714488029 -5.02386316105017 -1.75447061468977 11.0996971120169 13.083704855763 14.8505614832697 -10.2911147699722 1.95879016360783 -7.88939550111762 6.65098230213496 7.95056327639118 3.55178429973705 10.254601199803 -7.84233760715969 11.465591068971 -3.47957719041448 1.15510032199817 0.889652595315514
"7" 18.5628411269983 6.9112562562447 -23.7843172756785 20.1746725467751 16.5560685705949 15.8080758467452 -5.87722703112978 -0.948275363777561 11.5842532229877 16.6337299583738 13.7821259933816 -12.0715498946235 2.44734601344688 -7.31108746427352 7.78227384409347 9.46890307465883 0.974449256447286 12.6776115145291 -10.0648109401512 11.9248180833609 -3.47256733462567 0.740375319708117 0.547673096908193
"8" 19.3855045911059 8.30358027021093 -25.0594861740043 18.2611196671806 18.0608851908039 15.9813787894718 -5.03399009624745 -4.2762089085499 11.7715280205083 17.732043764524 14.2579820933874 -12.4599720443199 0.344211240652412 -3.52108804650737 6.41881464094914 5.9411436814431 3.28540551428556 9.19646900670051 -7.33731463270352 14.1208996217859 -4.02907690086478 0.414509002137005 0.460381472427484
"9" 19.383361742203 8.80824916753137 -26.5314693809293 18.8146227579489 20.4756094415513 16.8862565166607 -5.54749396541377 -5.9777912299717 13.0074937236815 18.1426517073876 11.7275590795766 -10.865740626113 1.32661463807418 -4.19973737278789 7.58202032509431 5.45454092176243 3.10197385878809 10.926361461785 -8.29155068913116 11.679790967416 -3.28746106030598 1.07260702258865 0.475176062095607
"10" 22.2046964812893 7.62896725184803 -28.3353771129808 19.7913415632639 21.6597585973795 16.4825953651333 -5.03313101625724 -5.91806641413265 11.5771138363762 15.6529005661355 14.869410991348 -9.54054790020697 -0.872216304546939 -4.75800425136855 5.47768788350907 6.69833849142821 3.18390531872215 15.252932424932 -9.55671419289417 10.2885886397169 -3.58681010610336 1.38241292625308 0.686303336099571
"11" 26.268633023267 6.42856680922646 -28.6765253472878 19.1196772445398 21.662102958708 16.1023116610139 -5.94341807507977 -7.55981895687274 14.4117475118811 18.6113231763186 15.1712327197751 -11.3813702786347 -1.2573932719545 -6.63715255467608 10.8331633381165 3.7662685002315 1.85920127100721 15.2951764414231 -8.13181070921114 10.6537200099113 -4.40448003147574 1.89633299573742 0.662714538137656
"12" 24.73722746549 6.85878887257119 -28.6409849286945 18.3966805250985 22.1183798124151 20.3156399839588 -10.5313447959367 -10.1335319918415 16.1323531271496 23.0368236308557 12.3731288897117 -13.2166159515438 0.720543577015884 -9.22884633244555 13.5330236994679 5.16358261287462 -1.81625184530416 13.7551745803272 -7.96693648875747 12.0704001637443 -4.22470196134676 1.64093603918579 0.473423986410648
