"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]"
"1" -0.11816912658856 -2.08036143179956 1.1974195958328 2.13524794270798 0.187781754841834 -1.11758478690561 -1.80302922838116 0.39368289536361 0.0353832839720099 -1.11698696105555 0.30927195142277 -1.23043636704836 1.50904446733689 0.205695253946521 -0.288339001238347 1.31192227429738 0.603369294916887 1.93445277918399 0.434158878126646 -1.45887043225387 0.038786344550016 -1.38843900763438 0.55500140568454
"2" 2.72808321302867 4.6427723068078 -3.78204148042164 8.73414408195464 12.5294627737958 8.96901100022549 6.10383666021981 7.64659027979626 9.43812683384275 5.86033725119985 8.12881016315582 -10.2936766651577 7.26585663992469 2.28736595919021 3.34856105766231 9.34195036756944 2.09094276617879 2.49129388169388 -4.7875487321492 2.04264457204791 1.05965191242242 -0.599333392470589 0.184254535138573
"3" 8.43530791243755 5.57104848321953 -8.8081545986102 8.41152081266726 15.0195289618772 8.23972917988198 8.09200052082904 6.86203732719035 5.82452562022939 9.36277750619028 9.62621387000137 -9.67648803573302 3.33177146533662 0.211650427979229 7.48674334652039 7.32865886174332 0.912175629243153 2.24222973702294 -4.61771995657942 4.00490625882987 -0.0210201500192617 -0.253232854204113 0.399300012493177
"4" 11.4494011063612 7.64691624165846 -13.5297766922362 11.6561735151564 14.7434929068726 10.4629989431669 6.85807976978524 4.53603010821556 3.84259635745648 13.4014243368744 8.97921937117028 -11.5905238301318 5.06512629723865 0.593931263444735 8.06356409719946 7.9597890873339 -0.576176278494537 5.70821271756634 -7.64329701065603 3.65965651753221 1.5109843969577 -1.40694754490211 0.322027393293768
"5" 17.0147006248454 3.46656116610593 -15.1277933287524 13.7127958936006 18.0613382811154 10.4396122988737 1.63702295476365 6.2162471934298 1.90561776403751 18.1416484056122 12.3152775762897 -19.5424638421679 4.91753977018249 4.04753470399634 9.0430568185213 5.70779078119202 1.61634167922671 1.41617714740423 -5.89050790283321 6.99590559561277 -1.9623979005988 0.162745513498874 0.356101412011539
"6" 21.0566237894135 3.34011240124693 -19.0790217358596 16.3034614828059 18.7781625694861 9.5448658279786 0.887703955032929 6.51217848488021 2.66716104736253 20.6554761623095 9.8408315327575 -18.924198290423 4.06398192783015 2.16948100987136 10.2354103226684 7.86414307925472 1.79033634171176 1.91051783371505 -7.39198705337338 7.41263021869069 -2.82068618127401 0.403092600627412 0.469665256896288
"7" 20.1517044123466 1.8848745427808 -17.2824954123417 15.6533921828195 18.9075565649224 10.2669650007217 -0.892317001504086 4.69915166303138 3.73713031805149 23.2473811094145 11.4228694932927 -23.2428934982866 4.43505703581594 2.81801860402302 11.9188552174914 7.52732722847603 0.799451538997618 -0.168365493306788 -4.53784420814635 6.35013425571545 -4.07804988050575 1.39250187597175 0.0344404264923866
"8" 22.9500497883858 2.94916609011129 -18.4987461820855 14.8760909570198 19.993908663395 9.09143172564448 -0.492525380362412 5.45020372078347 3.74191460923289 23.7405524704768 11.6582357187345 -26.2177953430614 3.84865562345785 6.88005700575741 11.0179404263959 5.23671386922522 1.90354188649869 -3.69420078748789 -0.74817224814915 7.71585331009063 -4.80959496438137 1.27721163607126 0.132538281760313
"9" 25.3556250757923 0.865586738441207 -19.1457278492591 16.7965339896543 18.8931305651051 10.2862221285685 -1.81499695101566 5.25795514118925 4.18965315849581 24.7023939742644 11.8090195416308 -26.3092509406645 2.87474801139046 8.08335876639939 10.4234408045134 7.28864672592379 0.724362216890318 -6.80750791318533 0.368802260359707 8.01566565266079 -4.80582599195377 1.56090240771553 0.0781115651001924
"10" 27.7132697144254 -0.823779967652357 -19.6649863731334 18.2141420798528 18.403083962968 12.4462657101335 -3.28725343024144 2.9297511818538 3.20759663115351 27.7310330082232 11.7821354400541 -26.8277451847686 2.73850500053185 7.43456491607407 10.9784172843731 6.99538350489296 1.83405987710839 -6.57090716126243 -0.664436398071807 8.91736931078022 -6.28627548339448 2.11537465452893 0.20420074609937
