"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]"
"64" -2.26904612544297 20.5186325920987 -4.89612341842463 4.62462235116121 -0.622708385031633
"65" -1.79923954752932 20.245539483176 -4.78626218073378 4.85896564939585 -0.569640618689107
"66" -2.18555115628909 20.2890732682633 -4.47752885807923 4.11183356861903 -0.341615508775213
"67" -1.97589589404713 19.9654444982142 -4.23396851901741 4.37414127185183 -0.57736285268243
"68" -1.98944979391856 19.9869292498538 -3.74836996387666 3.64457279740703 -0.451131020377964
"69" -1.93099149268356 19.8094304897002 -4.26622589134781 4.15978351839083 -0.400222409104037
"70" -1.54839510893614 19.956626489301 -4.20563063652874 4.14983887228202 -0.443087349772615
"71" -2.18558594796457 19.9461817543424 -4.4123159233061 4.40659528201865 -0.401228703251561
"72" -2.17845646913944 20.6874207954167 -5.32547460483254 4.85505746998655 -0.702869239400038
"73" -1.94258123224412 19.9680780424953 -4.63771141426494 4.75408092172718 -0.659795885366689
"74" -1.98779198916562 20.0940912744253 -4.26298218254359 3.84726909058977 -0.323945350379201
"75" -2.12308178868045 20.3925946223762 -4.52539315305796 4.10459350172911 -0.415750679426147
"76" -2.15396730208212 20.6883040816132 -5.04176564102937 4.43047901458045 -0.334532927762755
"77" -2.05728504136758 19.9590955625528 -4.40811481233533 4.30414139886237 -0.41511129816398
"78" -2.0754040248986 19.7388096967526 -4.35000562879562 4.29653683342262 -0.440816446339848
"79" -2.14845136119293 20.1009515067988 -3.75830773310568 3.97405926943717 -0.461142099048242
"80" -2.3807348439668 20.9667166204097 -5.45476119413714 4.70214423107271 -0.525706335331443
"81" -2.66608737690967 21.1670815110092 -6.10421664831259 5.18085290778597 -0.717109228030997
"82" -2.57918820953548 21.4203584872184 -5.74849167164754 4.98465140805005 -0.619458726008899
"83" -2.26548646033541 20.9263219916599 -5.85093757808269 5.2703389721472 -0.621862695728436
"84" -2.43763880044527 20.8907285023969 -5.18851016673832 4.6312064755867 -0.497867485976299
"85" -2.34502776720008 20.7687653973687 -4.68470776143396 4.33986931072218 -0.485231123366892
"86" -2.56148500737503 21.3908803827169 -6.34849103843328 5.35000971064081 -0.660134973650403
"87" -2.39298406764249 21.0005958882492 -5.15384082371055 4.78063198332414 -0.71831603918156
"88" -2.31680131818477 20.6755076448092 -5.20717914952297 4.82674998282399 -0.513327861019742
"89" -2.45602679648761 21.4152076544141 -5.42834530442295 4.40137340469888 -0.251829274093581
"90" -2.29999081817099 21.2409922758794 -5.48092411671143 4.70560591418565 -0.255462784148255
"91" -2.14201280802176 20.1658943359487 -4.62241329226259 4.43233146042998 -0.329704748774178
"92" -1.96438952245923 20.3261909962018 -4.39160132119612 4.16861511551842 -0.447235691979996
"93" -2.05128113949811 20.2340113617161 -4.57791800993894 4.41208669150564 -0.559130445295555
"94" -2.17710898204493 20.1385204334559 -4.5015015267725 4.27279123896734 -0.55951810543696
"95" -2.41326711012479 21.4993413760513 -5.72046226940948 5.00128087972777 -0.579410804164946
"96" -2.62593958386522 21.0720186299582 -5.46559664979017 5.08192793229478 -0.524454304570628
"97" -2.62320351543396 20.9367318741324 -5.65952466212382 4.89906845647106 -0.594242500097302
"98" -2.51473254192561 21.3097159613738 -5.82604967814363 5.00740270783719 -0.577772857633811
"99" -2.10027979349536 20.9150909050677 -5.47394358010854 4.89592472067315 -0.625640984339389
"100" -2.01541024662968 19.9330131682008 -4.05244279070548 4.02891488980794 -0.248565189456317
"101" -2.05069079561778 19.8842252406572 -4.06112667702162 4.20191815861802 -0.636806256861688
"102" -2.02330977610881 20.286332563985 -4.66168588552311 4.39753756854081 -0.491458699099188
"103" -2.36670707360821 20.781417144687 -4.75021678872715 4.1983024887073 -0.437555759896734
"104" -2.16944320329669 20.5536396993256 -5.24351690128077 4.9552245487305 -0.792907168258956
"105" -2.30422065809816 20.8806014393891 -4.78238114195762 4.25311559094327 -0.475669613164807
"106" -1.59891535337354 19.0959209436568 -3.55565130817542 3.99132407215631 -0.438050392407706
"107" -2.30896187662084 20.5833323085738 -5.17224621592608 4.55858670872337 -0.447553115767865
"108" -2.35633821108441 20.6792469499612 -4.80294925103645 4.34591644761822 -0.467600903594952
"109" -2.62364722940923 21.6595493076785 -5.55109380304549 4.76543083742386 -0.41482817259803
"110" -2.39372243289189 21.5196890425625 -5.78333758524611 4.83726073569053 -0.602747327785794
"111" -2.40208000150448 20.9485639269656 -5.43573078761105 4.6748272696024 -0.425298100705058
"112" -2.12041410717522 19.8014932595227 -4.11045408627888 4.05130757356764 -0.370563270725372
"113" -2.3870859417827 20.7528394888848 -4.81071538188443 4.22960607332666 -0.362228964704202
"114" -2.3837375040824 20.495334866712 -5.06383333980768 4.6675365307558 -0.554257397695152
"115" -2.55370763866676 21.0336059791431 -5.7061964545341 4.88944309513001 -0.492367487959039
"116" -2.45375157973985 20.7649671262923 -5.33653866840761 4.58631924105443 -0.334152290050006
"117" -2.20775555420715 21.2107855018469 -5.38447346076014 4.50510135176605 -0.275225421582305
"118" -2.09709375257017 19.7217865416744 -4.24857893384817 3.8861468310752 -0.171543270085231
"119" -2.07007284168295 20.2897934642222 -4.50844872929523 4.19825834170939 -0.470278035218215
"120" -2.0906392967148 19.650690839209 -3.60358640341035 3.78688008815398 -0.518312654289623
"121" -1.978083012721 19.8751591319602 -4.22112171281575 4.24941494567905 -0.374346276798627
"122" -1.58269913325458 19.5089549982338 -3.62808143476615 3.84419968842371 -0.358120912006804
"123" -1.76564996309179 19.6713667063395 -3.73679064810478 3.78971968220798 -0.396758878289727
"124" -2.11869456369694 20.0598449236498 -4.59472932915763 4.10519317146929 -0.413740355024469
"125" -2.78453847185067 21.7834031217397 -5.50487999997104 4.8157203903174 -0.734731421361808
"126" -2.19107931856747 21.2865260298257 -5.78719348229001 5.09691948234388 -0.638835999141956
"127" -2.32753598380689 20.8121875956859 -4.82704355326161 4.2681034911269 -0.471745148534606
"128" -2.45483694677324 20.7820962404568 -5.02711624708365 4.5626814313417 -0.560861588062148
"129" -2.39260504801857 20.7117083038715 -4.70618308399045 4.31560885880603 -0.665200709455825
"130" -2.75217655283149 21.1548619664938 -4.929568460246 4.25775555261585 -0.367594791110459
"131" -2.38733986878104 20.8765225455236 -4.99525302744842 4.44383279259716 -0.345242871725293
"132" -2.23299144207066 20.6942189627645 -4.8735842489049 4.30576022509814 -0.367444488387946
"133" -1.92451058664207 19.9637391711315 -4.31571835487681 4.16846726527125 -0.475352045213571
"134" -2.2973882450468 20.87413908613 -4.6763318197798 4.31130202089372 -0.327429965417363
"135" -2.15370377215926 20.3867033317068 -4.34450775305398 4.17166262896426 -0.407780378550562
"136" -2.14630565097602 20.6635677374999 -4.85271276663807 4.1928112849579 -0.310477120948806
"137" -2.10480046893071 20.4638849870685 -4.35300902466855 4.52768979944617 -0.701796939761184
"138" -2.78139789249061 21.4165508643976 -5.41305205202865 4.41335163471358 -0.461597455250096
"139" -2.75626421472665 21.2964423059625 -5.19458812226764 4.51497515772521 -0.423406075529681
"140" -2.23668197812106 20.6562626107442 -5.2752074833816 4.57620215663313 -0.40306962313491
"141" -2.39684936231044 20.6358622350984 -4.67738795302469 4.12776339647813 -0.241422384830773
"142" -2.29984346624261 20.5229099373481 -4.87633080105739 4.30398942087475 -0.308911041198492
"143" -2.21830662205822 20.5389062842353 -4.70947292500686 4.41244068484979 -0.483098372054366
"144" -2.14070900846897 20.1426397509514 -3.96246221137094 4.13520449171033 -0.369482814575332
"145" -2.21058440810109 20.6121363867625 -4.62617268438549 4.38278143902621 -0.479206906856787
"146" -1.81786734403565 19.9779281795412 -4.22591286315931 4.12703363543433 -0.504786495237801
"147" -2.21644488322522 20.3676358871068 -4.42831989711301 4.03639082014381 -0.455980946002237
"148" -2.39140468974564 20.7850847654845 -4.82426687770956 4.359368096621 -0.349848834302497
"149" -2.35203033329724 20.3722257105441 -5.22450543368407 5.22354679668971 -0.644556031525514
"150" -2.33571474961657 21.4717774117735 -5.89565653319481 5.15270480538818 -0.530371057807178
"151" -2.38041892896958 21.3319213689677 -5.61301027319861 5.06672343147187 -0.616916132402926
"152" -2.72688294359577 21.3284875080912 -5.28307724540263 4.36884492832982 -0.32341341227405
"153" -2.35661135189808 20.6839115128287 -4.59037873865239 4.26745329830819 -0.205427899909212
"154" -2.31267017449557 20.7483613314985 -4.78809563893773 4.15512470916808 -0.502173499635622
"155" -2.3735344763623 21.0620580985629 -5.3493362692991 4.99022219524712 -0.68843191271576
"156" -2.23609223278195 20.7490518886795 -4.80626398656806 4.01343547025046 -0.399131054537459
"157" -2.16255958310273 20.7470023111519 -5.30736304417535 4.85837465912149 -0.670175302002658
"158" -2.47190170722388 21.1511474493965 -5.4225135729444 4.68546165783944 -0.563564606343873
"159" -2.27452890387825 20.7249821807523 -5.50748414851535 4.86965716369627 -0.554137333335401
"160" -2.46164089599608 20.667324003738 -5.18061698391982 4.43363463846597 -0.491230787730628
"161" -2.57177715685424 21.0613764485872 -5.11996512405375 4.54133850621096 -0.539477783869194
"162" -2.21638222609138 21.0049455554233 -5.38936048778757 4.58519187349762 -0.497137876419698
"163" -1.44940842587158 18.9362559687024 -3.75350144313518 3.956576264311 -0.442396974285312
"164" -1.63426545736871 19.6367991821669 -3.99960501478941 4.29029014610887 -0.516218985639724
"165" -1.83821701844003 20.1811695185646 -4.59202151281879 4.08528341998855 -0.360671190810954
"166" -1.85507876331554 20.2350860731395 -4.3779261190151 4.16731425593863 -0.503908740496737
"167" -2.09421892985643 20.1214240604748 -4.30904570391694 4.10889215295524 -0.320138438074142
"168" -1.58378590916827 19.0733499055722 -3.65825120462639 4.03832630826934 -0.680848254858621
"169" -1.82436458075889 19.6761550763498 -4.04914287446468 4.30239364129629 -0.372012699864064
"170" -1.62738413285171 19.5273648971657 -4.3180385623445 4.2327836337273 -0.462283557409683
"171" -1.89156944032933 19.7769319905504 -4.01089004701018 3.66599561468914 -0.210780311230638
"172" -1.9484316913304 20.0015427284185 -4.33374764913283 3.83857455051127 -0.257862963381771
"173" -1.75879955275323 19.3813662326475 -3.42559861563612 3.65121062070314 -0.318446038890743
"174" -1.96605884152663 19.9218648126633 -4.06844002266255 4.35649731444321 -0.599729068101983
"175" -2.04810388690716 20.1534457554304 -4.66622846290855 4.27576928919408 -0.483523073879084
"176" -2.08754367907619 20.4185417382259 -4.93251372157346 4.37184338211313 -0.460139398384963
"177" -2.1011677249751 20.1022872573056 -4.33516764586226 4.13297471053406 -0.286353990526895
"178" -2.05626782111471 20.4250704087268 -4.56937448052886 4.18999357174306 -0.413234741109945
"179" -2.13778435899533 19.9767344317502 -4.69994883469128 4.62694699869245 -0.579122072946194
"180" -1.92304936723322 19.865125251992 -4.02121914308326 3.80951733757207 -0.302294518819902
"181" -1.98148651016017 20.1401164206233 -5.12390570511583 4.68698511758122 -0.437743444635204
"182" -2.20402000676048 20.4838174339093 -4.79761401363101 4.33106831485607 -0.298648717831727
"183" -2.31442465970009 20.8483252400301 -4.26920030166667 3.61505059283961 -0.402225246472034
"184" -2.08897790721017 20.3250472682194 -4.60616508823506 4.20628839644416 -0.53843944493055
"185" -2.87541539741546 21.946108349302 -6.63379485250383 5.02757711727698 -0.378211237316577
"186" -2.47477513623759 21.5692079235264 -5.56988259911264 4.60567546640716 -0.468926545691256
"187" -2.56445249219415 21.4582052028792 -5.20381964834209 4.51770031199734 -0.739275207199823
"188" -2.57138526319981 20.9160202973117 -5.38977549616346 4.67919863578175 -0.346787383979071
"189" -2.46383425033215 20.8711431185151 -5.06581984784784 4.58227355039838 -0.572801401958917
"190" -2.22761321828195 20.4931135676785 -4.53766642948219 4.28110645435391 -0.352010275734311
"191" -2.33130065994913 20.3567680410863 -4.54189164756393 4.35498287252054 -0.683618695821468
"192" -2.23768712141733 20.5894233495696 -4.75013523330165 4.61477581915648 -0.454362791341355
"193" -2.22338715830128 20.7350502508526 -5.26750931269286 4.43163898702707 -0.552196659856868
"194" -2.52081735786245 21.5623033424928 -6.1596995033506 5.10686149923257 -0.634239000953486
"195" -2.53970414584196 21.5134173477377 -5.95707208786359 4.92813508935139 -0.606498630915921
"196" -2.57311301644102 20.931800845212 -5.58346190725508 4.9028512574988 -0.500112102122568
"197" -2.23809038296536 20.0256781559419 -4.47093759780242 4.53061647181349 -0.55975775982908
"198" -2.17496670304548 20.0665639180616 -4.0662374660104 3.9171728081387 -0.327751565475237
"199" -1.79366422596603 19.7520271759057 -4.67201952216397 4.69797925423542 -0.578495999680576
"200" -2.04964553503202 19.9681762573866 -4.10124844191085 3.81121274421324 -0.33471503490971
"201" -1.7341196096332 19.6565084822644 -4.42635139584048 4.36834774846447 -0.248998696181239
"202" -1.80615678596985 19.4244992459484 -3.7316749772453 3.92267641609138 -0.339594837033365
"203" -1.52845838935156 19.2857954209269 -3.63802848454675 4.00086130049961 -0.467174245120682
"204" -1.67811098353297 19.1547921229493 -3.95987487759172 4.28894099772398 -0.397476179142544
"205" -1.4876600404588 19.1885609293009 -3.53788946814282 4.13102777607132 -0.562518038059768
"206" -1.55792823491247 19.577319635301 -3.84465921842086 4.30752159198712 -0.365619767833821
"207" -2.12527554572705 19.7946492260529 -4.53995677173696 4.46126116710197 -0.482618838954236
"208" -2.19586838145577 20.9548086134492 -4.92581796496357 4.2850000627331 -0.424709394539139
"209" -2.62240913976789 20.876047969943 -4.858735111788 4.73636337716815 -0.69938882324199
"210" -2.06025361709246 20.6074776280068 -4.62401198175032 4.39617812540162 -0.359751040146608
"211" -2.04650399552444 20.3688083346542 -4.6223454539484 4.25579588698176 -0.385743592862679
"212" -1.95411792171849 19.9810710596915 -4.18313203589218 4.05765161353156 -0.251326033488348
"213" -1.87519737745722 19.9200255679619 -4.19722347890075 3.98198159936773 -0.242448047412759
"214" -2.07934095761719 20.5411831202401 -4.37693893680958 4.01201881440922 -0.285836610349712
"215" -2.10004767769453 20.3412985697514 -5.07822906051107 4.8734376528735 -0.438852534611679
"216" -2.4769705090222 20.8724853068591 -4.76932639628973 4.39268435413459 -0.525176106601296
"217" -2.91582502941555 21.4923321915219 -5.16541042222899 4.33490726275014 -0.671782048379586
"218" -2.45263170656173 21.2922905694268 -5.63407965771387 4.75490194445319 -0.352882149373753
"219" -1.90736086485385 20.4611598932356 -5.14782035447988 4.89648643308356 -0.63733242281337
"220" -2.05172467387226 20.422841102189 -4.47212372621766 4.4002114200457 -0.296251702419005
"221" -2.40272691339629 20.6199474339637 -4.81189886972939 4.37629623080198 -0.332465576600825
"222" -2.21038720068388 20.2978105598094 -4.64377337348814 4.4910195501756 -0.369439475810198
"223" -2.00636496127066 20.5775112786223 -4.8168810731813 4.44906061769448 -0.56826069916713
"224" -2.40388970036106 20.8809276808774 -5.09884438826415 4.86250447405088 -0.424813271732449
"225" -2.15970214955359 20.3305485600628 -4.64608481461387 4.296285840289 -0.309605400852966
"226" -1.69787239412947 19.8311712264708 -4.12492432203345 4.2300410414728 -0.399502698331148
"227" -2.0491293262804 20.4970836232525 -4.17670014877827 3.98193204434025 -0.273508475420494
"228" -2.1901953124722 20.5486925660395 -4.35813052762876 4.15422245444443 -0.385103255589161
"229" -1.96676671070203 20.1019857239565 -4.15516855331588 4.16717798574597 -0.463716337707625
"230" -2.34107860054635 20.7063088125248 -5.18795634384128 4.6492799581035 -0.488034791789636
"231" -2.02090545933793 20.3584218341367 -4.55844544679015 4.05309718284718 -0.198334996064071
"232" -2.19176772391814 20.4269224966044 -4.46389211757749 3.9567126581031 -0.238218806731922
"233" -2.43526928730734 20.6107966909012 -4.87538801418119 4.41635328254673 -0.537116745564741
"234" -2.20227710156082 20.0860025305047 -5.23586833671001 4.86086645237534 -0.541374323622039
"235" -1.87118571311799 20.3216913723129 -4.67004970927361 4.36905132344768 -0.430800406682052
"236" -2.05050481329124 20.5389931423255 -5.26887513640471 4.84200111623394 -0.597693094555684
"237" -2.13216294901303 20.2748192952116 -4.68447765937667 4.46308275980731 -0.443359214376758
"238" -2.61080857279107 21.1101649350162 -5.7371894981855 5.12775883107911 -0.749289122109213
"239" -2.0979718068736 20.233216600439 -4.2081553039105 4.04671409638719 -0.332039421821211
"240" -2.20201760435114 20.2422471494227 -4.96758025687772 4.3690485963823 -0.477120261571461
"241" -2.21066359021736 20.4802597113654 -4.41026265288037 4.12058248904676 -0.36623755639756
"242" -2.46922762671185 20.9253426725599 -4.51241483887697 4.17112288866067 -0.463345429818516
"243" -2.20944774899168 20.4324608689984 -4.39801250721239 3.9039148904697 -0.359497398930981
"244" -2.11047269519963 20.5683726581657 -4.92810439296992 4.56582570968799 -0.585082744987677
"245" -2.18071726939391 20.3248977453346 -4.95502167656612 4.53094139471063 -0.373912635500455
"246" -2.32214949573249 20.6623329052504 -5.10215325076759 4.51639967204208 -0.305290062488319
"247" -2.31544508745701 20.5393572076753 -4.79298205239347 4.43691410840289 -0.389822248339884
"248" -1.98007245833963 20.006723564978 -4.33393749493817 4.19956470725741 -0.548860545514282
"249" -2.31149499370577 20.9201974640456 -4.8313798298788 4.26649845992533 -0.392750177436168
"250" -1.77372783930401 19.7480719457439 -4.4021898803738 4.54919235686433 -0.516042188287913
"251" -2.47995062510947 20.5822347728446 -4.62465360475378 4.17004956354519 -0.404564630073047
"252" -1.99536845766263 19.6986344151848 -4.1542260565918 4.18649633483063 -0.449197885699958
"253" -2.14882859775125 20.6043369010531 -4.52686363781364 4.24504262093106 -0.343498181517677
"254" -2.32143895581378 20.8302596481519 -5.25375117967923 4.79515446631933 -0.600614170807659
"255" -2.51442689089873 21.6387071618432 -6.03966247601734 4.9690535327658 -0.393933457549838
"256" -2.68148771442838 20.8452350159045 -5.56150985220648 5.00052719414343 -0.555305447173676
"257" -2.76265816932177 21.468027786855 -5.80468927469839 4.86191182501668 -0.47304973840149
"258" -2.05501496218396 20.7069193441068 -5.19286898308801 4.43796670137192 -0.553789863110192
"259" -2.16676805125505 20.368843764866 -4.82498987472858 4.4018496031178 -0.490578513888955
"260" -2.09352545465929 20.6194534759018 -4.69590411471543 3.88786271767487 -0.332080708733882
"261" -2.14040971409506 20.3634556283658 -4.41858590205621 3.70682701876436 -0.327455027997852
"262" -2.09532788834079 20.0933355371094 -4.31447364738886 4.24392874097278 -0.497158037888042
"263" -2.21025592102007 20.5905070212582 -5.21927407551303 4.601719074865 -0.54056282243459
"264" -1.98475233290423 20.4511669478939 -4.27696436172983 4.20909544774498 -0.57376180290485
"265" -1.9423934849806 19.8548583512739 -4.01225952222375 4.24868267275019 -0.517883878445693
"266" -2.19742948417008 19.8905732264884 -4.16879865002172 4.12936010692955 -0.253168372177676
"267" -1.89075455820899 19.7676735559472 -4.61559370511688 4.55610332940931 -0.427657690090691
"268" -2.06857320583853 20.5770992419433 -4.76011991330756 4.10947562179321 -0.335177015541169
"269" -1.79586012400016 19.7198219766054 -4.0194772020243 4.08710062339047 -0.359212425726696
"270" -2.69298422367658 21.0590972252065 -5.10719954676054 4.50399294660506 -0.491327941186716
"271" -2.76840176966141 21.4614635005901 -5.91212432892691 5.04086093608567 -0.733615685786768
"272" -2.49572688627666 21.2041015773357 -6.09248826046856 4.99363919476222 -0.562630091430112
"273" -2.33856394685004 20.3155794720531 -4.66779046435388 4.45411031024703 -0.510128268828964
"274" -2.54253897009506 21.2358395360337 -5.26026517809061 4.60777989940427 -0.217780342693363
"275" -2.02581675429579 20.6356960813378 -5.23455953970584 4.71792455087425 -0.357910786207229
"276" -2.49980465463519 21.2208954216971 -5.59158388685536 4.83761784094667 -0.61249729676461
"277" -2.11019047492225 20.710439837142 -5.43098524636759 5.09179638509352 -0.798564998714585
"278" -2.26798746022269 20.5829248471 -5.09872706762203 4.47608695310666 -0.38970840414254
"279" -2.53227703631019 21.5012165930359 -5.3519203853272 4.53003697400603 -0.546667657573874
"280" -2.39197515632632 20.8452206835593 -4.99550019377276 4.64818994420893 -0.670255765692508
"281" -2.57019549505794 21.3782329389199 -5.75110271070888 4.91992259719322 -0.478295133428319
"282" -2.45933696311768 20.9616630100472 -5.14330412617854 4.51893567382618 -0.591004557817483
"283" -2.46382890048479 19.9353122515966 -3.90605059704817 3.79444922706235 -0.421762804899263
"284" -2.0695854999369 20.6389130831241 -4.92765181246205 4.49847668350849 -0.274232886192295
"285" -2.30808842866978 20.4783714655658 -4.024333628748 3.78966366802993 -0.286379335931646
"286" -2.01099538734877 20.6265142328757 -5.10396838124175 4.36419379393303 -0.563039137829091
"287" -2.14800852802599 20.400543836367 -4.59887319820826 4.04137957004937 -0.189156316321028
"288" -2.35689011216183 20.0630125904917 -4.59121387914252 4.15211843898216 -0.156995255820345
"289" -2.1679355029245 20.2053785113102 -4.54823203108366 4.74204132988673 -0.445510358005738
"290" -1.92313618239296 19.7679114722012 -4.61243783789217 4.42092556339367 -0.287869725151831
"291" -2.03558204479492 20.2010070015613 -5.2637888804531 4.92676229248349 -0.628017778075567
"292" -2.06913911081204 20.3645196011497 -4.09464003260294 3.85404011735539 -0.517087395073633
"293" -1.74165869153448 19.6625294552238 -4.36263740885847 4.08271301502174 -0.527351902097149
"294" -2.19412573728328 20.3638984307631 -4.34044263546076 4.12673295461312 -0.526564248452098
"295" -2.17929668933362 20.6418813302086 -4.62771207790709 4.24153719453146 -0.494612903940672
"296" -2.1251312409657 19.7051121817418 -4.46927701567057 4.44090177227181 -0.588614548972113
"297" -2.07632479156958 19.9599537449667 -4.0023180993973 4.19839136270291 -0.534997847711812
"298" -2.2067527062039 19.6647904124916 -3.87535475297844 4.07704084306942 -0.340101821886767
"299" -2.41518680846657 20.5240629114836 -4.91764911788213 4.34353732742442 -0.392203913156005
"300" -2.14889270034341 20.5964345870811 -4.98362349935349 4.67177198678895 -0.515709966555154
