"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]"
"29" -3.91736433538345 25.3855300626733 -12.8801461139798 11.0309000794661 -0.835388243475549
"30" -3.81097701658865 24.7340716858025 -12.6255628236848 10.9037335234583 -0.699335685093287
"31" -3.5608737013811 24.9844926255642 -13.1768389877821 11.131343888526 -0.712302875943045
"32" -3.542235682481 24.4839278041662 -12.5416737686469 10.529670486015 -0.562774972251596
"33" -3.83780555650331 25.555604010489 -13.6559071362824 11.1440301234829 -0.523772119604787
"34" -3.61289608911324 25.0585092661579 -12.855127700723 10.9512904134049 -0.855843386667007
"35" -3.42797726560165 24.4695162843767 -12.2294862186046 10.4728289710799 -0.546184174083209
"36" -3.91508261128694 25.5996821330315 -13.2299571598595 11.2033477484428 -0.678283044046776
"37" -3.94391581565542 24.9989104354187 -12.4942514645114 10.3669198238043 -0.603626627992261
"38" -3.67922051836134 24.6451508219673 -12.9005873025761 10.9937950177628 -0.389571837163525
"39" -4.33024074967084 26.3217724312382 -13.7085287463092 11.2414185274494 -0.78795765780637
"40" -3.92953792197789 25.7598877320325 -13.5979370375816 11.6194311868902 -0.829225736428394
"41" -4.77560529868175 26.9403437916175 -13.8983199933164 11.0880694993947 -0.490049394575267
"42" -4.89237556064633 27.2820524634515 -15.128564907725 12.1269762398783 -0.902413090476157
"43" -3.93083366601125 26.2729175397256 -13.4971891942524 11.2014136614838 -0.682878226706526
"44" -4.17113899981378 26.5016305885921 -14.3963375826259 11.3687960524688 -0.821687115465295
"45" -3.84813486727636 25.4740231849356 -12.8290014902508 10.8636760779015 -0.684505644339748
"46" -4.10727183102143 25.7115720530374 -13.3566708221353 11.466763357671 -0.916285732961494
"47" -3.78701577889926 25.6979145530813 -13.6971319028435 11.3932761626498 -0.696467246852136
"48" -4.08350400503645 25.6959349305071 -13.0892222188651 10.6608362678942 -0.597757114851627
"49" -4.48937461065392 26.3017824753158 -14.3072131351893 11.5352714712972 -0.833236426745567
"50" -4.00776846034489 26.1836316899561 -14.2858099301712 11.6749196721041 -0.780312981227907
"51" -3.9876388314491 25.771235075627 -13.6321495838073 11.3243045475542 -0.638940952016828
"52" -3.74253193464786 25.628199030175 -13.6822821623757 11.4955061284558 -0.794317078183195
"53" -4.1937575408394 25.712282697011 -13.704861456353 11.0863903800532 -0.652947738814444
"54" -5.01039723815629 26.9048743025125 -14.5761170480214 11.4592374409888 -0.533069555955338
"55" -4.72730797707336 26.9205248392691 -14.0153501092212 11.4237824206451 -0.759981727106487
"56" -4.70464093528354 27.2597082327666 -14.9644395204162 11.8814715044754 -0.880216754855187
"57" -4.42777520047358 26.4649950474908 -14.1118976895535 12.0435138552978 -0.936915389010095
"58" -4.09717402707948 25.8141303299529 -12.8580474493969 10.4357474828387 -0.412386505175856
"59" -3.75859091581721 25.3290603621409 -12.8647205344516 10.9223819023696 -0.792104579817395
"60" -3.90305912184554 25.1915168481838 -13.8663403330822 11.4542554738765 -0.689413967091776
"61" -4.20642523178806 26.0950374929221 -13.9614448562466 11.3681103674598 -0.633886309539273
"62" -4.04888878479862 25.3413332002419 -14.0089770768716 11.6781537882181 -0.539231705649512
"63" -4.19946667477258 25.4289829927176 -13.1281171705154 11.1690492439574 -0.610610273733824
"64" -4.21475795361996 25.9407035215479 -14.1266973164767 11.4974345143504 -0.833972623860245
"65" -4.22913204558498 25.8997232359594 -13.3183914413016 11.2849417727069 -0.865433292636339
"66" -3.92265269488018 25.2443402587751 -13.4821952261447 11.3178919957372 -0.660648321913036
"67" -4.17244653458572 26.3962384766614 -13.9052535312962 10.613411620648 -0.40313230239467
"68" -3.68527118749531 25.9096233808975 -13.4482231162383 11.0910711703958 -0.6506618000334
"69" -4.01583099422488 25.2829157751854 -12.6958483710852 11.005593595591 -0.597929875152769
"70" -4.0624925431527 25.5153129612681 -13.1488981932337 11.0125656566077 -0.621720425823369
"71" -4.45524021242011 26.3214758986035 -14.3906783899277 11.0708334133623 -0.405403789411999
"72" -3.97906934477902 25.6694048106162 -13.3074694574955 11.034529246899 -0.496655757492809
"73" -4.0990930939983 25.3746729552336 -12.9028218689843 11.0128494493376 -0.618677886284064
"74" -4.05911285402736 25.7784693253118 -13.555778436481 11.2389282152162 -0.486618144498952
"75" -4.27349796394858 25.9949663727588 -13.1170962872073 10.8545443502383 -0.62303452849052
"76" -4.05361167224204 25.6844238319417 -13.7123269005076 11.3209000461631 -0.673123945210785
"77" -4.16158061709633 25.915390477614 -14.2887860333705 11.623474543689 -0.487836147102785
"78" -4.17106503894496 25.289988670727 -12.8128801475201 10.5906904965924 -0.652173865324673
"79" -3.9963721070488 25.8129179275298 -13.6158407414061 11.2266219552813 -0.597167263100113
"80" -4.13900125298611 25.5527673707838 -13.1707002296251 11.066452471503 -0.693864554663303
"81" -4.03232133578254 25.7469809749564 -13.8583573168044 11.620559455952 -0.833668751336081
"82" -4.27000274500734 26.212087734801 -13.6065925832217 11.3179341576987 -0.797044798673
"83" -4.10310228214173 25.6155107522035 -13.992949484196 11.4696335552537 -0.664950175363627
"84" -4.2857925994315 25.8936807046441 -13.850537738596 11.4440574600969 -0.817115606139938
"85" -4.35005627436724 26.7184991471223 -14.4563782636379 11.5742542323478 -0.736868586945303
"86" -3.69167372980374 24.7883974700773 -12.2907400067987 10.3795300083308 -0.432389948579419
"87" -4.1990097750139 25.5997011030934 -12.7717799987348 10.7967602200287 -0.506834947089648
"88" -3.45093199389215 24.4795602503079 -12.3870946131934 10.9970208553002 -0.78269573550838
"89" -4.02335709686914 25.4338250231603 -13.3362103552138 11.0121073709213 -0.676208765090712
"90" -3.44771243235052 24.7808611316539 -12.9014066060983 10.9033304955643 -0.639211062738416
"91" -3.7090232627506 24.6589163668142 -11.601968174744 10.23707458139 -0.408319045418763
"92" -3.81566407982541 24.6786979578135 -12.5367906361336 10.4833374665386 -0.287310316103813
"93" -4.05084472397939 25.6028376657358 -13.1545179894814 11.0749833424623 -0.599588784218322
"94" -4.1701906938123 25.9283946513591 -13.3539247507961 10.9419837342334 -0.435111389683802
"95" -3.92750895257058 25.6883071575432 -13.5186838053064 11.2561882817796 -0.490220250885472
"96" -4.19659836328758 26.1123308843037 -13.4277852313306 10.8467301017998 -0.45548956582117
"97" -3.92729709944249 25.561930482101 -13.6443136300374 11.5983428324521 -0.866198922349029
"98" -4.21522407975392 25.8285868462728 -13.284119393032 11.7338758668729 -1.03710639807477
"99" -4.17095464896806 25.9326590013917 -13.3508469124253 11.0062613774835 -0.630154354674922
"100" -4.28630549029876 26.3297792735379 -13.9506393782165 11.057694879826 -0.541136841068034
"101" -4.41176488502179 26.7410082105289 -14.048998362582 11.3961786141145 -0.782788716006867
"102" -4.52108788742691 26.0438259020416 -13.2967983927103 11.1299739887791 -0.58358042560774
"103" -3.80713516255444 25.1513693616481 -13.0079188470714 11.3278121914893 -0.775946068827882
"104" -3.96534845428636 25.5738499741956 -13.5188165855371 11.3232344962526 -0.820103668421523
"105" -3.68919830586969 25.6679636637548 -14.0689498889943 11.4277914681576 -0.523762082261247
"106" -4.11945723452907 25.7352643479956 -13.2136848555573 11.0594789048666 -0.545042910184525
"107" -4.14039974031966 26.0692851455582 -13.6971404524847 11.4667487139506 -0.623681760467305
"108" -3.98564560204311 25.7649846311428 -13.6057609577038 11.6078330322582 -0.74371704584393
"109" -4.57483748695576 26.2128504093659 -13.5859201156797 11.2013614744244 -0.702274635448983
"110" -4.23428382488828 25.6893557980036 -13.6987062801251 11.8175094928139 -0.743418320844717
"111" -4.51524943560523 26.9500977568891 -13.9702290801761 11.1384666962097 -0.435798226431625
"112" -3.88795859863504 25.8229445835431 -14.0032125046582 11.7407608978329 -0.836195754641583
"113" -4.0401325318254 25.6447542249256 -13.1798561661849 10.6747229186528 -0.532927660408381
"114" -3.88084520974025 25.5565599613067 -12.8690686544066 10.9608549652658 -0.580643510381384
"115" -3.74684643775861 25.10342606358 -12.8366027454538 10.7965568491523 -0.514885572758549
"116" -4.59467287022725 26.2033698004573 -13.7112602003237 11.092526545893 -0.632010580719472
"117" -4.53050810454369 26.4253972525309 -13.9124613885442 11.3309641589049 -0.606323849673105
"118" -4.04210902665851 25.1920169788737 -12.8390893620638 10.8555499758795 -0.484365668680237
"119" -4.19906633746582 26.5074977936536 -14.3164505819783 11.5422440695512 -0.947124364141075
"120" -4.34889087925003 25.6040996838582 -13.0358910952361 10.7362673026696 -0.567294739998485
"121" -4.14599170496969 25.6755673090647 -13.4653229612128 11.3964004295783 -0.830518535340581
"122" -4.62877716377252 26.851208595526 -14.6602882792554 11.8406511291995 -0.815037764578918
"123" -4.69566387996861 27.4233547614805 -15.1395449960182 11.8861112361254 -0.76613324506459
"124" -4.85387705815856 27.3624837250629 -14.9475652245219 12.007223219974 -0.826159821851806
"125" -4.3148776556228 26.4749863336408 -14.4708027949187 11.7493702077027 -0.863179549506313
"126" -3.99757743550706 25.6854512332796 -13.443710393784 11.3400329680472 -0.87167927655942
"127" -3.80418174013831 25.1977403252119 -12.9118882695827 11.1290117876013 -0.736169228556995
"128" -3.76683934479676 24.9068796565954 -12.7194127386338 10.6805248700875 -0.769461050111778
"129" -3.83683153239453 25.0872900573824 -13.0406663581745 11.05008253741 -0.765024354894726
"130" -3.70202358634417 25.2000616130831 -12.9453129908268 11.2383769800702 -0.671888493295639
"131" -3.43115084174894 24.1185784634902 -12.1507897307019 10.6624802727857 -0.741300105259523
"132" -3.63757288867024 24.7318313884699 -12.2363484523359 10.7160863977024 -0.518305725448115
"133" -4.62926593115702 26.3734083999503 -13.4765889051878 10.7342244979768 -0.684428860063265
"134" -4.05275559467274 25.9414643969647 -13.812004945299 10.9607888508641 -0.425448357128907
"135" -4.27649178023997 26.3166132721257 -13.3520255891216 11.0608746391799 -0.624974652891574
"136" -3.96213797504985 25.0196521310881 -12.5724069450141 10.4869748928879 -0.411512344886125
"137" -3.92096861495842 25.394255606404 -13.2524647130888 11.2044856477721 -0.647447751976534
"138" -4.23229861679278 25.8119213572592 -13.2468986962236 10.7666568592679 -0.418992545117245
"139" -3.94881904428851 25.7347195431977 -13.5279215467403 11.7318113663546 -0.9515567235518
"140" -4.01297000581784 26.4452742124765 -13.785092848517 11.0498284503087 -0.735392080857105
"141" -4.17087986480589 25.9942034695731 -13.7885264392752 11.1039165492876 -0.497859344938778
"142" -3.69424370872793 24.6890655228982 -12.3814725534091 10.5753870586506 -0.784024152187261
"143" -4.2754036856519 25.5612159112804 -13.0101251182151 11.023145391843 -0.685246011780054
"144" -3.56081048097805 24.8022702503662 -12.1850208049758 10.3944036947708 -0.537009068421983
"145" -3.72471246606935 25.2114278966139 -13.4824852475789 11.3513075686257 -0.675854839603582
"146" -3.45920522683908 24.4956559313898 -12.4803444811351 10.5197729295776 -0.419242512541776
"147" -3.22381281615685 24.3237181977095 -11.7543284674177 10.1283222756986 -0.55734932134357
"148" -3.7973174297903 24.709959614246 -11.810158516734 10.5837377318937 -0.594811401136691
"149" -3.9567931393768 25.6776155804186 -13.5181212374453 11.632571629557 -0.860428721147333
"150" -3.78844724700613 25.6599720593513 -13.5338044921151 11.4055784177426 -0.706600330052135
"151" -4.37901941869035 26.2212422258857 -13.8441905266384 10.9838328165375 -0.462598499282649
"152" -3.74077149781149 24.8371759540421 -12.5902788452631 11.1321588282378 -0.774150410583257
"153" -3.83315200609519 25.2574291191698 -13.0545684743155 10.8688488716098 -0.784209165980143
"154" -4.12533723407271 25.6442193405797 -13.5835705564797 11.4373110722092 -0.653416871118481
"155" -4.76143993798979 26.7132793027255 -14.2395292010053 11.5159911620535 -0.747336920216487
"156" -4.24078954778667 27.0520722084362 -15.1396767192723 12.1377184980524 -0.930503717595939
"157" -3.98714074551445 25.6690694803519 -13.522108093775 11.5339519817009 -0.818049906058596
"158" -4.15651982485327 26.2152201874616 -13.5560169612432 11.3596354562638 -0.736712212795285
"159" -4.03006369136094 26.050457479009 -13.2092513122629 11.1402320634995 -0.628417404364882
"160" -3.92368582282508 25.5123362777906 -13.8006092691373 11.3231531039134 -0.57860198304974
"161" -4.34017094389365 26.7177555946062 -14.1194018686729 11.4172304648499 -0.601046493037821
"162" -3.81734802773547 25.5068215157468 -13.1154393797838 11.2856403495102 -0.920169891195296
"163" -4.35974333589497 25.7500879511536 -13.2327498847382 10.671496909619 -0.485257196252084
"164" -3.90922440350669 25.6127879935973 -13.0507556088495 10.8785043947302 -0.668144417379388
"165" -4.15079982983531 25.6670280455833 -13.4864397507331 11.4407869358593 -0.743440811584717
"166" -4.06704658380196 26.0317504955441 -13.3849466404263 11.4226484970465 -0.947480395222254
"167" -4.08491958154136 25.4907230167931 -13.4567204931836 11.4773482484054 -0.789742409781712
"168" -4.45967830245851 26.0220109003646 -13.1996528012028 10.9732926814221 -0.628603076852738
"169" -4.52350154160188 26.6016839501521 -13.9398208952574 11.1061736703098 -0.616104461458161
"170" -4.111499574843 26.1021234756204 -13.5066094475739 10.9904304000015 -0.665554657930242
"171" -3.57879167715173 24.8584237684846 -12.8065547968891 10.9833087989793 -0.881096382923478
"172" -4.0886938340788 25.7084131219809 -13.4531867195146 11.5879411298764 -0.927508541360433
"173" -4.50371824624037 27.0399245767961 -14.5145478757102 11.8511230895233 -0.790906983729024
"174" -4.16305030888221 26.0372982722766 -13.9309959148212 11.1680457781071 -0.680858339448161
"175" -4.28512340857219 26.0731539625894 -13.7847169225592 11.5190696584861 -0.663069549285415
"176" -4.4362153692854 26.5049663578594 -14.1858759300561 11.4653166364766 -0.563844320277422
"177" -4.26699535354888 26.4945924467671 -13.9489176972225 11.2350836233795 -0.790398108545093
"178" -4.12571426800894 25.7287592989073 -13.1238697608004 10.8178999777849 -0.621642545250139
"179" -4.68537214891082 26.3865058875707 -13.8249033175067 11.636887000962 -0.801401693545856
"180" -4.21879660842355 26.2669248554495 -14.4830271985091 12.1826968754771 -0.96736675994259
"181" -4.06309943155299 25.5057627240399 -13.3180326499243 11.3259560092648 -1.0379355862117
"182" -3.68421404758947 24.9163158156656 -12.8088768006274 10.7770175166214 -0.265589767039548
"183" -4.05698734273441 25.5293155194408 -13.1528634866638 10.9137357430857 -0.751927642041318
"184" -3.82132751026495 24.9153895037363 -12.5158623151625 11.0722324332687 -0.645320726531868
"185" -3.48626092932305 24.5851470071938 -12.5162087320401 10.5066673301324 -0.434508591308291
"186" -3.90603544888412 24.8535374306781 -12.3889978521432 10.5339606112252 -0.578454723737407
"187" -3.92189940062481 24.9677865673477 -12.4488672374366 10.8348470864719 -0.898161156653559
"188" -4.1114379994259 25.5005496680954 -13.1318646802991 11.4704635389559 -0.777746135826212
"189" -4.14015425737931 25.6552229543022 -13.5391026340026 11.2096719961093 -0.556013998931408
"190" -3.86717727940486 25.0027403535386 -12.6365525819766 10.5855030263987 -0.448825149355437
"191" -3.69453054820612 24.2073517799387 -12.3709053729059 11.1767931476456 -0.811760518766149
"192" -3.7163225744339 24.395942462639 -11.9560624213826 10.5567746727982 -0.677294969052175
"193" -4.08419710797164 25.6254234935421 -13.0150686167622 10.799991091186 -0.677412687826615
"194" -4.23596977170309 26.2039554593878 -14.3166683889465 11.4947731436321 -0.689186966991296
"195" -4.07229657092531 26.8263569402068 -14.8054463124813 11.8246637241253 -0.72479663096418
"196" -4.51431055139214 26.5476784152692 -14.4953228574229 12.0265374806986 -0.74704292614589
"197" -4.02934032030125 25.2230080256595 -13.1884143764124 11.0888368301529 -0.888355478077574
"198" -3.95313455446062 25.7704921801139 -13.1487073830055 11.0495310948346 -0.686427430742944
"199" -3.71930537239767 24.9863633255786 -12.9104660390511 10.799416503873 -0.533748862163063
"200" -3.65888237029364 24.843842861875 -12.618473485639 10.7421808298486 -0.649588015464954
"201" -3.50920693536948 25.1963002570522 -13.236868991336 11.0233014800808 -0.674687401513962
"202" -4.19288583728281 25.3491255018441 -12.4129196515992 10.3304543942167 -0.523692776402278
"203" -4.09121985002993 25.6990687794164 -13.3996054600401 11.2970051070536 -0.730087906834355
"204" -4.31004994169267 25.8952440703806 -13.5431705340072 11.4360571121538 -0.588722951462222
"205" -4.2043164907255 25.8314037425992 -14.1299364066891 11.8679153467649 -0.602565595567033
"206" -4.00278381807705 26.2818347070962 -15.1495037019884 12.2305477674235 -0.878022632968653
"207" -4.41821536098751 26.6925596791755 -14.522698815812 11.6026017661053 -0.93401669136159
"208" -4.23383049963134 26.3401596705811 -14.2242321734574 11.5745461575049 -0.988487407182491
"209" -4.2945621273099 26.30445706211 -14.0160210735878 11.3089119162692 -0.909798279283216
"210" -4.12063555025751 25.64993184334 -13.8547384568023 11.8620773363325 -0.863461523836525
"211" -4.04950825958358 25.4337433769936 -13.3081329064096 11.4248172027898 -0.72237489177985
"212" -4.04844437014836 25.6166297955749 -13.1985008170604 11.3879185159846 -0.607910943881753
"213" -3.84552943664318 25.8400361118452 -13.3932843804344 10.9983453085701 -0.475900667538127
"214" -4.48501537094663 26.4098354778442 -13.9451154760383 11.2002723624676 -0.590267059395681
"215" -4.46166499599109 26.1721308068437 -13.5955273696791 10.9581390933489 -0.520615995184861
"216" -4.03135606738046 25.5423233125367 -13.6485709789046 11.3167404179678 -0.555438088614994
"217" -4.12239279785844 26.2458845905814 -13.4477459544505 11.147808659925 -0.878924796031273
"218" -4.72410826579525 27.6537978735321 -15.1878676981061 12.2916715644065 -1.17664428585282
"219" -4.47599017537404 26.8004026462904 -15.2302589494457 12.4522433948719 -0.91620137916419
"220" -3.88120187099856 26.0891659225035 -14.7347532477428 12.2495787031263 -0.960969915928822
"221" -3.94295014903684 25.5738904411233 -13.3510722339912 11.051103391419 -0.500668302180171
"222" -4.12478947289668 26.4275934123842 -14.2457000106561 11.5569552386811 -0.641711087330855
"223" -4.24155403588147 26.211777813774 -13.8124669007224 11.1928892027728 -0.748071858074235
"224" -4.81997308287944 26.8588470067681 -13.9765214681812 11.4329789666264 -0.767604341695372
"225" -4.41754882020309 26.7349044593095 -15.0484647216073 12.5606633892973 -1.06347188753191
"226" -4.53325815428249 26.9798539579674 -14.4368457490129 11.7014069220382 -0.981422076199672
"227" -4.1709027983803 25.9036939746267 -13.8170844407218 11.3244594923116 -0.464953127676371
"228" -4.13121554324112 25.4867467324854 -13.5513916396907 11.41968064329 -0.823880369543283
"229" -3.96084368260654 25.9418193727695 -13.4291851190572 11.2994426634978 -0.656880696819977
"230" -4.17033796600283 25.7459994331547 -13.9063961581773 11.3290853311428 -0.675278206647192
"231" -4.13877866703529 25.5843142068059 -14.0419059139415 11.8034874415663 -0.595797107909944
"232" -4.35102568320567 26.1820615064227 -13.7952371004976 11.1257712869374 -0.587923261053387
"233" -3.95171034741597 25.810893221399 -14.2954610920412 11.5774634394367 -0.828760827465082
"234" -4.94359903190533 28.0080604390998 -15.8574894483836 12.5808689061097 -0.868507741090411
"235" -4.51541498421244 26.925954849698 -14.8393578492431 11.7636055341559 -0.813775240411121
"236" -4.34894118277524 26.465965187586 -13.6911089830605 10.7410908113965 -0.577528064322471
"237" -4.54047581566197 26.2541502053951 -14.2709240627735 11.9395718387486 -0.98599015837173
"238" -4.03284098248345 25.6415237539912 -13.2860450657276 11.4386222114087 -0.637120509560011
"239" -4.19426174737095 25.8727344450582 -13.708397977649 11.4151571186543 -0.877823873156767
"240" -3.90156320930282 25.3699965293379 -12.8542154033403 10.408670624968 -0.603471855831348
"241" -3.72357496551287 25.2692828952981 -13.1188890924406 10.8123911496316 -0.420435390917413
"242" -3.61661523261037 25.3066401647125 -13.1723612561973 10.9616950330013 -0.750898451584219
"243" -3.78112046512508 25.0456485462396 -12.2613569936444 10.2918464766374 -0.694074158221675
"244" -4.29693603718286 25.3752000384283 -12.660368637102 10.6379087329573 -0.664702200033684
"245" -3.72860577864241 25.2798134769501 -13.0589560125059 11.2141227355284 -0.757318512432706
"246" -3.89184830241359 25.2216203317173 -13.2780117010549 11.3817400083774 -0.876768921076213
"247" -3.42274436987837 24.4771660864891 -12.2405095496132 10.5605793760156 -0.427134767295077
"248" -3.83336176553735 24.8172393264892 -12.8892778861898 10.8779278890292 -0.487497844944957
"249" -3.81359751950651 24.9130391475903 -13.2700710392686 11.110083690069 -0.593996411826463
"250" -4.14748083685205 25.5265600893732 -12.9487172451371 10.8462354864441 -0.539965778628612
"251" -4.23108676967784 26.3237040719129 -13.8355970176563 11.367892681301 -0.833198755173885
"252" -3.88587731198949 24.9512132069814 -12.5532109541572 10.675548230324 -0.645820874135459
"253" -3.90004707104955 26.5253888608119 -13.7519306497465 11.0463347212297 -0.559242275931375
"254" -3.94512890463552 25.8837194047137 -13.6353540574726 11.0198063479861 -0.513107819193849
"255" -4.05270887205821 26.0527399976259 -13.7011060778043 11.1151214449269 -0.615471545951109
"256" -4.39988244199802 25.6078891801613 -12.8365488658647 10.9358544575664 -0.779183814562285
"257" -3.82002011665043 26.0123211708402 -14.0963159642145 11.7725857976549 -0.814041889184781
"258" -3.82468257488191 25.1606999210429 -12.2408455595741 10.1742543334509 -0.473251021296907
"259" -4.46321261754829 26.5693998796897 -13.657396185518 11.3250893444719 -0.735931260584917
"260" -3.76445263229534 25.9157884619925 -14.1440960301427 11.7373142813418 -0.790416632096357
"261" -3.9662927740321 25.3629576351081 -12.9490947696589 11.0451900861371 -0.78127693441163
"262" -3.95552058992626 25.5713975877734 -14.3135334543125 11.7184062133361 -0.624083549045303
"263" -4.38439592225913 26.4290051663339 -14.3879227645682 11.5263385088532 -0.649344545949045
"264" -3.70033968874984 25.1628233415732 -12.9595221009749 10.8328240472939 -0.688173789082586
"265" -3.79163417713322 25.1569277925141 -12.6553221041459 10.8653747286504 -0.57731682343079
"266" -3.96210591404849 25.435717934191 -12.4159781710541 10.2717421151306 -0.612576900396154
"267" -4.22201325084795 26.7654517400508 -14.7375039833183 11.6907345584323 -0.641775837855823
"268" -4.88937570979838 27.3878375417791 -15.329408510774 12.1577009354838 -0.859825253383028
"269" -4.85700813374114 27.3812957091473 -15.4192137926655 12.4274687240029 -1.16592494091947
"270" -4.51905825057644 25.9791993959211 -13.5544173014672 11.0662110147993 -0.628961242212219
"271" -4.46527684673936 26.4710720301425 -14.4841984566349 11.9905390392062 -0.680018878957988
"272" -4.38342152322433 26.3945150177169 -14.6882973145383 11.9139955288409 -0.752825694827201
"273" -4.27632132317782 26.1097672704466 -13.3847288197914 10.8331370929633 -0.515390338666651
"274" -3.94192122517509 25.2830557991031 -13.7935356393641 11.4054847235024 -0.540060763707044
"275" -4.49880128117267 26.667760355756 -14.7388732674621 11.6927345566183 -0.80578712773841
"276" -4.05077278687828 25.5705672880371 -13.8662614516858 11.5755571604457 -0.960894027373207
"277" -4.42284126245561 26.4076802338155 -13.9330338428493 11.4050222837216 -0.954468372112471
"278" -3.91299240005396 25.9264381178647 -13.6871180009507 11.5059519164131 -0.949196584085172
"279" -4.11258320092462 26.2104121790647 -13.774386834552 11.1169757084548 -0.797026105695235
"280" -3.87077559346536 24.9786145795314 -12.7427111563563 10.8672899888222 -0.755258042722356
"281" -3.874881103391 25.5212547611987 -13.6667970084322 11.4480834063073 -0.729145519314344
"282" -3.69676832988559 24.8574645240326 -13.2059308476975 11.4648032293173 -0.731188343165095
"283" -3.9543555235302 25.3088678011755 -13.0422901353694 10.6302502180952 -0.625120993962319
"284" -4.15541380183911 25.4904769141435 -12.6485946796247 10.7400080311543 -0.704425276517263
"285" -3.03407536580703 23.9981126380165 -12.5828394594736 10.9354009203275 -0.644852965175575
"286" -3.92280540921554 25.4850014339374 -13.2073921852847 11.069314024753 -0.627613698503075
"287" -4.24293354702521 26.126160722572 -13.1393439575756 11.3401500681246 -0.957290956054019
"288" -4.22228096127073 25.7229499108422 -13.2516064006592 10.7372302470929 -0.449091148405661
"289" -3.7340187554993 25.5190154250605 -13.904632109555 11.46095380766 -0.671678312893959
"290" -4.31638364785745 26.3981920585281 -13.3662366637231 10.6744336723351 -0.522041307572556
"291" -4.26010896676578 25.7090115578182 -12.8749477784278 10.5964490166243 -0.598349541699596
"292" -3.6519505091127 25.1730648402331 -12.4183486164677 10.756983416497 -0.6054155502426
"293" -4.66540430342646 27.3875226028026 -14.711408567369 11.6977664486544 -1.04422525492191
"294" -4.25205134644244 25.9566486872342 -14.1034451701584 11.6914544682249 -0.615809035845388
"295" -3.93824531442948 25.2971946162023 -13.4814160211459 11.6830183757816 -0.962024480768449
"296" -4.10372090064839 25.1383793165965 -13.3020110170331 11.1105371431097 -0.751430981336893
"297" -3.28471249636837 24.4526174581939 -12.3086788916656 11.0613545651484 -0.820872577129358
"298" -4.10093833189529 25.8264350914469 -12.8778428880785 10.582683056364 -0.639920309993437
"299" -3.5655403460922 25.391899560291 -13.930569514851 11.8185770477973 -0.939221870820085
"300" -4.12316775278301 26.3986140081057 -14.3441571721573 11.7449085693595 -0.717780433832509
"301" -3.73511379155955 24.5276304930827 -11.3074037751931 10.1757939999036 -0.641807566281845
"302" -3.58730613254879 24.384651605979 -12.2117087278293 10.5729653327981 -0.603624272563529
"303" -3.54037905615774 24.2549800010209 -11.9903538201821 10.3826960979163 -0.514800602668843
