"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]" "mu_xi_boys[25]" "mu_xi_boys[26]" "mu_xi_boys[27]" "mu_xi_boys[28]" "mu_xi_boys[29]" "mu_xi_boys[30]"
"1" 0.660186797660085 -0.625832955998047 -0.741282000790843 1.03695635038593 0.320100771462355 -0.332957525606346 0.477175863838199 0.152345456912568 -0.312570956084298 0.664580583342903 1.2243432757706 -0.472484121806944 1.10534306087763 0.938442099881936 -0.924146000120739 0.23834285109348 1.2045499824376 -1.29363222144005 0.814308087832073 1.12851876115778 1.02636903816412 -1.93905862784225 1.28422064431208 1.52109866991225 1.02711098149333 -0.487469386224261 2.02448613904994 0.72981429062495 -0.437457242220334 -0.991444526803448
"2" 6.64093642623135 2.41364192905934 -2.3813336499948 5.96495104235172 3.0968680409129 10.1148777196288 12.1346858234651 9.02218805181391 3.19829206521065 8.41776233764145 8.98747270891177 9.69209663406581 -0.695854250402287 4.15920334134567 5.6845294442623 4.89028659160051 7.70452275009712 -5.96204294529417 -4.21556814419601 2.20698224370339 4.71671190751519 10.2147377807984 8.26294556416548 -1.52668947271095 6.33443401695834 0.221922703324832 2.11081246653658 1.10444204046786 0.176850056641198 0.630500080466339
"3" 17.24154175565 7.73194607515102 -7.19354589385457 -0.34343919156794 3.94100925504435 17.3541435996811 12.7088452966504 8.15915053717005 3.45058410578329 3.5705271726547 7.73167456372135 9.44650033764917 1.41416976718103 9.31816996867724 0.844736678119446 6.47704653442914 9.45535001995979 -9.55881620374972 -7.05269180916688 6.07326979280928 8.36733863314863 11.0401495114726 4.5181727065625 -3.33377258476712 6.64778816902089 1.66357233914411 2.72418273079537 -2.23807147718251 1.43348593180302 0.287963223154604
"4" 26.132047231601 13.1543047408559 -11.006376658735 -6.76870801847344 6.31588898422088 24.6930668628137 13.4353578761407 5.6451585450693 -0.52289530325685 6.87990940900749 5.14469914598413 12.2082468877575 2.84609543497072 11.028814217905 2.32587780950923 -0.764290859578166 9.28184502728246 -7.83416505812871 -5.11143571354101 6.26318906419836 8.76627824449589 9.48790869524736 3.73846075283724 -3.65525488951627 5.41419601780216 3.9482351469885 0.838443108743767 -2.2428896673518 1.97753609737028 0.349433875253649
"5" 26.3759670783495 16.635378009161 -11.927819572091 -10.8675738147432 5.03173124335689 29.3264223363015 16.0658161682596 3.03368810923334 -5.67610658013399 3.89440546991105 6.89301744263472 16.9240037753668 2.55734476317556 11.4019546985282 3.27943781367819 -7.87424762906125 6.63031779649661 -3.98713157898284 1.41276197504352 4.57087437607223 6.23757330590611 6.14801627169197 4.0162368372135 -2.31854298949044 7.45489808609088 5.87522331491925 -2.31732357637666 -0.903230165039916 1.59596190740476 0.587804399715916
"6" 25.0463669770037 18.7894187288281 -14.4573568321977 -9.48063987039709 5.97450707130285 31.4703108402527 17.124110006882 1.16625427171203 -11.583750660257 6.46651615431414 7.62847736526074 21.571044621924 2.79741519271977 12.4695550582536 1.48696484874236 -11.9950674682179 5.4434408378619 1.86870679086351 2.80045072018273 2.60845356543483 6.74548604104968 8.07823578644532 2.7111771401101 -4.14718894062455 6.39916735041817 8.57336972384044 -4.08131217716942 1.21934931603981 0.481224044409651 0.681976731692093
"7" 27.4565555480402 23.1874135110209 -15.95933815858 -15.5905785659185 6.75907701112618 35.6041919961539 20.0384898584821 -0.151425595940398 -17.981370490988 8.58822976017675 7.93365506440347 21.9429163756825 6.36982597030336 10.17551922142 0.441750346373496 -14.2203330206145 6.97914569388043 6.16524198166217 0.705603419564738 -2.49768423032527 8.26503310822003 7.58469330625887 3.84766143650727 -1.72565516305103 5.15661388547171 11.2011504113846 -7.80942393770914 2.72159186458745 0.62354565804348 0.174153230446241
"8" 24.0393277517607 18.2798690981442 -11.7553355445289 -13.7091211842306 6.03316328950838 33.1383649923247 21.9204969289804 -1.26602648820736 -17.4138486655346 8.5339123317972 9.76651945094471 23.2393846315932 6.4546468708213 7.56221743935027 -0.505833818870345 -13.4367297654439 8.25081497220706 4.18107247117069 4.5757081122542 -1.77959069758136 5.4173428059822 8.88426920222193 3.96229427500903 1.65636296378458 -0.779522314653362 11.4636761123094 -5.450591417257 1.97000359220284 0.528640195734413 0.335099718316332
"9" 24.323900168509 20.2003785737086 -11.7167968280675 -16.0222245967769 7.43486440033239 30.7371195029879 25.7680948536298 -3.60153783160613 -17.4609685239818 7.45933541742132 10.0261231531296 25.9289290872821 5.71363508834283 8.37131147111528 -3.07052296716705 -12.8403488284617 8.90469153201117 6.89779177651754 3.0345120952824 -3.34769295422706 4.51514960978123 9.48223608467348 0.733413333645897 3.4465703715617 1.92286558533656 12.1453096641871 -8.72549639710896 3.44611250688917 0.423180926516102 0.210449256656582
"10" 22.541662826218 21.3850902769762 -12.383064508704 -17.0938498473562 9.5016208559981 31.7508655929975 23.0806224529448 -2.83387020291915 -20.9941353362859 10.5987622294068 8.39403066456509 24.4731628172681 6.54218917572893 8.54965184953643 -4.17863306801399 -10.4443207048814 5.74504985972777 7.57754704723647 2.33061067444376 -5.29308296183107 5.9970643844515 11.1009235139939 3.77051550567268 2.47502620151542 -0.860215814811819 11.8283146971949 -9.07431661959284 5.94320086119119 -0.618674972216108 0.48450027032747
