"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]" "mu_xi_girls[25]" "mu_xi_girls[26]" "mu_xi_girls[27]" "mu_xi_girls[28]" "mu_xi_girls[29]" "mu_xi_girls[30]"
"1" -1.21843159623418 0.179891302474203 -1.61021650343302 -0.166041672814628 0.924056171139849 0.992171544815372 -0.106877180272911 -1.02466226235992 -1.28054477270678 0.150319256301178 0.303731275798457 0.647467711094427 -0.22772698110297 -0.239401134684317 -0.786158181080935 -1.76277825356334 -1.82069059984618 0.819246153188736 0.280941840879931 -1.23372385392367 0.442636136154852 -1.2916942061174 1.04694884732639 1.48185450102399 1.02253110915374 -0.381778561513958 -0.888921215358373 0.117560201925035 -0.50029258030738 1.41950333140041
"2" 6.67231100760926 7.63983292514151 -5.66700495210909 7.98946474467517 -0.645263714076666 13.8956488168563 10.6930732070996 11.549926324608 2.76324394761038 6.64226200914231 7.75300172175684 11.5705042513805 -1.01782322441799 4.47321128349176 2.89178953256643 3.17883168854044 7.26427991291831 -4.33359533897429 -0.193412931398349 6.03484988370705 7.23762703511441 6.10847275109605 -0.43642200467463 -0.729639051433295 1.11092539025222 -1.93935617184244 1.5022615622695 2.95149958740149 -2.21935385098919 0.295337284089469
"3" 10.1495692082938 12.6373179981769 -8.96214808256562 5.03224567752748 -1.38797326900293 18.8511779717268 10.2386520808253 9.08179743509327 1.1583839639197 9.93813113653216 5.44150483740026 13.1261038453941 1.10177821416181 3.28152206828513 1.57178446337332 6.23010498407193 4.95077208418017 -5.76959557469599 -0.0764215847610925 8.83619491141697 7.66763727317301 8.16757806142075 -2.64842342328195 -4.77381053748787 1.93988170733417 1.12035614855776 0.952519287620452 -0.360283394837394 -0.191795101651212 -0.07370523652884
"4" 16.7732449135167 16.5233340785524 -13.6968957021063 0.707572117593401 1.197370617507 24.4283604274062 10.2709745875229 4.33200539304632 0.494969345704878 11.3587380260449 4.87838709353828 15.3409108429295 2.45617013621149 3.50355631931891 3.29934612774435 -0.543459084685163 5.42175039698785 -3.67234196717773 3.35115412965927 8.76496914369917 7.86047642105965 4.35147163543921 -2.82593617717345 -1.95322942167601 1.81077220364735 3.05798251843449 -0.296156087107394 -0.965593915551126 0.421292504355249 0.419852267446897
"5" 18.4261795110255 20.0383980349991 -13.9494972212279 -6.1783817786183 4.33479580278156 30.112734349007 12.7735859232872 -0.851942713764235 -2.28143492044324 7.66542961935006 6.02310168472313 21.8377651796933 3.70738168444432 3.21022058516998 3.4345274420328 -6.20551478273386 0.691296302177092 1.22180457203959 10.7001134217787 3.95789931185203 9.465219956313 2.72596437068713 -2.97155550376735 -4.5602773120376 4.19708530866679 3.65346937622448 -2.82184715018107 1.40685801081491 -0.452190476370685 0.11826794153831
"6" 17.8674004424129 21.2292147283397 -15.6836088852852 -6.93161644946715 3.51865520755495 33.4976126538871 14.2798399235099 -3.39785753158707 -3.46489892188416 8.74456919474097 4.75665769345689 23.043820731146 5.99129812286208 2.45559991404592 -1.21772343001367 -4.09770670278434 1.77489799558441 4.33922879279899 8.20928304086973 2.0122670726689 7.58130975859639 4.40554867944784 -3.09882082937374 -3.17778808653568 3.62130092315239 4.31539301306436 -3.07730440923932 0.9129265717818 -0.0709837294754121 0.245785960504167
"7" 19.1795787590188 21.1337349271776 -13.2002955505061 -10.4272932537019 5.13382836463208 33.8658535716362 12.9422789904175 -3.17232768384122 -3.96271590046569 6.09448316153424 9.06550145263245 23.0033963957868 6.44283321508671 0.877589984312878 0.164392842752441 -6.64615751900146 2.2812307438864 3.07785110257621 9.17159062644694 4.47371024704421 8.51018947587139 1.00150488611951 -2.96640541081533 -4.97933535882688 6.65603805345367 4.17625790442937 -4.5879784092958 1.85127402181441 0.117355498537674 0.0832404948917266
"8" 17.4430913899002 26.8352574808179 -14.6773513090447 -16.8141170682683 7.76355491257358 37.7861406668976 12.3278549573897 -1.99260232416137 -9.30473163757978 7.24778445278683 10.4319565803188 22.9982360481008 5.33930166260503 2.44281142143217 1.70201957699687 -10.5682772938056 1.12127941686612 4.31623236818046 11.5957845431342 6.90396703839157 5.80504022739008 -2.66994447514231 -0.768542370999971 -3.87019739444613 6.17672525672129 3.07733106746101 -2.574372570932 0.128848543289169 0.890033470339369 0.0429852159819787
"9" 18.9695574883682 17.8622371639933 -10.9086663565124 -11.5583144528537 7.6368212086992 32.3177205944627 13.5466254567161 -0.0375220808765306 -8.40005090672984 5.58732075186369 12.7782316457603 23.1377763572125 6.15711602976345 3.47797846921235 -4.31595616212927 -6.4854129983524 3.25104750229753 2.49563062283907 11.4390810970962 7.17473206795813 6.60492721158833 -2.3993292361959 0.866750867606461 -5.67216370610077 4.70772224101125 4.29612901991113 -3.53573201261885 0.937735979544702 -0.250530180681589 0.222964672619138
"10" 18.5654802880796 25.6391515644977 -15.7243888263247 -13.1637008006185 7.29550176987078 35.4820549298048 12.9008683101869 -0.335119294020086 -9.84423221790506 6.73224026680861 9.87242011391005 24.6275363787959 7.0736367648093 3.51302489587786 -5.3259581250313 -6.06526371948783 1.17621314493059 6.29249065177159 9.30924755575207 5.39912798584653 6.72113709108796 -2.63292563764794 1.81813024336392 -4.38731818070973 5.08705022591558 3.15340225509025 -3.79551889303154 2.62098698294029 -0.398031325383203 0.183318943052872
"11" 17.8233343857323 24.5971914157116 -15.0626558292543 -10.6209345277358 4.63361364833604 33.2674341042088 17.2255973410659 -3.46331508670171 -8.94665740285525 6.50445934325107 9.01268244243242 25.6281967704992 6.73914870152213 2.65305064844206 -6.90571288794764 -4.17359751824311 3.01929657534156 4.12713424073903 7.58990805535401 7.1278464227021 7.35747110571109 -0.596441197560371 0.345554823640274 -4.13303584054692 6.09610149874147 2.93422786444659 -4.98272561634464 2.00681819032475 0.063082115632699 0.194916760560669
"12" 17.8592371432636 24.0061757743971 -14.785450696909 -10.9354716766343 3.74934783187655 34.5717305207052 16.4942028658675 -1.44847808361033 -9.71154525076566 5.37939320750524 9.95832736504894 26.6942719989303 6.79730312366447 1.81081975027719 -4.91294875361303 -5.43887373754243 0.195787847035194 4.32221573551814 10.8367430527947 9.38834883269662 5.96925831895513 -5.86831637653803 0.838268794977806 -1.41462052084446 6.99063445672405 1.59593356078347 -5.09041201346809 2.17088282679129 -0.246808785941049 0.270965478459077
