"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]" "mu_xi_girls[25]" "mu_xi_girls[26]" "mu_xi_girls[27]" "mu_xi_girls[28]"
"1" -8.03708942924828 -3.05246748415017 6.18446264673005 -1.12625849663751 -8.41807757418998 1.26663769586567 3.26556895764878 -2.31199445493368 7.26021110531746 9.50671545343094 -1.95164466695514 6.30187209138146 2.6776493568048 2.02229667916412 7.00977914235024 1.01564364582376 0.222756125735933 -3.62246833404701 2.43955103433524 1.75555351339994 -0.532003587718321 -4.693551890768 2.51528360612804 -6.14268481240135 2.69430807777314 -2.6038967787726 2.68950380844643 1.03069779253773
"2" -3.95514802009196 3.30615189738461 7.81217713536923 1.0731146292774 -4.35113803134992 16.7918852849223 16.8268450496453 -0.0891600113462345 9.99683926877038 14.8970976216769 -0.107418897204191 6.84711785367201 1.57633305136918 1.31564248164766 5.95219669558927 0.762840812906624 4.87458647688803 -1.00411448523283 7.87543693458513 -0.782965294915802 11.0908456708588 -4.37978464030986 2.81964978617953 -5.13543083114543 4.91573684520922 -1.62844959429561 0.707181060737058 -0.133299116828158
"3" 1.83827741318376 11.3637663908528 -1.15299254942042 -4.37084802614061 3.70866595869758 23.7935720798731 18.7234181211495 -11.4867825638887 8.88886442978512 12.6552330625204 7.52758650820741 6.20877154911826 2.63725918660244 -1.050494526323 8.6883660563789 -3.43530370429168 -0.4212423158406 7.0976013371235 9.62654980061815 -4.33030281083136 12.9300860476661 -4.0159177997373 1.28552992775298 -8.3028038763469 12.2841752442181 -7.63527870642862 2.9150511820218 0.372015580637541
"4" 4.75757535208148 18.2128825642622 -8.45582159763561 -6.68181614625714 10.0105339624216 21.0421479537673 21.5843524211977 -14.8373355745654 8.37767882759774 9.37072504506106 10.5597051500415 12.4298797694988 0.341617455160376 1.00115782827874 3.90625554253436 -5.79181143838488 1.52709477287628 9.87827068302173 10.4853512020082 -5.49519883618148 11.3349933427757 -5.07429688798806 2.36094141968875 -8.6305414104632 14.8888653666645 -8.66790039562132 2.23668266804646 0.163661433065952
"5" 4.98872357671506 22.0006681099697 -11.8024324856422 -7.89991647959361 10.3976528738666 21.3179515969309 23.8572936970073 -15.3098023963401 6.64499471181109 5.71122183587722 13.0990308686251 17.5321212084039 0.0232809386759106 -1.39685845476766 2.04316520101677 -6.97129220619205 0.990868411030423 12.7828154174898 12.6248996940027 -5.14731938344455 8.75708945374 -5.53886595615496 3.96751812273775 -9.83468160898027 14.2788464315663 -8.34221684618343 2.03033700302309 0.170914280764796
"6" 7.42261012309039 22.5969381485843 -13.3922134995905 -8.79513184786247 12.8798121835104 21.0591878397193 25.1716479025619 -16.5894815828654 3.19579058727067 5.45197780367573 16.6785852686439 19.3569939003027 -0.173485233181159 -2.02217439143901 -3.32721453115371 -4.41423867788901 2.87488157959071 14.0885222574026 14.1773051240359 -11.0302718438696 10.7044685560312 -9.04886793838783 6.92891846446192 -6.99995181271305 11.4176287188989 -7.28642520187807 1.88902514966112 0.246809346638025
"7" 10.2778744147177 21.6533783540158 -14.0394617198438 -10.6223822911489 16.1832148669835 20.6454352737342 26.8751468600114 -18.1736189142676 1.45960362253395 4.89345195283052 17.2441196152961 19.1224549174153 -1.6513519518065 -0.743169253038235 -1.50015599253383 -5.17406230935184 1.97184864882794 13.7889140404514 13.6320621666026 -10.8034858285651 11.1116568861049 -8.89587325231538 8.20900231103136 -7.96250926064723 10.6574962874404 -7.38741702507057 2.21139264877179 0.467054604327497
"8" 11.1564146634425 23.2563922487212 -15.603266167941 -12.5402114072779 17.201713703502 22.9924232416158 26.8393661527635 -19.3240548115261 -0.525208616442896 6.411350773128 19.8915704768786 20.1069195149563 -4.67196834729232 0.432568387972628 -2.89310898823519 -4.78939238318992 3.3061938196647 13.8274384174958 13.9422221094007 -11.5090762327177 11.5483216386102 -9.48933933668155 8.99054985812092 -8.55831242234325 11.1500817898548 -7.17025316706552 2.36997753744029 0.206558875731925
"9" 12.2290802858636 24.1065130425252 -15.4357158054897 -13.3294759353322 16.8343300184852 24.3515406738096 26.3006083657889 -21.420622385197 -1.08230579306691 6.15410947683272 22.9500727370588 21.5215843202993 -5.77416625766216 -3.47261651897752 -1.24828028953983 -4.54206188221764 0.289871383696027 17.8820968731823 15.6027731315237 -14.4774936727329 11.049638176456 -9.9793753412539 11.9481468625822 -8.75608419372986 9.00272789980198 -5.84381293772237 2.09237978324621 0.115713785256758
"10" 12.2207426562025 24.1449336142371 -16.8420783819206 -13.4064007820212 17.7685429475774 27.2698051953231 24.5902827127181 -21.7495662501149 -2.24165130984928 6.16994122425729 24.2837072579127 21.9073174944369 -3.65348527737201 -6.60092906811521 -2.90578901347144 -3.92353180520948 3.27601294088546 16.2173534519273 18.0060280647021 -17.9711951485262 11.7686549269261 -11.3031958105966 15.0490052990327 -10.3861291392257 9.6085910411255 -5.83872861946937 2.39904164440907 0.216027762055749
