"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]" "mu_xi_boys[25]" "mu_xi_boys[26]" "mu_xi_boys[27]" "mu_xi_boys[28]"
"1" -7.43878214739821 -1.58615207472347 4.24350833705297 -0.304060066826191 -6.50095661622756 0.317216852806306 4.21285544118156 -3.20740807798479 4.39032829779479 7.53680638522376 -2.60758766833022 5.75703820984627 2.40900360419256 2.8618085416039 6.16425531714838 0.714715643975618 0.972488755783548 -2.2230077658765 1.88918995105989 2.83414916520711 0.232555332784846 -3.67454364557079 1.51109032006352 -3.57979803332636 1.6800262918765 -0.694808141521589 2.19434694048397 2.11299879624052
"2" -5.28280021378831 5.47634958316549 4.36577507092639 0.701794375891841 0.110774427154076 14.5922480851958 17.0664919289266 -1.6454454585236 6.75168400238518 13.9198763929576 3.44125535765279 11.0788130692616 -1.29756458219784 3.05154438075371 6.21343486418491 -0.427408246961577 4.44322355207403 -3.51600406459139 5.56038081772439 -2.4824321647108 17.5494463389044 0.446035563411582 2.74786228070224 2.25714856554372 0.851886911830311 -0.572255652996886 1.09911785946521 0.572885635205149
"3" 4.13247085787477 13.9257762795554 -5.37457926787079 -7.69163174708666 10.3065642861157 22.4122773869189 19.8622771393203 -15.2649346929401 6.41782645681757 10.5229125243401 9.8219213525548 10.016594358327 0.0254100534090606 3.15271721347661 7.36534126686735 -6.48663422986036 1.57171840534358 5.57508053866105 6.90080560847615 -9.16494485504078 18.928116002937 0.308313732588362 3.34232483525535 -1.3857821987664 7.98410760324591 -3.86688218960145 1.70855108385359 0.656413029314507
"4" 6.69191647906028 15.6795547433799 -6.18760373847512 -11.0420450809211 12.4231031794478 21.5942396810082 21.3589202587591 -14.8931140560714 4.50600881956472 8.95137970063898 10.7058804860348 14.8210518519247 -1.26375940264705 2.92831697238269 7.07605273151183 -7.44159476712264 -0.517072631429269 8.2475843951078 6.32401097630611 -10.3125896218188 18.8855132410824 2.6072744208497 3.17761800894919 -3.08655342476293 8.65016627313942 -3.4389561893839 1.36960902181864 0.144243830038217
"5" 8.74745757431464 20.1695742977551 -10.7295660606489 -14.3120729555899 15.7887463992035 24.0972800489799 23.8502899175712 -15.8805277789711 0.530180553665231 5.7173680811507 13.5978672588928 19.1569300078848 -1.01397077562759 0.498861875881318 7.82492608827809 -10.9085055380777 -1.33274818308607 9.36367183214649 8.49643221437245 -9.6368492220782 19.8383574876555 1.18470419690572 1.7111226832843 -2.78519547477456 7.97426224736993 -1.49452230216924 0.294675705264836 0.48943715714825
"6" 9.71376093027454 19.5740285722653 -10.9738170822607 -14.0803339477018 16.581972502938 25.0335261512726 22.3952576477877 -17.7134120276552 0.931464899612867 6.43997163013854 15.1839742605073 19.7325772881432 -1.87933144502111 0.09265031519773 3.8570537295819 -9.03909019119086 2.09895212702915 11.1756013719916 7.07121346492719 -12.597869992006 16.7362969611745 0.111080013336727 5.27929783182547 -0.750834652277886 5.57351155333204 -1.73901902673583 0.798490331137636 0.495108165137544
"7" 7.43232868519693 21.6387981576415 -10.5702977564588 -14.5848842389844 17.0491939832923 23.5967628237714 24.6338079264099 -19.7863566525987 0.455351005876269 8.27813816598634 15.4063509361616 20.3068759576556 -1.77574149648983 -0.0878620327366802 1.50705226879518 -7.10739613734889 0.389153684250575 11.9585689087152 8.03107931633342 -13.0508714968078 17.2396895155483 0.269943741163244 4.6923344903616 1.41360315519079 4.92777496447554 -3.69253503162939 1.99661329904511 0.823231683892724
"8" 10.4443326852904 22.4622268742354 -14.3000305803192 -16.1192809342886 20.8946704077709 24.3204259095677 26.9190172892408 -20.2812771866732 -4.46276227312507 5.87870040870023 17.6412735335938 23.3896072960145 -1.17726950026203 -1.03986762478506 0.233134063500761 -7.10600076172931 1.6082070507584 11.2501240188954 8.19921057062715 -11.816775491457 18.0163923192368 0.883655636537515 5.23620053181322 -1.68679442934711 5.05618318043701 -3.04281536478374 1.89300915191978 0.433003418006087
"9" 9.50147945099145 24.2456147287134 -14.5405465855665 -16.2519259745249 19.5093425924989 27.339569982344 24.0137692426088 -20.1463867190461 -1.78972072153012 5.22013727306584 18.7735839827119 19.6722863584523 3.51565437879067 -3.44555240937952 -1.63917272985938 -7.33437561989144 3.58118230935564 12.6242533354466 5.60362216052227 -10.1237372157483 14.0840937050387 3.37858525191006 3.5110130138254 0.780759410589593 3.76059858197917 -2.76613362469558 1.67517915752318 0.457201859420971
"10" 11.7953684291027 24.641061397683 -14.691658662641 -18.6287949017552 20.4403794999524 28.2201426500831 24.8458928191699 -21.9205887646539 -1.21934499444093 5.43950539042919 17.0131921678047 17.3359865180733 6.91837613749385 -3.51727980196119 -0.994652749367019 -7.24749028730642 4.76510911805287 9.04103162100961 6.94233844656187 -9.37632853739865 13.0437951678501 4.01188210497328 5.52231149859476 0.439059281759398 3.04181097813372 -1.75596965629528 1.34871171087181 0.130242034424707
"11" 13.3387256737558 24.2041494134084 -16.7752265498419 -18.8515279576953 23.251293842206 32.2561133693949 21.1313863010119 -27.8869746848325 -3.58285474933921 12.6724288603243 22.1248556579135 14.9310317051483 9.27152056592509 -6.39323657824368 -2.17941939435576 -9.99134765045719 8.07496442749209 8.77416659591935 7.8094054281134 -7.63312276779785 11.1681530774211 1.33954539986765 5.22638598777753 1.53028580035597 4.28055997666378 -2.58541587726869 1.10109699340512 0.122918918002547
"12" 16.462651271859 26.0595925733394 -17.2166154061029 -20.5001569124158 21.3327997975787 34.8060173414989 22.1982560893757 -27.7324265698432 -4.22354597222434 11.8356005111329 20.6578939025201 13.5133816993213 8.98852878498708 -4.68695057720707 -3.02646226934254 -5.98179804551926 5.55124879123974 8.19980952147277 7.75787692667276 -8.22389464165708 11.1201186589769 3.52805850783832 5.7507421754221 0.885180990459357 2.39871410238404 -1.17839577830143 1.2765371395689 0.328109354425038
