"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]"
"1" 0.416170173951696 -0.375602227840257 0.147150194231484 1.84682847760822 1.07233379110467 -0.367290880882004 -0.297299556444059 -0.211297859074214 0.580849413242952 0.80485535252487 0.195014354814703 1.7127766338468 0.324609664217571 0.462510854902577 0.702451498496752
"2" 1.29225231272658 0.865010423019507 6.50919162111434 10.6746576691489 12.7394556834661 4.45248328406381 -0.551164392478855 3.70377655726555 4.30446205582914 4.22733840115501 2.59039727391628 0.975828346187887 1.54458585991608 -1.68497842033179 0.332173314938976
"3" 4.08610888501639 0.895054815509201 2.39226649299098 12.5336008452198 15.0803993667471 7.14356462715398 -1.43605507231204 1.06938059037522 2.51104419635341 6.47960198123919 5.67747835892093 -1.07225383959925 -0.686584316779389 0.26791884016409 0.177398274692795
"4" 6.28713481862729 -0.134538688754911 0.978129983808121 15.0934704323778 16.8898146745011 6.37665572819155 -4.27684579939347 -0.333096442447602 5.64587521731006 7.88448884354944 4.66358706420896 -2.74371852605807 -0.223014521234214 0.947981206761728 0.0477342662152173
"5" 8.46494721739348 -2.16549969702924 1.85716752229189 13.4704503818777 15.966262533278 7.30899522776218 -2.94238865917186 0.184800923452562 4.29407789314254 5.1144295965077 6.95233586412165 -3.42526982563412 1.97927701684261 -0.624898660081053 0.285354229867623
"6" 8.38352926436972 -3.4469352465547 3.42900453485765 13.916535131905 16.0564153378363 4.27485182879316 0.845995240080387 0.204621439984398 3.08679699734272 2.75437443939729 10.1996740024044 -3.21056072528794 0.205948492588323 0.0991143706363676 0.288879886058966
"7" 13.41173738606 -9.92779620591881 6.98375439295218 15.2159709107885 16.1177847364403 3.31351967010296 -1.4231844953158 -1.69525621871577 7.83325332380041 4.94001961097024 6.70062097273406 -5.69936464746199 3.26437155344829 -0.659174151429839 0.431131262737935
"8" 12.5253203237229 -9.04847124713093 6.07190811411243 15.3253327449406 15.7078850788076 3.97260128906852 -0.811641547850855 -0.149252854651926 4.57238884264659 5.61717008142516 8.24187486475274 -5.9323765765776 2.92845073263821 -0.580675874427284 0.157435618354419
"9" 12.2339060250117 -9.07999343054575 7.25348052184294 14.1756539053056 15.392996275151 4.83526495870915 -0.822203230122164 -0.455011970896849 4.59438192033469 5.76585523305803 8.74624361807762 -6.53196645554022 2.96619489568935 -0.216809954338719 0.321228364402226
"10" 10.9949908577063 -6.85373877227456 4.97548930218936 15.3715184273069 14.9897563276133 3.35667179420659 1.09141810326179 0.836006088604632 2.65086975145751 4.38677758435625 10.7996486562811 -6.43680338135146 1.48955345985172 0.334104495264015 0.0270152318530824
"11" 15.6385317190213 -13.0026877724425 9.12111656025389 16.2304541971053 13.0604675960272 3.72297883586057 1.14175341259243 -0.110148298131957 3.69210268923797 3.97300635985024 8.76692947127533 -4.43578513367556 1.51626404415294 0.300357985485452 -0.015552347016357
"12" 17.8575878812863 -14.0570768397618 7.27626242826991 18.4846732644065 11.751231597876 4.62372525465184 0.776333069042282 -0.307931044852873 3.98772366905016 3.92525607563162 9.47583077313794 -6.40450418662143 2.87431385824772 0.0535731700919506 0.332547348747451
"13" 16.9538695934725 -13.2075474216537 6.88704052548363 18.9936305669572 10.3777464801874 5.59963308018116 0.915377213469585 -0.738744657249879 2.54769292998066 4.00450824073404 11.8859944500501 -6.94220020361411 2.29157289466927 -0.132881213314242 0.0224971029698003
"14" 17.0263695058593 -13.712599368678 6.95963239859748 19.4836443811067 9.88741650481892 6.52841485962923 -0.122118032664018 -1.79383575852887 5.28233484200569 5.43007444097238 9.50571809607795 -7.95671206369402 3.52348599781454 -0.66431491785 0.28433798879419
"15" 17.0094578644342 -13.084195383115 6.96561621192468 18.9997014003881 9.85703306697763 6.18624334535391 2.49794654790267 -1.94003196049263 2.0546020572486 5.08743415934778 12.2427337323187 -8.58117939184339 3.28941948976688 -0.408119068670199 0.132333931174339
"16" 15.5652910419423 -12.1807002441438 7.19907695622963 18.5687643483737 9.95248273274638 6.2870361811959 2.3970553888304 -2.97955651813867 2.87614012205975 5.46250916150962 12.9724425592815 -9.75975573230743 3.21578649687124 0.0127456230654098 0.227919739186498
"17" 14.9467557597605 -11.87976614931 8.59899443519147 17.3923921989883 7.25970147978953 7.14176494772142 6.48985655790526 -3.80447530158043 -0.582360152009524 5.86766913982477 14.2783179228839 -9.06086381454561 1.66454335135118 0.959816403861861 0.0488631926226195
"18" 15.6519321929909 -12.8627870251434 9.64099965105248 16.8855534720294 7.25130162000769 8.02209781379877 6.44414241047097 -4.85718813356643 0.109542220907132 6.62363804202786 13.3647564499738 -8.01374349838832 0.114490669419375 1.60044866647383 -0.0878384442045713
"19" 14.6120527562204 -13.2141510600037 10.4905277765029 17.917863758989 6.0621109312826 8.6947956275459 5.38460909282149 -5.36709573763886 2.584098519695 6.71037000533426 10.9112241478749 -7.50333090616164 2.07268436633022 0.613729814209114 -0.0430287903012651
"20" 16.3909576952611 -13.5625335445108 8.95063288122683 19.4166811105144 5.98708128189345 7.51907557808403 4.47875163962561 -4.84351123065094 3.22080302095805 6.01305145605411 11.7921582476539 -9.07160650852756 4.02006587491827 -0.566420196061689 -0.085185135382713
"21" 16.5693247604974 -15.1827034531091 10.057399588445 20.3857624647421 4.80018938035834 7.67132495677651 4.82183038647366 -4.91428503896902 4.55132616639495 5.34605136479091 11.7108072151358 -10.2323793828488 3.86260346774161 0.200195980804508 0.0212346806877815
"22" 16.2761725877234 -13.9179365129348 9.97811267742274 18.8499090122285 4.00424248936292 11.3521665611182 4.40664782887003 -6.79973436749744 2.07550272105145 9.36735039914285 10.1087912078768 -9.76302756701809 3.70940011472156 0.375969336915094 0.278891524992662
"23" 16.1378587193233 -15.2502372018902 11.3468000387265 19.2471448012809 3.9464716354227 10.5494576115791 4.38688984473795 -5.86315870113345 2.57909220208731 8.29575580055759 10.6490866665194 -9.36118545025682 2.82886262677648 0.434714810230024 -0.10800987979259
