"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]"
"1" 3.17903211661808 -1.93009665015128 4.61508899439888 0.928378773601226
"2" 3.3670126537546 7.74214600982852 3.58928632795596 0.334784303863758
"3" 2.58209582028056 10.9585365084328 0.390478444960224 1.50121322654852
"4" 2.46151416005727 10.8970881709863 1.07307951442468 0.775541856910815
"5" 2.35219616724891 10.9844014611669 0.912759355867616 1.15359448237167
"6" 2.29456541033702 10.3333782764894 1.1954390965407 1.15544716299885
"7" 2.27998303120986 10.9463849847886 0.516241532319882 1.28063169294491
"8" 2.56129143145306 10.3892920927815 0.706654454585321 1.26752574589503
"9" 1.90661263002094 11.4956200269889 0.0871730981379772 1.43994036019854
"10" 1.96990511943446 11.0778344242999 0.688848483556745 1.29155337989458
"11" 2.26198278009019 10.9986201206742 0.49409387045863 1.34563800127131
"12" 2.34464263202375 10.8022273700957 0.601286326122093 1.45949769713861
"13" 2.32556391355173 11.1965465640389 0.191234613872195 1.67165075015735
"14" 2.26348132886688 11.0881397454075 0.508154805923415 1.05383583002555
"15" 2.16116233354907 11.5083611659734 0.559838053016003 0.978180431737261
"16" 2.53359871536748 10.6306839816185 0.789401982778986 1.19574919360325
"17" 2.11020947303029 11.0702244063882 0.570558981907513 1.4267641980589
"18" 2.28875398356312 11.2378469723189 0.33659401760573 1.43217917630177
"19" 2.15850427735023 11.3663862954818 0.240770766517455 1.29413819939427
"20" 2.59529901713212 11.2327975203399 0.0366997312885426 1.64377244482232
"21" 2.37134309047613 10.6963105644426 0.94092635354628 1.08428499547308
"22" 2.24702598773628 10.5638499422875 1.34695204008426 1.09646770503212
"23" 2.14705878178422 10.6642499793372 0.834048969886206 1.27599139068054
"24" 2.35053650358382 10.6989091308744 0.804286561854324 1.46455396086446
"25" 2.33659826666093 10.5465456197617 0.878321148400458 1.21155623817856
"26" 2.14598716650741 10.7991478191934 0.921336569013547 1.04977094606359
"27" 2.17649623839378 10.4630619316712 0.997725899861423 1.09081086297662
"28" 2.10046083428919 11.3175669523887 0.515530108527303 1.22928078581526
"29" 2.35404825969586 10.7626680939547 0.677029380064914 1.50582453243668
"30" 2.26697623077063 10.7984688487696 0.55567086089075 1.28238557282337
"31" 2.2068381414294 10.5753235982311 1.02069270197004 1.28743363780965
"32" 2.23583697064477 10.6437215673764 1.29342389188369 0.925106417528412
"33" 2.67764283891391 9.92567490296923 1.23503389074147 1.0604600826279
"34" 2.6481714948602 10.0331474432072 1.39466615068813 1.22252386926045
"35" 2.59935779515858 10.8673394766814 0.411627880186286 1.287596194848
"36" 2.5754551065852 10.4307515794337 1.21327908515009 1.13236321807591
"37" 2.2497762794917 11.2754817493586 0.397215545198808 1.09308684491754
"38" 2.22249443866137 11.3275584591918 0.543175272072224 1.37122061502198
"39" 1.99589589664786 11.5654854752812 0.326531906103597 1.34928095209681
"40" 2.66931873405391 10.4707031323366 0.628407145325674 1.48959099227584
"41" 2.57651089427724 9.54074948709222 1.10629843056126 1.24008124696783
"42" 2.51806543050451 10.1002447092336 1.37641196888213 0.922651625787899
"43" 2.45557178301214 10.0800248045108 1.05787658281951 1.09575128500658
"44" 2.42189718586124 10.8060923977413 0.906473299733832 1.1893924550677
"45" 2.04943084892952 11.3168051989158 0.87323124582888 0.88706865153
"46" 2.05861439212292 10.8135624332392 0.662909024066472 1.26485476839744
"47" 2.90695626809206 9.89790114475247 1.16322250234158 1.11141241151324
"48" 2.88194768227369 10.1608058752059 1.14951961717681 1.23078353009415
"49" 2.70305492662604 10.4005981522315 0.973385249628383 1.20614473393958
"50" 2.2904214352911 10.8912742416692 0.453772059892243 1.40228605470689
"51" 2.41931933552982 10.9839955971259 0.529659917872189 1.19890527206027
"52" 2.07416977508881 11.3830169238976 0.25804914490845 1.57909047262869
"53" 2.34827526804916 10.6447133323817 0.419616927310089 1.50716181921948
