"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]"
"1" -3.92342376874519 4.42509932296806 0.352945797657005 -1.26331599129673 14.9864806478135 5.55708941073969 2.91211251202707 3.53360103309093 1.03412848229622 5.24785499159139 -0.813741508909347 3.26782958820368 -0.482456257978701 -6.81075837589738 -3.42144513861103 -0.704984231636252 8.57788120906809 -0.145997220528574 -1.18639209774449 -4.0486450807666 -4.24647816100545 3.96002233564653 -7.31821539229334 4.4116684394372 -4.13880732679184 5.08873663965138
"2" 6.53829800761324 14.4840652172943 4.83092349756937 9.63933723604604 31.4402647081655 17.5264346799984 2.95474706200866 15.0102251416504 9.4596981260447 21.7515500578552 14.076775357308 21.9970327528815 6.82525105673547 -7.82471209867823 -14.9361786214508 -10.6391975548341 21.7331777589006 -0.319611122930816 -2.31419540706158 1.50876525037956 -11.8349698090441 4.4973996595443 -11.2731386798936 5.741403314698 -0.94133731509063 -8.70629646835501
"3" 9.09951795363664 13.2095836992206 8.84918882411137 11.5021224622541 40.4906436159998 18.1379958638217 4.58636227974405 21.0533741003842 14.2697014242389 25.8940558689251 19.018213227029 32.2634340485826 13.8141687901349 -5.27914644915871 -12.1363621775773 -15.1027695835597 27.8820119924087 1.44859917398593 -5.78297620503053 7.50081116893399 -16.8829189706664 7.32243886339722 -9.94758208922254 2.49439364555044 1.98693259891637 -15.2160488546496
"4" 10.4589779315875 12.747941962641 12.2184498599269 12.4241458617022 39.1389533931867 18.0084336057259 3.86646022342751 22.6451825229616 13.4530308128572 25.9230524416886 19.1704065710058 32.4550880534589 14.2406382005893 -3.62218793489405 -10.0392141660319 -10.7375165915377 28.3843069815284 1.05390331778328 -6.1309476203704 9.51431071003939 -15.2665996933348 13.2324353453825 -11.9371184045402 2.42854903540025 1.56637044135653 -13.9038495984259
"5" 9.13872698176859 18.3278172640956 9.70750637486548 8.35889187977155 38.9145413131517 19.4042900742167 7.73729259632435 23.7773441733635 13.3710945825945 27.8072554974369 13.0966195127073 25.0961597418171 12.1831070548043 1.9039369593153 -12.5829462712373 -6.29771404017207 26.5946249400984 4.32695902279646 -7.80174356663307 6.80082950977118 -15.2826094017396 12.6703902775208 -7.1121248620685 2.65836224398794 3.01803953699594 -13.2037717529476
"6" 9.43186942279773 18.5269142708193 8.3849808768728 8.57983700184584 39.4464348189727 16.6035271556809 9.17030558342136 23.945590663449 12.2048317329975 34.3348252249213 14.1695874575657 26.6656326793938 13.5393776729426 -0.575313254489167 -13.7287590424454 -3.81718178420457 28.5422609406573 9.03517980349955 -7.16543982549537 6.61131670393268 -15.4060206742026 11.8480381863247 -9.52822549530569 -1.07597395650921 3.50908991615078 -12.5256362481625
"7" 9.65592362817953 17.8202325078804 9.21914971491286 6.23814543242741 39.4135820722432 17.40745323549 11.9385785555122 23.4360382750742 9.86399495912512 33.8769432146666 13.8976564109671 22.9603727907862 8.16955486169286 1.63677219390605 -15.672690377139 -5.8377972173455 22.4895175749238 6.59679914075114 -8.53640148124769 3.86420507122505 -12.580970468623 9.87876712270784 -4.5082836566521 0.318560093324253 1.61726664632941 -15.0841225843316
"8" 10.6249684372221 16.3954574469596 9.62104390521496 9.65816764202486 40.0272087441026 16.5814956203086 14.4017648936489 23.1694939719094 12.0457906726471 35.5014309097089 15.4997035923727 22.4140086663643 12.0758437379728 0.90997172308471 -17.1802073016368 0.797788404814659 22.8800493033068 9.08610236473639 -6.73722440526115 6.70219013596013 -12.9041246993913 8.82818048110284 -4.12278310324153 -2.51855988302279 2.86635638616341 -14.0127891778525
"9" 8.36297224166387 17.0318661493133 7.57003383698544 4.57715196033117 37.5360547975031 17.0855346497991 14.1775751645153 24.1264823797096 7.23987274650583 31.5853306274011 16.4679920226929 23.0134960024583 6.34161034812791 0.824548226839001 -13.578486220959 2.16322681499609 18.9573573044744 9.35428282003962 -6.1721629638832 5.08674595294535 -9.67141112682461 10.7814418616996 -1.86862264531473 -1.95936641123265 1.26473677420141 -16.7702915116535
"10" 10.5558306654564 17.394965436769 8.4217817172449 7.68294706494044 27.8709222942428 23.6332405257523 22.3255353282094 15.852081908286 5.71470492998761 34.637999991362 13.8687593831738 27.7897195473531 10.3365972564953 1.5007711048953 -6.53372452149245 -5.98080842666913 11.5458401754367 9.21462335158611 -4.56094937360058 4.31036066582801 -9.62385104716577 11.1708558407149 -1.03932513194711 -2.70236680353424 2.05412500006987 -11.4575605060545
