"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]"
"1" 11.0338737777489 -2.27566163330304 22.8264338493169 -1.25713911308201
"2" 18.0533426167722 0.13541189265526 29.0637268337839 -4.48557358169869
"3" 15.3942464523975 8.05671121071088 27.5436941775556 -9.31964745680612
"4" 14.2612752608174 8.67517696338692 23.9858770489173 -14.244673708387
"5" 15.7831419760142 11.6035835574518 20.4875729758853 -15.1838579226589
"6" 13.9740308163906 18.0692318207771 21.1079933966868 -15.2576671415431
"7" 13.0231919759122 20.8537622422782 15.0403605917878 -17.1062138696981
"8" 12.7911269224421 24.5836242126217 11.7453113195386 -20.7704625752647
"9" 11.8285706061838 27.4230682438725 10.0409152406809 -21.6173879664795
"10" 11.2486894926492 30.0629845429982 8.65216737668117 -22.1889767494971
"11" 11.5753768852892 32.1084357183716 7.86154238431399 -23.1396385826077
"12" 11.8406026087875 31.6985067713755 7.41420666412831 -23.4828718727345
"13" 11.277375205564 34.0931050268048 4.49165979737575 -25.5113539500195
"14" 10.3108484197542 35.3040785859267 2.54144539778991 -24.9731370438106
"15" 10.5263112913842 34.9923366579499 1.21480657636838 -24.6509803456607
"16" 10.4348817384778 35.9464203435464 0.61818792953798 -22.2357736103151
"17" 10.2805953798054 36.9792297987502 -0.850773699890651 -22.9508479690347
"18" 11.2241209457493 36.357981957596 0.531295007733635 -20.2747361244928
"19" 11.2223764079956 37.9380593950924 0.0683028764695663 -21.6182311221946
"20" 11.021535593724 35.4003574463808 -0.664847235791338 -19.0377865233627
"21" 10.0502008246842 36.3529573841464 -2.19882477282765 -21.7751875488451
"22" 10.4042740268548 37.1587888787679 -2.28211249062911 -19.8632936584451
"23" 10.6236894563971 37.0456922759986 -2.70217821383696 -19.6102216341031
"24" 11.1736529619107 33.958887271412 -0.520244866652196 -16.9322791539187
"25" 10.7294690530702 38.7884395415452 -3.11400053345065 -21.1455965988974
"26" 10.7727878031366 36.8806851937872 -2.22627705884981 -21.093142787073
"27" 11.2680304295085 36.7254662708368 -1.55609471341748 -18.8667442999393
"28" 9.6952459466989 39.9012115262047 -3.24127823179856 -20.5437293316141
"29" 10.6918796328977 37.6789322609663 -3.50853212461301 -17.936669520551
"30" 10.2693824767493 38.5175589241211 -3.34488457016169 -19.8062453763444
"31" 10.3414910672544 37.9343439640051 -4.09008390017402 -20.2886532581598
"32" 10.437755023211 38.2721088677028 -3.36457020474652 -19.3486379607804
"33" 10.4329145069775 36.1950420265406 -2.43777167005689 -17.5744578670681
"34" 10.5047057847238 36.9274458624057 -3.02287273757446 -15.4472320683237
"35" 10.1755016185574 37.0123428038571 -3.6491189328317 -15.2429104939103
"36" 10.7316395141739 38.7726819405547 -4.70083243779994 -17.1505736635823
"37" 10.4782614785999 37.7715502780327 -4.95232486148195 -17.1906664699645
"38" 10.2245772030267 36.2550227177214 -3.29153310442485 -12.4608554701645
"39" 10.3036250836098 37.36672991347 -4.6960627809544 -12.9340669040098
"40" 10.552110388951 36.125552947515 -2.96218010682237 -10.9134792431896
"41" 10.6401968753855 37.8306588370484 -5.21530304866917 -14.6057625123588
"42" 10.7443887185483 38.0875532770165 -4.75371189990958 -15.3510820413643
"43" 10.3152204190199 39.0748686897779 -5.34711858525002 -14.1013892660585
"44" 10.9555770761553 39.2994968929613 -5.99603682602049 -14.0326050579237
"45" 10.0896646398325 38.6164833130164 -6.24774767252691 -11.0339052946917
"46" 10.4067739601943 39.3627516329989 -5.92506525067285 -11.4172535235835
"47" 9.91254778654001 39.588989488216 -6.67785342809085 -10.8705255146695
"48" 10.3489657339061 40.1417936226021 -8.96279299326673 -7.38742837854181
"49" 10.5694172349639 39.3385113880688 -9.24117724711309 -6.10925655938563
"50" 9.90912700804798 37.556232747638 -8.83049063937314 -6.53262242497043
"51" 10.0603154718248 38.6962665041068 -6.66263186594193 -9.60801092738549
"52" 10.3817330729513 36.6233376378028 -7.94835839684564 -5.68047126584853
"53" 11.1665290188742 37.3852469310096 -7.72699043259372 -8.37668149333341
"54" 10.3729867640446 37.3813040604888 -6.94596661467623 -10.0022396098322
"55" 10.5189195539721 39.7793834175105 -7.47043608835086 -12.5265880502798
"56" 10.5133384690628 38.5607913002274 -7.86393932599981 -9.43823108450136
"57" 10.7954438308586 38.2948132395132 -7.90614307738649 -7.75541351573199
"58" 10.3887915532473 38.4870613799664 -7.92511306382828 -8.88239396227188
"59" 9.8042241556418 38.8370656779225 -8.43998925814178 -9.91806231709005
"60" 10.4261762677844 38.0449124154452 -9.72817716825733 -4.56846270990939
"61" 10.9918950455317 38.3276960877851 -9.79009714089032 -3.11378047568532
"62" 10.4132748380041 38.4279072929499 -10.2170601440901 -4.27400652501674
"63" 10.4454446193889 39.341997268752 -11.223689113604 -5.17326132172049
"64" 11.0905862388603 40.6283222992931 -10.3947990488363 -5.05608788872306
"65" 10.4648099757938 41.0895048031524 -13.1349273456895 -5.16982309886119
"66" 9.91939898256665 39.0267804780849 -11.16517254462 -5.8812056440079
"67" 10.3097766574766 40.7432045045059 -13.0894908371172 -5.22735222239018
"68" 9.84989003453998 41.4049665622914 -13.6346319176628 -4.10146569408828
"69" 9.61628605387202 41.8433510891228 -14.6721247668251 -3.35476088146953
"70" 9.88899346101716 40.3489909054585 -13.8145930292591 -3.11148151346789
"71" 10.134024734331 41.8209948840412 -14.5210093677595 1.61202045833224
"72" 10.3605586050233 41.1577331398053 -14.4837593438956 0.951043965481796
"73" 10.2252001607434 42.0277634812384 -14.826486420664 0.692850845936366
"74" 10.4444081680321 41.3427574878363 -15.903085775296 0.24493544685357
"75" 10.5855444539942 41.1636668966765 -13.6401939592342 -2.59032530359634
"76" 10.2207575190667 41.8022828277193 -13.8432121497999 -3.61478411561937
"77" 9.92991775226215 40.5694818806941 -12.6505163239221 -4.94379242997861
"78" 10.4308630416311 40.1418473062154 -12.4893237664358 -4.16335597005425
"79" 9.71500962497914 41.1347314189241 -13.7868935393304 -5.09479213833101
"80" 10.7049650734533 40.958494970053 -13.4582550740187 -3.41066143859964
"81" 11.1062568130268 40.194565607431 -12.3045113625636 -3.51607347445033
"82" 10.8070454437261 40.4069490962432 -13.1258553574442 -2.7279568854036
"83" 10.4539496421428 41.26236461965 -14.1087673172838 -3.11277991283005
"84" 10.0119624933026 41.9221575349237 -13.432704903597 -2.91883118529852
"85" 10.0702712456301 43.3389551366406 -14.1472439531525 -2.42837788142393
"86" 10.3326858395224 41.5306769263073 -14.4013927410939 -1.95007645882685
"87" 11.0049708864876 42.581635683521 -14.215282195837 -1.23805618821259
"88" 10.487442887573 41.0248268576831 -15.3849238289061 -1.31783777705624
"89" 10.1168883832738 40.5284023487192 -15.9017299682276 0.433788859589886
"90" 10.5566867166767 40.5179629856934 -15.4267252552887 0.439074970827922
"91" 10.2195825171756 42.9375286320898 -16.627673601359 0.904681616230122
"92" 10.2842872993752 43.0657029008835 -16.2424444856168 -1.45607317304387
"93" 10.4458959127199 42.5103631596376 -16.6323589059181 0.514960692435495
"94" 10.2216499129667 41.6261185969466 -16.5013353608247 1.23192623902101
"95" 10.4714962166069 41.9147382756478 -16.5049287598723 0.572114920224159
"96" 10.3337357716192 42.1764324638654 -15.5747299304405 -0.461285837024854
"97" 10.7742197276328 40.7757350436312 -15.3652595585693 -0.360731688043363
"98" 11.0048330609129 42.2489889470343 -15.8701783422236 2.79867873375061
"99" 10.4249321967524 41.4138484531944 -16.2456401916303 2.15593241903789
"100" 10.7195847424102 41.6870521266302 -15.490759115393 0.807128690429922
"101" 10.1364708902731 43.9282070021892 -17.2935401773242 3.51056500552214
"102" 10.0088913230275 41.3470192585712 -16.2560632279586 2.81234287132035
"103" 9.95521534420468 40.0912927908885 -15.8036070341919 2.52557392101764
"104" 10.1595886642547 41.0152279503539 -15.3836529486857 1.27427522831433
"105" 10.0107787652712 41.9249129062089 -15.6992568976041 0.641928165269272
"106" 9.98097937954999 40.7840766150299 -16.2788322450796 1.98110858916777
"107" 9.62441316582138 41.9617045241172 -16.0596016341007 2.13939108557699
"108" 10.06327670015 43.0816910864679 -17.0121375069782 2.22653652542859
"109" 9.81954360833786 43.1840828148042 -19.0878456025874 3.04252630972026
"110" 10.8955115115651 43.6981009964509 -17.7697466089339 2.68822982086005
"111" 10.0111549821848 43.7912173161404 -18.276841854617 3.62401638029196
"112" 10.6170657893914 44.0325821190537 -18.5279680538303 1.9794434965574
"113" 10.1855735789949 42.7660828409905 -18.0943527694809 2.21152113840093
"114" 10.2147175896177 41.4579723646661 -16.9704572736069 2.89483578877366
"115" 10.5698756854182 41.4180940099697 -16.3863389849859 2.1858041686408
"116" 10.4786853184277 41.7706803217871 -16.363447844673 1.76874107117449
"117" 10.102316013225 40.9356709269685 -17.1208736407122 2.07413919379084
"118" 10.4058087405478 41.3762747789412 -15.2064002423242 0.589455350959269
"119" 10.5823642868721 41.5398378763949 -14.6396770408556 0.39725869918922
"120" 10.5169812331758 41.1205451035864 -15.4338927532235 -0.424106386094849
"121" 10.3158011318293 41.5081712817497 -15.464959880385 0.935894860972263
"122" 10.3640857999109 43.4756704488245 -16.0673744103583 0.648593161948005
"123" 10.5220661777768 42.0156686418905 -15.0222940416765 0.586013377684953
"124" 10.4106245336449 40.2141603634728 -14.1015507194473 -0.398587490739662
"125" 9.84513378097776 42.592695278541 -14.5273147415145 0.274930315545074
"126" 10.4304891445286 43.6272975313674 -17.3883287853835 4.28273364739937
"127" 10.6226944869303 43.3226037179414 -16.9654576267093 3.59276031498697
"128" 10.1409192588021 42.9363502620536 -17.6543179412267 3.72721761632332
"129" 10.4526752574804 43.8215934024085 -17.4269773285091 4.04033754894657
"130" 10.4692009444846 42.4790904835848 -16.7178471176266 3.53369519611584
"131" 10.6002350501794 42.4316775382778 -16.8068304495585 4.44029661015799
"132" 10.4458746025892 43.8120537411337 -17.6659346713832 4.27042726346861
"133" 9.51955296816743 43.0756812331613 -20.1220616120511 3.51615798079019
"134" 10.0752197924104 44.3858398018633 -20.7612772043516 5.58948167784152
"135" 10.1691152135802 42.4881704573861 -20.8842559216243 5.48719769753784
"136" 10.2124152993358 43.058803813979 -19.75262247248 6.51224343584975
"137" 9.90511512285175 42.0637756665428 -19.0982813173878 4.99430284113456
"138" 9.56495489680845 41.3426760370594 -19.5558631388104 4.11554222323006
"139" 10.4207601796589 43.1877297070681 -21.1418954173001 7.29753738995655
"140" 9.80102763352477 44.4022054097104 -21.61405352378 8.74248534091302
"141" 10.290915913752 46.4182525639123 -23.4741520873667 9.85836206178717
"142" 9.80894067175263 45.3643170576162 -22.9886365422822 9.10375766143695
"143" 9.52559302929701 45.1682347684407 -23.5119517091695 8.19072127476709
"144" 9.78496897904665 43.9081921144242 -22.3810105021648 6.69152660468267
"145" 10.7810124429192 45.4422839346348 -24.1828323073325 8.95773726457162
"146" 9.70025706569637 44.7850428098025 -23.1254520498974 9.20609822885143
"147" 10.4967357486185 44.011504911341 -21.630852170981 8.79408750158724
"148" 10.0214134165919 41.3424372808983 -20.8295129343631 6.42895423090895
"149" 10.8083594985666 43.7602149311058 -20.1965507145372 7.05300773050728
"150" 9.72756729199067 43.2784218011834 -20.2271161074245 6.66419811876729
"151" 9.78234950487245 42.5869750606951 -20.0093646672237 6.25889216572421
"152" 10.9695286921809 44.5954095071953 -22.1258784327119 9.44775840151217
"153" 9.97022214802594 44.1246624723889 -21.1010450229688 7.79274931007257
"154" 10.7207454142416 44.519898348676 -20.5430268958393 6.25930055910547
"155" 10.4090953829166 44.2764751841011 -20.0750008690289 7.72129098028327
"156" 10.5782936811472 42.9623195498782 -20.0340074709645 7.21233962529575
"157" 9.56829131036798 42.4051287603213 -20.0818025193082 5.12187527209401
"158" 10.135013975784 41.9804229942412 -18.6126399623669 2.81382136706349
"159" 9.81418664121288 43.7966766226405 -20.0678244408907 6.32304522155387
"160" 10.432994978477 42.4455338469009 -17.6620592776292 4.9861155278473
"161" 10.8289907824018 42.9570642929747 -18.0184280215892 4.50905983472591
"162" 9.93385175813658 42.771126832805 -18.7860382632901 4.74187861695004
"163" 10.8754819920849 41.9878201839264 -18.3121774486378 4.29919618898317
"164" 9.91463894553905 44.2277442846582 -20.9454416088272 7.66047397734341
"165" 9.92301322756667 45.3347725031302 -22.7074573501555 7.44097830467273
"166" 10.2652062346593 43.3505615799423 -21.2094062621165 8.17211908746728
"167" 9.96965734631456 44.2515048930989 -21.270269847366 7.59884288868283
"168" 10.2931845512258 44.2254062759729 -19.9125651385668 5.08557219219566
"169" 10.221820460947 43.2782636888687 -18.3274357301916 5.02029408242225
"170" 10.5108719099953 43.7511086820512 -17.7883928092067 4.83037846659707
"171" 10.0691383811098 42.140237372041 -19.5148810928322 3.43737233861054
"172" 10.4147350883012 43.3850779660557 -18.7063780928925 3.61813111312037
"173" 10.3977394347111 43.1489692276951 -18.1741823331323 2.65083564852929
"174" 9.91062551936935 42.3443761874564 -19.08232068977 5.20674269747563
"175" 10.0205027526081 43.4753841686257 -17.8304175571623 4.94006660465526
"176" 9.8234608512355 41.5354591970044 -17.8829473037831 3.72112589556671
"177" 10.3474314235782 42.5263849059415 -18.3440614117121 4.08586073902605
"178" 10.1494702560522 42.8445910194651 -18.1124102183302 3.54271875552795
"179" 10.0454902590545 42.0503367034843 -17.6586481021977 4.38589730080331
"180" 10.3755460136057 43.338593410592 -17.8153640269463 3.5381713453581
"181" 10.580278095567 43.912105452066 -18.8226620753504 2.21738491206018
"182" 9.78207185971002 42.4427540976065 -18.757585046356 0.776809220781648
"183" 9.827437228784 42.8515873825712 -18.4169725727691 2.98448844690966
"184" 9.5567223192093 43.298465790317 -18.3420359618667 4.24421422604826
"185" 10.2712294471838 43.5259086624175 -17.4285525420095 3.51850392943285
"186" 10.7447404408911 45.0458055117838 -17.9994375177082 2.32189614403141
"187" 10.0222168301424 44.0140817047331 -19.3274393184176 4.30111866241967
"188" 10.1081619514941 43.1862462009794 -18.421427217593 3.00994365281402
"189" 9.82769023226116 39.48449454878 -15.2787153911913 1.62100128282393
"190" 10.6030712183953 41.7144358544321 -17.0038791641786 2.24570905777946
"191" 9.90603293662584 42.5489710573463 -16.5947957316736 1.16792013866708
"192" 10.3466362031587 42.3934596289613 -16.6664784955338 2.59434338959072
"193" 9.86433187396712 41.9406426537444 -17.8156405526884 2.35935623655327
"194" 10.2721398855299 41.5291775432264 -17.4101249487233 2.56469019802967
"195" 9.93367620762888 42.5757080952923 -18.2994317376588 2.60068148154436
