"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]"
"1" -3.00470942039219 2.2098459663566 -2.13967753676308 -0.0412248615866222 3.72840838435309 3.8720241302367 3.79865373405875 -2.26885194968473 -1.23596422032314
"2" -3.61065302596268 10.5076275745277 10.5656090806022 5.5442883327328 0.529769187950887 1.9535838289969 4.59983648531066 4.15570807205218 -0.388246649139116
"3" -3.32950157262607 7.87569054338519 15.3333964437258 5.79677740103192 -3.46090264004576 1.52188212981828 9.63689173805776 0.0721484174537273 -0.0242966418425184
"4" -2.37253513832763 7.38803205395938 13.6268231391152 9.80893794169353 -4.65283072973825 -2.82869258568331 14.7784199243795 -1.90535193923399 0.427502865109078
"5" -1.68645424379986 7.1676776492229 11.6442305316124 12.4972546762438 -4.91676801503776 -4.47172690376538 14.8798534889397 -1.79622594869767 0.386224039195062
"6" -0.714618246651938 4.96317184926144 13.3556217464792 13.4260523087225 -7.0675741036187 -5.10239749881115 18.0910396820338 -3.14205972650224 0.505801547882724
"7" -0.806308906778612 4.74168918700828 13.3055593237783 14.2919851853956 -8.3622372336493 -4.1355259123119 18.0776243587821 -3.41524553185652 0.75914341004477
"8" -1.00111373383876 4.96949214934001 13.4564327085354 13.0470903108033 -7.4113120541483 -4.28920741512554 17.8588005612053 -3.30341684119203 0.860438975242541
"9" -0.417713621374963 3.70957212359107 14.497366527382 14.0824667937062 -8.06042611876673 -4.74340653374094 18.6252111275283 -3.90914990011735 0.583915606479795
"10" -1.14777771260236 4.8762159914837 14.3944252467491 14.0638483335375 -8.07836802529198 -5.02794800337879 18.7814671043986 -4.04008345140254 0.803844862375866
"11" 0.326246124149172 3.24986789770598 14.7585824496574 13.7132971605698 -8.25109256475747 -4.72885422867977 19.2107599038908 -4.01968250054942 0.816229400843695
"12" 0.101218249148496 3.26507422748543 14.3596274535809 14.6579069450714 -8.50458882733427 -5.2685479757646 19.0642766735124 -3.97763679724151 0.845363318089145
"13" 0.280310312234445 3.83204098186506 14.5750523094704 14.7754924589586 -9.45567625389683 -3.2067535443706 17.8400149851225 -3.88918827134028 0.803798509237256
"14" -0.584552559423819 4.54451741276092 13.7380421969492 14.2726290617356 -8.93256644516918 -3.55190648498146 17.393670325351 -3.21593974827619 0.376135785376872
"15" -0.0164253372183459 3.25795141536872 14.8966924767236 14.5308457203121 -9.24849854043733 -3.21369546240307 17.6169704162956 -3.76514320112762 0.70489148809017
"16" 0.108942070314092 2.82682539937698 15.3220106206293 14.2961696774104 -9.53812082092643 -4.23611210898161 18.4577274584158 -3.4074242008093 0.617081817147921
"17" 0.737170468993288 1.60256316542698 16.8399682677606 14.1823309723517 -10.9129717087196 -2.14168599729312 17.3274579931371 -2.91757159158738 0.625359687556097
"18" 1.1622213446028 1.42823986695778 16.8306247675937 14.6797235395596 -11.9908113254556 -0.822351903267028 16.153692014243 -2.79166720415413 0.463758205275912
"19" 1.8462160758746 1.00886393037262 16.2167816179246 14.8766664601048 -12.5374148012369 -0.0577111480833217 15.9048479813195 -2.47773212295508 0.429547567459191
"20" 2.2611418726763 -0.560072650265593 18.4218587928337 12.9715939091696 -10.819477712779 -0.527939599678936 15.6631467003931 -2.04726306195177 0.299418589661336
"21" 2.55377749828109 -1.33949719358872 19.3876727618213 13.0901640503149 -10.4423634834975 -2.21472494427392 16.8287187759788 -2.78224924088521 0.882749140387627
"22" 2.71287956526321 -1.46076782512808 19.603889442844 13.2487367269479 -10.5521706249937 -2.32048292219838 17.4174686232085 -3.44732210787755 0.397363767987976
"23" 1.80845852117787 0.732642075524397 17.4985650500245 13.2832987182729 -8.52181287721143 -3.72088083935214 17.5091786252472 -3.89404319845142 0.800084203776539
"24" 1.46604755810119 0.864573259843727 16.9179849917529 14.7165658063754 -11.1697875125759 -2.96817172220123 18.6619226471617 -4.44942647801967 0.646181933986189
"25" 1.75239795066095 0.0905391153601868 16.8421247233165 15.3442105747806 -11.3741712328508 -2.35148275813221 17.2292717903583 -3.91190835595057 0.567160421125539
"26" 2.21441599045914 -0.466668383179805 17.7111934884862 15.4096881089627 -11.7195138945537 -2.56109523253392 18.3755435556894 -3.83280782123266 0.790755126475796
"27" 2.40676039538541 -1.43310175012479 19.6655215634407 13.5115427148437 -11.5244296118998 -1.69929039718146 17.5808959633751 -3.99251946531818 0.529250184451674
"28" 3.07677749650176 -1.62129892074145 19.6646593507054 13.3801186227996 -11.8184786637802 -0.780990885122811 16.5707912201165 -2.82920976639326 0.616014067599973
"29" 2.73117717952313 -2.0718532273507 20.0789539858807 12.2365104956135 -11.429436850495 -0.0688166182416614 15.9175668669507 -2.69719958520106 0.421254077025765
"30" 3.14243879971115 -2.93658473710284 20.8326424513141 12.8498929266784 -11.0618654741247 -1.51851287642793 16.283457738394 -2.89583760223655 0.824917248970674
"31" 3.3102352621986 -3.13136030971526 21.4446879095035 12.3917050403867 -9.68819254242494 -4.09126496463631 19.0905211899548 -3.78862184061255 0.639558849528697
"32" 2.85290635916671 -1.85906881823073 21.3908274251336 11.300854183381 -10.69856703283 0.203933558085592 14.3613278401884 -1.6673810739155 0.247914906597741
"33" 3.78938110079365 -3.42240968345989 22.4144478303485 9.83875989413655 -9.19894138676964 -1.7307512758629 15.9101557311638 -2.49171273943282 0.743404845076922
"34" 3.54362223763569 -3.51952716862446 23.4535887914463 9.42936158835418 -9.01272561422626 -1.2874182856859 16.4814491429872 -3.46568543371563 0.62462272961483
