"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]"
"1" 5.50714413189827 10.1584403652797 13.0501932014211 4.04166196291314 -3.62681682635718 9.11745428142784 -15.3966723727876
"2" 9.65316925046684 23.4071994710648 28.6624345058501 9.97817453549876 -10.4973959735449 18.5576106879905 -32.0137552069425
"3" 8.87526293266994 22.2155601456965 28.1375464267973 7.07654571088013 -10.9735926805947 17.1367733666849 -27.3565863865653
"4" 9.66040616303846 23.5051255906305 29.8124871985602 6.22932947564498 -9.18585463580543 16.4053437609583 -27.9057523733784
"5" 9.72300802579585 21.5907490925829 32.3447590838851 6.26042584452269 -11.6686470555498 15.5668856301028 -22.3960310585073
"6" 9.68662063068918 22.5952621833949 29.2331401640302 7.91220448491252 -12.8837775728048 15.5340080935571 -22.1008965985963
"7" 9.85803910165881 22.997334236797 30.7522924684926 8.75405329834851 -10.7964764950278 17.533309078116 -23.2509075974233
"8" 8.68080622363226 23.5245331345941 30.7227112148636 6.30345149881577 -14.0954682557133 16.4546291298273 -19.0723298576821
"9" 9.59798659658798 22.2701179964554 31.8100323112186 7.23685579839327 -12.9709767444616 15.3508939262575 -18.9542672022119
"10" 9.96900187527853 23.3827300689698 32.5083608266931 8.75877677125611 -13.861670504314 16.474362537913 -19.7885420959444
"11" 9.63502815405653 22.3375543983748 30.7665089817535 8.49184384055033 -13.5731330347647 20.6835397303544 -18.5409678484272
"12" 8.84106907018919 21.9313682706977 32.1823291126261 7.93976443782034 -14.8436968170695 15.9649864145049 -18.6504046620754
"13" 9.3594454647828 21.1464499788337 32.5900463653646 7.58258573246792 -15.6964251771393 17.9945162699841 -18.3931273082808
"14" 8.94475114711204 22.1182702037703 32.5439541466984 7.74309977968938 -16.0464858946509 15.72290908731 -19.4761235314933
"15" 10.6809957446853 21.9237050458549 33.3172997753339 7.46352037747022 -14.5737858027679 15.3506555004391 -18.8961257182696
"16" 9.58847473171216 22.5600713848321 34.2006412491913 7.26454448601843 -11.8941292876332 15.1984840319215 -17.3129504650081
"17" 9.70163684394 21.4453132835127 35.3502546539059 3.40642519700571 -12.0712830700839 11.0694851443302 -11.4835456653332
"18" 9.30862952570943 21.2184880908587 34.5828792837051 3.35464523230285 -8.85793452333316 11.0025591500803 -9.73494937360005
"19" 10.0136454622486 21.644981608272 35.2983854007935 1.32436871349437 -8.62169128003608 10.5084381601854 -8.10748336236221
"20" 9.29118608257763 19.5505669269172 37.265925639068 0.932889963019611 -8.18443526593659 9.50892755527994 -5.56363671217188
"21" 9.6097110678418 20.4256717115105 37.9563044472884 1.75852983694294 -7.71713444770076 8.95813567654547 -6.91723306868261
"22" 9.18091674434937 19.4642441001038 36.7039606167817 0.759071998124251 -10.6752937632621 9.57502721679631 -7.81531144793532
"23" 9.38617537235706 20.6001912699293 35.9449478007845 0.646420214175564 -8.64730042718105 8.95995888499426 -9.04921169961563
"24" 10.0286307074434 20.5966912386692 36.7943807042519 2.76697294965656 -8.26961921406642 10.2243010839132 -9.39387742710714
"25" 9.60585227228711 22.4342728078144 33.9300269364683 4.6508230756806 -8.58246133472528 12.10124483523 -8.60883796858144
"26" 8.48372492606722 20.9785216306507 34.03021042859 1.97450897701607 -9.28424563142793 9.02326262881034 -7.10524548127979
"27" 10.3329700467883 21.9975148592103 34.7879915103033 3.77055603338065 -7.42103212384227 10.315419954184 -5.36933811617646
"28" 10.1298992527317 21.7092862047031 35.1544359328438 2.5602866659198 -9.12529213645451 9.77535216192314 -5.87644793132442
"29" 9.25971897082422 22.4426480991014 36.4684803760101 2.93070046340914 -8.21434844254838 4.60331821301845 -4.72895279789462
"30" 9.82244115978076 20.1442337445547 36.14161074655 2.37472572771817 -8.85817236777408 5.16174407311004 -3.72866090683068
"31" 9.91691289677583 19.580164822278 36.4652599477392 3.89523806739178 -8.15888824216789 4.14130229319002 -2.83309489303284
"32" 9.92122911902296 19.1872366329107 36.5425466646832 4.21106621672149 -9.51757424273797 4.94050664809197 -1.87837430588358
"33" 9.98560748834656 19.6601146673809 36.2247796601764 4.09362717456792 -8.46010088136935 3.6784941972352 -1.20779268574023
"34" 8.88750613962666 21.1659259677643 33.6417376812547 4.68491654283702 -10.0644914484065 2.7645010753456 -0.305844281798229
"35" 10.0398322699909 18.4961989353009 35.8813167475833 7.38146492839524 -10.7874895761693 5.30999392789567 0.164624146154841
"36" 9.08488173262367 21.2382641981441 33.994096147933 5.48701016448046 -10.0690851959362 5.52368049110416 1.22160565845846
"37" 10.1710991528718 22.5003331620881 35.6027953855599 5.0454737458676 -8.82646571502114 6.29931335995106 0.0845519676420244
"38" 9.46503553583727 21.7656531115982 33.1296895106467 5.11998669174581 -10.12057153097 7.19180035861845 -0.705045314554546
"39" 8.67799213032749 22.6409234270943 32.0421539870884 4.57477366343703 -10.6342788408326 6.55807027574504 2.23651627433076
"40" 10.0532903064395 21.5971290891437 33.752380838148 5.90090667469096 -10.4974241047287 4.15279331633381 1.55473832797268
"41" 9.45158313402578 20.7148106542138 33.786211300195 6.81977397954695 -11.3265375274244 3.26197228373977 -0.600501423168888
"42" 10.4546699513443 20.0339954442918 36.038715389101 5.27056450663805 -7.98961705187298 2.99367250786606 -1.05562285641394
"43" 9.34713796269218 19.9285238246377 34.0912950390157 9.32224018239713 -15.8598090367371 4.3192182077698 -0.537758600467203
"44" 9.85385204991955 20.0643527885348 35.0422781445186 8.98149045392113 -12.4239738344373 4.68111499517622 -2.78578110037123
"45" 9.23488724278595 19.865811277868 36.7767618281329 8.15471156041796 -14.6405026939055 7.07978197072164 -5.00696884677295
"46" 10.1312167621854 19.5348762841468 37.1724450348454 7.44547926273912 -15.0815630416656 6.70161807699291 -4.56220979963198
"47" 9.87336880132506 19.5618264040241 35.127834930244 9.09043795187407 -15.6386272862671 7.1075738639427 -3.98512172855512
"48" 9.64029067553548 19.8902905771773 34.4769593326614 8.40847321661738 -16.0226473084858 8.03528085153624 -6.56429071225633
"49" 10.7088830077652 19.0560738339142 36.8004222413167 9.91511850574764 -14.5776416262688 10.1394128380094 -5.35175831012713
"50" 9.43021491988435 20.4741522172992 35.9133540482315 7.25876329955361 -16.997771265404 12.6152360203817 -3.48564199394288
"51" 9.4021370937685 19.2371722240852 35.8402993993624 4.51333591510899 -15.9355966403768 9.61590410697462 -0.939356281893183
"52" 10.2488322727533 19.0148479749447 39.1250361396769 5.84232067157693 -15.5775665954307 11.8492350224366 -4.05120923817038
"53" 9.97925127419452 17.2227394847986 39.4953825131604 6.47652989410189 -16.8630263466619 10.3788082342635 -1.78519420502301
"54" 9.65115986720006 19.147997115473 39.5846542164567 6.75494853582759 -17.4625501743436 8.02780144659806 -0.0584052523755558
"55" 9.87160442570569 17.3499137488471 39.3928932899524 5.71128560671991 -15.3297807365986 8.51903037542658 0.537656455353649
"56" 10.0555278442461 17.8062071544261 39.2192209971095 5.35279322268231 -15.525101640325 7.21554205621173 1.91266129675584
"57" 9.83041348898507 18.3193961378654 37.8813420225212 4.6018871278872 -14.785141514438 6.45138092045805 3.3882047830268
"58" 9.596031870914 19.4353749859708 37.5480437527001 7.4480253420227 -13.4038695033283 5.32560231670284 5.11103608130099
"59" 10.0415531909275 18.9712278497615 37.2238628755386 7.38255887188855 -14.5141379791738 4.69353488923607 4.43105821154815
"60" 10.1478819596789 19.6655747658577 37.5626984637472 5.9274508773415 -14.7739907582102 3.35752984824711 4.38720474237813
"61" 9.1152301806085 17.7312608280244 37.4657735187603 4.38934267058463 -12.7678214231326 2.91506223691414 4.84734682176842
"62" 10.585862587838 19.8310451789246 37.7812817084466 5.14865331890411 -11.7716896947178 3.49863838288823 3.55221743299643
"63" 9.00642562565041 20.3935396592206 35.6390864100512 4.5217400258262 -10.7761147339319 1.46373204519545 7.68692758492358
"64" 9.64547282224571 20.8490223214009 34.4999586681912 6.78374337053591 -10.275305540784 1.98935413618127 10.1692659371409
"65" 10.5083500998898 19.8929146567364 34.9172631836768 7.17073011391797 -9.28435333282169 -1.56329053126786 9.01721569258984
"66" 9.63588876428972 19.6179558879839 36.867524065466 5.34075258532263 -9.49304497125031 -0.537089250661284 5.26672571768252
"67" 10.1760497098893 19.8438636994657 36.319328116457 4.85339307944454 -9.28043564612362 1.19274789114826 5.89208955819283
"68" 9.97560251445332 19.647665735413 37.6471960878402 3.48630771733971 -8.65094112435124 1.77895507140828 3.30214383659809
"69" 10.2403818547881 20.3732976717452 38.3042456215741 4.12508262595687 -9.1730202554102 2.6253896785093 3.79621679144522
"70" 9.73208413087105 19.2528154984054 38.1562612425573 3.06086614481721 -9.00919552263131 1.60403902930205 4.83287589774902
"71" 10.1740457550737 18.7389494032852 38.6982383525544 3.2523031232114 -8.64080865767114 1.85117974731673 5.8448927493362
"72" 10.0258285224438 19.2926657865837 37.660008866829 2.39872070373824 -9.26815998545239 3.25912403734187 4.56544440005875
"73" 8.71572075230966 20.0489903752733 37.8124310839625 0.602695913181487 -8.94549164907297 1.62369906071406 5.36718525091266
"74" 10.0798075507344 20.1159417808764 39.5199939463382 1.94770813844154 -7.17217585217985 1.91674314138232 7.48053007646312
"75" 9.38957488633995 19.7755652431036 38.3145258573499 0.0373118868778739 -8.1746309583886 -0.172565907170982 7.59881952470058
"76" 8.85673123815217 19.6629176442295 37.4898573734495 0.169665203362483 -8.06393061831675 0.234387768343216 5.81376749586997
"77" 9.23576536536961 19.2662970613678 37.1734897929519 4.10358766954177 -8.79256407110862 1.39896006269961 4.67329305489707
"78" 10.0452245378867 19.3319212939172 36.5275406216146 5.13955609088474 -8.12627814893795 1.54187026427146 4.18976263316901
"79" 9.43092605035671 19.6643034576353 34.9399631438145 4.64193185730512 -7.57157498150598 -0.483094313319092 6.06145709034826
"80" 9.99748564428016 20.6189076615733 34.8670103279599 6.04394239943538 -8.59695655428363 0.983964847113947 5.21723485518237
"81" 9.17644937885721 21.7903367919545 34.3509783266221 4.16618664226102 -9.04963502303369 -0.343444112370163 7.93446115646941
"82" 9.74387715266016 20.2219193913664 34.8474893698017 5.74609898607587 -8.70444711700255 0.770151521133371 5.59679696476199
"83" 9.75873589730636 18.9820691431242 36.0681324950707 4.76883079055541 -8.58472929035153 0.0974803292170484 5.98103189793861
