"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]"
"1" 6.90852321497651 1.98316587748948 -0.464657261641453 -2.30701049360391 3.50382423758987 -0.167629971237158
"2" -0.616565756177141 12.2126218896904 6.96217968198066 -2.57224803321673 6.55056651916157 0.0101967103287266
"3" -3.7426369455163 18.3408338657599 4.84100044811768 -4.78267908337383 8.19514684018244 -0.223428211898199
"4" -3.20855495834112 17.8636097150278 3.95199859920927 -4.81653100964538 9.27047772005725 -0.740397059595012
"5" -3.8201495997875 19.0378167213255 2.83228610952617 -3.69427018876114 8.75713861666114 -0.708663585618447
"6" -4.12325468499835 19.4676613339176 1.84558434257826 -3.04352453131037 9.04848776138144 -0.845031639404964
"7" -4.12711658283691 20.3019882984285 1.45905569312017 -1.97650452481095 7.61017700073198 -0.343245607875104
"8" -4.61040387380414 21.4000730521278 -0.0280287372622071 -1.43075626053011 7.55677593411074 -0.412572270024994
"9" -5.21538070204714 22.5601790438975 -1.35534878661748 -1.40636919979624 8.46900701374288 -0.614174613689714
"10" -5.839458253474 23.8051053739017 -2.4743319348524 0.111809447645536 7.21556473161165 -0.458996651008876
"11" -5.38509212686821 24.1555387742608 -3.8179021312186 1.26543782919608 6.82422590771624 -0.547373141450463
"12" -5.93404331749276 24.7224599464828 -4.93928164315694 2.43601914761235 6.08549909474224 -0.126557735652341
"13" -6.29472961377232 25.926086285904 -6.07437222608302 2.3796486952495 6.64895665292482 -0.55579933567942
"14" -6.44532037907101 25.5443610399637 -5.26823384944665 2.03364403513724 6.41914622201836 -0.446910589479147
"15" -6.48980546224282 26.3491109891002 -6.61625883670918 2.55832552203742 6.95535516966766 -0.18671645974975
"16" -6.7957050015845 27.2281897564341 -8.11993457024775 3.60671251407353 6.58191751704429 -0.420731500313915
"17" -7.11817316838077 27.4100504237395 -8.76841629496568 4.91544013627104 5.64720891039718 -0.123396409046756
"18" -7.22700337179527 27.2515660807946 -8.04468153065838 4.34045874812399 5.67270061273133 -0.116367488849435
"19" -6.37889117645224 26.1805547795183 -7.40894483819778 4.27847774923914 5.32501696904037 -0.305600301471059
"20" -6.23856520492748 26.8456452195326 -7.95715262358797 3.96849427018691 5.96601685670674 -0.192338495124128
"21" -6.43452012816837 26.7304186540367 -8.00913010755206 4.90447199260199 5.16881302195018 -0.222783386559922
"22" -7.21069684929743 27.5784893952516 -9.0307246359713 4.62813993462459 5.95659578248834 -0.219344611046875
"23" -6.79846711353137 27.0054198476458 -7.31952885268938 2.86065487272135 6.35534433810585 -0.116502378897993
"24" -7.29083868103066 27.6323233808189 -7.60025586341232 3.50080444775061 6.21300866255061 -0.213261970447503
"25" -6.7036438394099 26.3328710650139 -7.23189536512358 3.46492271057896 6.10723894546342 -0.30771514681559
"26" -6.6298021475505 26.4064144152808 -7.78083592317045 4.66189112551476 5.35634951775475 -0.292369182918516
"27" -7.35763760159855 27.9818536285766 -8.730766113539 4.23306230581991 5.82015459408693 -0.0838305935317547
"28" -7.44322318523689 28.5157143078579 -8.86099360484671 4.28315400889158 6.04501322897158 -0.311626900052202
"29" -7.27699381680381 27.9087598716119 -8.6414378201966 5.03052705718741 5.48348321824234 -0.462375979455988
"30" -6.95638098489746 27.0045813764926 -7.70688369466435 4.53471176218145 5.20652556944096 -0.234655076721594
"31" -7.2966281454268 27.9785112169072 -8.95014297300066 4.25187119211069 5.88678444263999 -0.219798135982584
"32" -6.60991799374483 26.7719224452084 -7.6006727811736 3.93869445221685 6.010080392828 -0.271157627017979
"33" -6.93586528373691 26.6542965582766 -7.47002511143097 3.99629220890603 5.84821068809549 -0.213598632887173
"34" -6.9851893425185 27.0410323005866 -8.10014400549063 4.00581848919702 5.95746095367098 -0.334957985165026
"35" -6.94445189929368 27.7849043373861 -8.33490560793076 4.67339803295973 5.73515570868134 -0.301988159744883
"36" -7.06654959366264 27.2222040008474 -8.60996451820895 4.54210515714167 5.67600602846084 -0.3102669095321
"37" -7.16702589813462 28.2840779954286 -9.76592275390571 5.00859954064772 5.64269261050077 -0.397732756575857
"38" -7.59662672301361 28.9948014624304 -11.0596292341849 6.33643685031177 5.10403872932349 -0.137694995103175
"39" -7.52034752281238 28.5713257727756 -9.49907600690116 5.68979102884991 4.8116043515557 -0.145375779237148
"40" -6.94722945827185 27.7066090115597 -8.96241124700224 4.96490668444113 5.55829691191033 -0.0928370186017316
"41" -6.79150206659965 27.0422990257729 -8.59730849181455 4.61836942051541 5.82777846996317 -0.542832914283007
"42" -6.93869264460079 27.1589871298314 -8.1440829385895 3.79312690631348 5.69698962073936 -0.30545247802248
"43" -7.09571977659341 27.1174498049734 -6.94449273450393 3.81118455038747 6.04410431072909 -0.357631595948855
"44" -7.10881437699062 27.3923077167575 -8.712779939295 4.85310030788323 5.83900947328917 -0.53285542481146
"45" -7.89940826758645 28.8685070261285 -8.72485258404819 4.30540868942733 5.97851824517069 -0.437347320514273
"46" -7.45409672819939 28.300329417939 -9.20675790072445 4.68485164594497 5.68069226536027 -0.36654513134866
"47" -7.09962571409044 27.6859305305655 -8.84504690770613 4.84812996914345 5.60313636456486 -0.266352339984456
"48" -7.16207692891323 27.4975916548799 -8.02371992572296 4.00012824235649 6.14069659728465 -0.445015161360053
"49" -5.95785704373064 25.96129909138 -6.96031657533859 4.0939528811082 5.76765553684791 -0.428307866710347
"50" -6.35010558025316 25.7617762166525 -6.52570281033608 3.92233343960806 5.4658852808225 -0.24083360870731
"51" -7.49619747674664 27.0619751415119 -7.01640965390458 2.90526322414006 6.28116872048082 -0.303993226475438
"52" -6.56710305777008 26.3744246731925 -6.66687724082938 2.6244346105322 6.64400563272239 -0.434954643488562
"53" -5.80363022163519 25.3391520955622 -5.75874665142315 2.64675815105202 6.53857054421567 -0.404243230045415
"54" -6.18583132933829 25.2485928152954 -5.53267905610874 1.74078291640543 6.82755525241681 -0.512390360550676
"55" -5.87961795060088 24.916407304289 -5.02911213625543 1.64077429049193 6.68059972972805 -0.416841268960798
"56" -6.31602507757486 25.2971533059723 -5.18823577236542 1.86280361663726 6.35378781972166 -0.174706646685809
"57" -5.83406344759287 24.43561945829 -4.15678462203501 1.03235572138858 7.53367983592003 -0.900997999759988
"58" -5.70158739643078 24.3497404655833 -5.36317283652657 3.23860728345591 5.29844882038131 -0.36656645560534
"59" -6.2978880359387 25.2515288728829 -4.73571837470407 1.21522683345745 7.47207521108095 -0.760509767705977
"60" -5.86354238424779 24.7025607497313 -4.62166572621393 1.72545096558222 6.84047983170962 -0.624594758034589
"61" -6.38562145700655 26.1335508579771 -6.55239046231906 2.74469862518149 6.44464691262861 -0.256741080863889
"62" -6.23065238731227 25.7257561977526 -6.1524185440429 3.09799426158672 6.36039913360235 -0.333779516193234
"63" -5.81919426298362 25.1840768555009 -5.87605628781054 3.4320291978715 5.89453695572524 -0.380373793420344
"64" -6.26236917153628 25.2354037152101 -5.725066502045 2.43795812374673 6.53124574843163 -0.0714060689591004
"65" -6.06923017990047 25.3130507853419 -5.76687774546872 3.36927831806631 5.86544848009882 -0.410867812543352
"66" -5.48524578345606 23.6916045677957 -3.60545585014774 1.33974033162725 7.08891006240572 -0.764596364295784
"67" -5.70479918461839 24.3905875333343 -4.75092359050965 1.81624644098373 7.29096264023605 -0.948182387489385
"68" -6.16674530454222 24.5784887071684 -5.10531041125668 2.08597448132942 6.65825413768447 -0.394625252819141
"69" -6.12470650822891 25.2528736967407 -3.94759232190437 0.983306683205604 6.82198889775697 -0.426035253881592
"70" -5.81807020145309 24.2001554342851 -4.23300906930478 1.39773241575101 6.74119288216573 -0.423317920592272
"71" -5.95940854624408 24.2218456758694 -4.15357574089906 2.45790301699861 5.90673694961296 -0.106158425150384
"72" -6.35740897206023 24.8887316905079 -4.27115711138218 0.634969117313206 7.15850378803395 -0.375182550778771
"73" -5.87846838730445 24.3842681988238 -4.47694186998491 1.76856142997767 7.06002981753866 -0.554287846433871
"74" -6.72136154428501 25.714903650176 -6.37173114666088 3.30501324224156 5.99971518751625 -0.293055004674411
"75" -6.41675330699898 25.5886592861282 -6.1655615266094 2.3776145661895 6.64544392020305 -0.493292260974298
"76" -6.29002541720884 25.5847502635864 -6.33248500293745 3.81737199017868 5.84808161471547 -0.210698337011227
"77" -6.72363009688867 26.6025743438348 -7.31574724438922 3.11216601509998 6.30572444212151 -0.326261311084813
"78" -6.01020688087821 25.4203155072712 -5.65381432851883 2.67704229205431 6.21254860505909 -0.243435393686591
"79" -6.11183219125077 24.934158797549 -5.81924287706018 3.4350143312043 5.84207031867054 -0.0463485545664456
"80" -6.09256650752161 24.6960303188456 -5.77910898401685 2.7415106659033 6.47869432739055 -0.132534611851186
"81" -6.04475377509754 25.6176859889599 -6.19732897123271 2.58895836239926 6.81903670865982 -0.622910724385773
"82" -6.48851020088921 26.324989682568 -7.03830531744225 3.30432170671981 6.29096334862957 -0.30968836299951
"83" -6.64843098265202 26.4033704139081 -8.08699731962664 5.02326025843469 5.31077623465651 -0.155673523789069
"84" -7.00789416132546 27.1721494231296 -8.05309701576017 4.45292930090153 5.42727214775804 -0.0844738907676969
"85" -6.99185456385455 27.6876634499517 -7.92938415774013 3.60160601554089 6.3586700200788 -0.46769259519669
"86" -7.1399735243159 27.5362347132478 -7.97448704419945 3.35946832678648 6.50494629506218 -0.461351913584964
"87" -6.70035780767958 26.9885587027044 -7.25126317128336 4.13752217579523 5.47273684480787 -0.196264850642547
"88" -6.20812075317791 26.2418550966399 -7.09217474532756 3.80608141893372 5.98284335926223 -0.536413070592062
"89" -6.10996034029513 25.4229760523895 -6.91376201324232 3.81702539167201 5.72447459593083 -0.177719274573737
"90" -6.32504172352093 26.0766298446885 -7.2163297230937 3.4128685584208 6.16617237120057 -0.29257502849816
"91" -6.69206310802029 26.5720933571835 -7.62869117409914 3.49602992684085 6.46290358074064 -0.442990713481544
"92" -6.86563669633915 26.875477761327 -8.31812444994988 5.06940201385447 5.42732667985634 -0.163449651873317
"93" -6.69867288270616 27.0982054774207 -8.00954426208553 4.47665514771029 5.55833349274754 -0.0214710782706277
"94" -7.21700435022673 27.7100038307419 -9.87918631636665 5.74751671442688 5.20765099620961 -0.124213980189519
"95" -7.15373788034307 26.6792242722756 -6.85752282451624 3.38227261041439 5.99065338468433 -0.306103485381714
"96" -6.36090766097877 26.5601441251801 -6.8187959203735 3.18554702465288 5.68982251820456 -0.206190980073617
"97" -6.57986329457724 26.0820979390859 -5.35000680738352 1.81227417807135 6.64789684776396 -0.360957618385301
"98" -6.66407923486211 26.3889700715152 -5.92961258446504 2.71588941004843 6.04063195830971 -0.192709594175292
"99" -6.70191237426088 26.8696518614852 -6.40670111835103 2.45175053673505 6.96710110645313 -0.582693515543552
"100" -6.53156243193319 26.1160789259303 -5.59674926179003 1.87167680162097 6.77487362534479 -0.398157648907637
