"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]"
"1" 1.50207612804446 2.30307804788773 0.89027920063941 8.76468630401592 3.18915461635163 0.410025019998081 4.93521645596634 0.0899484561893635 -5.44416456005457 1.67534490429008 1.58801727649337 -2.40525993552128 1.77798583239412 -0.348825966341746 0.828081158989839 -3.5218713128192 -4.1590742191746 1.52958292974438 4.25492803487744 2.49246477409766 2.61439460693204 0.606657331280744
"2" 9.49200392381946 0.228540894052154 -2.22550530524405 9.75979541912168 9.66536785929149 10.9732063421683 6.80566201455585 10.3392109734885 1.17888752224093 8.98402843292205 -0.943550831546397 2.80104580823207 -0.0490479722383348 7.01569934648757 4.67177043841613 2.47660908530189 4.4354973432521 -2.89445779488134 -0.460000067719718 2.52213249303152 -0.964315331957638 0.344096038667979
"3" 12.647279342704 -1.79067391000783 -2.24879360055177 9.63886134090159 9.91467772333945 11.8264503466062 6.99014312830644 8.75563689984683 3.58970377009786 10.0862312923347 -1.15256028352681 -2.74488306101595 1.22266724565209 8.73397888737001 7.01674910643113 0.541177757938706 4.42690463421279 -3.71683041080909 0.963707744703842 1.36437914371731 -0.4453150046582 0.240146556708155
"4" 17.3110117118857 -3.61249289780969 -2.87189004695148 9.01084596701572 13.2181520409348 11.82162535996 3.00956666567805 8.64105854592803 5.40484723772237 13.5560094840551 -1.19130848410659 -7.58101444358968 2.61834754056301 7.20714487802755 9.43949833268161 -0.232081796629458 5.20102841146949 -5.21845772264742 2.17065613672021 1.57755821442992 -0.367438955252623 0.022826210035349
"5" 19.5301954879442 -3.21846628812301 -5.57016231251455 7.84134171561502 17.3036454205092 13.4048253313737 -2.39117795008286 9.31111777981992 5.70154552311689 14.7720267304928 0.583713046935677 -11.9232859377632 5.83197913750161 6.17167733256849 10.0165573943434 0.955738073469779 2.73887218005696 -3.41652202006908 0.242367129090931 2.9705109417845 -1.15805185664056 0.301757823323581
"6" 19.8493816964609 -1.92098684314168 -7.68499425628726 7.08585641719703 21.0136034006205 14.6827099219839 -7.01931343161818 9.50134688071841 6.87162583095432 16.8398427321449 0.94033478291607 -14.8470827603713 7.49539271565486 4.83263950927173 11.8438740861409 0.799674004959917 2.27823076036821 -4.9627228492313 0.254236747865835 4.45271780107328 -1.82365833748498 0.181582098548567
"7" 20.2303142958938 -1.14601895424359 -8.73305374783036 6.75565049293519 23.8609873431795 10.5632061860271 -7.47523816172623 12.5077731107588 7.8560775773755 14.3720722369814 -0.651524638318743 -15.0582890820554 9.45287197880411 6.61449434476954 10.0808189135627 -0.708212087874126 4.59094837517483 -6.65627072536029 2.01106644163887 2.29787496461421 -0.584170137629661 0.113496404530406
"8" 24.3623830718627 -3.77292288549369 -8.95486070331589 6.93760193933741 23.2169774846941 16.2996820626533 -12.9139103753196 11.8960898734055 7.98306496053631 17.6629973544948 -1.09224910259398 -13.7771172421593 8.03157908581199 4.25599068938307 10.7233974684917 0.598614773050339 2.80962663773631 -1.70195049135189 -1.58446684419528 3.70578437524206 -0.923857650810819 0.238078763277562
"9" 23.6951523381898 -2.35037248738039 -10.5018940332091 8.15281999243884 24.3913135810032 12.7073713494006 -10.605854034428 11.2637715916119 9.04754311450834 17.2848128490907 -0.684802208446753 -18.2363715416009 9.12404254168444 8.2318408858874 9.69963141362738 -1.0163836659555 3.76076444607323 -6.16528539321641 2.04730523411323 3.81414942115812 -1.41638719668946 0.166065795872587
"10" 24.4535960506407 -4.15741172323518 -9.90873667735535 10.8762148159516 22.3005065212328 12.1037902324704 -10.4946733705397 12.5420379216764 7.48083510389267 17.7652930621921 1.59137553064052 -18.5151339589764 7.55742348105546 8.81355276137757 10.801291499142 -0.920486198703851 3.89259799750378 -6.04456307669023 1.4879207530294 1.99545459924851 -0.40813627566498 0.198913063490923
"11" 24.8751048755232 -3.19832235187243 -12.3458725517063 11.1951257168924 23.2929783478483 12.1077859230611 -9.38044035777028 10.1415061534424 8.39437494468014 18.5170882772475 0.939808625208217 -18.5946979262023 5.05540522243484 10.6025051811011 10.8571904450115 -0.933658897865881 3.39505388592906 -4.78947782336698 2.95165537082362 0.646943016885655 -0.794173967389046 0.502198820456736
"12" 26.7055536300679 -2.81124450333073 -13.765913443476 13.8578264567515 21.8085193133175 11.7647636058939 -9.18196013199942 7.64811881748985 9.16055224640444 20.8073760465132 2.8625750294258 -19.7741336996097 1.98830693989136 10.8659521013659 12.9664060516972 -0.367706129353439 3.24419789386988 -5.27600579506763 2.40580471255766 1.00495665992307 -0.878342688632452 0.298441505222998
"13" 28.0667395158005 -4.26923872922976 -14.7951942255368 13.9151608903347 25.2914142402901 7.95809835478127 -7.02002531719342 6.08505567412646 11.0425057878172 20.5381411689335 1.57373569941245 -21.0911043579826 2.6452067842731 13.3334179670354 11.8896164544879 0.429770528699102 0.241383873392056 -4.58270861042997 3.48200588250009 1.64976471899934 -1.32845196217087 0.12962790603978
"14" 26.8512686067027 -2.43609232342036 -15.4618359092268 11.498203049003 27.7775292083956 7.79247353500053 -7.73754129713335 5.55312478591862 12.3290972739695 21.3379863822908 0.634707031591408 -23.5223882478863 3.82777041096235 14.7225862340823 11.4446401092918 -0.451609890741233 -1.217710874588 -2.71171240854033 3.59987433072937 -0.462877593236934 -0.00155813883018041 0.245365511551031
"15" 30.036877258233 -4.73891646863217 -16.1600411049016 14.1157916321333 28.3535026767369 7.41194229340102 -11.5045076997034 4.96957530326797 17.2374974157575 20.5946414627539 1.33073597231557 -22.1619090194967 0.84034187777342 14.8372129438407 11.952367019907 1.26725078001393 -1.86362718372008 -3.58664541727691 2.71526319739522 1.72084486307958 -1.12453759418189 0.18757019463495
"16" 32.2912509477979 -3.70064630749161 -19.5918184808101 14.1639412085371 32.1491705428522 6.09007518577387 -11.3630403032253 4.10584215222346 15.7228435800864 21.7859838074956 0.0517543123671536 -22.6207524413391 2.08536403772671 14.6532361181491 12.3144343036795 0.557688711973775 -2.52696925310071 -3.78668171879641 6.97471952470192 -2.08922441224405 0.693942383055054 0.0537070753630267
"17" 33.3583512704856 -3.07794861343009 -20.9945322517189 16.361331912072 30.3907711454788 6.48709646178295 -11.8863213993347 4.83717003982241 15.4574369814908 22.6589396363112 0.470629723266388 -23.0694543981543 1.08399875104136 16.3006529784274 11.8818072952719 0.474501260432467 -2.04001159614606 -5.52026601329189 8.14016942729071 -1.9721364566498 -0.35832547661841 0.308836055358772
"18" 35.65933280621 -4.60384644007084 -21.8108106385625 17.3611306892094 30.2225236197143 7.55615942111424 -13.2825901685685 4.99532633744995 16.7231366849944 22.5162583417684 -0.402565463131245 -23.8381197313563 1.93129416242086 16.6722974080182 11.5661132730678 0.237882405990252 -2.98743764679184 -5.94301486444788 9.08203988139778 -2.23361247965606 -0.0446830643709143 0.338220548557309
"19" 35.3064980045886 -4.36837141201213 -21.0462847470212 15.891149824526 30.271892676143 6.86080038441481 -13.1200074019806 6.86991114342811 16.9553219580564 21.4440424503476 -1.87257574449394 -23.6006010510842 4.35961768849443 16.8354159964444 11.4353379995575 -2.39072759210419 -3.1062855917556 -3.08531897579295 8.24765101399988 -2.74531815262056 0.144154016030308 0.0260079818813222
"20" 35.3865683555924 -5.93078160886863 -18.8538334419891 16.0186982027523 29.3916636154491 5.79749946266769 -14.2488276449733 7.19420999819445 18.5240571610146 23.6759114035212 -3.5682285460275 -24.0909480094141 2.69377806625373 18.0282982437865 12.8947802442124 -1.98090048621571 -2.38546003788044 -3.45806859008796 6.97834226679338 -1.9582091850119 0.191321779505403 0.352447236176436
"21" 34.6147937759043 -5.26633457117823 -19.1941311754826 15.6659794725784 32.1132275835293 4.70973773117023 -13.7487993088996 8.38988828774464 18.896784392711 19.4417200686788 -2.12805876518336 -23.4614226495761 3.76387824630867 17.4662263938796 11.3960423916961 -2.15245399138976 -2.4341718540305 -2.01714562972893 5.94169733518767 -2.56501129773578 0.630110557056759 0.171740141223687
"22" 34.3310385106276 -6.13561574878489 -18.7526199507816 16.48921319154 32.5880187948523 1.92500007352004 -12.0764748498844 7.67268703098368 18.7960203425186 20.8123094716994 -2.43670076803136 -23.7420466159851 4.09058951503848 15.7255278213978 14.1294364190054 -3.66979676501618 -1.58168098523573 -2.53187689595233 6.22976829160102 -2.09627274752178 0.490516348850904 0.108820760736393
"23" 33.2975318911641 -4.01985597952152 -21.0107651904951 16.6290238535655 34.5419745360164 -0.914062321864947 -9.8555110014738 7.61360017472422 19.2238891386569 18.7912521105937 -2.89024324667506 -24.9491341012739 7.40735229085223 18.1139126286092 12.6440822697076 -4.11532395961559 -5.25675118610089 -0.467920188044577 7.14174690383485 -2.22917446039358 -0.162194537340272 0.293134934596497
"24" 34.5380675583294 -5.01164968318092 -21.2166731431235 16.0415216095756 36.8955801343551 0.593798217315265 -12.2798416073139 5.7716394199578 18.9172152193253 22.8150544719467 -4.0547863683402 -24.0681031268064 5.67553204323815 13.4053302930177 14.4267018033877 -0.194217027744334 -5.3594718558775 -2.03349502421655 8.06029993115029 -3.22523602112149 0.471237777012009 0.307899662824079
"25" 32.9690592235603 -4.84194120146527 -20.9070002176265 16.7332417540672 35.735919089178 -1.70172721366952 -10.6547798657762 5.90791742143776 23.2648852932876 20.8117371114281 -7.16920694223519 -23.4324595087404 6.18390262927893 17.3315215708155 11.6520560932848 0.160898775096421 -6.73744146035208 -2.29092303860957 9.95944865666392 -4.24046552353816 0.314019324683311 0.293826844763732
"26" 40.1371804507389 -8.51065031169082 -21.276302056634 17.7651633383208 37.4533697538111 -0.765490205449494 -13.7951755956056 6.06688321949723 23.0360463696099 20.4810245701664 -5.36631653918128 -22.7196373000978 4.99670745368146 14.7962436645354 14.2167818843142 0.692908865104603 -5.9667786998166 -3.27488508255469 8.48925989393102 -3.90805749817852 0.73773695256328 0.0194762791535429
"27" 39.9546368269367 -5.76600231161445 -21.6886309321102 14.2055820927981 37.4190153452926 -0.843407164194797 -10.6905424414322 4.92845178475244 21.5839966210931 18.47336704893 -3.28025572287742 -22.1459894519464 5.45524202674556 14.525423448386 12.0837292168547 -1.27826414218994 -4.18161945473878 -2.17302404638718 9.5177759420959 -5.66734521997565 1.62623536190892 -0.000728577208939929
"28" 39.5112355934917 -8.57450202724749 -20.2318901792718 16.3156126931434 37.8898998206945 -2.36178943953305 -11.70910736267 6.08680284309955 21.6488042213897 21.1402942410433 -4.84130761970113 -25.1024441175683 6.69775305746078 15.5801306708689 13.3041050964609 -1.08296174251896 -6.73755804302926 -0.355675173549341 8.36166591802957 -3.9371082854411 0.586106796724907 0.105902179504361
"29" 39.0698694089623 -9.83259698679772 -18.9178200845173 17.4795606628749 36.8331275638007 -2.45123267280165 -14.1196477515031 6.24016724355642 24.6360182963506 22.5108834869134 -7.31482877514598 -26.7844876219646 8.96662197900605 14.303026153982 13.8494937007565 -2.28349624328849 -4.63912696442211 -1.26887655799804 7.60834897113097 -3.82775645341938 1.10225548168159 0.0531075287437324
"30" 41.0161219021728 -10.8986024001778 -17.8238656488774 14.2500718384143 38.817679426301 -3.4856055475608 -12.0454952356095 6.43505690234155 22.0360623459016 23.5539596753509 -7.95070637422757 -27.6914995259942 13.3058367177993 12.3086377684136 14.3017818513052 -2.37823852805822 -6.41549505420562 1.48658511014903 8.79814158960096 -6.84551536250062 2.23213223551757 0.118642680564506
"31" 41.87932159185 -10.082359822545 -18.2988950837342 13.1490623785633 42.3258985653911 -5.95986252994319 -11.9763601112685 7.42730369812908 22.2681178617908 21.6449056998859 -9.01120788802874 -28.4779008161995 17.2817182657946 12.0459834383636 10.8284128446852 -2.54823068417421 -6.50926633593983 2.24816042171066 9.87408763150938 -7.86740592676009 2.59996307660836 0.0640555998463867
"32" 43.5782389646764 -10.961741644043 -19.6388758404781 14.3779884746218 42.1445729226034 -6.90982596643462 -12.5929323087601 7.27811433317458 22.723123551664 26.544917386865 -11.8420450874059 -29.2507995183967 14.5286346601 12.9660382578167 13.6846444909829 -2.54108636872786 -5.93863493849057 1.10039365060684 7.86425723839316 -6.37124176024247 2.5596402006612 -0.0147043203253564
"33" 47.8686760278993 -15.3195507471808 -18.236405232162 15.9207286310053 41.634793566845 -3.85914975074923 -15.6227386991794 6.30008724522501 22.4713856757925 27.7263956597803 -11.3882204239327 -28.9367040389296 14.7812642463874 10.6382813460705 14.4021881613375 -1.11633914875708 -5.65917247042372 -0.710378128045199 9.32401811250202 -6.31307020349316 2.22394539122175 0.0194139001576975
"34" 47.6380109960849 -17.3439330541455 -14.4033907496311 14.314917028616 39.190819049258 -3.85770720528414 -15.160282679313 6.13739489971217 24.8258914869286 26.4110427529163 -12.6259157114425 -29.6359387928582 19.1401712426186 10.0316281264291 13.4561482710724 -1.62419110664689 -7.61436197745354 -0.0209405796583377 8.49850117003864 -4.82766101260248 0.886053226175366 0.18154542454444
"35" 46.5863980279239 -15.4593115659746 -15.2881598221842 14.014616913288 39.8297552648508 -5.03050908775289 -11.4444971855617 6.04815377158964 24.6371968586369 27.0660513646351 -13.9159881676078 -30.4283013520459 20.7785693362198 9.31012403455899 13.8246849342727 -3.04939938451874 -6.30265919222921 0.170185105444264 8.83893296489665 -5.93524175880647 1.72445029829476 0.196354783287329
"36" 45.6417097181413 -16.7672445107408 -14.407065860759 16.1151472407774 36.9072771770869 -4.69207272615352 -12.0422495264334 5.97384562656934 26.8304355304894 22.9532758755158 -10.8013949398149 -34.0832259271027 21.9310777821563 11.3974580117452 13.0770767406851 -3.18477532478919 -6.05679940077152 -1.51296693386307 10.1948359922732 -5.37066763624952 1.05690224860474 0.0135416154288141
"37" 48.029465283618 -18.9805094010106 -12.776119856963 14.3687956517447 37.4561603581118 -2.73886599836665 -13.1578847680206 5.43014061000837 24.7921431458472 28.0372481236273 -13.7780824674815 -32.7915195208495 20.6069568556518 10.0404744499239 16.0918923405188 -3.32250980848815 -6.06277454580985 -2.26183893562777 10.4493535478499 -5.69382709982316 0.984801943884611 0.342910665160689
