"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]"
"1" -2.88822433791177 2.70869902825242 0.416167544617388 8.09258176507405 2.4923206891161 -0.167697685284099 5.77106404466147 2.72477265003971 -7.1118830846971 2.24895794677012 1.87724029798014 -1.722474028781 3.84662381295101 0.14247968244499 -4.18402768475366 -2.73612080061569 -3.95937359820609 0.988075869431033 3.07462793199411 1.76886085171301 2.43250834408661 0.872515467901119
"2" 5.79339566934674 -1.43189001652736 0.300498870840042 10.54066869205 9.13140614733263 9.43203481384942 5.88097106187519 11.9992511904402 -1.04343167078791 12.1000105978516 0.623140192845553 4.21530728402075 -1.11413249668926 0.518142303083391 1.10755167176764 2.99087921015378 9.32655669967005 7.30991190412595 -3.23781326178646 3.46329695545405 -0.733422279448783 0.619824730299122
"3" 11.5179509751664 -0.552481829952084 -5.56008582079757 13.3662886841079 11.5459647238293 8.120236062227 6.92676942647645 12.4044398095005 -4.93993537893641 14.9970715918275 4.0420835904856 2.44219635624371 -4.49637932599015 -0.058529723078811 5.87176114421725 3.55968869263368 7.34168937658429 6.3608800125032 -4.06214572754419 4.69698109983499 -0.801849526002851 0.486753685478125
"4" 19.3471176453484 -3.52338480980919 -9.95945704254137 16.7219000428857 13.0992582205125 9.1986419392709 3.67817358948301 11.4495238060617 -3.64502936122128 15.1925558746956 5.5575117642687 -0.356123405680789 -4.57798587267513 -0.510482057584533 8.11126747537138 2.42113547374591 7.05535518583774 7.50090111221019 -3.65595229865212 3.26009732534465 -0.0676695200399476 0.547638371969474
"5" 21.5793402412342 -3.20270127772826 -13.07431654502 19.5329014008779 15.722710644459 7.11232879787298 -0.288748344157804 12.0202547602683 -0.7926056043233 18.7582703316634 4.29676844395382 -2.98272991924806 -4.47349166624148 -1.71577920079959 8.69487303105387 4.22743420576919 8.2192106880112 8.40931819377621 -6.9362439114097 3.65084387868109 0.67710425394328 0.305151403011001
"6" 23.5125990360878 -3.76621619759541 -15.072271998056 19.8311863144747 17.7614595858059 8.31240116738597 -2.65048095930244 10.0728574265378 -1.39934909227119 18.6789856958661 4.52319797807096 0.0116967367212963 -4.93305422528853 -3.22548568143764 8.86074377467772 5.14712948214403 6.92162416564267 8.97121412855888 -9.32933948114499 8.56653091942866 -1.90199303600048 0.694061233281517
"7" 26.9795982690061 -4.77786107908653 -17.108072969988 19.6227829814157 19.5004496856396 10.8999005701838 -7.0724135708679 12.7612084061983 -0.77203563670194 18.0101998993396 2.84991209578092 -0.167874990327817 -1.97239882416792 -4.89689894315161 8.54557308130502 4.67961442442469 8.18807083465305 7.3811701851217 -9.18475495852369 7.96273068372955 -1.91205930165451 0.469706697525502
"8" 28.8557018640298 -5.11117510502295 -17.0882495556141 21.029036593527 17.2523972380931 9.43321229475307 -4.98436186863459 9.40205847166937 1.11958333581337 19.7517249515686 5.21683928371435 -3.48239554683405 -4.09200800308446 -3.27936610227021 10.868903565895 4.23625022979697 7.07913966659376 7.3900874773938 -9.26831141125397 8.82948611284996 -1.24659992670747 0.518642759625857
"9" 31.4930271971929 -7.43013667960129 -17.4424334369036 22.9891332234026 18.5298467504124 9.45403554639813 -6.6055375201505 7.97127353255606 3.10537637853038 20.3688990737545 5.06619789194258 -5.03267125005223 -4.52410704282752 -1.60853222405291 10.0403615474147 5.9788358826874 6.68162347268649 5.69620096683882 -7.0650356846123 8.67274799498697 -2.02629322281469 0.272859020994673
"10" 31.4114653052648 -6.45925397896699 -18.4999373048976 22.4702321020402 18.360069130488 9.94256307828343 -6.44438265001697 7.74081611469124 4.30638719186676 18.3664540692641 7.02374950369223 -6.23274021344968 -2.86596781494732 -1.94500881796972 8.74623906849187 6.44403444702859 4.86446865320687 6.82048464844737 -5.78031902242145 6.87937052354681 -1.73029939996826 0.284239517089093
"11" 32.2250215319056 -6.28295181088978 -19.3703786489226 22.7949539228496 18.4079254791175 10.6828609140944 -5.37393788225301 6.89581173936317 5.12597820861213 17.8256195714971 6.36718652220712 -6.09777748803188 -1.57497679690547 -4.08518717557435 9.06388892612372 8.02318978874739 1.51692159744328 9.72931260041266 -8.40417755381108 8.54821609989258 -2.55307500684328 0.658856737298213
"12" 31.726509370279 -5.62362835882578 -20.4647186620315 24.7995810750621 17.3516429387707 9.46492073801024 -4.83315500546905 5.65504899010523 7.54153665747244 15.9582924052204 7.52188831194313 -6.95712462766432 -0.889408479172714 -4.01233051293174 8.44109472361405 8.12483918080214 1.9253245805747 10.8146211543962 -8.45868385633171 7.41460258724001 -1.26735889664317 0.577684302342902
"13" 30.5320438032747 -3.98957971241643 -21.1565101928727 24.6329771554114 16.2315442168576 9.08979208068664 -4.6994831410628 6.76944397434225 6.5803974108967 17.4843431247445 6.69034529146793 -10.2058333929224 1.23588190143991 -1.69574991859311 6.17849973519484 8.65645554051487 1.79967739438075 10.5062340614673 -6.79949741407464 6.3448038981295 -1.58201944377119 0.505618648401485
"14" 32.7337713572043 -6.80339689011156 -20.5602513021201 26.5730645003119 17.4752487208381 10.3654862669397 -7.54088072052133 6.35748094184098 8.39630444128835 17.3033859359212 6.7133606145588 -9.20956344984967 -1.42160103991415 -1.34948042809856 7.81531922812184 8.65580748322988 1.84051623140002 9.90981457166293 -9.48252575879136 9.36305755930548 -2.09946292306654 0.749610080834123
"15" 38.4772936103474 -10.1498635000175 -20.9973108523211 29.1525216982386 11.993249337229 13.4922308480029 -7.52372006435392 4.33806567215397 8.27418937000233 21.0984623951347 1.34056546925482 -5.58346311239904 -2.87915973492463 -1.15650105030433 9.0193120684752 6.72137135015787 1.73959944263939 12.9791060627657 -11.5229261629256 9.71149582520003 -2.34238162962482 0.53086538620617
"16" 38.7346358156651 -9.64585786775761 -22.4448430005486 28.8917275650337 14.6535766067069 12.1233553259265 -3.24872840568361 -0.803762937937666 8.81966676888625 23.0727228875693 1.53782326912539 -7.98030701062317 -1.34801102680836 -2.51288511675529 9.04326936691172 7.58458658920333 1.89896114611319 13.3986511484076 -10.8975995764927 6.70186948272328 -0.565275265567188 0.521056896720666
"17" 36.086475208207 -7.24482542584979 -21.8507621420834 26.3087066150515 17.0007451670237 8.84500528528253 -3.54648781875749 0.516073073668939 7.78413290571843 24.5780698360271 2.13854482150489 -9.0153298418622 -0.902206474243768 -1.37157431286033 7.68529082690662 6.71809363090007 -0.417332453045809 15.532555893489 -8.82958267007586 5.63129295072908 -0.446326036149323 0.389763770187174
"18" 41.5000826821486 -10.8486736321425 -23.8736536017171 28.5143034868952 18.9280624539861 10.7935418490452 -7.89115042850689 -0.980971211010786 12.2126651054632 25.5190116833742 -1.5928070252176 -8.66911448375985 -2.22558836458056 -0.485183806196395 12.0879065253147 4.88882648488586 -1.57069478536356 14.3842262673607 -8.33923416524479 6.25158303100473 -0.839403644096911 0.386162790254001
"19" 42.3861258774872 -9.46305675141044 -26.7192433124236 30.2798918806254 21.1322111356327 9.50913490128529 -9.47212919284532 0.770540245954302 10.2096926598136 28.3230852388519 -2.75840446740176 -7.77688699795791 -3.80400151821447 3.43153799626944 9.10697664713064 4.62565043676073 -0.529746027108341 13.3414559244202 -8.50389398590505 6.47053604180694 -0.954159067538212 0.453964743230098
"20" 40.5736577499218 -7.30531592930379 -27.3572822298385 29.8750521343708 21.6863139494902 7.94910601266131 -9.83341018300795 1.64126974966702 9.78819482258022 33.2288495173343 -6.12673855871679 -8.89155849764404 -4.49638401911711 5.44746392814024 7.5121172736262 4.85379362337456 0.241678560699177 13.1591373608029 -7.68011017929621 6.73994883104431 -1.05747493612914 0.335155203100425
