"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]"
"1" -0.0350157638504307 -0.689631729736502 1.61976785793642 0.157733078205447 1.00306450157044 1.62717849611327 -0.0546241836752792 -0.0158759572135881 1.49661196216915 0.865710663725376 -2.28852287003158 0.0102457220053799 -0.441442298410642 0.333423115885419 -1.72792615379774 1.24164408260813 0.0226872711855455 -0.225595487020912 -0.449830351346227 0.539324513011605 -1.73632725121127 0.675507941464481 0.37373631376231 0.244638172667931
"2" 4.82761644084489 -0.0884544717593623 2.8857234475051 3.53576808120149 8.51816479239234 11.9704856771904 9.92681128970377 7.56152782570789 9.9953235296344 6.1837711241974 -2.52747345554312 2.07574022758403 6.75265716039869 2.96242365702539 0.656431282857605 3.41587180793387 8.99968869048613 -0.974821189252685 -0.922518794354976 5.88583938382697 -2.56494370080118 -1.58747752119084 2.14027828792504 -0.13285829738026
"3" 8.00713744193624 1.13647243383826 -0.14692564776053 2.4983547295893 10.7190505894502 14.4981765572693 6.26927914096029 8.3637868717254 7.51187502635915 4.90357856131156 4.56378880911646 2.29571239063131 3.30548584658846 0.681922398493157 -1.55458545589441 8.47483915903478 8.75590899233509 0.557835748782845 -2.60683181968425 3.21265680023752 -2.72297936855356 1.91544193558461 0.267309607690588 0.276645967450687
"4" 13.6078225315253 1.36675863464249 -3.9613825467371 3.10234486137494 14.3519030817395 15.9090977573209 1.72618283737186 7.4831502605066 7.20246471505676 7.36651566118717 3.88706013808177 6.47265597143558 -1.22416878727353 -0.0422915922094188 -0.521590409968859 8.09272998703297 8.52694721357418 6.14617515982371 -8.78474523344968 3.68334728090142 -3.85156911245528 5.59526783332358 -1.7845161348091 0.0820602938936812
"5" 16.1909695153255 1.72349318090363 -4.67328316515632 1.0593554594559 16.6327461224222 20.2917534337368 -1.73874837699311 5.19602812774974 9.84878729204444 5.92385294028889 7.31659812140658 8.48194947877926 -5.3603260592121 -0.811085362924911 0.144183152662985 8.20537770355557 10.2515083986051 6.76562998259109 -9.07532381137622 1.71881056507437 -3.2170786538655 6.35090632211472 -2.73775377715982 0.248100805019765
"6" 18.6350171914974 0.44789287034514 -5.73583907427103 0.394261658326625 17.8671945072907 20.3907774650439 -1.7462144234205 4.32444279602352 8.55770283933708 7.21212918452782 6.7335905959714 9.23872234515449 -6.84408675379437 -1.89358072494822 2.03215446623337 10.0186050138223 8.16016432014996 3.82326458839893 -8.75846338565016 4.8006822165847 -2.24049881098992 3.71510532603483 -1.02507372366384 0.345861963627081
"7" 27.675205433537 -1.60921237344386 -9.09795217191605 1.20444162469462 20.107032050179 21.8395585956281 -3.61698564895625 1.43937305385603 8.78926607028391 9.93721978772932 9.97123383751375 7.03828472008787 -10.7563402627752 -1.59616631779031 3.5617819185018 10.8789485956346 10.9705825255239 0.554815518103808 -9.98507614289058 5.72730002969157 -0.404324013197965 2.76311869059852 -1.19541774919358 0.273223581035605
"8" 32.5228039642156 -6.21878607143546 -7.88113197636625 3.93923166475589 19.3484595260473 20.6779313573309 -2.72983080363356 -4.59234438284153 11.4181352017369 12.8420284219413 10.5767975168793 7.70941643857651 -13.958403694974 -2.04955302676392 4.42179824886101 10.8884397456946 10.878333989765 -0.417140814462938 -8.38050241340417 5.67408685882879 0.569095232182352 0.336360556042884 -0.227082697291973 0.217284986113217
"9" 36.8276407880376 -9.03182917449302 -8.47399005235872 4.95270743047104 20.5748573446706 19.6159514085752 -3.70448693043219 -2.74103316239073 10.354784803267 15.5498919240444 10.8359538130435 2.00128892560462 -12.9414739728978 -2.16163685130286 7.93135005906986 12.8006870811506 9.28484769115654 -2.78615800546674 -8.23472838912256 8.39154465102083 -0.336085926911608 -0.885805698999983 0.658442733081016 0.20243980313563
"10" 41.2667927341117 -10.5698689978101 -9.54802792648631 5.38539833332285 23.4071847008899 18.5342430935631 -4.19587018519 -3.96732875347143 11.3804593017971 17.7746681502788 10.6780569986213 2.18568098381089 -15.0993721457403 -3.79593734653396 12.888814377303 12.8237073624937 7.068393173765 -5.74716571247539 -6.80301049088026 11.436301132761 -2.33976569677936 -0.57721772488214 0.75989627131649 0.0469865139768292
"11" 44.2322214901678 -11.118397637685 -11.806811840847 6.26979580600993 24.9175622481012 18.289084854379 -6.23380867134049 -5.28792800543179 12.1714349120035 18.5578682987209 12.7623767160703 0.533327983415139 -16.0873115202471 -3.3829308831562 12.842496725641 13.8399113449664 6.94644368941313 -6.78679193156271 -6.75399932116276 10.9920452565004 -0.614840667000631 -2.78977457994519 1.53157647860879 0.286554139744926
"12" 49.7085618828738 -15.1332714534797 -12.6598318499937 10.3655545089427 24.1564899309752 18.5763801299177 -9.30984269546283 -4.29464529317992 11.5902797211176 21.511200360331 12.7273843114055 -0.953834746178489 -18.2124300615234 -2.54594992156799 12.664849602939 15.9009157456156 8.10739555290249 -9.20729120668933 -5.15652718238079 9.25871058563756 -0.250639347235483 -2.74114104055355 1.45958951691642 0.0985333568365536
"13" 54.665781973532 -18.6779058129444 -12.6824456108028 11.5993205809981 22.3624956654517 18.6619773406486 -8.98700471597483 -4.48346803281505 11.8333453853729 22.7623573419535 11.4341225358912 -0.934455616268296 -18.0376083064182 -3.35802355093041 14.0891397769926 16.6090150831033 7.95327974997635 -11.4858329247434 -3.97843335788516 10.1435745317323 0.352337030923151 -3.34803136217304 0.940453490135366 0.260760920724457
