"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]"
"1" -1.30875051564063 0.211326194289391 0.253477231447213 -1.48654561017538 -2.09889178006173
"2" 4.78044259221427 3.1292114003921 0.145290006081294 -4.69635610456029 -7.12099921266787
"3" 14.2338685466379 4.99497277201329 6.47943047538374 -4.50127062230201 -9.24682136623745
"4" 14.593516476515 10.6132158426556 15.0991165894667 3.45482663937101 -7.9556075653613
"5" 12.6390251649173 20.4998861993308 19.5444469543666 1.48409736715811 -7.12260957565636
"6" 10.0292472688679 25.5813854215124 17.9725366719565 -4.41763274460174 -5.67569385981187
"7" 10.2644304885219 27.6531429158488 18.1150181115773 -6.16922557344175 -2.89921638241958
"8" 10.952148960406 28.5800512055952 18.3141517897368 -7.79304217930391 -2.86204915486235
"9" 10.3237951167075 31.1428069502466 17.0741667106076 -12.9297933596999 -0.233642649970355
"10" 9.49259046508741 30.9248485639356 17.7888123405314 -14.9984422329029 0.225063002664117
"11" 9.52629776864399 31.4458495373806 17.9272853202474 -15.4451811251315 -0.621460569193918
"12" 9.41864744129398 31.2559923464883 18.7288326997255 -19.828704001231 -1.31469516086568
"13" 9.30639906839647 31.4075529702923 18.9848782328396 -17.585521160339 0.956682074884661
"14" 9.89362448584624 31.8356908379887 16.9890977428657 -15.3440044811194 0.51238922573194
"15" 9.63277418214791 31.052043955364 17.6005385177474 -15.9450190462585 0.939780996278543
"16" 9.62254157878085 31.2521470493904 18.0862152379011 -17.0523811348568 -0.421489943716956
"17" 9.16467755272235 32.410870858061 16.9978309537596 -17.8537030457458 1.7737647854637
"18" 9.80344412774612 33.2441359217831 16.3173174732805 -18.2550066234733 3.5953094094015
"19" 9.50055625180202 34.0797438292222 15.8742696252245 -17.9188758283676 6.02428283585739
"20" 8.87258343354782 34.3466722699812 14.4366508638295 -19.1382140077269 5.06672551545605
"21" 9.5092024313557 33.0432827833947 16.1359820488139 -19.5845192993016 5.52615053626727
"22" 9.62605983332651 32.8716367900883 15.9290181915865 -18.6980250301447 5.00758991576664
"23" 9.41582944357692 33.0979166960894 16.3430689525864 -18.8165850819954 6.97664615559737
"24" 9.7123474312355 32.3822874775504 15.4606324682371 -17.1624465271913 7.7551834673473
"25" 9.63959350824916 33.2497171300969 14.4134578994479 -16.5922767029717 8.18539639320836
"26" 9.06811364373402 34.0640174753619 13.9547531784799 -17.1104248840252 6.92134911504077
"27" 9.46867925890455 33.9623570427283 14.9262897505396 -16.6858852064081 6.07396708504601
"28" 9.55935514800979 33.660270330201 14.9980152735681 -17.4514595068163 5.02097625860692
"29" 9.45753778878182 33.8124068260881 14.3417525794557 -16.1137726150473 5.76468475439989
"30" 9.37897021164027 34.3459493991986 14.5038315482033 -16.8488150076337 6.11994866128837
"31" 8.92460241430546 34.0933495927156 16.048060594775 -18.1693198862165 6.55341165928361
"32" 9.94990773677809 33.5523316983299 15.0669759609608 -18.4509376152069 6.48837509728538
"33" 9.55081139383035 33.8393847172705 15.2786804127804 -18.570032758157 6.65122040984387
"34" 8.46181522760369 34.5222244449648 14.3324796328193 -19.9134945021475 6.08448640026879
"35" 8.81723044750056 33.1867473239466 15.447375305233 -19.2117578902266 6.08387391477795
"36" 10.0231885607643 33.9810380798175 15.6695649723009 -20.6134850519274 8.28712112419479
"37" 9.24178909257518 33.8959874789423 15.3712636616518 -20.223877400705 6.77670038864732
"38" 8.67016896856767 34.8517866517174 15.9112709860678 -20.4651067398881 8.49600764429884
"39" 9.66880716785868 32.7819612724906 18.1856968551906 -22.120559549825 10.2741744366147
"40" 9.14967224116998 34.0666320231788 14.5569880081066 -19.2164804834672 8.53661812800502
"41" 9.57601470157471 33.4420976783893 15.9866006424873 -18.2999942546691 7.65197081558023
"42" 9.13741927690448 32.4933336407375 15.4159915880436 -17.095433216179 7.65351605440471
"43" 9.34291636276799 33.1340010775992 16.0052291593465 -16.5443028837474 8.98044919399939
"44" 9.33096732834206 31.8539087533262 15.6593489070276 -16.581576009866 8.97941105558753
"45" 9.09558204632905 32.4571009948436 17.1268505516387 -16.7870731150117 7.41743283248685
"46" 9.90270930947352 31.9572908031714 15.7861409780482 -16.2895893190791 6.86609038877871
"47" 10.1021555197727 33.3959080636964 13.9494502038516 -14.6149751462753 7.66032215513146
"48" 9.1611447329307 33.6872143218702 14.232869234046 -16.5922240454397 7.95293099589998
"49" 9.48587935870719 33.9668375248268 14.3715978499593 -15.7868544739888 8.03514485451067
"50" 8.79633700730958 34.8984905597935 13.560268911298 -17.1051008505394 10.387390802051
"51" 9.01640984265595 34.2957518333112 12.0069404916821 -15.1222676348349 9.65994163832618
"52" 9.44401398058201 35.5342587424076 11.2945262700937 -13.7682173436314 9.90675108343886
"53" 9.40086312362715 36.0123325502096 10.1709093935452 -12.9679891820819 8.76984624546307
"54" 9.44062683267245 34.3567912326299 13.8102793277427 -19.3616807623661 9.4369573852839
"55" 9.51775099952696 35.044317529242 13.5686060757599 -18.8830450358175 9.85325115812886
"56" 9.2783499618175 34.4018363453515 14.5367150645693 -22.4236579761419 9.55837299621458
"57" 9.54418184135166 34.5963393704768 14.1231001997651 -19.7153482936009 8.64039782949636
"58" 8.71688411907612 34.4956014651006 15.2043664597752 -19.2446294345078 7.5880317348398
"59" 9.90923533856464 34.5619711262035 13.4120876372189 -17.8160018525715 7.75176583393845
"60" 9.80292421915764 35.2990209518076 14.1460642032611 -17.549982279227 6.94249479989589
"61" 9.5639284623944 33.0819729496291 17.0659965513793 -18.3213321078462 7.39523234234163
"62" 9.64110103278358 31.5416740773601 16.1495137258674 -18.0741122276607 7.17551682433137
"63" 9.42684256075202 34.0385239740466 15.2747681975121 -17.7642530973224 6.80586677169092
"64" 9.56776016247761 33.0511819388296 14.8564534911642 -18.4099760019678 10.2371215985065
"65" 10.0414232699286 33.3552286538816 15.3663816843785 -16.8402652494566 10.0731044837294
"66" 9.60354834774496 32.0790368967389 16.2531543874446 -18.5879217054159 10.4659773246631
"67" 10.3302809657301 32.0778467116826 17.2765624154397 -19.3085121843978 11.3993035164854
"68" 9.14539513323856 31.8916173874499 17.2752304047195 -20.9785213472251 10.5705632347025
"69" 9.74068194231506 32.7888915189565 16.6483822864859 -21.2178311717277 10.3022672060399
"70" 9.90430625924695 32.7948135095509 16.1712860319495 -19.6728494120577 9.20754320851209
"71" 9.17961260436117 33.0963965609507 16.2659409205915 -19.4348221077006 8.74669368380208
"72" 9.4925752565766 34.0875942366108 17.5855287467037 -20.798809057954 6.68243735471484
"73" 9.35939974542586 32.5818634963295 14.9156668723464 -19.9451152090294 6.74038447722723
"74" 9.17602583155756 33.3964295927156 15.1021606898417 -19.638110479028 9.02316380732944
"75" 9.63456386927285 34.3091095697664 15.7975314170673 -19.4751834874243 10.7047148076304
"76" 9.50294507693004 33.9148714504482 16.8532550396568 -22.7525935457841 10.1600083701737
"77" 9.30736667757004 34.1267948171378 13.8442862332656 -19.8205078568574 9.94690172174195
"78" 9.15371182868178 35.2240045526776 12.8936872413911 -18.0997609897129 14.1118506707537
"79" 9.00365277194913 35.3866930988888 13.1167313155632 -18.937589375036 15.8788253305063
"80" 10.1903675723315 35.0741614659216 12.5333065044345 -18.7758758775757 12.7612926763238
"81" 10.011101477986 34.2849077389165 14.7259787223224 -18.2299290185835 12.5237345497143
"82" 9.79235617281835 32.458260879139 15.4823124424077 -19.1680556068795 9.83610898486327
"83" 10.2141293122802 32.9281980185997 15.5993444022788 -15.7360591998397 5.53604548420001
"84" 9.39534846670524 32.2082072530969 13.6245639768675 -15.3220440081907 4.60861754774625
"85" 9.27025184812742 33.4134407613071 14.5085007452305 -18.540156036382 6.58175207378757
"86" 9.29600526312692 32.6392930862628 14.614899767407 -17.2715257043361 6.46231552566801
"87" 9.64001831795268 31.8408699754408 16.2747128128871 -15.5695182329363 3.16528704821023
"88" 9.54299014354159 32.2863100961087 16.9857684064249 -16.7334721214525 2.70530746820162
"89" 9.39070227734167 33.1007075380646 16.253349038586 -17.5251725814579 2.20728872292688
"90" 9.96857690228339 33.7854159790304 15.6825977260018 -15.3625809105161 1.7728832127077
"91" 9.21900311870282 32.0950794886306 15.3428249851834 -16.0084941497024 2.58087015828249
"92" 9.89071347459424 32.7252530820953 14.2740373396983 -13.8377403126773 2.47583620346213
"93" 9.47922548545668 33.4184239226712 13.4508783774225 -15.3058345999057 2.30114662502595
"94" 9.31807107578061 33.4630595038187 14.7362702313891 -13.2702223794093 1.09378119542633
"95" 9.56853261396786 33.5452508137982 15.1587706680736 -14.2539556948027 1.6909442449294
"96" 9.95005774415404 32.4907475502135 16.0229442080222 -14.3353616815936 1.60569332990563
"97" 9.5047642259521 34.425716225573 14.4682314586833 -14.5944360280815 2.71955298275851
"98" 9.56231841270953 32.706228341821 15.5014199014599 -16.8183397918952 5.07582477679259
"99" 9.4306155849839 32.7473245482532 15.5540868891457 -16.3098852956391 6.97974320311473
"100" 10.0649115782582 33.5808770251869 13.387713446523 -16.0445835996142 6.97398698512221
"101" 9.447836418479 34.4991479069688 13.977614360896 -15.7073628244007 5.79614565237912
"102" 9.91492342375085 33.5721547719069 12.3721601767352 -16.2600522602172 7.62869349212048
"103" 9.38274100647519 34.5937402795304 13.6359004830316 -16.5553602849157 8.97511662471006
"104" 9.30532844823963 33.9198039671073 13.3206866502412 -17.2361247887727 10.1461162256224
"105" 9.91092659509981 33.2727916197345 14.7290829566196 -16.9196458260678 11.0621335026121
"106" 9.85060919619855 32.7177751958873 14.9321180864272 -17.2364206817423 9.40189908622057
"107" 9.63455215278058 32.0672848136711 16.1347626495813 -18.0131679324057 8.70576268763624
"108" 9.24020442303506 33.2610448671071 14.4867211089937 -16.8544493768131 10.148398169175
"109" 9.45727814787669 31.9708472060338 13.6307588374763 -16.2090558008834 12.7436723859003
"110" 8.93738022416159 32.8475851145409 14.5460278526651 -16.5395741525528 9.5421063801303
"111" 9.35642320233334 33.5851932878479 13.8082741062541 -16.8423866135565 9.3745535497645
"112" 9.58247904540689 33.197626754952 14.9846726151608 -19.310790777176 6.85209085653748
"113" 9.53128101106676 34.1669996197821 13.9002192176948 -16.1098883773007 9.73632476981552
"114" 9.17007307528028 33.2856067203249 14.9368424230362 -19.7979073117763 9.14841481545852
"115" 9.5594058682015 33.0827403990613 15.44202144948 -18.8246985225817 8.62547559421295
"116" 9.53422430424833 32.5100344727298 16.0241448565091 -20.8802426258952 10.3213078989566
"117" 9.9679256186877 34.1393547588773 15.5774737416904 -18.7936678761968 9.2998402255998
"118" 9.95712544756032 34.6173832185887 14.1362419996038 -20.25352128631 8.89302416232131
"119" 9.6225031065737 33.1339603691222 16.9645771805298 -20.8705138798914 10.0745443733611
"120" 9.42868066538918 32.9912427181798 16.6338529761859 -20.5800204205263 8.68466000216962
"121" 8.92918936344208 32.8761478260148 16.5640397466937 -20.1688264069694 10.0764306042215
"122" 9.95481872941697 32.4557193934869 16.4471987619608 -19.9526907033965 9.68698800199223
"123" 9.30523596151748 33.3190234171395 15.6985888770951 -17.353183193053 6.24103380400799
"124" 9.57844989093841 33.743347300254 14.8656092787357 -18.5927029694084 5.63300014446226
"125" 9.25979220305176 34.2176527102525 14.3649100133588 -16.312480311334 5.41937089867742
"126" 9.12789140593733 33.6056431323783 14.0477387873474 -17.984546384089 5.37632449928523
