"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]" "mu_ksi[27]" "mu_ksi[28]" "mu_ksi[29]"
"1" -0.879255159838073 0.0866642716739883 -0.676558994567388 -1.42758100032757 0.408074681094838 0.802828323673095 0.448679953549722 3.34478450673186 -0.166269799450377 0.247157421163152 -0.0650289527010616 -0.780369012932686 -0.806396558607069 -0.664829695433863 -0.00144518124657061 0.766845490730725 -0.790534413503187 -0.849864484169477 -1.59558149557183 0.128825330671653 -0.321170615135019 0.220168994662884 0.452043991704793 0.786167759261911 1.62325512200492 -0.878665191849002 -1.57802745347922 -0.937731614721467 0.0466475941171902
"2" 4.47685968731623 3.32714445741855 -0.69294644065619 2.33097688947018 5.98438471358502 4.30250148507951 3.97011034346039 16.425289379085 -0.588903552940819 0.235119013631729 1.166280380057 -0.296720319758266 -5.54107413781713 -3.56867669246478 3.22876903658138 1.99777637958098 0.241410491718644 4.28825484565134 -2.92218222422062 -0.836818799084124 -2.64432114291171 0.0715455257967884 1.66075319726619 -2.72716556411518 4.62058207138012 5.86015083896662 1.11545866666237 0.215132420892088 -7.06309088545058
"3" 11.545407531347 6.39338986984991 15.5877728077453 13.7538499449859 16.6813921073996 3.79178669761927 4.14785951473431 19.2487708566449 8.95905317077716 0.802664239943672 1.36341655932974 4.93134956846296 -3.39586922665078 1.55826778847826 4.88008155196263 8.18108850467634 -0.0826485637364809 4.46807452043811 -4.79797006556764 -4.9432446645883 -1.37928022732714 8.97105051378486 2.67794348028144 0.602004377065646 3.25610028558572 1.55060923417064 1.18322214653988 8.28576286567548 -2.36376944746967
"4" 9.64061539313457 17.6250819520763 13.3107142158326 11.7603414718113 24.8157568208127 23.4712555861573 5.22839428273238 34.9466352048137 21.3833661904267 26.846871333847 5.05764686720376 7.08178413456177 8.73663386867348 5.54299746949838 14.6694401472368 -2.34349373947623 7.76512747378718 12.0150706576912 7.0178352007663 0.277277599741458 1.12058152277365 -0.0752941305742081 9.1702240277752 -10.7648042464471 1.83201602856812 -8.26222889816467 -1.77851559470234 19.7286937231667 -18.2764203692648
"5" 10.3863357000163 9.68959014525785 17.0550668222004 14.5594701077881 23.6933095221721 21.3619845381372 3.95374621685677 34.9375919168184 29.6425031821019 25.9643416545649 1.82779561468219 6.41460526729225 14.4687608396839 19.5201870114249 16.0626597285168 -6.56144512025732 6.75390607069086 6.13388277691666 7.90094774931074 -2.36056834049931 6.54350984174616 2.28014291127785 4.65135315135566 -4.75738305415974 -1.1557584719991 -10.9643781423263 1.4079201136946 13.9675239960034 -19.6396534333663
"6" 9.52950251027317 11.5680594548759 16.3960357265469 16.0508118555638 19.1583362163899 19.9619543205685 3.0803095935115 34.6178979351445 27.7055510463018 28.6648278450876 3.67996010331299 9.07405540369706 14.9940214315534 20.7661962628064 15.9613301039201 -6.42857178468097 6.20902756822161 5.87552347740621 2.75066346675797 3.02952864647168 3.07875561656204 4.09710409716469 0.915178377639257 -4.78309439884967 -2.55728914039632 -12.9440783456936 -0.587503805348915 15.4314968665065 -14.0100307944275
"7" 10.3242317428173 12.2790666569025 15.61339129387 16.103527118037 21.0331838513729 16.8975497649065 3.70475347744965 36.3202583992208 26.1665251718659 27.7718799773521 2.49788375629696 11.2136501361793 12.0938899995039 21.9367300282969 11.7524241341464 -3.60353165162333 6.86833383132614 1.7957652768799 4.61842554419763 3.46645426784223 2.96549493771558 3.48704652015432 0.689536077491987 -5.83548423660069 -5.3317389270438 -8.76581093231345 1.82286498743174 16.3797187633843 -15.6307892371158
"8" 9.94791303923765 12.0064434030136 17.2128088568255 16.494678747211 19.9518264828188 14.0026906023653 3.38288858647217 34.3130504070658 28.0440193389664 27.5328558602352 1.12310387233998 14.3981585704374 13.2847941790955 23.501673372951 8.90807749451344 -2.10900629929985 8.12261168764181 0.0900307761057464 4.34115001825085 0.22568893417618 4.23490991528766 1.06825647936359 0.262548209779182 -1.2985915696442 -4.20327442750988 -9.70966186666565 0.546061845403979 17.0732089772383 -13.3941195837744
"9" 10.3984609039412 11.5058263073336 16.7676240151461 19.6720737007614 20.5360770588655 16.7977899173334 3.40046100302329 34.7476263066872 29.6595428527423 29.1742160936576 1.84159773113194 14.3663133776914 12.4158403801949 21.6337204151453 11.0161667088735 -2.70080517429415 10.3537475911873 2.22387887611811 5.17289246799844 -0.553520519216257 6.37504753124837 -1.29700777856304 -0.223640766124285 0.193642560463889 -5.60407194219099 -11.7288760756397 -3.72473170050013 16.7437893215918 -13.7534576730061
"10" 9.82364534 10.0088555751682 16.9237223917261 16.5740923722404 18.8573904721066 19.3844497314776 3.42945321580456 33.1786393442256 22.6843030922065 34.1322406380853 4.95795408422773 15.134745464525 7.77641914260393 21.9836640006856 8.61778603361031 -0.219935100647287 7.45868408187538 -1.76912020379411 2.79059695508985 -1.47163992956183 3.16942049749685 -2.39288625880427 0.67239351736783 2.90703688274505 -3.88734534460301 -9.83876373283145 -7.41373207297661 17.8403846324777 -16.9909778631956
