"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]"
"1" -0.47165737069407 -0.0724707225614674 1.14457427392159 0.613841959770025 0.564741464891603 0.947583884842831 0.175957699682236 0.0566679628424613 -0.0672852547190727 -0.244940431191122 0.0912801210872478 -0.973606219158421 -0.59863364800908 0.901745230365161
"2" -1.93432556336526 2.51349605561426 10.916450852638 11.2634104739765 7.43417588760163 3.45952240470834 4.889490888806 0.895598932715534 2.62027954353376 2.92238800756069 7.58412392372875 -3.76265366419785 -0.713901498955683 0.648693946270905
"3" 3.72813282540426 -2.58542317114055 8.57600089016906 15.3925727034349 8.09330151441208 3.72755082007394 1.1918549902386 2.64457830415446 3.04015824500457 1.75249191712531 9.97010534605431 -7.13250981922213 2.28370461518414 0.115419710594133
"4" 6.74866841168284 -4.26663106361248 7.07296849836563 18.2569303313554 8.23374509323266 2.41922192584628 0.376596317462031 3.70205600157683 4.01812460931654 1.16798616737639 9.81463797625347 -7.78756529590644 2.73336404295082 0.0476656207076664
"5" 10.3075212273715 -7.26840473350133 6.6630685459763 21.4437588437245 8.84134892965698 0.470361412664108 -2.49777157932947 7.52765006807159 3.77739862690888 -0.927067951619667 11.161363658961 -7.88311721483553 2.2819538730459 0.305663253341421
"6" 11.6812074305059 -9.46129593425395 7.89681555643499 20.9411491487498 9.62780932316619 0.764674073857064 -1.8559845518728 6.26564025700645 3.69328951248594 1.18594480066392 10.3230083318597 -9.01892713144969 3.24964912015451 -0.0798065322316871
"7" 14.5039537560221 -12.2478196858604 7.08206366274242 24.3546466874988 6.33040805189955 1.82805764615968 -2.95899540526085 7.94076346696668 4.23048813258083 0.152310598432894 9.47426537550572 -7.78770183512888 2.71828186942598 0.15644898326871
"8" 15.2247867291244 -13.1693067520328 7.20056657079317 24.7155384305363 7.04390823529838 1.95948241925442 -3.99778963693274 6.75029641249657 6.39465327470171 -0.343662422303573 8.2742462622015 -6.23222872352583 1.87780045799603 0.0270396288410201
"9" 15.6742741040718 -12.1061614949622 5.47591943741846 25.4434803053462 8.40332061620964 0.364604590740311 -4.89106621431831 6.41564699830646 8.07524650534726 0.365744050269209 6.02890934010958 -4.66143411630324 1.75433814731385 -0.021214621923678
"10" 12.6362422884322 -10.593280799416 8.05656087444462 21.3588187237751 6.95031818851658 4.56421427971739 -4.48962657079593 4.73294456168145 5.47542948493571 2.33563578116529 8.26146198725461 -7.17251177419793 2.2998420046453 0.1644171351226
"11" 15.3145658339301 -13.2337598710095 9.76605683949552 19.4899756831868 9.78386077660378 3.51895324623926 -5.18918193312509 5.31077782052143 6.4742061903534 0.873229905050432 6.93872101800156 -5.66404508550558 2.05504133433918 -0.0255722126075353
"12" 15.7177049724223 -13.8342327928843 10.3182689065298 19.469013594108 8.54846093028815 5.58569867512604 -5.32251021841036 5.31098554359189 4.75784308847435 3.56573114615582 6.96133609022774 -6.67960050990536 2.66691680378849 -0.187470090440869
"13" 15.385055813161 -13.2446395327274 9.87997388423403 20.7098313018094 6.57759429276506 6.7912841024129 -6.89317283645171 6.2161474689347 6.16952780277761 2.57270231487175 4.83981740404489 -4.33015171955063 1.67855178758325 -0.0491873787029403
