"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]"
"1" -2.6836019647263 1.18937154760129 5.14217211436757 4.40746781437704 3.32675587661618 0.106776570634955 2.6756762831872 1.44649815729003 0.60217537574546 -0.864337829126686 1.29969078698257 2.04665938675138 2.0637577894338 2.51014236771883 -1.84689254125831 2.08515933658082 -2.70977218959731 -0.940697192871818 0.767556597923007 -2.20359646207639 -3.71526170855705 0.71132398154202 -3.65214240572673 -2.4146279931247
"2" 13.0478336194786 5.06771035106363 22.3345944695829 20.4709163396928 -1.56047360662006 16.7496683586116 9.13124880194799 13.7426597231682 16.2762919951114 -3.67721910960206 -1.48521803199735 4.7822046068232 8.99602399353135 10.0525633620873 13.3576795767535 2.67252218485394 0.693061027370978 -10.2090140113265 -2.71287217672446 -12.3471277662572 -13.4216006854053 6.1838045814412 -1.2517051559038 -16.2729406203812
"3" 9.48399130368326 4.57740900007556 18.5182192841335 27.8223215562469 2.69144849205595 22.6002130511107 24.113374113302 18.7043740423613 28.5818105196645 -6.46345879147098 7.6068191311092 -1.31113909455345 5.74050725900136 18.2660365821172 24.57980715253 8.93798621482688 -6.13237434640119 -8.41799283342765 -0.446685315115131 -9.38539371951084 -10.5579793233221 0.747828312740495 -9.15245887709883 -13.8808979822156
"4" 9.37861413872285 6.02937275190404 17.5489317834169 28.5311449995106 0.0034240331597884 23.9277538039876 26.6349665682162 20.8750548356527 31.4893152588998 -1.70717841282194 7.89878817708291 4.93139089867451 2.06730175115513 19.1591083277952 22.4230933518156 8.32334457683559 -7.20853563880293 -12.4788558844723 -2.42392316668379 -12.7946809391813 -10.6616160932886 0.717330890490525 -3.36394467477742 -13.5915476847985
"5" 10.5354155682646 4.45643039947312 17.6479518653369 31.5157884762053 -1.09298162134048 26.9113968704022 23.0804416256586 18.7666716344252 34.6740798606822 -3.27533634099067 8.37620035191579 9.20660764123099 3.89582630709998 15.7775396735684 15.6231933688004 5.14590686525453 -5.42687296349161 -12.4096253504607 1.43137913815411 -11.1452273391996 -8.93481056165447 0.671158241571709 -0.638092971803887 -13.737765587988
"6" 9.29552198920377 2.9829212935896 20.4068950296044 28.0750726655928 -0.0576727651707947 30.7918073290963 21.8454456514298 23.1259242940477 33.10438171085 -3.42856071438102 5.43586085409956 8.26112663289797 5.27020947315054 11.3318319298179 16.9354005617002 6.47625263073254 -3.66862482025854 -2.51473294759749 -0.672275601588058 -5.49977780761585 -10.0023766146735 -1.33082887503962 7.88405486772103 -12.7694234893055
"7" 10.421967511012 6.8280703550497 20.3871332969339 23.9618745126058 -0.975641187282947 32.2884231853817 22.20446061628 25.3898860086697 31.7039669624655 -5.30911072907275 9.69524291900536 10.6471818107414 5.59071263851072 8.52855070711657 14.437397642879 6.36078488154927 -1.8895207333745 -4.46239707327909 2.84244524759047 -2.83062645246636 -10.6898169889627 1.6225013159347 9.93390655721384 -10.7985116706769
"8" 10.1473801804596 9.21729608487568 19.7543626188988 23.0680289423715 1.39864828137873 34.8368702906012 21.2677847164199 20.1418146360407 31.1267490813676 -0.334623100030505 11.6836076464506 11.4831042979003 7.59703810171389 4.39544808662027 12.4849640722596 9.67273861185678 -4.22502410563359 -9.06337188448722 1.64644381194527 3.76194511282289 -8.55267107884259 3.51517929516542 13.618980414924 -7.48750049746738
"9" 10.621477011175 7.8654223196077 21.7772570876067 20.8843908381351 3.10704192255396 33.8666211482993 22.2124096372656 19.9559669950415 29.2227242034171 5.89845725971244 14.9442073515789 13.3038090377685 7.59489794430821 -0.599340536567521 13.8295428286928 8.67249814218968 -4.50548631245223 -6.41879632602311 1.45442551506316 4.62583742746689 -4.88798464318103 4.8227596375529 11.6536548056046 -6.84114930669326
"10" 10.4586701287223 11.1602122543627 19.7672122344351 20.9371604493698 0.476078459105665 34.9314514174606 24.1447113360413 18.0642928747962 27.4752000652048 8.59773353278252 16.9465075388462 14.4035116543876 5.63846543114132 -1.82630805636028 12.0985386270937 7.55274719761749 -2.74313443237853 -9.03860094033744 -1.1105239936744 3.06221695783136 -5.01042836222923 7.38150607932381 10.5090665493727 -5.51813684474289
"11" 9.50962841617278 10.7242288715872 14.4319444700581 20.5615369137004 -0.24839968296421 35.3492223433481 21.5510093462185 22.3046751811567 18.5731871516376 9.4023080032596 15.5511849477853 15.9048460520112 6.49856868057704 -5.26388694235557 7.39755110388376 6.89754688513451 -0.282937359601146 -9.44678674994615 -5.49414027427511 1.77120563358798 -1.11752096496028 9.10936619279529 9.71395298734287 -1.33721117809535
"12" 10.1750032081931 12.2276200966214 16.5126813735817 21.4782581776805 0.771890740983458 36.0293920504785 23.8593410502468 21.9008249899305 18.7733409216751 10.3294740761008 17.6284945633145 15.299384112165 6.85291103462478 -4.80145101587731 7.60805827795963 8.29779872895278 2.82043797764334 -5.67979605528349 -1.17238648180189 -0.441917664487645 -3.4223819324252 6.51107130100451 3.04995796583172 1.51337223885094
"13" 10.3992390740414 9.99577939111465 13.599181841943 22.3865169925887 4.04101131967033 34.2542476507975 21.8774807780276 22.3419029042969 19.9399927538597 10.0929155799251 17.2668364569299 16.2060090164223 5.61817212992533 -3.95252871590541 6.40221554710546 7.44375268748995 4.38082938795478 -5.75363945647502 -2.75687793112412 1.56523457592617 -3.93035409001281 10.3170939298406 3.48457249499569 -0.484393440684179
"14" 9.79335687226293 10.2204021181836 17.4845240483789 26.9970389045444 2.62161140033898 29.1126902096147 20.6301064150663 23.97068204876 21.1863487461638 13.8317995430417 16.6765817940414 14.5500511119023 7.16507997553916 -4.9280408381143 6.06022924977903 8.72871010111706 1.66494224517715 -7.00952136287358 0.505127695831126 3.78859842909995 -3.94348411746964 9.54713221095888 2.01160155865886 1.03597210038257
"15" 10.4194566267182 9.7664289526649 14.5395922985073 27.8049238530236 1.97475666715286 30.7151693300455 22.5821271841362 20.8739919490569 21.1530383244298 15.5131289948094 14.3882349191174 14.5080521999556 2.28686497694247 -3.74203485865211 3.77564202036477 8.65981362182786 -4.01591971107393 -4.37570078202454 2.61110981790714 1.64264287234831 -5.66035212536489 9.24334091950611 3.68462021466121 0.403797783318516
"16" 10.6011697943625 10.3341996881597 15.2773077377689 25.5637492702173 1.81544393217894 31.0975662540969 18.1332211673176 22.6739176459308 22.9150466351014 15.0609759869161 15.3814442264032 16.0888467980476 3.32589560977595 -4.50033424777992 2.58333025466356 12.5922032106976 -1.7700589152835 -4.04056436285229 4.9106725829749 2.66017166172255 -5.20287079404337 8.21532621564259 3.64285687528166 -0.653806331333812
"17" 10.1035419781525 7.56024449802489 14.2804265282718 26.1112932261187 1.21902472901321 32.7034494696854 16.8401907082828 18.7589842906806 23.1563405966832 15.1146962285082 13.1073258294153 13.479388258075 3.1184669189258 -6.99835984139489 2.98805979479046 15.3367413504854 -2.13317069684771 -2.8171538417662 6.93581787587389 4.40543773341706 -3.85044411280657 4.37698382701198 2.16158950834999 1.62314264540758
