"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]" "mu_ksi[27]"
"1" 2.12221739693022 -3.27609343284155 1.41987235203833 2.2309924810619 2.40077113974141 -0.868894405012607 2.02367813976964 0.521562287655475 1.81043793073082 -3.69833020193427 2.41889756301557 2.8762925616388 -0.273684689055623 -1.9732972074924 -2.70246406121867 1.0852996763103 -0.793946897795047 0.664922253053657 -2.14968262158561 0.444795346418492 1.19855575438319 -0.756251599473921 -1.79060758322063 1.36971419699668 0.746746099920133 -0.111009764714775 0.329277556851373
"2" 9.55160005636088 -0.59198172202339 9.2833547801654 2.35877904283195 12.093014222118 1.97909096484959 8.09955720876846 10.6917761691468 6.6424190545392 -7.81039182289979 7.75773709766694 11.4286546731545 1.33890807874178 2.75798602181962 -2.49624606925012 0.771670583464316 -8.33438322276292 -3.79503851283812 -0.282684819976174 0.515056774871974 1.29132051531657 2.76024289564739 0.635209813035898 2.48123839626879 -6.66614488778838 -7.52220674625872 -3.74529149581516
"3" 11.3565457590257 3.3243894718673 17.3286460934629 15.4896448387441 26.1090773404692 14.7380465762791 14.0485562656704 21.7065734263036 16.3706738553178 -3.62438366706262 11.2471736014615 15.4090213517431 6.75093471298846 -0.921551715323987 -0.766310533932211 -6.20291792277487 -16.6831675205677 -5.86936463706423 9.04116744409614 4.892133470546 12.2308094639707 -0.0293503235625101 -9.88673308810211 -6.71516448711052 -4.82244066703567 -12.4542953780586 -5.07364385471984
"4" 9.58348520330865 1.0867140220292 25.0586155017147 19.7190882574274 19.3643239826976 21.8568984947067 12.6533859332077 23.8636899550825 23.7147773143295 7.33972060916629 21.8675710585603 11.8888709297269 14.5132616562634 14.3488110536226 -4.16604435256426 -5.9704719423002 -17.6699203623296 -6.91308742771256 10.719474520783 7.0967045079488 14.6846331407507 -0.748528947441518 -17.6288334015063 -12.2746244475965 -4.67814407041791 -16.8215600720684 -4.19087697727444
"5" 9.99475373245691 2.96622004185899 27.8712083711505 13.4523352219648 23.8395803187251 19.3334773421023 10.6358063845029 26.7463802607142 21.9316580028367 5.92213880145435 25.6507355594911 12.287606117572 17.1674484081039 21.2719176002595 -1.87654697197578 -4.21260308299341 -13.7149763395043 -4.13794024454065 5.32386156323498 0.252466779479128 12.6893904703419 1.33231057111964 -16.4515445118585 -16.041650525845 -6.1859861355639 -19.1332817743024 -0.809652324413786
"6" 9.36687681712756 5.63978707918053 23.6921112950297 14.0161198297304 20.5246346430586 19.3198475075253 11.2230121632344 26.7328937687423 26.6406630286266 5.44328592067691 23.2049181918721 15.0728363449127 16.7168770330371 22.5303191202561 -2.17493202767305 -4.77409745705735 -10.4038744026615 -7.11373233657608 4.64276666085708 -1.03876704307033 16.5775338932425 0.83480083224496 -21.7676843922945 -10.3436841358166 -5.64308311012773 -14.5462191249705 4.15567118972704
"7" 9.38268431641693 6.7953304113074 21.7202494585863 17.2811419280063 21.7678750152002 16.0744144724374 13.8419122819885 26.0333864060925 26.998804800868 3.94492254559716 25.2415010886707 14.9367338935703 18.5749683715077 19.0752541726638 -1.62311036667035 -2.18268907955775 -9.18101802009686 -8.07820712139159 4.92018405038285 0.44720106684959 14.680291635013 0.663322426696175 -21.9923524906288 -6.19421291729467 -2.79869530157556 -14.5957404267607 6.16684731696857
"8" 9.54094531473474 7.82920388861149 19.6436430805759 16.0874919154477 20.2677237981907 19.7620176223324 16.8093363999661 23.3837876755568 28.5329245328726 0.958468590445749 19.0800669556468 14.9643641447591 18.8501020976794 19.4506709328803 1.30182891241392 -1.81269394109856 -11.4998741416878 -17.5127400671778 6.76509288023858 0.0113887116983791 6.82286747194019 2.07444257098619 -12.9271417323123 -3.07034790239838 0.0129826767992974 -13.8866257018745 12.1979844163906
"9" 9.75937271838372 10.8412585621662 14.995049932154 13.9785795976257 24.8072106305529 19.6763804353419 14.5737307587748 27.9925033067841 24.6375518728654 2.2576158954829 23.5755514337797 12.1959979476911 14.3001658936727 18.5989023804213 4.11828784825863 4.08140091128686 -9.73538864086558 -11.6758171582745 8.85553071392893 1.93500761393723 9.00728541158499 2.244142976671 -14.1229406641824 -7.3824074656289 2.97043014364512 -12.8035449951156 9.46257676969694
"10" 9.40795955446552 11.7583272719822 15.0408318353745 14.6761858627171 25.0641195059743 18.557511363323 17.165330587342 28.5135520261239 26.6144839768153 -0.338706260691262 24.7643909254148 10.7270513402543 19.3166569750036 17.870763651754 2.03716043302295 3.17606011060692 -7.39719432014556 -10.1638438517042 8.50518775817182 4.58957532778577 10.9905245663784 4.98485115001313 -12.0080221309737 -9.69853395951278 2.14791246412844 -10.352565044399 8.26842260111702
"11" 10.0356132485801 14.6121389730196 11.6286335110268 14.6672899638134 27.1235275829091 16.2265205564656 15.8953599219246 31.7501638845427 28.8152534069955 -1.80213243718284 26.1149903338244 12.6284496863561 13.7445989715112 16.3089957781345 0.983672936105901 4.12389728708184 -0.374944314269206 -4.03591493729911 6.98705853708209 -2.20017036895157 8.54685548528363 2.91160216003753 -11.5894802212996 -10.4677905250523 1.8273067224386 -13.617170401011 0.715499152764353
"12" 8.95751797042137 12.9417650198096 10.8198886601461 12.9104282447839 28.3582248056265 17.1047168203366 15.2467610660868 25.2967075392247 31.7654045192752 -1.79054033115503 21.3858958517325 14.7243064733877 17.4331662740216 13.7083540696761 5.08252670343716 -0.529679578826422 1.84259699313016 -11.5677472021021 6.90124717386718 -3.90497674694385 1.03936952720036 4.7683188351303 -1.50078692537051 -9.7570334963971 0.853922400321507 -12.5846551376859 3.43278110838389
"13" 9.85632196516864 14.198193038856 13.9563164411107 13.0837073921273 28.6865044631307 18.197295838192 16.5051750050141 26.1668535761899 31.9895266748402 -3.18630343136419 25.5016092643017 12.7155156483269 16.7515221849671 14.4079184909061 4.16328091158632 1.8568909304424 1.60094145822642 -6.96845571637453 6.73711838897871 -3.1522785846632 4.38911156444787 1.65251617819883 -4.06320016851322 -11.0335133567948 -0.0747549505595235 -13.7837339952639 1.78369254933097
"14" 9.99739868623659 13.0632592750338 13.6897342084598 10.7239109609418 31.1940220140604 20.9898204132266 19.7215890071214 24.9625328485353 28.9878989716788 -1.54453908651728 23.378593583858 15.5935258066334 19.4816648496301 10.7923271432033 1.40571403570124 -0.441099541795577 2.89352785137611 -10.029566755685 6.35456944094939 -4.52668957386996 0.490133074628046 7.50150825810884 2.4895423273671 -11.8227627110024 0.877166146676812 -14.6937495557187 7.56041716009424
"15" 10.1522289993756 10.4326946531625 14.1276993906886 12.5777686445906 29.847654695314 19.6480978251463 19.2586363391012 26.5930636132709 23.8323241891315 2.28638476502275 26.2594692040125 15.2709646546195 16.9354968334588 8.68088636512053 -0.799305351686986 7.41055783156688 5.19294854493275 -4.29575753848783 8.92228083214602 -5.80674575428906 4.20647333852742 7.33333035027663 -3.47818344957058 -7.30913301638754 0.439687285447037 -17.3675031131376 11.7529308669691
"16" 9.2518107367851 12.4058791022409 15.3487278899034 9.49091290029534 28.3221943354773 19.8117527439093 20.0603339333415 27.0758671535794 22.4604845099384 3.03702767033985 27.8523840385129 13.8665875627264 17.3412165321553 8.75564775206216 -9.15957770623896 11.7451335514878 2.88400840593855 -3.32190672193282 3.93982096493189 -6.26963804455435 7.09763497633544 2.12060422393502 -5.46593125230792 -2.96441114092393 -1.28479117357085 -17.4859848191766 16.898037051649
