"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]" "mu_ksi[9]" "mu_ksi[10]" "mu_ksi[11]" "mu_ksi[12]" "mu_ksi[13]" "mu_ksi[14]" "mu_ksi[15]" "mu_ksi[16]" "mu_ksi[17]" "mu_ksi[18]" "mu_ksi[19]" "mu_ksi[20]" "mu_ksi[21]" "mu_ksi[22]" "mu_ksi[23]" "mu_ksi[24]" "mu_ksi[25]" "mu_ksi[26]" "mu_ksi[27]" "mu_ksi[28]"
"1" 0.365488281235466 -0.728955258269163 0.606499664041087 1.79018225432725 1.05261609715796 -0.365806340265961 -0.688366483446511 1.06435772456488 0.439900590411211 -0.0311495909651464 -0.86509514236913 0.0390622784412248 -1.07540338080232 0.573900950893047 -1.28812829973517 -1.00157783298615 -0.232718674236564 0.139303055183958 1.66377074520827 -0.522415327126031 1.00275565449607 -0.521305943096234 1.03515936786988 1.66323407104929 1.93754654984096 -0.0346144806210225 0.302023206577694 -0.167159687580357
"2" 3.30545748748521 6.58052522379919 -1.162989995288 5.09268830939135 10.566799489872 5.21682923495959 9.5181298616976 7.35683830765967 8.17675568612592 1.20921613347159 2.69914491063021 7.25534675743408 2.27066128505083 4.52695798908238 4.83087760677288 6.09022581652836 -4.92854058325261 -0.12641320277378 -1.33309146940796 -6.21942617512259 6.39698896250157 4.9437741295949 14.8531001451683 9.05981697729558 -3.27251447973011 4.9709718867147 -1.06109289140478 0.129546069929292
"3" 10.8894258236581 14.8515306189831 29.420336670781 10.2665933363932 -7.26516333333081 18.873471121221 45.1441528651604 20.7948264207075 13.1529229899085 9.29509458805476 5.5519719982789 12.9918732284391 -2.60767031751082 -4.04450637791366 29.0622292404216 13.1916708296334 -17.1330690404534 -16.6487684864266 -0.446258790015927 -6.29807327672362 -11.4969588840147 0.898399180669369 -0.530316780109246 4.70393197666269 13.1953340961758 15.0860241468671 -6.6495757837219 -0.883058784800315
"4" 9.52924305858365 16.0635568293459 21.6457929521824 5.00143617514439 1.81781132379354 23.6617068849549 46.6403307520112 25.0019352625232 11.8354241843877 11.0520707309041 11.9803780093821 19.23140408764 3.14002973587828 8.12285725543554 31.3014200077578 18.5385845515815 -13.4146449482184 -17.9139098182049 -2.10988204447905 -2.65382989243608 -14.8902203795878 1.50701849044085 3.31991496609144 -0.424914359559592 6.65032017603086 19.1451980801289 -3.02506329813441 3.02446257617844
"5" 9.08014382940527 14.4559582364029 23.9737900229092 5.10887893479903 4.79648849168004 21.8753996811616 43.9905833000306 22.3565008370808 10.188011874415 9.5229802288745 13.6285080985327 18.5745814423712 7.59043554319133 7.96023998751092 26.3904045687977 20.1953668854365 -7.51755613591622 -18.7375422827922 7.53651093921844 -0.422030107655278 -14.0326286658133 3.9354554953926 -1.68136671952846 -8.03566557833662 2.56676636302717 16.9876522580844 1.55894015605572 3.66184553234753
"6" 9.21481696966115 13.6799747185238 27.6954057908503 2.98955659443778 9.81625793208883 19.1971863932176 45.7851962273589 23.1123764302552 15.8187764274827 9.41957484979941 14.7013701931742 18.9142437697209 12.3087812154741 11.2702174844907 26.2748071382208 23.0937612280047 -6.75797449928976 -17.5680541212049 5.40922922915452 2.95810722035463 -14.2822824594868 5.82869055579698 -2.01062925101238 -1.18026644365684 5.76371953801439 17.9558210296975 2.56049930736967 4.21520255204233
"7" 8.68138744524402 11.4679947421214 27.2123363850489 2.43607490516205 13.3255242182655 14.2299123351324 41.9871295918864 26.018419345785 15.5537811152259 5.41804782670987 13.0065709821514 22.2968394560349 9.59355044147726 9.73151041098253 23.9404968839426 22.1043753964571 -5.32336168442485 -18.3512076490181 6.18310253000653 2.9150576820837 -12.5714118182841 4.39073845280109 -5.2696999924018 1.58595773252309 2.01343064811716 23.4255461738787 3.85595984124368 8.27618419113501
"8" 9.80386607108022 9.73870286278805 31.5037867256736 0.777992355653479 13.1836698509318 12.9685972575914 44.5715575038308 22.234001685014 15.1339034449749 11.0062147915787 16.7224067887227 18.829297490443 11.7544373939842 8.95115922617848 28.5959437497091 17.0436738065019 -5.95476680496737 -10.9140366186347 2.53963620000791 6.80090040277882 -10.6474814124803 5.26383116751383 -3.78160247103844 -1.34573397888234 -0.132362980839992 22.2797756956037 1.85189197546111 7.37201615592988
"9" 10.4042643069158 8.57566147486675 33.4446327877086 2.79261279492466 16.698302889287 11.5746452942827 40.1904795150455 25.4779791762321 12.3747484095524 14.8423175211156 16.1162241696255 21.6175363912959 10.7347563621593 3.92455619357587 24.6516931775244 14.3680120596521 -6.41458433420899 -11.0826326935191 2.61903051430446 4.4233963477169 -8.24430614792683 -0.782516392453603 -1.72496387369815 -2.69709132743873 2.89600641826707 21.7743229522261 7.17201140110294 12.2569281167607
"10" 9.98442959012125 7.30564850257415 34.6904418932947 3.04158364446176 14.1737867498559 11.117700362135 36.2004707564452 23.4325517967554 9.01120328597651 20.8174337072247 20.0794523696101 26.3683324651364 4.86614894077628 2.00983218917509 20.9866305835293 22.8534643962764 -5.25141757765934 -10.5642032262741 4.83805589644612 4.40305637386208 -3.24530177249352 -3.84698411526462 -6.65034202268338 -1.01061143623799 2.35111462684366 22.5650423913945 7.23178871269105 12.0249774475768
