"mu_ksi[1]" "mu_ksi[2]" "mu_ksi[3]" "mu_ksi[4]" "mu_ksi[5]" "mu_ksi[6]" "mu_ksi[7]" "mu_ksi[8]"
"1" 0.468487829847355 1.74719808205486 -0.256298083063139 1.87145446977667 0.899287237583226 0.808297726558345 -1.29314088527413 -0.0943842446822073
"2" 9.11749310015877 15.3861792887985 2.56836300170436 14.2837219995514 8.61897133505055 -1.23319183762984 -4.38867565347036 6.23142228184812
"3" 9.64970880743026 25.7721578419163 10.6525918241113 21.3975836639237 7.81044363599459 -2.08632746356938 -10.8008230176699 5.00255961381004
"4" 8.84927977284037 25.2063543821802 14.8925677990955 22.1373728419876 5.88265037470015 -2.07501811778385 -13.0641586948275 4.72977655067276
"5" 9.05501141635316 26.1494084879996 18.7328161770761 24.0420973728116 5.30875191703576 -2.10657391144375 -10.0674425084675 3.0327658447089
"6" 9.3036775474325 24.4298138509903 20.771785850445 21.8862072488597 3.13307512818066 -4.80587132968885 -9.80767524335091 6.54829489402693
"7" 8.72444738522699 22.6478526681863 20.9525192521423 25.0925384276616 1.50458006609649 -8.24569504444468 -5.61709839821749 2.9984953350186
"8" 9.44089691632317 22.8174832759729 21.4616016007149 27.77711280414 1.5305369565909 -7.60039077643247 -4.84130318263292 3.32129799785403
"9" 8.85557027632161 22.4378515397843 21.1412534970409 23.2855174145929 1.44403055243174 -10.6127167008249 -4.857466266689 3.47045353411165
"10" 9.31929848965889 22.2887367762008 23.0843438865853 23.1968289188205 0.011233916451537 -10.1315813487328 -3.55981947676378 4.85089758538371
"11" 9.44503358557316 23.0682272011783 22.5025605537351 24.6845667816999 0.849193856036313 -10.6033242475531 -3.14639761718439 5.90537805747773
"12" 9.08342067962725 22.5176663054427 23.3694721253963 24.4886593834757 -1.59291699534743 -8.70703342996388 -1.39796642256792 5.23004564926096
"13" 8.49764005271531 21.4483330016662 25.7100148814916 22.7607558284684 -2.87112891082194 -8.17463190687926 -0.838772308501955 3.98116550607791
"14" 8.9407263452426 21.1993683832902 26.801586772085 23.2232078869303 -2.47217967544638 -12.167017230526 5.70337259612951 -0.0512508417367021
"15" 8.62242757758978 19.6832736979584 25.3723469712563 23.8021165733282 -3.09247181356189 -11.1151609213814 6.00814581684548 -0.920836275509329
"16" 8.22659672270271 20.7584511881752 26.980589706854 23.7601265268805 -3.49852657925605 -10.9765000241442 5.30074618261866 0.374033238026362
"17" 9.7497277538221 21.6536646660375 26.3136569925211 23.7092655158646 -2.28116271044812 -9.50535553629947 6.00104001925081 0.251913086387293
"18" 9.0449058166893 22.3054155301484 25.9471426570799 22.9094884781562 -0.42306135370884 -8.35427336602494 5.67125750961814 1.60066979079503
"19" 9.11945981698419 20.9106559775548 26.9677328615331 21.7362768340876 -3.63356280251255 -9.77470590975576 5.91374098546027 -0.854009798443091
"20" 8.95007882326737 19.2682366913902 28.8832953038122 21.4215104217757 -3.25907344251775 -11.9814384660806 8.24764049470853 0.36502897384551
"21" 8.90701343777219 18.5834359198833 28.8940492637215 20.9223385161574 -3.76724699896588 -12.3884483560855 9.17431374841155 0.953238604588001
"22" 8.59246879147095 16.8738165368735 30.5410157793727 20.1074554746775 -4.20003650231259 -11.6566257949385 8.30233228811882 1.63283482484415
"23" 9.35430641660362 19.1440517615851 30.846870860463 22.3923193947765 -4.03637456641382 -11.1200035632967 7.03404749048794 2.09323113432232
"24" 9.33568121735238 17.9598867033384 31.3799269521547 22.5255963690102 -5.54475367606502 -10.9161560691935 5.17316990662666 3.66904715270893
"25" 7.74214730002134 16.517036778311 31.2133316936433 20.9117619434652 -6.9102007258462 -11.2347247667526 4.80509793051392 2.69620393464
"26" 8.83912202599057 20.5184491437854 29.068166341302 23.610389965229 -2.96212448700224 -12.381960483803 6.45937313606563 5.02849773073708
"27" 8.65321406616606 19.1350588265819 30.4352206404603 22.4069366420128 -5.57135502773408 -12.523033988373 4.05009371402119 2.9041718822899
"28" 9.37161927518385 20.2922699385208 27.0740801832605 23.7694928403105 -1.27330542177999 -12.9990994768219 5.36584100475186 6.09967850974271
"29" 8.67036547075583 17.9177028316035 31.6996672624193 21.3455936011021 -2.79241565693691 -14.0947634388994 7.75008272682933 -0.119000210604362
"30" 10.6364267671577 20.9024895197911 27.4127116239876 24.1758407768944 3.61431335153082 -12.860038962915 5.83567752141863 3.64403179815796
"31" 7.94789111597074 18.524055973861 28.684420893146 22.0104114244416 -1.6165703810642 -15.9018793709416 4.94136217881283 1.59406037648022
"32" 8.67646237725109 20.1611741113528 27.4224697488147 21.2033908266623 -0.305686270075469 -15.2950677416766 7.81304002083625 3.32593033836797
"33" 8.37721922022986 19.4401772943525 30.3512344081004 19.0903991070724 -0.816675668371288 -14.4603188214813 5.71451003985958 3.70629901867602
"34" 8.06676967845528 21.344162489799 30.9438669354121 17.993240700655 -0.557489285488979 -12.3622208554223 3.54874516592585 3.39775749790761
"35" 9.30978402873896 20.6312467767416 29.9196161762418 21.3400548801977 -1.46382801826841 -14.0348383287468 3.84497505961815 5.44719337746216
"36" 9.0733022735017 18.3660775108803 29.4228111987132 20.789645587198 0.714689703078079 -14.844115266727 3.06304534148522 6.50330194750553
"37" 9.43298855408741 19.7542144364022 31.0459703369469 20.9041830458612 -1.35466223398872 -11.0844581527656 3.50397911479897 5.07120816431616
"38" 9.05088993238634 16.8265540606576 29.1659376995151 19.4211587385024 -1.71196879506405 -11.1973800790663 4.40658495366602 4.15316376205981
"39" 9.69099021360472 18.5435800577866 31.2577233585923 20.6873927212838 -2.25435257757773 -12.0910049716794 5.80084409777557 4.48533020669094
"40" 8.70698630793511 17.9389300619002 30.9877445914731 21.3317380606563 -2.19069634126961 -12.0461670720991 5.42016852926627 5.43853028056374
"41" 8.86021078623129 16.4202824359354 30.0913761784616 22.1111434594165 -2.17417370764168 -13.200569811557 5.70703476361367 6.36358003391065
"42" 9.48067697123388 19.5049734336508 31.2937392259918 21.3630763721207 -3.3044880634574 -12.7217926358487 7.97571279239954 5.39187103551617
"43" 9.09788532816202 19.6032068060075 31.6761327320189 18.9604738312068 -1.96897884675879 -15.8817607295614 6.49473951281529 5.77823998153626
"44" 8.74925530006267 18.2590963430356 29.6406312359551 20.2827691740948 0.728176456101549 -17.7870334890306 5.99331745971529 4.2263665761219
"45" 8.77235281636959 17.5314335344296 30.642771832105 21.2498051345049 -0.548154491352594 -18.1790714265284 6.03259805965473 5.44957173586231
"46" 9.24070060382178 19.0574250962802 31.006482876881 20.4560148553661 1.7092042744 -17.8309605525701 7.37660022630268 5.39644312498897
"47" 8.95301756663843 19.3193450532637 29.6878596311634 22.1785042775613 1.21150421252735 -18.640522884736 6.49141411751972 5.21900158040551
"48" 8.88598667028599 20.0172317832401 27.4164537696021 24.7930381822702 -1.86501687593692 -16.3686993561056 5.84275513163679 8.21791905838522
"49" 9.79104326093416 19.9113082658096 27.0719418064811 27.3594354297537 -2.31965008905851 -16.1707059940272 6.07606595402529 9.06538156349766
"50" 8.38965429153386 19.2181797518095 28.1343298943323 24.8761385244283 -2.43572823964072 -17.5772125007062 4.00311642399334 7.62383970496455
"51" 9.0475471157927 18.6433616029067 28.1871704263674 26.6174425417313 -3.88436903672217 -20.4225850389996 7.54246398946733 7.79615908411571
"52" 9.0493980974286 18.4807122168312 27.049446729748 27.2820651402446 -3.39374715083408 -21.950483840529 10.2224812449632 9.56530165682017
"53" 9.21902882784348 18.4262390144014 27.7609537855594 28.3334832178045 -3.16185330293477 -19.8135490102032 9.88526059950617 7.79783985518274
"54" 9.59804159001943 22.0142163024118 25.7753736454628 28.4348525770375 -2.58563406971981 -17.4847065624826 7.65605823572978 10.9206181127891
"55" 9.74356392512502 21.3839674540271 24.9011527682039 30.1717934272374 -2.59437168522612 -15.1050098669432 9.26642026539191 11.9253591882245
"56" 8.86672190189291 21.8646230264272 24.2926898203077 27.981398359511 -4.49535921829398 -16.5549160601585 8.0036389325122 12.0931131000875
"57" 8.62079806863077 22.1930873096017 25.8530661131273 27.6468954388113 -4.31334062612053 -15.7761346410032 7.9414304732606 12.3039555232997
"58" 8.52984557506245 21.4168903975398 25.4117422461011 26.2694168964168 -5.63370409764775 -16.8895280516073 8.82738433873425 10.719591312173
"59" 8.35459515543191 20.257692329133 26.5942678635307 28.671415803275 -7.4942350573614 -18.249403525069 12.2808454773101 13.3955261675909
"60" 8.66038367069163 20.3311098670175 26.1299848437393 26.5627658306989 -7.72832772084864 -19.672242234865 12.054087589963 10.8214957073896
"61" 9.30218255987585 21.1228841144617 25.6639340502964 30.2139430177464 -7.92878145818662 -18.4517355795177 13.1519619792147 17.0960870988296
"62" 8.15900921272684 19.6129923644083 28.6111422838188 27.9633322750056 -8.96726351939107 -18.0251742077833 12.5638860066256 13.444304155828
"63" 8.93311207303057 16.8429498909774 28.805516396138 26.7041157879983 -9.13113920143959 -18.6748846678362 12.5353813021263 10.1231708196999
"64" 8.46098632505445 18.305524377536 25.6937856443097 26.2051198210055 -5.11898845192367 -18.6002262063334 11.1621019201249 6.35715027744908
"65" 9.68972255066111 19.1619050379482 27.222615806756 27.0190111722195 -5.80582153965018 -19.8081791989571 11.6634309443909 6.67835815280978
"66" 8.58055070043716 18.1293081472893 29.1805198005065 26.4866390095131 -3.27181370187015 -22.3250457561907 10.8872618588866 6.85911774078155
"67" 8.89193007677278 20.0386074265443 27.1800822707525 23.4454304328334 -1.47917527922434 -19.4763811294262 14.2520092659441 0.094849554944147
"68" 9.43875962304535 20.7559538107763 29.6298217980814 23.4638464027875 -2.32027045430547 -19.6140934698935 13.498091335832 0.973159377678758
"69" 8.81209137355907 18.6219287711339 29.7757736888506 22.0860273368852 -0.740166536112137 -21.6865716045854 13.1705444486185 1.36571301243271
"70" 9.22158818749239 19.9785906962046 29.4412971491923 21.8058356504341 -0.0138028243845119 -20.5604763019679 16.297938336597 2.32367679092818
"71" 9.59320301592733 20.7632684054935 28.7354474406972 21.1070537131543 1.5501298488396 -19.1513518792569 11.874295523805 0.98306444713
"72" 8.81922298346244 18.5650680577121 29.8891971955654 20.0653909853193 0.180993550103759 -19.4952911929739 12.7642803439968 4.48326536801858
"73" 8.43499242913117 20.154439710701 28.9595562281342 20.7226816636474 -2.01914060204697 -18.3837941682813 10.6392951020078 4.95619356301956
"74" 8.19758202752557 19.0238975182393 29.1602817418825 21.7218893200509 -0.222812876974905 -19.3607770962777 9.17739350379778 5.47922648860622
"75" 9.27657690044548 19.6247687570006 29.7495380059195 22.3855282105337 -0.64150893352744 -17.8490936915443 10.3854099273811 5.3274219577341
"76" 8.77783440633786 20.4735697298489 27.0364413055453 22.3651274389169 0.0594522587250491 -16.2303716105241 9.96584004571468 5.73322777035198
"77" 8.90371772457892 19.6406641971551 26.5375440396761 23.7289022885712 -0.884121350822753 -18.6555221050537 9.71030028940901 5.00084830081598
"78" 8.50468354264208 20.1997252429295 25.47027147699 26.7314943818757 -2.50877012082699 -17.287894214851 10.0124720725886 5.51869060593567
"79" 8.39554021108204 20.7677548143642 24.6842214705312 26.8113940507225 -3.00025592019183 -17.9770831153136 7.38895933190171 5.10010712407009
"80" 8.94617632067456 20.0874614622489 26.776657652907 25.8618030861138 -1.30470529913387 -16.64695004155 8.50945841609678 5.8864735595078
"81" 9.57333905053212 21.0347461956019 27.9152144276413 22.5794301822357 -0.486493690933133 -17.374837554746 9.31142731109519 5.21229961925048
"82" 9.15947891708672 20.6061849058546 26.6706574923624 24.1557008579689 -2.05713185078763 -16.3169265669066 6.92562327217584 5.37195443580164
"83" 8.39149878778073 20.3297008050595 25.6176530792334 24.0136797831153 -2.55590121453003 -15.8075419315214 8.59591660372983 3.38718396120501
"84" 9.47642982817023 18.2285807779935 28.9052542921024 22.4550761018099 -1.99236599967137 -15.5534520651379 7.52989453517587 2.63142618502528
"85" 9.80295630517825 19.0769915429104 30.6743453351392 22.7490717175255 -0.100463130809512 -15.0035293343975 9.68497428247587 3.65962002758711
"86" 9.07778202761336 18.0121770951403 30.2962894054924 22.1179973639728 -1.11012857028649 -14.8326705553828 8.67688967787661 2.47593498057789
"87" 8.73560886723472 18.4680286356965 29.349041035975 21.731166771441 -0.514707075560582 -14.617147812723 7.76935079104139 4.07413070386811
"88" 8.46036544078705 17.6699754688724 29.0793824242403 21.0764693611104 -0.584994201774563 -15.644362343079 8.29728917664038 5.69613795985381
"89" 9.05032070475884 17.0352849176438 31.1414429949737 19.7258767038868 -1.31705397961327 -18.1697525335211 9.3967295282415 7.76367157361076
"90" 8.77760129154582 19.5597482923466 32.3836957338087 19.7424876364024 -0.180627560009814 -17.6622479064432 8.36073613326082 8.54021162861931
"91" 8.32220058351977 17.8427122809976 34.6915423237682 17.575438122998 -1.7290283325833 -16.2475055474695 6.96111646976063 3.57376009745355
"92" 9.03076125882946 17.7429814955127 34.5302908530617 18.9540716995209 -1.19636718542044 -16.7299374722209 10.4482787890514 4.54262919896355
"93" 9.92042804699862 18.9182209041708 33.7387355841383 18.9566930210018 -0.255877271186939 -15.5551821553467 9.71796541049009 6.08207321866879
"94" 8.5912284927519 18.4250104870214 34.4373056034736 16.4468536649758 1.33532941437477 -14.8981772497731 9.88975803116407 1.66293650859588
