"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]"
"1" 0.00417344818203758 2.38269984238143 0.215180079992713 -0.121552304587514 -1.6105714501365 2.42337500149225 0.890338258135186 0.348196000300467 -1.97072360523836 1.62923455591307 -1.69387425666176 1.03726586549946
"2" 0.487691685318631 2.50007530534077 8.68096795711659 14.7979952565552 4.21003850947037 3.53865669102374 -0.142267144445416 3.58017883598224 5.00311262338237 2.42446752199565 -2.66664872491382 0.571407931215665
"3" 1.86251204875977 -0.0766719530988408 9.84141612153188 18.5864014117902 1.33126610720768 0.372572170928233 0.946255323375011 7.17945102013047 3.8209825824982 -1.56313630636028 0.0118339651957476 0.528068239755308
"4" 4.52833965371652 -2.36789350009282 9.93623688108958 19.6010796583027 2.57873063819301 -0.986469949781587 0.483973943356984 6.31093848400242 6.96894517616127 -3.25023849347227 0.294008460687472 0.229372546627022
"5" 7.14715350293059 -5.80905748943945 10.9972884086696 21.5194589314537 1.72733251295035 -1.02564112732589 -2.05704137996731 8.88188797766868 7.13771005851021 -5.83460853396085 2.15654513703629 0.104212246530095
"6" 7.83254410428773 -6.06485881174666 10.1155394684349 23.0034651507419 0.375331687968726 -2.50950794789013 1.18868599925764 7.45806170031666 7.52815242527577 -6.07370047788409 2.46306823240286 0.152206902489047
"7" 7.55126665372761 -6.67359785155105 10.7714250697089 23.4744027638339 2.28299679773775 -3.73536864051692 -1.11690138351672 9.48429293359164 8.0831856732284 -6.8410930614968 2.24307521276476 0.10086933510061
"8" 8.24059258312887 -7.72665748778534 11.9891029715106 21.8675409597349 1.47187528040892 -2.71816666389041 -0.265786386230655 9.14239868229368 6.22124491054241 -4.37243376399326 1.06095286161506 0.209558697709993
"9" 9.2075798207215 -8.63558827265345 12.67479617175 21.7244616746837 1.86726643430184 -2.68609888146274 0.734797737698014 7.25222067052074 5.93320876445456 -3.39013571997651 0.970791880921965 0.268830646289506
"10" 8.24236700555263 -7.42003015202102 11.6461636291885 22.7261088447256 1.64419510438047 -3.66268824003581 -0.290939547789354 9.98990022709389 7.49204198097717 -7.07966419939551 2.34659097912599 -0.166690964770889
"11" 9.52971074571137 -9.04472415272043 12.7959605771324 22.0020536329825 3.05371850034417 -3.9016170920302 -1.18864622937598 9.53703015218213 7.54573853369601 -6.52522957314073 2.47460301844226 -0.0716830342606199
"12" 8.73682834705194 -8.82036047122176 13.7393715363582 19.8419047055101 4.3196514172078 -4.55481657715022 -1.67128212411042 11.5267113196287 5.20533866844072 -5.36239849690466 2.10620845688329 0.254709340906936
"13" 9.29829062533428 -9.34481244617954 13.9652648120765 20.2405163352016 4.02421608652229 -4.22081942813836 -0.564576686369161 10.9898967923284 4.30282608822892 -4.7058689917628 2.08231176304091 -0.288966643085115
"14" 10.7959895078983 -11.3023687173083 15.593966351629 19.2283406035087 5.26982429117796 -5.98969795115397 0.111882604771346 12.2692510349464 3.67595993017335 -4.32886321917334 1.38271658390842 0.0604984766425801
"15" 11.1222861911183 -11.5261933038611 15.3518467909903 20.1461986246352 4.03927026222923 -5.31031556982453 0.451441787338892 12.0147613892987 3.77379895333 -4.64385449877464 1.31645232030747 0.177767960265648
"16" 11.0389222015911 -12.0172566139487 15.8780164269415 20.9049266238704 2.35376730499192 -4.07603969926756 -1.62924573084516 12.6289775908058 4.5135645970192 -4.92321861674008 1.83690034598321 0.0389362986254434
"17" 11.4808960435678 -12.2876446715279 15.6402310855566 20.1867782311065 3.19795162504236 -3.62394063920662 -0.58217073834828 10.608314609291 4.27147809526633 -3.85318490286152 1.74403108151311 0.0594972545631722
"18" 12.7757318368354 -14.6289097662407 17.8585841473197 20.1584010677771 2.55952929939109 -5.48306582506134 0.666886908546547 12.3491235995599 3.50772991855223 -4.44475269993259 1.20791503483953 0.0610005139980681
"19" 13.1028750326648 -14.3256441364789 17.0327707045327 19.5325844416113 2.55712033840302 -4.73546831929181 -0.615082082780048 12.7651742977017 3.0881583607759 -3.98969992590009 1.4933842943435 0.240754079570765
"20" 13.4762425158499 -15.6987019144402 17.9694833037228 19.7810502303967 2.88935421697392 -4.2396707679388 -1.17581062256388 11.7976571977908 3.979926570942 -5.17613017005573 2.25650446010854 0.0428144203774003
"21" 13.3445590472367 -15.1480943345586 17.6034523171076 20.6211693519272 3.48835922487132 -5.44676093185821 -1.0586780130791 13.0063813137875 4.72514590975115 -5.49336549147061 2.11504150938143 0.254687371901336
"22" 12.695587921583 -14.308359130628 17.554684547629 20.2533813546931 2.46024896290672 -5.87591096208698 -0.761952247371854 14.0563131710595 3.90357883621445 -5.76518644760273 2.23629471245746 0.270747785191525
"23" 11.7262813760617 -12.4316045533648 15.165291601716 21.3297297341959 2.46706355529145 -3.47028241239739 -0.40690626298267 11.0754499263138 3.89196987524493 -3.94934125154304 1.41375347328032 0.25505967309964
"24" 12.2756961776117 -13.4229903306325 16.7208050124282 20.0825440117143 1.8018208078904 -2.28680555345176 -1.40496146657153 9.80129922162151 5.99718754646144 -4.65372157440074 1.44365885506707 -0.153799530959404
"25" 11.7368426552302 -13.7401531994772 18.4969637651888 18.9859593312956 1.98904226419176 -2.09748732107683 -1.65303308789519 10.1057416045881 7.96438029613251 -7.9055685956517 2.72535816849601 0.0761877380687289
"26" 11.8794281647277 -13.4351391773253 18.0933040184623 19.430877818895 1.66024498095652 -3.43043456471167 0.00588005144893228 8.90476863900573 8.35111898471973 -7.16036234863599 2.54661746480957 0.0813309980362927
"27" 11.8909438176152 -14.2794136609327 18.9378738976156 18.7864325723841 2.41126063353862 -2.77312672184784 -1.10197314393281 9.54923747587388 7.05983736183942 -6.49548950870759 2.27962114813653 0.31571434200413
"28" 12.6163374520718 -14.2321144754066 17.4809945963534 20.1285480909321 2.68285471292088 -2.87754734460569 -3.03605935722677 11.770868673809 6.95027823692737 -7.24352171893306 2.78846133439415 0.0415870379021159
"29" 11.9181772303683 -13.2073304879937 17.8052199612765 18.8394938769591 1.98344572279055 -2.17302004407051 -2.31820471528957 10.4882486130755 7.3544824493918 -6.49812956857334 2.74005528040736 -0.0942280828744347
"30" 11.0167856459534 -13.0995756667814 19.3749263728606 16.1107608517504 2.98115171815118 -0.125627616368548 -1.75594226329544 7.78481814081704 7.57672248429573 -5.4353643386331 2.30658529086436 -0.0507456705892165
"31" 10.6590012762346 -13.5905022911469 19.5200953034128 17.6207571779813 1.45309149239242 -0.323467521323139 -1.98332987148534 9.19746798746573 7.90302566179023 -7.04095050193516 2.21582693023616 -0.0514308871870281
"32" 11.4095708707376 -13.5710499240129 18.9731642499471 18.3356732175941 0.463599722506576 -0.902241903387765 -1.40053859757457 9.95594545886286 7.49839091307296 -7.2521825089419 2.5811129160361 -0.0451375050235304
"33" 11.7023134936717 -13.0865226996968 17.3130953495633 20.5653464017315 0.312398774996491 -2.46795564471339 0.780653448405343 10.1555497312543 3.81989695929978 -4.45384653877482 2.01190028487737 -0.14213530784706
"34" 12.5677664770785 -13.6620861061051 16.5739157374668 21.1361812313461 0.178101095741103 -2.00737625034447 -0.43703131428238 9.75471492554385 6.19626105619544 -5.46741542943432 2.23453485594285 -0.114876613433117
"35" 11.56861546271 -13.423504100512 17.2833864413207 21.3582997444078 0.449987154085282 -2.02537595270977 -0.819576797936177 9.35170165278861 7.36735164165768 -7.26923024974611 2.5297295906073 -0.298573977875638
