"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]"
"1" -0.260495222272557 0.976304150266492 -0.0838730938381579 1.00195594088493 1.63253859499844 0.230030860217029 0.94654345189877 1.1558320631121 0.929983006577544 0.584373249774789 0.520896080969312 1.23516890089163
"2" -0.0870119967711279 3.84058827787107 7.73024753829016 14.2929570476222 7.64473053965793 1.23205891138128 -2.93758761686396 2.58130568730012 7.71253713283838 4.60331810544882 -0.440160261302805 0.260020172540874
"3" 1.75293063301956 1.64906479271593 7.63947130330794 14.3243184252021 10.7528500326431 0.445306302525294 -5.00348699342885 2.37354423867348 9.39696396010961 4.64485687732514 -0.993913137342335 0.922555390829926
"4" 3.25437511480492 -0.644356771061918 9.15004178414015 14.6544868112616 8.94222854116765 2.04704010028623 -4.64337178923831 1.83660716617721 8.5534327629364 5.45888145420902 -1.49446828692847 0.518917987269709
"5" 3.41658620801345 -0.745540697770095 7.92659813180454 16.7119334686574 8.21255487240711 2.05415793168467 -4.99342532432506 1.57466686502032 9.30000579327977 5.64812188277221 -1.22700519109236 0.331082550042655
"6" 3.31226467141569 -0.520854255842045 7.15104462900506 18.8547079370589 6.8083453328191 3.1403900049016 -9.76981265426528 7.02808529819684 7.82472395022162 4.64550478067568 -1.06809781624726 0.711797806214703
"7" 3.13587635350308 0.000522562220395852 6.36379552140626 17.6746914567562 9.38298478931578 1.83878241729121 -11.1455878243477 9.26745631016055 8.299288730888 2.8752538804442 -0.535533433351133 0.514194172101774
"8" 3.56854232769225 -1.74839759964212 8.77165476333095 17.1353322256309 8.24730155766762 1.62503543173235 -8.56999396208471 8.1830542508085 6.16225569787972 5.15501771370572 -1.2116868625915 0.567256532826511
"9" 3.83799589063485 -1.77819915699629 9.70703473679941 16.1311380139841 7.86912191999372 2.76808043289035 -7.57635077035427 5.15051359117412 7.54464569572943 5.4601466045195 -1.31347407923731 0.262958627904873
"10" 3.80769138796174 -2.20508854500428 9.81532249969193 15.5436177348742 7.83647374898173 4.15244637349797 -7.83889808988424 3.02276600884271 9.53726864551815 4.84085139813114 -1.46271720946396 0.58192332916961
"11" 3.7469047331431 -1.56423893426512 10.2967710648061 14.2487808940711 8.47476683461114 4.27622899980766 -9.31624075896996 3.86015092874644 10.148982708366 5.06295748756618 -1.72124701992567 0.536986915933612
"12" 2.7020608363798 -0.747214458585184 9.96058517876384 13.2307540631296 9.12035805008761 4.60844754876862 -8.12937926679919 2.65274080904927 9.35438750015052 5.70492453654269 -1.6231152712869 0.354730107065589
"13" 4.01852291814059 -2.71820294116823 11.7046553912681 12.6297804096633 9.13557469010988 4.64788656350025 -8.75535819012928 3.38477407032994 9.2536751357935 5.59071967944511 -1.83170050318102 0.556349117488859
"14" 6.31267764568655 -5.57813227417743 13.4350844641837 12.4725651421612 8.65188176624665 4.40537400999453 -8.38004720774274 4.0089727442246 8.89414881842575 5.13102289117505 -2.19046760474902 0.728828819372297
"15" 4.88664201172955 -5.5371149050711 16.8380184636926 10.9396083622447 7.28683548026451 5.6759047834374 -7.63192749197969 2.93390796398343 9.1243276173223 5.83878119623587 -1.94415646656568 0.772946311715765
"16" 5.48847345122661 -5.64788159164168 15.9944359732574 10.6103814846805 7.38450901259867 6.03184845935582 -7.10172393760846 1.98543270571325 8.93212694932081 5.81424741780385 -1.77072058082187 0.923750961157017
"17" 6.12334808428719 -5.89881343685554 15.985987948939 11.1593639791584 8.14945217396427 5.05856143454071 -7.24014277664813 2.2429364422864 9.05769560220033 5.85997207686736 -2.00650847700692 0.822489367915167
"18" 6.12165856754175 -7.09106362841849 16.5780196317233 11.3431476226717 6.81116284934655 5.99876386902374 -6.84950410204438 1.7528336509429 8.03432199390391 7.04013728984733 -1.89137609812726 0.631902164037745
"19" 6.66985897905953 -7.80845967079307 16.8539583053213 11.0808799043323 8.02479371816198 5.37944974956178 -6.29094804286816 0.948031366678069 8.50575513732841 6.43170300960047 -2.02865735530627 0.791346588945095
"20" 6.80614911329 -8.21586340270582 18.5115804402059 10.1757486947741 7.95141427892234 3.40704835137028 -4.11110108354393 -0.00753577231676389 10.1234048613674 4.83437123074883 -1.73597591154303 0.858004676620579
"21" 6.36502251530446 -8.35547829944685 20.8514936859523 7.01877369443331 7.69508871804512 6.2217039466588 -6.43136718939905 0.416386967670541 10.2964887563717 5.76503049582779 -2.21396391096586 0.687899956955723
"22" 8.42703393297084 -10.3749941119583 21.0342812085847 7.05345780263233 7.45124335505498 7.08373550765899 -7.08585469244122 -0.123665634368295 11.9974808100906 4.47921386020026 -0.900673878049372 0.607000812369298
"23" 7.6823935363717 -10.2990957933087 21.0996776833524 7.72561993216001 6.44833645677 8.32420569877869 -6.98723100253674 -1.90450607709586 13.9462137474109 2.53818214324436 -0.267839347555906 0.443845718425251
"24" 7.80634153804182 -10.9783993377895 22.9962014573052 7.30418832965633 6.64801848048069 8.0677533315983 -7.39600725324855 -0.448392246667401 13.1135626607632 2.37602585502464 -0.703115414477657 0.803198068592571
"25" 8.85392139697457 -11.114697123867 22.6309500766297 6.25963733624594 5.21707985604946 12.5171523150669 -9.14632558612382 -2.2416608281807 14.1005823557305 3.93678122444756 -1.84209403687071 0.714178222241756
"26" 7.92087163927289 -10.9880775797505 24.4907719198264 5.55923989575917 4.1483379489327 14.3622699532404 -10.522022652263 -2.96129760012679 15.2400788846706 2.99758031814629 -1.30765680043864 0.526673115706869
"27" 7.52320875231107 -10.9956633476529 24.4468729126464 4.69207077341666 5.96402531313011 11.0880842850394 -8.13891056250935 -2.78652351666717 15.1780070570679 2.33034477170469 -1.19167155079877 0.599296478179749
"28" 7.87607233617145 -11.6523780723427 24.1878794482571 6.08749150698326 6.49219543396335 10.7188799712943 -8.59473565797022 -3.83701695424685 18.4375626321948 -0.15175548810912 0.101104121000321 0.322595400509361
"29" 7.71822121303774 -11.5374743840695 24.1722729285507 5.37456884598039 5.10072191335356 11.4010552523972 -8.45102203531815 -4.27921231709312 16.5628685257305 2.56299973902579 -0.86647727266975 0.704389465170049
"30" 9.15124464147482 -11.9886802467296 23.5819818580168 5.03463148310797 6.62108028927685 11.3402581302157 -9.91134737366013 -1.91032314262927 16.7142329022492 0.824430590739128 -0.239301229317838 0.74274963638673
"31" 8.05265218433735 -11.5097440281658 24.271000416837 4.23940773185733 7.09568874134504 11.5473939094976 -10.05040276241 -2.02746360752965 16.3473604139498 0.61460320936042 -0.0204510518353747 0.823853384805645
"32" 8.31287147561221 -11.7370738044916 24.0783878888351 5.81531597666644 6.1656200517148 11.4319183513104 -10.1463264075666 -1.95237003386283 15.7566074679483 1.39105524595075 -0.537368365409091 0.702167134251096
"33" 10.3524082588932 -14.3921516100841 25.8147349976281 4.44676835545811 7.11449999599434 11.8334024663986 -12.3233955439422 -1.24553304901518 19.3702640475411 -1.39188165328041 -0.258571370753118 0.564030397730758
"34" 9.6306357247446 -14.1013104324508 26.6865635760299 4.18831629892914 5.73611654645543 10.4650285244385 -9.03393647201712 -1.60964879272748 15.2092321199273 2.52173183090768 -0.951174094370278 0.339845047055161
"35" 9.53602004071076 -13.5545649411949 26.0082890222409 3.14200740900168 7.23349268688955 11.5393392513711 -11.297548747478 -2.02214947689342 17.58555711697 -0.0262653337385008 0.0615840237150661 0.678160685674423
"36" 11.4952045567665 -15.7123564683749 26.3335751799272 5.08499091096776 5.71245832053801 12.9680735348846 -11.1433363600195 -2.68516586581444 17.6664611332932 -0.815306903534762 1.10917891307995 0.212995520402207
"37" 11.1402893812111 -16.9410291320297 29.2204175169059 3.03652557410024 6.23191518945726 12.3714593331113 -11.3940385985932 -1.53376215877325 19.3179129002754 -2.26669751068246 0.73255394444342 0.368064456660063
"38" 11.766981825703 -16.6495670762864 27.5557160178596 4.85718323128556 4.81150587374033 13.4856563611295 -12.5605904495171 -1.97951603630188 18.3872138811226 -0.383344917061664 0.223700113364147 0.515466123515055
