"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]"
"1" -0.743464126954713 -0.0127775852449074 -0.614471005985092 1.9609075377178 1.13853080494642 -0.697805832928045 -0.27788027985945 -1.49723465223224 -0.000551953697666807 0.659309515514497
"2" -2.06040096976066 6.30747100612005 13.3751899489779 8.37503230766048 2.55950856261248 -0.119894997412736 3.92848645301915 4.78430664464076 -2.91876442262192 0.537865474420104
"3" -0.934497158067873 4.36056527936821 14.5146800399509 9.15850974184347 0.76005132202592 -0.290342130489349 4.93330866905243 4.59090566421956 -2.71468532606006 0.538673362857576
"4" -0.219319613410967 3.50199018912607 14.3139375370703 13.3154809149735 -4.58112099962049 1.23760986426769 8.89945655316055 0.672218898997218 -1.78179625960918 0.466171976068893
"5" 0.0601066583208159 2.7683199596652 14.742841188559 12.8992579841752 -4.58483832432096 0.605814450722134 9.81100711627532 -0.716777225736189 -0.586354130597787 0.535944663530424
"6" 1.05477357926712 1.29008957641078 13.9526582061736 16.766677985404 -6.96866358592025 -1.227163822235 12.3841819723327 -1.82156926947503 -0.286263549777256 0.0696793225068451
"7" 1.77015471548074 0.453175374465467 16.1087739027102 14.1571517218408 -5.19323812439334 -0.45860419052301 11.2171838586969 -1.26052707602241 -0.309684420694748 0.382171122565159
"8" 2.30140936760219 -1.77690445721634 19.0472780642251 13.3029961379555 -5.86927694450051 -1.83658027833508 14.968534926353 -4.27048379982557 0.509014440119908 0.107467395343745
"9" 3.61110930682321 -2.82464045595642 17.7700142481111 15.606484181909 -6.81943629230937 -2.90490331080698 15.298443319203 -2.77244927999643 0.123116528229405 0.211609060640909
"10" 3.20929294488413 -2.54633125588387 18.9467483859851 14.5079812363683 -6.8383108628 -2.32885116792621 16.3827377056148 -4.61041128313992 0.266138275175979 0.165656717353583
"11" 2.79768436009002 -2.83824374197337 20.9366193448711 12.0544605300822 -7.77564278991627 -2.41621730889896 19.2306439313575 -6.69983041739085 0.893221053199079 0.261243866314689
"12" 4.4659772771727 -4.98477387132414 20.9466639463724 14.2121738179199 -7.63014598992641 -3.78221509985019 18.3707840084857 -5.53858936922831 0.104357262379147 0.58892699319564
"13" 5.76259079515425 -7.80547270881516 22.5016958989208 15.5742914161052 -10.5937737716395 -1.21868354521726 18.3738069105326 -7.64586364056135 1.2987544078712 0.144377179657265
"14" 6.36539254882155 -7.81490306086365 21.9869519247899 16.0319277201704 -11.7805272351545 -0.525751429739869 17.8603586279291 -6.54778518846067 1.24778234918056 0.300442177908932
"15" 6.64234839488074 -8.05113541317623 22.2817996567363 16.3250352903892 -12.6431736439682 -0.146640047593097 18.0864172969999 -6.5224041341577 0.807436479517695 0.304572084643333
"16" 6.50134528471572 -7.42787335604347 21.4020224692253 17.2079760108706 -12.8687592425948 0.186286311106495 18.02028264679 -6.98454270543167 1.53522001717062 0.402294086144098
"17" 5.95016273681435 -7.66385123246523 23.0829891544301 16.299870780386 -13.7095649373831 0.758528527334736 19.4418183092967 -8.65120524544085 1.7391742185168 0.148272953386776
"18" 6.78516487460444 -9.0400251878837 23.4491568847588 16.2780315811543 -13.3256647359615 -0.529737539690559 19.4949340468968 -8.39464161589296 2.07200403368789 0.261275195657329
"19" 7.54071959661635 -10.5159493428323 25.0742613142689 15.9235440139736 -13.4705463807923 0.382718916872832 19.1253700013814 -7.69789703845431 1.38024775081268 0.243573078869045
"20" 7.27853161444566 -10.649923785162 26.4593694174249 14.0871859730763 -12.4326869332977 0.331997513884306 17.7355201212879 -6.33076280198315 0.821337399874617 0.269697932909003
"21" 7.85429180533338 -12.2252402484845 29.0719894467336 13.3123542527422 -15.1017594314003 2.72612690414518 18.7432582264428 -7.97454511458056 1.07832802797305 0.455629951615195
"22" 8.65483214722287 -11.9877822777839 26.7511122303084 15.0371830942331 -13.6745728015053 1.31443278387681 17.7193029412368 -7.53580004841056 1.82792118228573 0.274652919881315
"23" 8.09424482569432 -11.4870681439957 26.4868530801721 14.5314924951526 -13.6094327686585 1.84284479554938 17.3797369989624 -7.22960834478729 1.37425004541113 0.239836605228035
"24" 7.76105173990983 -11.9123254768372 27.6667237398311 13.0035974813841 -11.6564417347676 -0.553397001841838 19.2131363274355 -8.3256745735273 1.70199974991899 0.285948856745099
"25" 9.56925626838704 -14.6438838411683 29.7981996910848 12.1367825793115 -10.4862285772103 -1.36567333078051 19.291159017363 -7.41447041749132 1.52463948904893 0.0150346560784288
"26" 10.2770446320839 -15.4280895709543 30.1068033019357 12.3587272369122 -9.89912574018985 -2.4985878371287 19.7411678874016 -7.32389498572855 1.48431766586727 0.0499443639108407
"27" 9.01659028601958 -14.0586325864525 31.4910044275429 10.4673483529121 -10.9999948231285 -2.21344277969846 21.7529608392987 -8.42420693852135 1.11823319161075 0.414649180731822
"28" 9.38336936605539 -15.4873014912815 32.92382250821 9.97423464763666 -11.474961433992 -0.873565775626854 21.8520738983441 -10.4834289415274 2.19744478124055 0.0132541649326182
"29" 10.7094675196587 -16.5527614817875 32.5867784267667 10.3554862227114 -10.9198856297391 -1.38645068651788 21.242745296652 -10.2415762143742 2.9157576531877 0.0308619886884525
"30" 10.0622302685915 -16.1967544925701 33.3748629798911 9.34606257609038 -11.5561819857644 0.0752016860412892 20.4648238959446 -9.62009842003719 2.30226042541047 0.0701100191290545
"31" 9.48346372263419 -15.2380910278235 32.8798234576668 10.3942376053956 -13.1075279757729 0.72519139957551 21.0728343367638 -9.7992881363828 2.12863755417778 0.17605412163577
"32" 9.48675188116187 -15.2301034385259 33.2278631723391 9.69477783626036 -13.4882925845785 1.42770131345212 20.8562581377167 -9.85108925840493 2.22410175535787 -0.0180427177244045
"33" 10.7910761402874 -17.0503288878069 34.3245263810362 9.11155901042403 -12.7045804548644 1.33014294731072 19.5705413233679 -9.41386424564679 2.42568815639317 0.263416651278617
"34" 10.234996362009 -16.3335790250676 34.057413563302 9.08784465669087 -14.2480494060281 2.36683795362879 20.8368505163002 -10.7556590908441 2.5150855767666 0.138508330841225
"35" 11.1127515856069 -18.2677434720875 35.9789392241702 8.2725089269867 -13.5603341319382 2.15013235230994 19.9981371994468 -9.96400690814078 2.67664563162714 0.195716746650162
"36" 10.1500485707495 -16.6185876155842 34.8338152921115 8.40453216422694 -12.5200268386788 1.49011509223506 20.6337367249189 -10.6713493858999 2.79754054426854 0.0594801978850336
"37" 11.3690825247608 -18.2960730262887 34.7165511564894 9.44841587281953 -13.4383324144304 1.5232670330765 19.4731262282036 -9.24659962914285 2.20024513174413 0.247304685716023
"38" 12.3469902928848 -19.2801676058445 34.9422259167763 9.93321258915114 -13.4915095650057 0.953199711398264 19.9715641092809 -8.5911659224069 1.6283836298307 0.351508078924369
"39" 12.432585357082 -19.5275910677726 34.9906139097946 10.1187476553731 -12.9014453653095 1.64969675721494 17.9129992528415 -8.06723350260557 1.91402839465123 0.367043426209102
"40" 11.8021182922469 -18.5567374212995 35.1924811636897 9.38872734831405 -12.9614245772459 1.92782698998329 18.9011035980041 -8.72959971746412 2.1117334453616 0.162863995880333
"41" 11.3554298580962 -18.2767684894421 35.4457363774567 8.31979174395519 -12.9422341032876 3.31263744624292 18.1349036847174 -9.19202023292081 2.34898561207709 0.181475295710167
"42" 10.8767134734816 -18.2185175493104 35.7320539677283 8.59440489179038 -13.277435135826 2.94642650267891 18.1986584584195 -8.35772614015688 2.04682314851991 0.17159104279804
"43" 11.7810767293237 -18.5345821416358 35.0898835096008 8.55488029311545 -12.7996739252324 3.10681491078769 17.2184509908263 -8.02741264132358 2.24096314401485 0.0888346868654235
"44" 11.5416104130793 -19.0168658279211 36.6824492192762 9.01727539766558 -13.8811622614188 3.50483046162692 17.7033782045757 -8.78269868354547 2.39066984479318 -0.0782082051804269
"45" 12.2316712394999 -20.0807438713654 36.2923042654011 10.0685610603209 -15.1699047330112 2.97983679289235 18.3682549999937 -8.29154504546544 1.63036766428469 0.200343814557434
"46" 12.6253269655381 -19.7554672447938 35.7692887597428 10.1823089081079 -15.2751627834032 4.57672312182402 17.5752297131594 -8.57889008360613 1.91223333404793 0.251687956103058
"47" 12.9712114900892 -20.1473940856462 35.9485384160403 11.0517254077161 -16.4750568733854 4.04093346923463 19.5602043334352 -10.3408139176182 3.10738364354359 -0.0652287201825922
"48" 10.8125372235177 -17.642942314538 35.9951033193142 10.4103702377249 -17.8674163223461 5.83830361215677 19.691238358867 -10.7569412539687 2.91558797001465 0.115022162850829
"49" 12.9241958842226 -19.6193066979948 36.375087199226 9.80850834474453 -15.1366616946137 4.06225687233724 18.4528908002201 -8.86007467844348 1.93689879292773 0.000766283782732358
"50" 11.7146958469055 -18.7572246661027 35.5949458293128 9.23964913470591 -14.2898461026478 3.67669503648851 18.4277975118791 -9.11539761940496 2.2557445325044 0.205236554373618
