"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]"
"1" 1.52515890053333 1.4239072169069 0.557834415085775 0.101672468768779 -0.515307830747741 -0.394169259056388 -0.148951034178533 0.0735591859315922
"2" -0.656599097304546 9.97056427717015 7.10206300062656 7.81503388310934 0.812149902144487 1.00730257602708 1.802683562758 -0.280518443021128
"3" -3.82798535036304 13.7704600745046 8.66346495410018 3.48671694074817 1.37135349539818 4.57163951113359 -0.066510073255768 0.0718467716418709
"4" -4.89825638767861 14.7237477497742 9.8552983719893 0.336197642904531 1.73845182743074 6.64122635358831 -1.74073675043422 0.285147479554376
"5" -4.06369080518989 13.0315324133294 11.1400056061147 1.15622163150227 0.224620384834324 7.0644836314122 -1.29886514908141 -0.00701623899373832
"6" -4.77590253461569 13.6555319167396 12.3066539332456 -0.12750770432406 -0.436277982276534 9.2098487541011 -3.23359153240101 0.543683242570895
"7" -3.73417145820388 11.5344869233315 14.388433950449 -2.71181316955145 2.95437182954964 6.59289941457389 -2.19842435256783 0.571901526612819
"8" -3.99985646396881 11.6176788657002 15.8804672377472 -4.1408959665972 2.48128507587205 8.55394655009211 -3.44940753890474 0.576640649007525
"9" -1.69366167966144 7.39359822702616 19.7806847563017 -6.26473026677264 2.22081353644808 8.37804091125231 -2.53373690037714 0.401713575195162
"10" -2.20899255794171 7.57665087952312 20.6077646906982 -6.38028119600068 1.12751065156999 9.88197661964073 -3.40526244305234 0.354974765657046
"11" -0.586177315494183 4.92532999930869 21.6603993237234 -6.44510440566916 1.8476551687116 9.05852274131324 -3.22588490556295 0.494669908688981
"12" -0.419541204836372 4.95599704950397 22.9899217691779 -8.62311708743983 2.79773801496722 8.52214270859378 -2.80111673972096 0.538240369494952
"13" -1.71491399720528 6.50976176827921 23.4099847939091 -9.26197120477615 2.32644480376917 10.1855377450111 -3.92130691563239 0.50500902718558
"14" -1.13125021128508 5.7001466559328 23.2881613344043 -8.17701572335078 1.66666181848628 9.66547354680494 -3.32620977488224 0.541167934747881
"15" -0.349696853672892 3.98333492204076 25.5025991441976 -10.1275978602349 2.07970117370702 10.5168388880918 -3.86543592215241 0.636089267387243
"16" 0.289589326968492 2.67123363174869 26.7924875779093 -10.0984148823087 2.08469623602712 9.79572109519058 -3.27211566186507 0.439777598719698
"17" 0.880219608383524 1.33738495232725 27.7453331512486 -9.79024711113381 1.40856014453821 10.0802430110508 -3.49296234753788 0.727889416269665
"18" 0.372156901308638 2.30687935200083 27.3078158419627 -10.5504683289943 2.05780588462342 10.8084207366172 -4.13479107861245 0.423435133313237
"19" 1.62247046080081 0.0120025436420985 29.0342095067206 -10.8010325524231 1.0683989490931 11.3769282003486 -3.94709875141164 0.408658634811996
"20" 1.74573545352822 -0.82617388909515 30.856417694532 -12.4149075211035 2.30303702543273 10.7054631069469 -4.36958848118594 0.816375472833968
"21" 2.10661704213855 -1.57664050567974 32.1474281872461 -14.5567482659846 3.84822224324939 10.7288087527542 -4.34983312835591 0.638877075388748
"22" 1.69485145673882 -1.15644204298432 31.7467992550331 -13.7101766229285 2.89401859008523 10.8196716871947 -4.43404876086662 0.750988812256347
"23" 1.74727334785731 -1.50286835115242 33.5327334794149 -16.7599047535786 5.68276401395149 9.23692812165169 -3.7461272466995 0.427788444891682
"24" 2.30290292126946 -1.51721707917606 33.6396615359566 -18.6442994478605 8.51258948969037 8.30595842613012 -3.89336754942491 0.718060870329636
"25" 2.50255978332311 -3.08195751018925 35.5265044933983 -18.2452324346598 6.41244559652656 9.13744835267553 -3.82272782344865 0.662392915091765
"26" 2.05318155161326 -2.51690717239904 35.3291092578613 -18.9708739775577 7.92587400042283 7.67181203588942 -3.38830120379206 0.637131910895849
"27" 2.47661752449098 -3.15140807955134 35.9598962520895 -19.6605699210177 8.47776952593338 8.02405901497864 -3.72546778920065 0.860434487603391
"28" 2.41879556871021 -2.27740435089825 35.1244698177697 -19.1704115097791 8.38751766966919 7.46059018182251 -3.420310818932 0.854385101723628
"29" 2.12714654370404 -2.95004849669267 36.345636141843 -21.1577084193355 10.2358863456775 6.97644814462308 -3.021736000109 0.534222283227271
"30" 2.38558224292792 -3.04910076876302 36.2051004420602 -21.0404682990766 10.5361147445991 5.87519309216624 -2.68277149383682 0.357220753866894
"31" 1.74965436974437 -2.28401149920372 36.7192064946222 -24.8584922527042 15.1173400804947 3.71787688852361 -2.39506257269141 0.610095255520854
"32" 2.33233185069132 -3.29005580999392 38.255450513747 -23.296819558517 11.7489998123115 6.05874139258139 -3.19947202870318 0.717883385192648
"33" 1.86488905688622 -2.73931239830773 38.2721882474491 -24.9023933823911 13.3203492626821 5.30546314479354 -2.95679704496948 0.44512395731924
"34" 2.92778736415212 -3.97194107064888 38.4233687355124 -24.2794795297019 13.1852958626584 4.78977193238706 -2.58879104028901 0.577158888006998
"35" 3.225781136057 -5.03022590739582 39.2721111057121 -24.3938284980851 11.8828887379327 6.27404164696426 -3.03680591498473 0.360595056500875
"36" 3.46247158850308 -5.70661652294336 40.8773211443925 -24.5492920614704 11.7543837353363 6.00478955878932 -2.54624183060389 0.527333761499234
"37" 4.05543030468694 -5.97464918708291 39.6926951745275 -24.220232265359 12.3104619779079 5.30330841980577 -2.47568320516832 0.279377625257666
"38" 3.72543109127602 -6.24856594919825 41.0754880529667 -25.6106635561645 13.1220810064306 5.7896424696124 -3.13914854145341 0.739987427045544
"39" 3.86772231651861 -6.43613590670652 41.5400668929021 -25.6402241255209 13.283134998466 5.40050133913507 -2.79752110556351 0.360076846391473
