"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]"
"24" -2.57365324513167 11.6873761652712 17.7319383876618 -15.118013928495 15.6431861297075 -4.03324253403052 0.642532520574558
"25" -2.66810836489847 12.0386370699226 17.5060927054594 -14.7989773388862 15.9048230586039 -4.03414519892842 0.495082018319117
"26" -3.08495194239965 12.0805505486575 17.6222260934642 -15.0557927392223 15.855765024488 -3.91520339898194 0.516748707903485
"27" -3.04393567435269 12.2331928070135 17.802050668022 -15.5593711676834 16.759260227535 -4.774362657586 0.638486101764983
"28" -2.67015661344873 11.1206955185728 18.7836334873066 -16.1016086048853 16.7397490584228 -4.43711359676483 0.731751238285296
"29" -1.70128572404064 9.85805596090775 20.0017636940392 -16.0060110355884 15.5245028840939 -3.28878281025501 0.362898955201107
"30" -2.05659003136184 10.101155125805 19.8060066678421 -17.112519937288 17.3822818128079 -4.53805952444521 0.533156653623479
"31" -1.89405017183508 9.76645172176623 20.4625345651979 -16.5380513284582 15.9768460547825 -3.90729590287739 0.407391875849298
"32" -1.63548768526225 9.87967653435243 21.1806138802679 -17.3658639390207 16.5239600102791 -3.98625758990319 0.413635345565601
"33" -1.70045943805468 9.04120465961679 21.3569621105242 -17.2105073181802 15.9421011353031 -3.35855247368487 0.400635659937535
"34" -1.70213385419232 9.11718511470754 21.3603451637661 -17.5113871140283 16.4589936837435 -3.49352332057135 0.263773730789511
"35" -1.69737049742904 9.19090922767631 21.3251290406627 -17.8952399577317 17.905318983343 -5.0639790170288 0.525366265027587
"36" -1.97808064750748 9.58283530989833 21.5200188962477 -18.8575179124864 18.2745610786043 -4.73326602732921 0.52316133161198
"37" -2.14718357160732 10.1982080128996 21.2026456277108 -18.847961875312 18.7250937507979 -4.97397710852286 0.49518617623222
"38" -1.26486799826916 8.71305714359719 22.6877041191839 -19.193886790874 18.3871729338012 -4.82483449730089 0.417909817615717
"39" -1.21414139686593 8.24775759675469 22.9452192707953 -19.2787708550098 18.0981843700525 -4.53842037096456 0.579486575519416
"40" -1.1871644970535 7.93617876692302 23.0002139933262 -19.5657944697865 19.191102541016 -5.30051589053839 0.645447733336899
"41" -1.16370029647677 8.47406080660867 22.5880401062775 -19.3531194205404 18.6779412253891 -5.2391983373745 0.712298335573499
"42" -1.86385363374342 9.16903389696905 22.0326536305243 -19.8854607651316 18.5697939598377 -4.37871696326847 0.398471178728588
"43" -2.23404289303044 9.89049479908335 22.1178343304642 -19.9270481431765 19.1070757182683 -5.13971256429918 0.55329302075537
"44" -1.60680413836101 8.61325049499109 23.2136763720767 -20.5180702272547 19.4964146416567 -5.19667226960885 0.696399875620177
"45" -0.981994808755612 7.32601646269578 25.7618142324431 -21.7981848000156 18.9145005537181 -4.62550704091095 0.485353926709234
"46" -0.523474242877035 6.63695995954179 24.4961979956392 -21.067848839963 19.0370514584014 -4.37691277231351 0.3702811108114
"47" -1.6368668990955 8.31110603133048 24.7264872669136 -21.2382917597917 19.3309160254256 -4.96230080668546 0.590914742371466
"48" -1.20479270251685 7.35665285541467 25.3102325256273 -22.0639409916712 20.0336306206822 -5.06945337383335 0.535100900805178
"49" -1.02296389959099 7.87279688338243 24.4886250986305 -22.3563603636276 21.416446492797 -5.93312595372105 0.779509859783971
"50" -0.551001184703605 6.05420629750544 26.3396302845557 -22.4679840715589 20.0885791147472 -5.68460114372389 0.752748929521724
"51" -0.204218356244885 5.83682101592089 26.3081248349784 -22.6545642758602 20.4036126027065 -5.36338233182975 0.609528850665411
"52" -0.0868785914697831 5.45123194985805 27.866465638526 -24.3363898928418 20.616927220013 -5.20164442677995 0.553859601612116
"53" -0.627288879897558 5.78844180435905 27.5345865675523 -24.84088051148 21.9611440839387 -5.99967918523565 0.821021800321337
"54" 0.260356125567079 4.13804404300028 28.586910335091 -25.0067708988674 21.7286253551275 -5.98316201594095 0.620968914255966
"55" 0.283161956727983 4.6885075201059 28.3640150695941 -24.9682926122307 21.565286354416 -5.66288113713995 0.55873861954642
"56" 0.0930300106645741 5.18776820843602 27.8880542123887 -24.6786678883986 21.376551537567 -5.58211308192611 0.713853677521934
"57" -0.576716152511258 6.60263691736647 26.3448587118103 -23.5372386048927 21.5343210076149 -6.42575529180316 0.790505036383035
"58" -0.514693321910102 6.2039335294777 26.4248182662273 -22.8953059854569 20.3322394274545 -5.21049928156238 0.717660997623696
"59" 0.113526933398664 4.99771465838176 27.8861360846206 -24.3262354513101 21.2526085678618 -5.59570616584767 0.842694543799122
"60" -0.671394309322652 6.16325313339396 27.6373047483719 -24.9847865069526 22.0893210108904 -5.9259062853224 0.753003189924326
"61" -0.581887900535612 6.37948794505077 27.880199707704 -25.4386386142754 22.1192952495332 -5.93127996142686 0.658077815500904
"62" -0.420812332750882 5.81703005108836 27.1976622076129 -24.0609933735844 21.359519758879 -6.05594624488093 0.852361443883938
"63" -0.749889652653809 6.46332517564836 26.60161621863 -23.5911399801761 20.7156243587129 -5.16347140475022 0.697557329081252
"64" -0.664085379325651 6.74070613067781 26.1721345209152 -23.107390101262 20.85222842285 -6.00094792794804 0.68428533226792
"65" -1.35301891113838 7.058511451311 25.9525037606458 -23.4061966512189 21.7532806468077 -6.27921484454502 0.704557652868125
"66" -0.680696279101566 6.84931557099956 25.9994402348257 -23.4091903733965 21.5605501353661 -6.13709348897958 0.737091580203615
"67" -0.672824169760326 6.71021422734318 25.6849303763354 -22.4949435836582 20.7742024565749 -5.97447625638588 0.698325753208316
"68" -1.39392604412183 7.45852641778858 25.5119655932066 -23.3700806996289 21.9388949182164 -6.24033174786209 0.691894592259973
"69" -0.462551723790188 6.8499880031179 24.7870774159946 -20.6231952950615 18.7967984407071 -4.85277706849849 0.632552085324136
"70" -0.707959969002322 6.7828482520296 24.6796749175938 -21.0997146268013 18.7762225259453 -4.84984147308314 0.547715479054979
"71" -1.28477319626253 7.5426117537665 24.9356364506968 -22.4398612300014 20.6951512326536 -5.58882687912655 0.719067731032726
"72" -0.124377435920617 6.39445937435857 25.4296507433868 -21.9973382741688 20.025944520914 -5.54187671515475 0.691668083285802
"73" -0.674357249338121 6.93644560615757 24.2435619587739 -21.0035721353575 19.1356882760541 -4.74024700667082 0.533511673203888
"74" -0.91671409323391 6.98818515706489 25.2992780052101 -21.7538728198351 19.1990588192101 -4.89191875783172 0.629028730903862
"75" -1.18923346140734 7.48316078336423 24.8214038539282 -22.3433502677924 20.1814008226739 -5.54367066175848 0.64589901559636
"76" -1.95000579886815 8.66601783356947 24.2669120074551 -22.6267082518199 21.4272044854191 -5.93252221591806 0.710488829306264
"77" -1.44473734360934 7.91057401573308 24.0366531962361 -21.3743251467292 19.5245766271561 -5.01034209429406 0.529379799126807
"78" -1.26262812307294 7.99806235274719 24.21026642888 -21.1710737526591 19.0519692214367 -4.86716532568066 0.554404733937017
"79" -1.50003161482231 8.38038571197577 23.6036717163357 -21.4085018745029 20.1519570435828 -5.93523398039728 0.790726638885364
"80" -0.874498299452519 7.16230067532086 23.578220439644 -19.5447193207603 18.8863989566348 -5.14168248157625 0.762031292527542
"81" -1.86480546070304 8.9566975393578 22.5316917870666 -19.4766836716685 17.6484408780355 -4.11144767984033 0.605011571593257
"82" -1.65627334916874 8.93258695072819 22.2288060596004 -19.8262626020583 19.2273608214996 -5.06569666267915 0.565760477361909
"83" -2.34644617286868 9.09548440868586 22.9774469867951 -20.7606979914859 19.8917841985247 -5.20705034861953 0.635603156860365
"84" -2.01955430322532 9.37211045074567 22.7987668949605 -21.6442840222829 20.5009544545586 -5.68642796110914 0.58026829725658
"85" -1.79056006965825 8.5830080180198 23.4511496543856 -20.9376093889512 19.7911359487155 -5.40245207819307 0.732728219203658
"86" -1.31590640130509 8.1648909155139 24.3745522899696 -22.3711025131544 20.532432707618 -5.16008671913986 0.532833554492722
"87" -1.90513698919084 8.51160598120563 24.2162750518154 -22.7226866441385 21.1367188119628 -6.31703702465372 0.987178389927236
"88" -1.11390690848449 7.39756423810756 25.412588723249 -22.7757752861613 20.9548739671069 -5.66016118604906 0.50081222491101
"89" -0.91865785308551 7.53775347459848 24.5879316158845 -21.5822510931595 20.1983939912012 -5.52469177205397 0.437349163931559
"90" -1.32752551737166 7.93226511398555 24.3067655425683 -21.2287260503859 20.0758877639098 -5.63869221197053 0.747079278220305
"91" -1.2604535320723 7.50012151209469 24.5999211227389 -20.7858575843305 18.9222019457682 -4.8306962910416 0.531166203273906
"92" -1.18012549820236 8.35568563073274 23.5162985231947 -21.3602707103026 20.1877954533489 -5.47644729830137 0.724650987585646
"93" -1.67447134999865 8.96535463894548 23.3230161417566 -21.1066386538274 20.004914273895 -5.57528401713723 0.815396695337982
"94" -1.24848856478468 8.25152833134005 23.6043755435217 -20.738544553052 19.3333490430198 -5.15272848481733 0.649371547248953
"95" -1.59051745684768 8.62692636511491 22.8939483178914 -20.2132344984673 19.1964357524509 -5.38324765800309 0.566666287319743
"96" -1.14017930521967 7.83834763967147 24.2584948876901 -21.6327317693499 19.5181303875959 -5.24137316422873 0.663642741342184
"97" -1.93262394609975 9.02596507898427 23.3481254391505 -22.3044954933772 20.6779516369941 -5.36108030307321 0.537272322791469
"98" -0.696646984510195 7.5908844208159 25.2446253507511 -23.0857825873321 21.0723727516925 -5.55660580707671 0.402364287736548
"99" -0.716580801839497 5.92753624979419 27.0120365168688 -23.3132894115991 20.1422491780707 -5.27733013564525 0.601127684341048
"100" -0.00203271384809747 5.83082210319308 25.6844135244511 -22.1579880301712 20.7956647952959 -5.82669743215212 0.888315590205433
"101" -0.265991469748767 6.23765784315834 25.4286178911268 -22.7440410524659 21.0120826923214 -5.53904793032024 0.494809604334179
"102" -1.05270551624687 8.11827279137663 24.5507113242673 -22.4582833602596 20.9065126505654 -5.6023096670881 0.600569908700983
"103" -0.181066468766592 5.91121941628974 26.441569514265 -23.427212721413 21.0703553027717 -5.66249314134272 0.544231721919256
"104" -0.0658476997991283 5.39711764635583 27.3638546622435 -23.8504002880204 21.2474476051737 -5.49847431784045 0.680539481932893
"105" -0.426531747413148 6.24273529347556 27.2627566558891 -23.7871264083787 21.2612801097784 -6.11046851517412 0.601787863483027
"106" -1.10075559386859 6.87466944146003 26.9252333767772 -25.1733279058721 21.8265805155832 -5.51521529794641 0.465180617008386
"107" -0.942812099599362 6.66297377034715 26.6506302526812 -25.4376583136759 22.969801659282 -6.20284000564517 0.915692646025224
"108" -1.38181782813862 7.33046224647108 26.7782077776824 -25.4614963346277 22.4911535496461 -5.80382082105933 0.649668425325508
"109" -0.817010791480687 6.36609445281375 27.5996801498082 -25.7139273863977 22.6140290954098 -6.06417450989742 0.629443298779383
"110" -1.14609404163681 6.72972296295182 26.4622885604229 -24.5538489168121 22.1111004790718 -6.04462516785567 0.690733912849959
"111" -0.278436456860669 5.26596523642172 28.5058228281011 -24.8177427030978 21.3753532796095 -5.5947732301969 0.660430985261161
"112" -0.378152641413162 5.43157527235183 28.1531595227812 -25.3326883125768 22.4895780431156 -6.49782237550619 0.710208576765744
"113" -0.154368624167201 5.31027894543951 28.2354652121478 -24.8936671916254 20.8884353809607 -5.05986812245795 0.533659158637367
"114" -0.587580730938557 5.80170993554844 27.3793445349284 -24.5574295093113 22.2504723117972 -6.46978015423064 0.515197402679389
"115" -0.209083997797409 5.29106293346199 28.4309927104808 -25.2917324684924 21.6553412284766 -5.77100829518807 0.612465181908675
"116" -0.283188368127745 5.36645146530769 28.8250737728183 -26.1236274238705 22.7874007047936 -6.22513760763428 0.64068696839932
"117" -0.159868642830964 4.94732090196606 28.7032452142164 -25.5506833692833 22.2211648241584 -6.19343150527057 0.738522776633819
"118" -0.106793424089185 5.27286127896234 28.7091456157701 -25.5973667572258 22.2762808266688 -6.45859716189563 0.595644537579318
"119" -0.126815633494356 4.90903634921477 28.9508389897339 -25.3092638833153 22.0129401223114 -6.00229572302608 0.756362859764809
"120" -0.107734092789297 4.96090592470793 29.3476895390376 -26.5661645325478 23.3493015042239 -6.73290405791848 0.571997894769716
"121" 0.410203022105383 3.48731839554973 30.559504508474 -26.7572821197415 23.0870324907708 -6.72143778389452 0.743518914548355
"122" 0.489433371115637 3.21610484996912 30.8568507150593 -27.331054589739 22.954929040317 -5.77710704571668 0.559563666792862
"123" 0.188432998767352 4.20936424933199 30.3925471373293 -27.5952371536852 24.1889912919174 -7.01044323464131 0.745738677524708
"124" 1.0448183215307 2.43337504264841 31.7797472102739 -28.0000530178689 22.9487820550866 -5.88770552168286 0.638977682366292
"125" -0.161381383476592 3.56889902374628 31.5075610420543 -27.7805120970557 22.8405154941661 -5.84407414009454 0.606994311640579
"126" 0.286405079221383 3.63813168154566 31.3394945321153 -28.3417448219703 23.441730048991 -6.19037816472369 0.649911022776773
"127" 0.250631052371168 3.95967249084435 30.8313729328586 -28.0042026326373 23.9351754295778 -6.93739914863531 0.869730762921813
"128" 0.217907957719165 4.16834735281454 30.5961706389151 -29.1285882162188 24.8674699675587 -6.70936695804561 0.565957985493372
"129" 0.0820831253972504 4.04411952015233 30.7969664246274 -27.9546101431851 22.9620339582331 -5.99688016813624 0.483766505769786
"130" 0.507478821147752 4.27042092394875 29.553104367142 -26.7692869032804 23.2690525371902 -6.57653040898356 0.797160491229179
"131" 0.133913031360877 4.89899499575144 29.3652484524625 -26.6624123405657 22.4939069529035 -6.31525345158887 0.881997821751886
"132" -0.256986496295255 5.2643894446712 28.4914401148683 -26.1787476346996 22.4583354128936 -5.91560111423155 0.692788092197921
"133" -0.104254165398884 5.09391351072588 28.6025218854684 -25.1383087993452 21.7860617937863 -5.91012514208805 0.657052393238987
"134" 0.0274908885057822 5.17375314423091 28.5379002221696 -26.0083047115029 22.2343773477746 -5.64378626276176 0.721597674151965
"135" -0.569196151198594 6.24964591083401 28.1965833039346 -25.9769166811159 22.4362802884559 -5.81956112025687 0.509629352902411
"136" -0.03377053929368 4.58709711673447 28.8750396611346 -25.7388888913069 21.9028581593971 -5.56390645378241 0.731056593215242
"137" -0.123625262670601 4.7223541038516 29.265677974669 -25.836562326181 21.486240483898 -5.52447864178639 0.635069353957962
"138" -0.0530470806279363 4.85704598345864 29.1322973258283 -25.6454468066836 21.8135124839072 -5.39474260349943 0.584001924269163
"139" -0.672282458523237 5.64909456616197 28.6776365949186 -25.547398382036 22.4572765123115 -6.25351643881504 0.833575235728937
"140" -0.742120397661848 6.11454611959781 27.4198124951925 -24.8996238539333 22.9193095821425 -6.91669678295664 0.690252313448076
"141" -0.479864145172308 5.82191119715846 27.3028555503237 -23.9122884715318 20.7686081220557 -5.54154183977048 0.695905615849488
"142" -0.400930835941509 5.8964782041282 27.0183077492192 -23.2316660857 20.1975482469692 -4.90017426051518 0.433240187165124
"143" -0.937990936711402 6.52055653384203 26.731681186706 -24.4115453185794 21.6328603165205 -5.71764061064397 0.594732294477067
"144" -0.733939076063334 6.5103510551161 26.5759721000381 -25.0149144377442 22.264760787183 -6.32180425650873 0.775296892841578
"145" -0.0355134477203471 5.07109108499115 28.1490133085912 -24.7857587682606 20.8582663720105 -5.31054684534672 0.846528598413558
"146" 0.0331355739924606 5.12490428975776 27.8876637696617 -24.3177623084217 21.247756523278 -5.66858257080581 0.643329719916723
"147" -0.153554839449117 5.4683492779345 27.5961804941213 -23.6458360497538 20.5190554148693 -5.26680923247534 0.610317153941989
"148" -0.177527712396256 5.18149958037545 28.3800092538767 -24.8148110965417 21.584506503221 -5.67661174177129 0.534095946731819
"149" -0.0288347788033147 5.43545310599472 27.6319684888714 -25.213015181108 22.5520336312907 -6.1758827383381 0.449017423843966
"150" -0.397142232235481 5.51731490817375 27.845471859252 -25.5973614461785 23.0423735114818 -6.5759259842246 0.78376374398113
"151" 0.0927969573122158 4.96171880848143 27.4293550177714 -24.6932442043636 22.5019462514287 -6.35085413876694 0.6616984350178
"152" -0.0928043226046155 4.59012148750063 29.2556694055382 -26.5044598045966 22.7678244562737 -6.23104892324491 0.716974313962081
"153" -0.0348167372588751 4.5210380374327 29.1925417808175 -25.9654912117145 22.2068525776771 -6.00775999464191 0.685965806148611
"154" -0.128591700636089 5.24817215903322 28.8652895650486 -26.5107547666858 23.5635321681649 -6.75730654889544 0.780851738216486
"155" 0.207045206999692 4.18485430341937 30.0458640025603 -26.8506544231153 22.6030945209981 -5.85467189260481 0.461636999645598
"156" 0.328909581259373 3.38148687653729 31.5477545736829 -28.8177852201845 23.4010735987449 -5.70541141610933 0.489540064126232
"157" 0.100656618975524 4.17120168530225 30.8710327048894 -28.1236973959744 23.4930994491696 -6.40432868125073 0.857330764057925
"158" 0.187519759288419 4.11477396739585 29.9885527737573 -27.5045636769948 23.3953194832446 -6.25745967403941 0.772371524882368
"159" 0.351322016417086 4.14546243674324 29.954213655867 -26.9713744141843 23.2764409041418 -6.71163784168885 0.918987842523278
"160" -0.273251842241592 5.25518592191613 29.1308008470176 -27.0036985985257 23.561759801278 -6.63162353798967 0.712923752446805
"161" 0.345900089047482 3.90548984427719 30.6022041629998 -28.1952855093368 24.2431503191937 -6.97221706901627 0.65712643064301
"162" -0.39507701558784 4.92711553653172 29.0809506741725 -26.2177805334259 22.6127001780944 -6.018480626095 0.565145930915911
"163" 0.0655806794510556 4.76292034369828 29.538292824475 -25.8247830157124 21.8742543953019 -5.72425615402822 0.537525435934803
"164" 0.377252472635432 3.88532212068961 29.5382677103216 -26.1606899418163 22.8378131808454 -6.36067237734205 0.639361099158469
"165" 0.202162105654625 3.99703096983127 30.1384763988375 -26.7256144437407 23.1681688225635 -6.45605271962396 0.714541156753302
"166" -0.363810069724598 5.77117073362501 28.7469327243233 -26.7919078717203 23.5110810246092 -6.74184250560683 1.07734018264826
"167" -0.0623141011962257 5.32325834387141 28.4039253565308 -26.2743380517323 22.968709992369 -6.1315042402991 0.788758064980925
"168" -0.46668559996172 6.40024127017695 27.1796681252649 -25.1354869161348 22.4660821231566 -6.10643276542199 0.561408869994528
"169" -0.39516391659477 6.06845654708404 26.7975568930656 -24.7243154574116 21.8940781622403 -5.94444758401705 0.833319935723308
"170" -1.14294288080307 7.79614719859488 25.4908206600366 -23.963991341586 21.6490909208876 -5.98511233873371 0.813859791066936
"171" -0.674966145673892 6.84720760973472 25.8977333363197 -23.4711229381788 20.9832757189622 -5.51249129362614 0.737815521823992
"172" -0.454625287432455 6.28622223272086 26.2957833770687 -22.8555141093783 21.1156025953658 -6.00393458057821 0.711972002722155
"173" -0.413748083097195 6.06459230644334 26.4407077385935 -22.7885789228535 20.4165560578373 -5.51919639877184 0.626963815846921
"174" -0.369187907863257 6.25762076167851 26.3839296092766 -23.602095046394 20.5869678008499 -5.13135897860717 0.70129877212667
"175" -0.977418959459347 6.58949898201448 26.6591169012694 -22.9668562774997 19.2642321944638 -4.44423122408561 0.545776771166997
"176" -1.1924177199332 7.5090961487441 25.6199297126578 -23.5459965594881 20.784170566523 -5.74225383113875 0.547570157520938
"177" -1.13745601611684 7.25775113756859 26.1433298003518 -23.7246624140632 21.5486851057164 -5.62187496977087 0.606310714337228
"178" -0.719830810477692 6.97779849621255 25.4414031830845 -23.0837462222475 21.0354648725407 -5.35229702637892 0.561773318137246
"179" -0.394800522561542 6.34526129544708 25.8674716046546 -22.5462930925308 20.5814702147475 -5.81655577945347 0.507711857816065
"180" -0.114029175802783 5.5392131170356 26.5497086012762 -22.6813766319106 19.9553796513147 -4.94293939711224 0.461581726408627
"181" -1.06203913048144 7.29682136383007 24.3758196142701 -20.1577379717755 18.4874526666566 -4.94976489927529 0.475979478421008
"182" -1.065701059834 7.26598138233454 24.1812212657968 -20.9247415380833 19.6342447637866 -5.47734692917675 0.625259967394492
"183" -0.985213702010221 7.71124658297176 23.2246160435464 -20.577741290349 20.331176021324 -5.99550490875182 0.837125991692898
"184" -1.22051293362254 7.19369649526939 24.9586026236736 -22.3721173613935 20.8838330515707 -5.83531333418029 0.767557119721603
"185" -0.0514996450027477 5.63527390199532 25.7661473078539 -21.4979444222717 19.7647887675677 -5.48447056411466 0.362136080384451
"186" -0.952396673345496 7.18346565594652 25.5697247158982 -23.0678267982009 20.90475098986 -5.55564459640661 0.560402086348396
"187" -0.933427975541862 7.10190887401729 24.897168086018 -22.5921707467231 20.9198048553949 -5.6871932592148 0.587557724937571
"188" -1.26744111481697 7.67159683981069 25.418440863681 -23.0638964409115 21.1654013108736 -5.70166760913589 0.44358874840557
"189" -1.29773491756856 7.84442121226632 24.1974638521929 -22.2765896460923 20.4499430897729 -5.21594632168207 0.500207674919793
"190" -0.976515824853935 7.40743844082405 25.6147854183468 -22.7804115656202 19.7239969585066 -4.579676631928 0.386977241584885
"191" -0.806894729925211 6.81121044799068 26.5758752093979 -23.5421568497531 19.8963827793801 -4.55862635049986 0.409793475618756
"192" -0.439915786005281 5.87080087209056 27.057203560444 -23.7424850673478 21.3954596289661 -5.84352955298105 0.624301763284493
"193" -0.35290480824749 5.14778051606662 28.1133381653222 -25.3685761169408 22.260717320476 -6.03593990410721 0.794727383341385
"194" -0.17245461736873 5.31939208573361 28.7175173229082 -26.4850689420157 22.8917371342539 -6.26480147328955 0.925688099839763
"195" -0.743888801083548 5.93637866385019 27.419431592809 -24.8058954770557 21.9891322189703 -5.9565982577038 0.782203218963998
"196" 0.108637168933281 4.50817383909385 28.9275592643117 -25.5297018211263 22.7140276457645 -6.43304306112359 0.766134281941094
"197" -0.585202379672465 5.67013033052836 27.8165960820269 -25.5387865085369 22.5513613620926 -6.17371919208575 0.781066945850544
"198" 0.546796403814354 3.80441214682346 29.6654012433803 -26.0246050228096 21.9215979197477 -5.81739595860752 0.688134297906255
"199" -0.0258685395930728 4.73470700620627 28.6995862165773 -25.6717067798915 21.8434887598468 -5.66956535029077 0.488542579763424
"200" -0.173145306472589 5.56155600795114 28.198418200565 -25.99519760849 23.0004972527587 -6.33634985425657 0.76684050624984
"201" -0.469983020304276 5.68702537473382 27.8600514750495 -24.7841086732078 20.8098952522928 -5.13019821134932 0.579448476528464
"202" -0.372489550363594 6.11999399436752 27.8651613154474 -25.5392081628103 21.7719813271352 -5.73579636270266 0.590923284762478
"203" -0.594358166080767 5.77462670979209 28.2953296542472 -26.9778675779419 23.8349616478023 -6.81066261393955 0.857824443301936
"204" 0.0463581137827087 3.96316723441481 30.162391856319 -26.7115080274204 22.1138856998927 -5.05407119603783 0.351892689866793
"205" -0.359881241442229 5.5453480525474 28.1768474258373 -25.5117457258764 22.0218704660699 -5.17990968037521 0.306113890538216
"206" -0.0177812390709095 5.02153880671239 28.4777274891914 -26.2206215913638 22.863126038606 -6.32114369350039 0.646391460065688
"207" -0.00812472524871445 4.68039096339651 29.6084349510256 -27.3018699271252 23.5800587781558 -6.49506940420665 0.634730740526009
"208" -0.363547219526181 4.82382017410248 30.2461994834341 -27.2344450066152 22.7460177628406 -5.73734973923545 0.516826380973461
"209" -0.288421680746546 5.1312952490871 28.8987343194035 -27.2150073569444 23.8060564949108 -6.69596134427936 0.741690472624953
"210" -0.00521282664033862 5.05101508717487 29.2808598335428 -26.7451508638223 23.2566624201443 -6.36252997163867 0.726174837855565
"211" -0.233462371490248 5.11867662279037 29.438692432392 -27.0797638017505 22.9619400577711 -5.97752533529451 0.632230296719393
"212" 0.175167001590583 3.99879823746426 30.1424927208286 -27.8481759930083 23.1922536286517 -5.88517719264828 0.908265603335902
"213" -0.0713277396087191 4.80321879931493 29.4430720430353 -26.1078883783948 22.0620453625557 -6.08684298589725 0.685796423335181
"214" -0.10878315780624 4.54987342511363 30.0186731524012 -26.7071137874004 22.5536331429553 -6.06959596062117 0.723504143332389
"215" -0.463852068271729 4.86146606442567 30.1448496145315 -27.1465023432493 22.8384452182641 -6.18735061742131 0.871352443784648
"216" -1.05521148821199 6.02236128666434 28.5830860951158 -27.0753085962554 23.2951043796698 -6.31485879490786 0.769320998343467
"217" 0.156656652931774 4.38254340252875 29.2164795551987 -27.1914567121571 23.6876103289131 -6.43144581824353 0.713081103366253
"218" -0.159713029757028 4.72179329994342 30.0911752518993 -26.7462019703831 22.1959886374608 -5.6556426402958 0.380998025471153
"219" -0.302688299107402 4.87442883488128 29.6666888595369 -26.6231219391497 22.7691173572894 -6.02847013455993 0.355350770785187
"220" -0.275959039307216 5.06449295821869 29.4844989443572 -26.5691571589571 22.7385730164869 -6.23769469080889 0.52659511974825
"221" -0.575401130409406 5.36487515891142 28.6751354872275 -26.1625372402565 22.5227432510987 -5.86823986980097 0.652726088761047
"222" -0.219664799969422 5.62428456220107 27.7618579769833 -25.9155757727637 22.9715428868809 -6.03945794125458 0.486761365148926
"223" -0.228732524137016 5.72989956375184 27.8376404798467 -26.2166860017964 23.1453210867777 -6.77935671176795 0.801068650163573
