"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]"
"30" -6.33001402323163 26.8511789999473 -10.3441820330319 11.2344768269685 -1.88964118229385 0.424487000525509
"31" -6.44102406341741 27.1229988708242 -10.1694334927361 11.051547936911 -1.71711083003861 0.313188858377254
"32" -5.56386098088187 24.8483949723314 -8.85903471813564 10.9436083126689 -1.76137254510621 0.303572944833616
"33" -6.13867893503079 26.2336375586311 -9.89811525586581 11.1684806193344 -1.36685869837418 0.228013219980207
"34" -5.90249845280959 26.3002146904348 -10.4473626657524 11.8450103669885 -1.74700962737195 -0.0378892127841528
"35" -6.66549892779566 27.6302070447106 -11.3713048114217 12.1007462331612 -1.77443647952086 0.2565011155273
"36" -6.18504957118564 26.9592271231394 -11.2396570438205 12.5674962141542 -2.59516649983263 0.458642183222174
"37" -6.82718792697277 27.6427936290365 -11.4385498803368 11.3442917250871 -1.6808418188514 0.531384238581153
"38" -6.13904848539148 27.1208142154163 -11.1242951321391 11.7368742332252 -1.69300964238086 0.264963882812907
"39" -6.30154948866467 27.264662666965 -10.8971354498994 12.4003709183564 -2.34389469365146 0.103689774750249
"40" -6.33133554520306 27.1923390247282 -10.2746530441095 10.7087208368994 -1.19601611261532 0.0979309840787765
"41" -6.39147248336686 26.9995666064259 -10.9284552173706 11.7719084094841 -1.52134581427369 0.168776615024628
"42" -6.44024950262059 27.2205287487457 -11.0278665534054 11.7170944121492 -2.06792191266342 0.364049506758295
"43" -6.11534413432549 26.5811640670401 -10.7116031587149 12.1338533792597 -1.75174173620204 0.108520981884263
"44" -6.41150276356516 27.5141064753866 -11.0527385720126 11.3959124660744 -1.53065534806807 0.24882501093645
"45" -6.10813577307114 27.085248159317 -11.1792319924611 11.4635869259294 -1.48103191240989 0.380869286214099
"46" -5.94711333334127 26.4173159090629 -10.9793271041555 12.1042803210815 -1.87582619515142 0.249807748535408
"47" -6.20575200830732 26.5119440771482 -10.1814793261575 11.1113602698609 -1.50163907100136 0.428296825114847
"48" -6.22611151852663 26.5242631647979 -10.0260328206576 10.8004837737491 -1.13991011213845 -0.0017027263378192
"49" -6.42799415712677 26.8346750842309 -9.07559961710088 9.44416833804826 -0.776216317702227 0.203897896162803
"50" -6.4691982544359 27.1993539632001 -9.17175506061548 9.54429800791274 -0.547027580386978 0.0287984623693461
"51" -6.55624223733365 26.7145724302236 -8.78112084122063 9.39524194154789 -0.777266083966381 0.0923596150426829
"52" -5.9154726616917 25.5952542013635 -8.87903758540755 9.60678883545972 -0.541652903398141 0.110727489919425
"53" -5.5207072351325 25.2917187324209 -8.31064456347437 9.49083423035872 -0.607627106177159 0.0978028588631082
"54" -5.50344632639781 25.4992699238809 -9.16111807812038 10.2707901269554 -0.983452846320205 0.293531739377948
"55" -5.75213163925633 25.7010167788164 -8.6618350001839 9.78253112322798 -1.15054281302743 0.0737676697361691
"56" -5.8972819072067 25.5082329866445 -8.33436318471321 10.6983187772519 -1.50374181355386 0.218696198163965
"57" -5.87022581796705 26.0382018095835 -9.29663004446315 10.8759862370809 -1.56793483026723 0.0923256450117211
"58" -5.42861681775329 24.6012335440047 -7.72420081031869 9.47038775367543 -1.02188333389661 0.0773421229532628
"59" -5.77741275340184 25.3687486374524 -8.49287309149852 10.0415935820531 -1.1231834181451 0.14906931811031
"60" -5.86646807549205 25.5077005170205 -7.44997054632766 8.37350906332943 -0.240562981708714 -0.136964108815317
"61" -5.75001788431725 25.4369774196021 -7.8416819082177 8.74608078331494 -0.489942641804292 0.0977447426434787
"62" -5.51166005841959 25.1722962016378 -8.04647052411454 9.9039609616992 -1.22994852651435 -0.112803158392278
"63" -6.09601518421721 26.5315254402408 -9.03755581672694 10.1062022747034 -1.29296462785375 0.298784732617365
"64" -6.15975655420856 26.3160461898589 -9.22134174419837 10.1509728416541 -1.11614332628418 0.177116634813454
"65" -6.09263727108213 26.5504447865324 -9.37680636125265 10.3105093300646 -1.40982853560436 0.337558520334439
"66" -6.05027477879154 25.9296954628023 -9.47797756217766 10.3895426634825 -1.38826894686088 0.268967993654518
"67" -5.57002404684428 25.2934919322892 -8.73075231203755 10.5280852762444 -1.59572496164927 0.266434831466327
"68" -5.83945922379464 25.3819676222391 -9.05717134412668 10.3076985963452 -1.18981799012529 0.275724759158751
"69" -5.41051729947567 24.8245331896805 -8.30546078147067 10.1945421462491 -1.42380752803269 0.14049633419962
"70" -5.89716833921154 25.5587426344924 -8.91492670603538 10.1981232753894 -1.16418990207832 0.240580604919402
"71" -5.53438796267443 24.9538420536192 -7.89235948215897 8.944672320179 -0.555730551579151 0.140090040769346
"72" -5.33183556756614 25.1974058283943 -7.90993018650343 9.37766823834181 -0.773093338666432 0.241197684837084
"73" -5.46101010215985 25.1431004695536 -8.23077708963269 9.59798476521854 -0.876876841746314 0.161414516779665
"74" -5.80647719232472 26.0310666793962 -9.0141061880335 10.0276355294703 -1.29326702105655 0.342069860571519
"75" -6.25220986019634 26.4252269955073 -9.67026430533934 10.5523879243729 -1.0993756336446 0.0770872484377407
"76" -5.68631446510712 25.8996215253976 -9.55042131510779 10.5832107031405 -1.51813465053438 0.379866158215385
"77" -6.30911466434568 26.5359934059798 -9.58786954126352 10.4109537963099 -1.35634167891527 0.486828543542681
"78" -5.94159777819376 26.9502049062571 -10.3647047583579 10.6473421215678 -1.43412115359518 0.0571218493402438
"79" -5.87599247522466 26.3351054077528 -9.43310552963563 10.2635357345599 -1.05930841206005 0.135166080945401
"80" -5.70275399371249 25.2368274891306 -8.9811300500539 10.904745987083 -1.96735072887342 0.382635800376808
"81" -5.50086659863719 25.415497258853 -8.81827191084481 10.2398446305655 -1.04073723120097 0.145808503304164
"82" -6.39378882195251 27.1458207876478 -9.8251547856527 9.93079825116089 -0.799919292261305 0.0455355696035056
"83" -6.81702673866937 27.473674582233 -10.1793368021923 10.9694112355261 -1.03907500503659 0.032595072120641
"84" -5.98803131634999 26.6487428668538 -10.3098730287425 10.6085205257432 -1.06615490603308 0.199054595470294
"85" -5.94601710414404 25.9146567901007 -9.39251178000868 10.7323821647853 -1.42475116787569 0.215283831907409
"86" -6.27443582562513 26.6195424678531 -9.15696167859685 9.69607457744132 -0.769040622921291 0.12040680801901
"87" -6.38931204652625 26.7451572910016 -9.43127395009686 9.6432148816002 -0.597505750527756 0.212526515586496
"88" -6.16956316207132 26.5546592527673 -9.53228043282478 10.2798492844404 -0.953651447381735 0.0127268189944226
"89" -6.36998354208247 27.2575822778825 -10.2083756191932 10.7763544831816 -1.25441574687305 0.251906758997236
"90" -6.32994460181068 27.2881594117314 -10.5931472428951 10.8827658017813 -1.45527003769231 0.00104559553841213
"91" -5.74316049146225 25.7640335254577 -9.12627130561744 10.2032460293938 -1.06108159357193 0.0609610200808561
"92" -5.57590825608739 25.4705069692226 -8.03060426172125 9.18052512974915 -0.610809918510543 0.0222534770077018
"93" -5.51643211181434 25.3016008643036 -9.20705758471553 10.327585075561 -1.09122623230193 0.0594782226591206
"94" -5.10820332771959 24.1966863323931 -6.65394316742923 8.40824118940967 -0.275858765877656 0.091345089907763
"95" -5.19523713455624 24.3106872777317 -7.67762108400193 9.39792839483777 -1.23701379847284 0.184227121732218
"96" -5.51953600830453 24.8802100047904 -7.53659951941076 9.23677551289252 -0.735078360126215 0.201977359994858
"97" -5.71775033059152 25.6988387920395 -8.23768031289784 8.7694745687664 -0.393036134096047 -0.192125186571413
"98" -5.93364644885362 25.7615559422991 -8.67248394326326 9.61968757031645 -0.912363722314042 0.152252348320455
"99" -5.74042999251778 25.3205612809788 -8.39143127773559 9.18145641360052 -0.326717002845026 -0.0702787639466163
"100" -6.05532415638963 25.8317937547526 -8.52416397981277 9.92986274256835 -1.29818640510355 0.246806025029926
"101" -5.68036683897049 25.7409930618879 -8.83066741633563 9.93869463655293 -0.706794351407237 0.0513039355956951
"102" -6.38059927662049 26.8620761391137 -9.04361033687116 9.30144001877121 -0.492509602331455 0.0861599352736905
"103" -5.86143238873774 25.7841361621637 -8.2779109744235 9.00460079218289 -0.308732069212045 0.121861612860909
"104" -5.67744239711219 25.4208240981832 -8.49426090242458 9.50763432774994 -1.02051403997801 0.162820797642147
"105" -5.98877113002708 26.1470337852548 -9.01034278062284 9.82654427156905 -0.956692894472408 0.146996774024821
"106" -6.00481210072573 26.360329496568 -9.07435219911974 9.80801995683714 -0.930512071798034 0.135633780949166
"107" -6.45420038118903 26.8849203201892 -10.1017168334151 10.7281411860388 -1.20022835259005 0.143716232740709
"108" -6.12180120357468 26.7628467790511 -10.0035990783508 11.202990109505 -1.91587982063945 0.350970463793456
"109" -6.15584571105604 26.7039261205456 -9.93305346969266 10.8430343853099 -1.41861684378932 0.315262600832592
"110" -6.09161179517877 27.1060282663866 -10.3240891460168 11.0121342733338 -1.19861193643724 0.261667379704205
"111" -6.13686531814263 27.2051267517251 -10.5537630518465 11.2346607120468 -1.42079339977401 0.291767148386835
"112" -6.42241002900627 27.3362957728329 -10.7262694437476 10.8914637034674 -1.17851010920903 0.247572814666499
"113" -6.51247667273815 27.2923561857536 -10.3733552100017 10.52625241026 -0.696236513349552 0.0559512056361035
"114" -6.0219425013278 26.282303523347 -9.33456595448275 10.6160103017575 -1.47442186652579 0.411137334930959
"115" -6.24208610822074 26.4415990680525 -8.74080639778491 9.55443002898497 -0.778906491143287 0.271500327455364
"116" -6.34036774317561 26.2124879019114 -8.24788821716066 8.93395252354263 -0.351505854657242 -0.130849136129277
"117" -5.41570797629433 24.6949683916238 -7.80837055268938 9.6234153132357 -0.874329372265149 -0.0750782034973434
"118" -5.80308898715796 25.4515762298089 -8.57304729372783 9.94211830587389 -1.01388908689643 0.138531599447173
"119" -5.91774211379978 25.9314363122687 -9.70458172220778 10.5654970270937 -1.1042495230773 0.234786081336373
"120" -5.4755435789589 25.5099936211593 -8.82586751971456 9.77254311231337 -0.868834415788953 -0.08787095056041
"121" -5.47859907055664 24.9855054425689 -8.09339304463763 9.92545055997939 -1.29360034305253 0.284920290969004
"122" -5.01717369078699 23.6881105889204 -7.23755234723756 9.27623011507188 -0.734418175354554 0.185396593362941
"123" -5.37397299788146 24.5898183471941 -6.68976895337117 8.59643454629884 -0.721624796032741 0.19263545474118
"124" -5.19048983122447 24.3598441769913 -6.48332831877862 7.70826427996935 -0.122037447823749 0.155885929164699
"125" -5.30257392434887 24.3481092182262 -6.44787052517512 7.8894147293912 -0.495011734074051 0.273511676377761
"126" -5.45594622952935 24.6281084538627 -7.87752680371325 9.80688937669921 -0.697989525069321 -0.0397559827522041
"127" -5.5936030997418 25.3970581964956 -8.38015237167633 10.0640162410177 -1.22701852420105 0.0737749403738963
"128" -5.72156894565309 25.8616329084995 -8.72956073672126 9.58080413007784 -0.923784576204478 0.344660018011174
"129" -5.68707677599442 25.8721053152781 -9.63291184933545 10.5869304464873 -1.10508979739199 0.0480284185557406
"130" -5.92114121972478 26.2546066602929 -9.6937025899329 10.5927757242699 -1.14141728123353 0.0675840045750398
"131" -6.44907809361673 27.7630526287251 -11.1438283657649 11.1662225051917 -1.02722669128701 -0.0129910573340346
"132" -6.78431672252506 27.5206989659969 -10.8398367585978 11.7558051869648 -1.6161075578652 -0.0547924827769159
"133" -5.82898349559771 26.4430430766828 -10.4330378244946 11.7224727398104 -2.27661394105566 0.321178759993892
"134" -6.47124185847553 26.955427271731 -10.8923577137204 11.1708228947667 -1.55760291471762 0.328794858962266
"135" -6.17827831701289 26.97662301789 -11.5041812249562 12.3042422466415 -2.02499715306397 0.215057076338
"136" -6.32795556523492 26.9350748194212 -10.9407772496032 11.737604223732 -1.47387435723516 0.0591094978004243
"137" -6.62669001783161 27.7836235709844 -11.747593459316 12.0636013730906 -1.59421732731658 0.0708655033081184
"138" -6.21824800212752 26.7571955364451 -10.2856581553674 11.0600225651286 -1.6052760174668 0.324377117372492
"139" -6.31533962480676 26.7159528765148 -9.91072267019082 10.7211924026644 -1.18582856710882 0.0459013135528471
"140" -6.12164046886358 26.6917710596606 -10.5549352869405 11.0147068831976 -0.928122481948635 0.12302172515844
"141" -6.04404577226431 26.7508781965815 -10.8747894431554 11.3795311632742 -1.53899283424187 0.141183943135921
"142" -6.51059174516772 27.2807850108955 -10.6838548922985 11.1659278799818 -1.39098907366127 0.14723744549106
"143" -6.39565924654776 27.0618767062567 -10.2108346933696 10.5874517113631 -1.2546087680032 0.0167026747901134
"144" -6.50134406830143 27.1387323663191 -9.89341707823744 10.1936325086961 -0.815945939215352 0.216867241648124
"145" -5.31972959656723 24.8206671916864 -7.05910674042373 8.34124189399736 -0.372147220825649 0.155014140856702
"146" -5.471025561824 25.4211007820198 -8.24503740095705 9.45450459221668 -0.975248242015106 0.136229528159072
"147" -6.49711413892501 27.4014012611181 -10.9599180550332 11.3678412506074 -1.78843469513143 0.271857491108595
"148" -5.55305447944369 25.2562011533896 -8.86805337439172 9.86958642880876 -0.826985493896884 0.186438708630693
"149" -5.09191622453394 24.8474252965611 -8.1868919933993 9.40386503344388 -0.796719387905253 0.119739033424254
"150" -6.04068751767589 26.0806061629145 -8.73321448691791 9.51973965232641 -0.628088368536626 0.106551522138542
"151" -6.01135759577542 25.89575505066 -8.34497883904832 9.36565094544088 -0.635961387787184 -0.0741852507808296
"152" -5.7421641008177 24.7850602746637 -7.14609782284394 8.29684650353737 -0.354173056092504 0.00560911862261338
"153" -5.97524427314225 26.0378540869189 -9.21217007216148 10.470286183768 -1.20275207664034 0.171669408720371
"154" -5.77839908924502 26.1108114882025 -10.901289598021 12.5549239763868 -2.31163612694789 0.291485994297803
"155" -6.19404896306387 26.6501747385992 -9.95134388840071 10.6910607105527 -1.32753144390567 0.287547757574576
"156" -6.47797074121044 26.8295518971457 -10.6102480375167 11.0587805581464 -0.980299198392006 0.189556157001085
"157" -6.46204453665764 26.9760050165565 -9.85959357766985 10.2307177037576 -0.822454388769143 0.137224733158055
"158" -6.16518596268024 26.1447751906527 -9.03798853827669 10.066132930893 -1.14693496029925 0.113640132431742
"159" -5.8145825707328 26.9732775128378 -11.1802918369477 11.8950039425374 -1.82401617900381 0.391356547435939
"160" -6.29797998386434 27.6308597756506 -11.891209300519 12.1899069728261 -1.66860112732454 0.154956168017863
"161" -6.49701429836727 27.2686402392296 -10.5411209313671 11.4536774957165 -2.01207754540065 0.434662138867174
"162" -5.76024370111695 25.845133767313 -9.07903061717003 9.68041381220719 -0.191219441679138 0.172720750241363
"163" -5.72468428404782 25.8353992745129 -9.15300796423358 10.0806343572548 -0.446387964305719 -0.161307383145855
"164" -5.99248241531602 26.1923925241963 -9.30825337607837 10.8284886954159 -1.55029864669005 0.10987676690375
"165" -6.69750603986156 27.5411036521899 -10.8667814687873 10.6883148304021 -0.672718079684834 0.143610242384837
"166" -5.72964195953698 25.8913630294552 -10.058676072467 10.8001891226274 -0.988053099012483 0.0346308873419503
"167" -6.25516410439975 26.4603097142851 -9.80059123809901 11.1430182924205 -1.72990840085095 0.033388413310607
"168" -6.77601220760323 27.87032315957 -10.90776771956 11.1093009254024 -1.28593856641681 0.0854618518620761
"169" -6.38067599125667 26.98457907954 -10.3072156773818 10.6321592743388 -1.37894357062334 0.209295750446651
"170" -6.47505706560221 26.7694822127474 -9.44390060744567 10.4604603639024 -1.13434828273532 0.0726846336805236
"171" -5.69923837401251 25.6674963916884 -8.81963732932256 9.88163553566818 -0.976923987335728 0.314113442327469
"172" -6.05115176382789 25.9724444721876 -8.97331979816886 9.68084147014681 -0.790429679903998 0.245465142988965
"173" -5.70567353400861 25.56227800745 -8.91851043469273 10.4100614531281 -1.58551182618319 0.3680859018305
"174" -5.87616803412992 25.8539559277063 -8.88692802146434 9.62690094608016 -0.696606262230917 -0.0128494145933274
"175" -5.66088301606315 25.6370942080872 -9.3436150827993 9.91605321365923 -0.610529953304888 0.15249677878946
"176" -6.13192736974369 26.7689506210897 -9.88008760848401 10.5466033966079 -1.05066962932847 -0.0490077559711077
"177" -6.37414825987906 27.2758960257524 -11.1793561267313 11.9479563131664 -1.79278978056644 0.134566092000127
"178" -6.32072030600045 26.7735435190478 -10.1775114178977 11.5814670667605 -1.95150147337592 0.168772204684728
"179" -5.81671091666853 25.7651281298297 -8.79998710873253 10.0232162232771 -1.0510252746992 0.219670755808451
"180" -5.60088858733521 25.0402245713099 -8.11748192248804 10.0427547377799 -1.78421978661489 0.56855772413453
"181" -5.34080161213389 24.9035499175177 -7.85734190101025 9.26715891409557 -0.561417450802458 0.21322951119556
"182" -6.20383794554075 26.4876838942543 -9.93004993596956 10.9229557493337 -1.26058212008509 0.0495474238042304
"183" -5.7146356386757 25.6239013084748 -8.43021920245972 9.19572113214324 -0.722543553859118 0.0675048774366493
"184" -5.36839182285049 25.1362393856223 -9.48397207798823 10.3974730086323 -0.553165694452104 -0.0727151826127763
"185" -5.99163900296765 26.5817055085059 -9.95771703117682 10.795351761617 -1.16534904617807 -0.0175815463082711
"186" -5.87684753847414 26.2644130664774 -10.5929999256847 11.5178007688733 -1.79685447749584 0.304260627580857
"187" -6.35494005078727 26.8587505580107 -10.4506494861801 10.992493532253 -1.30634686608659 0.0802964423990993
"188" -6.48783302652653 27.3644577776362 -11.5594531418393 12.3373100314298 -1.87560924638412 0.274358412221359
"189" -6.35797315336329 26.9958103113273 -10.7155734812446 12.0017380950421 -1.90933153841229 0.220091760833069
"190" -6.29549546061144 26.6734979567262 -10.2808605856321 11.3631554351832 -1.59085929200276 0.311055745294945
"191" -6.1353646507112 26.5106324481906 -9.889654688265 10.7409254205095 -1.09832739743507 0.16335767954148
"192" -5.67649322227009 25.5899145399946 -9.57529086001582 11.2271900816319 -1.67955299743173 0.373755485162031
"193" -6.3247050790213 26.3798243930257 -9.92755533263568 11.0732517278157 -1.35580615423549 0.131429088736373
"194" -5.51749621551939 25.2814781739939 -8.72743161357191 10.5807550248692 -1.68597459007362 0.25323039019779
"195" -5.60936882374697 25.2751509001277 -9.10005652627039 10.3928240478266 -0.984309753328216 -0.211554780770928
"196" -5.94893396833702 25.7295926986935 -9.13191287267827 11.0541800166056 -1.97376333601444 0.314959750524082
"197" -6.13532596588061 25.1770288201286 -7.97625144664409 9.30469398448914 -0.536430528500926 0.10606676502265
"198" -6.23777196964395 26.2548766959621 -9.07638633881202 10.0364276157538 -1.12450346868004 0.194191728757095
"199" -5.94966649914447 25.6191438781676 -8.00650396268313 9.29081162624161 -0.774855496702294 0.0248485592769076
"200" -5.8634699546651 26.6206828903789 -9.92473066002518 11.1575830068102 -1.76206683591028 0.153788884548022
"201" -6.6360340548847 27.2590861436563 -10.4781056814463 11.4522486647498 -1.34702198584341 0.165640809492795
"202" -6.72012435828947 27.4293085545557 -11.2612507811319 11.61392180968 -1.61021804712353 0.155714490499084
"203" -6.56713502585855 27.5625635906589 -10.0062637411222 10.5654752731046 -1.37520293199981 0.229370128182547
"204" -5.89529355016711 26.1749851196521 -9.54488689958813 10.8411518546122 -1.46781382019114 0.276371132617202
"205" -5.94711487844956 26.5483041903696 -10.5908688263312 11.2539911939209 -1.17671980801823 -0.0598842401078514
"206" -6.32682371733331 26.8397802104695 -11.3152218840985 12.2186004292916 -2.00246393733268 0.489869867129846
"207" -6.45942672360451 28.0678384770259 -12.0714778511048 12.2853673806529 -1.95890197023352 0.441667953959584
"208" -6.23106874783952 27.5689874517062 -11.8503570696457 12.5587833909027 -1.98343505619738 0.232687848514636
"209" -6.86562886975679 28.3035680529353 -11.9353819726164 11.74932789402 -1.48279468922865 0.303695696970942
"210" -6.50589172700557 27.5831644415309 -11.6628941866924 12.0897832039988 -1.73812782127392 0.112056855248731
"211" -6.57402512955996 28.2138767371327 -12.8539725880941 13.0644775260254 -2.0360082110634 0.0545928547451251
"212" -6.7873274786038 27.8880314698423 -11.6448471939813 11.3199867496129 -1.13413694896327 0.114752048943161
"213" -6.39695597385945 27.0333784352883 -10.8245465221039 11.9298695439628 -1.83592173788192 0.219517513275485
"214" -6.49370846739229 27.1401663994538 -10.3779429731135 11.1287114236295 -1.51045263133353 0.306816295039878
"215" -5.89129661257403 26.7039444838365 -10.7198587273242 11.5981833855004 -1.79037852702112 0.258217747042662
"216" -5.782469993529 26.5220025659949 -10.139233564016 11.0760243194711 -1.38868392594046 0.112325110433759
"217" -5.95278843515136 26.3724922041517 -9.68470953936242 10.9971105799959 -1.78017568807954 0.385480380898308
"218" -6.44725798707592 26.9022107060613 -10.0616661525984 10.5206774034707 -0.870462530721995 -0.000855800940025228
"219" -6.12845875927077 27.2387672209632 -11.3903883124108 12.1068648477064 -1.76201685548559 0.19642699733625
"220" -6.04153362295838 26.6723251170465 -9.46264628811376 10.178600298934 -1.10641335804787 0.378414363625194
"221" -5.73703341842111 26.027637564078 -9.39352073257999 10.0528981352414 -0.791512869193553 0.157312920228957
"222" -6.28694479612336 26.5233772437504 -9.94684723484818 10.861092221724 -1.57964075407243 0.514735913478811
"223" -6.00634596083675 26.4880038924958 -9.68558643213603 10.5674654028902 -1.28290430656503 0.121883085854146
"224" -6.11302443245772 25.9321413100687 -8.89665970363416 10.3059803692703 -1.24498666463157 0.0950531366734278
"225" -5.83317116011016 25.7330790919805 -8.53483215819857 9.79989659258728 -0.851360631466928 -0.000919939715859144
"226" -6.11821358195174 26.3309933062511 -7.69400538136212 8.51958975656221 -0.412510973824934 0.0684377333418378
"227" -5.43587216216259 25.0474457877442 -7.8432766665991 8.65590900532334 -0.127979110406338 -0.0329727855236864
"228" -5.4994389900773 25.0390147991174 -7.3475349732579 8.97649645302122 -0.914060533837496 0.36398734328756
"229" -5.89532216631685 25.9087338681627 -8.09214893638714 9.10183243070788 -0.398741355381947 -0.279172698547561
"230" -5.88750426027794 26.1199031516574 -9.30081884385651 9.70174177154193 -0.899772523202808 0.138734824163863
"231" -5.93871916993361 25.7995949632539 -9.05575707205208 9.99005698550158 -1.16834009073343 0.199740003760555
"232" -6.28224709557635 26.1765106113656 -9.11560232539195 10.8160603300423 -1.71720392151448 0.0616225120868463
"233" -6.05811538630996 25.7660868583694 -8.98004293836702 10.2323272307702 -1.02124300077968 0.0977803102587494
"234" -5.68718395172227 25.3526800767238 -8.27868600375352 9.71076815537212 -0.752418236877423 0.156739409771989
"235" -5.68083621182274 25.3972460272836 -7.9979229791859 9.51486067205157 -1.3094911871437 0.224092407310562
"236" -5.01091309070766 24.4117499238321 -7.43935356646986 9.16247648168044 -0.853000914914871 0.138232925334866
"237" -5.46114569229285 24.2584704863296 -6.8100384916538 8.06326360919725 -0.38176730476234 0.023998014926301
"238" -5.75393852863064 24.7420492069088 -7.44427139217168 9.12389156231046 -0.742183854176219 0.0275888492735426
"239" -5.24229326768616 24.6035011635262 -7.57978701526278 9.02057560439645 -0.683517109828725 0.110118910832093
"240" -5.61413192796674 25.2947210517534 -9.16195381431615 10.3722280710973 -0.998152472362145 0.17829791913649
"241" -5.57639124338058 25.2729531310674 -8.02560265243757 9.06278341009662 -0.754110029384452 0.333141455090808
"242" -5.94710625197516 26.0435144925479 -10.1840483205651 10.9183349975845 -1.02522406920013 0.0177384784277118
"243" -6.15158413731371 26.2240470540137 -8.96245116070479 10.0004051655715 -1.21711625423005 0.213035058625664
"244" -5.41510293838305 24.9371866051079 -8.0449950075641 9.63280204966265 -1.15861977586197 0.117710716705501
"245" -6.08823124057838 25.975057526313 -8.48687267419963 9.73540595937144 -0.868144301005529 6.47773800062021e-06
"246" -6.21121770701453 26.4074069573246 -9.26873649932771 11.1714345229503 -1.88614778947322 0.190774955224895
"247" -5.74747100439189 25.1778129235474 -8.16748754551835 9.43224780459238 -0.7959771280872 0.00536059181441441
"248" -5.9514562219886 26.037164943884 -8.45142364471717 9.21275967451361 -0.992325642296411 0.307096239232553
"249" -5.93852828657633 25.2766274243116 -7.62288734777856 8.26781285980772 0.0258075781566346 -0.0530224111273585
"250" -5.49000560397615 24.8380736320144 -7.19889328689394 8.71769062531112 -0.896911587101642 0.264824759468683
"251" -5.08751746594191 23.7794692080941 -6.28280758356884 8.01930031160833 -0.249411553242642 0.0471702762716609
"252" -4.95455302243975 24.224740576962 -7.07458733687228 9.70571721805426 -1.35137554636632 0.125395004231544
"253" -5.38921925726062 24.4361360256697 -6.71633665887514 8.47286274894571 -0.534564558574177 0.110713868467097
"254" -5.53015636215136 25.3790719206252 -7.93135157623166 9.13020566945121 -0.678255332650728 0.271385085418495
"255" -5.72686640592177 25.1675556633828 -7.88091545040303 9.33960463594238 -0.933991300855781 0.131420150113963
