"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]"
"1" -0.764647581031812 2.93461808343529 -3.89703332303366 -1.51009632871773 3.22908759511309 4.78826470317681 3.33379213689589 -2.46057099424836 -2.96720529037994
"2" -2.59353901247601 11.0025624480416 9.05094804599549 5.32771406005911 3.48992078798714 3.49479872176972 0.889863668646091 0.868947036628879 -0.183544637299433
"3" -3.62516579272516 9.90772458554855 13.0246160799433 4.10526906468471 0.634497185675267 3.08639727666282 5.11146576939315 -1.97164910500333 0.292974028610182
"4" -3.25662523412639 8.73531108175919 15.6657890077071 3.50308864382791 -1.77726972246723 5.33948540665187 4.93199041209647 -2.9599338686373 0.723058234644356
"5" -2.78083909845622 7.32830452392241 16.2444079549199 3.93559421804134 -1.74776390616019 4.16217947929811 6.02237948594919 -3.06834537499066 0.566425666650676
"6" -1.64882931856202 6.08279485102487 18.5159338153232 3.14822016564283 -2.88506647558325 6.25399126115249 5.38217655724856 -2.94810668175374 0.529467834833808
"7" -1.6211585959667 4.89920941433676 19.8100487754966 2.06481751941996 -3.97766561157328 8.14055720632278 3.38910458206312 -1.81168132466467 0.559814722660547
"8" -1.00454968076239 3.87491116880496 20.9249624973583 2.7001670425351 -5.40741049448722 9.04977108946302 3.69794442221812 -2.82765705820748 0.587950434056381
"9" -0.182250666929102 2.52589888583625 21.6912239182839 3.11698987516797 -6.67860211097551 9.9089435053692 3.27747090860801 -2.02110386676706 0.402160912067635
"10" 0.942857008282232 -0.076547282184182 24.7665211096206 2.04783044525539 -9.17434030048691 14.064282665176 0.563280498975759 -1.55661682652229 0.581940605350725
"11" 1.12367143076294 -1.05347757942177 26.3953618268849 1.79687332360532 -11.2769307722667 17.1237466481169 -1.0678001555042 -1.46867321885191 0.705523644417248
"12" 1.47887072728742 -1.59659336830496 26.863065085094 0.835465447168078 -10.9359855880754 16.5915245472556 -1.52212079774586 -0.354393185720128 0.292591918657771
"13" 2.5122360559837 -2.82686075734422 27.7851056481209 0.950983158279825 -10.3644007310112 16.1876818062162 -1.56302186551748 -0.274044936285277 0.220035437860399
"14" 2.25861963628346 -2.47118177445881 28.1147829395041 0.990833960459092 -13.0948818551221 19.6622422780672 -2.65446340312069 -0.743736808269804 0.425356295708824
"15" 3.13710711619427 -4.01502585930633 28.2942868730059 1.81385170769289 -12.41405903899 17.8568034555092 -1.90193604611659 -1.14051346477283 0.518330743557111
"16" 2.97878425834887 -3.48836904208438 27.7879452141048 1.12949747443671 -9.95097772438446 15.3193849341183 -0.640757274485114 -0.673582618508558 0.183294805898792
"17" 2.50219523571973 -3.71882217102549 29.9517779049951 -0.37900532110373 -11.40662378358 17.7421774939594 -1.47975391726658 -1.20219782658432 0.357873524735918
"18" 4.03344289251346 -5.66248082697179 30.4726267514822 0.47152531385121 -10.7821848988408 15.4358877569404 0.32402603452212 -1.15011380171435 0.467084080571345
"19" 4.14635946946198 -6.26587990130848 31.4494947783202 -0.326915321667452 -11.3209364941457 17.4430991751863 -1.68800794206845 -0.662369050213826 0.0837071881137159
"20" 5.30001224194429 -7.37573732862315 31.422869177725 -0.115279560764796 -10.4185503547378 15.7492996780914 -0.450350529576159 -0.982446250612295 0.288318951536612
"21" 3.98712376255374 -6.61878808152962 31.8979881896105 -0.359305354893726 -12.6147168539968 17.1794171380602 -0.0785802397239076 -0.825254628169122 0.0590436147714189
"22" 4.91411031526277 -7.43125076548891 31.7106332979401 0.372347935206127 -12.1284091819024 17.0358959835139 -0.885627867339731 -0.801511698999282 0.37294147555451
"23" 4.58849025807058 -7.50256712652137 32.135105129724 1.38404699880929 -14.5728703621327 19.6594178412596 -2.02615241773 -0.728726517654671 0.335433038617751
"24" 5.81201152013147 -8.66623967203442 32.7062392635587 1.18524580833411 -15.108147326766 20.8267229115402 -3.25305603193583 -0.611221761435471 0.299592456314511
