"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]"
"1" 6.57250176844688 3.67294469602146 -3.868016624794 -1.58574959663236 1.58282975338433 4.04994724634712 3.38323652238713 2.40501573188501 0.663210029967632 3.50205711285472 0.811597666541308
"2" -1.61319892525497 6.41417520601189 7.89348557195281 10.710651123105 6.11184098194419 0.956328116100151 1.42348176396855 2.5819281532599 4.84267548815606 2.56077597398799 -0.198842774080009
"3" -0.323101836534015 2.9881424592474 9.87312407839651 16.5269711544531 2.6571997105465 -0.518433399383179 -1.35134710933381 3.37846428854931 11.8447247702066 -3.19717855332907 0.723074007132461
"4" 0.547656236634015 1.35109970497523 11.2130357710707 17.1099299676872 0.242961307777196 0.0356273462344006 -0.0884177459344114 3.26002241783476 11.365878895838 -2.53539130920887 0.610973245200806
"5" 3.35291912238346 -1.3529139476777 12.102917168944 17.0948892112442 1.03111109396239 -0.0176954570913731 -1.67746880911686 4.14603038877624 11.5904217270694 -3.40806367917418 1.00822027168289
"6" 3.3948554241653 -3.04337161692618 13.8881327526145 17.741551886927 0.368205272699575 -1.48179776062891 -1.17546180598778 6.52858742964466 8.82215566919167 -1.93937914172625 0.352427028328064
"7" 5.42202976425762 -5.66672139966859 15.4818057363472 16.3055529598965 0.955778440437164 -1.28544983717167 -1.40087973482607 8.13114354113354 6.29313051702793 -0.877537403384174 0.7502382974722
"8" 6.14489833692398 -7.11063254602663 17.3092542309669 16.1876026046137 1.3346801714244 -1.93342614134764 -1.89402764829208 8.1946606111486 7.49482382528205 -1.51316691287448 0.661245202274523
"9" 6.86790276241479 -6.48273705823364 15.2833641919322 16.6957397068189 1.78419131707299 -0.262637380141944 -5.72435610200258 10.516862329095 7.41895484258469 -1.95621785573983 0.608246546651602
"10" 6.62370661804169 -7.00892409067617 15.8213152607781 16.2592025867954 2.19416505245823 0.0348106046715521 -5.61873219574418 9.90614353594004 6.88132456400109 -1.17510873724365 0.728462089377221
"11" 7.10906343387664 -7.88493468554474 16.8924199581312 17.6273483213858 0.601695402322051 0.0424348921065263 -4.06767741850001 8.58408800100438 6.68673362609614 -0.549013754858489 0.490915331378262
"12" 7.54912325472391 -9.2392960844442 20.1375023103441 14.1560010506276 0.540229065111106 1.11308768179635 -3.17188495545198 7.6056155610819 7.91547489698437 -1.8080576193387 0.572712191236623
"13" 7.20545738860326 -9.0379322228862 21.3877787333296 11.8315104390255 1.63278441437119 1.24759840101195 -2.76301296358664 7.17777442804107 7.9148361179749 -1.97979433939088 0.720104479495331
"14" 7.46639033773125 -9.94687821194434 22.2030829320899 10.9033849156764 2.5819381022283 1.2389320893526 -4.4815246462754 8.75288192091454 8.4447274380427 -2.54780983942416 0.780377464538483
"15" 8.6268941965289 -11.8193012325622 23.5728091297226 10.6881508299192 1.95248421489227 2.52552187444538 -5.98324683033012 7.94949388083783 8.86722828990019 -2.24621394548235 0.748257864776385
"16" 10.6751045726945 -14.2736595372424 26.5891650688845 8.03178634442112 2.7024313791884 3.91198557927146 -7.75589915061771 8.59007442143098 9.45099100490478 -2.58803672509589 0.665281441049649
"17" 9.64493356948552 -13.963991934838 27.4027412515088 6.2735359406345 4.73851039812687 2.67908317152014 -7.41349519018056 9.59855916471057 8.44756632042228 -2.52338150648433 0.844738153036982
"18" 7.79169616263202 -11.8986454528061 27.8319676155037 3.31438376399083 6.57927970743127 3.76412188285994 -9.06838422936719 11.2266604919947 6.54479509222127 -1.8788373300195 0.488433626076805
