"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]" "mu_xi_boys[25]" "mu_xi_boys[26]"
"1" 0.754002732321374 0.234040217810918 0.0419338362524046 1.12465895666158 0.0605133094255389 0.529520034896996 -0.00807798414005634 1.18695004534902 0.534077295887469 -0.788302872108302 -0.881563983663478 0.393625006776632 1.07875896045179 0.786175516020794 0.857607827695174 -0.326565716218228 0.459376610654702 0.226530800383008 0.215892415521779 0.915479295602865 -0.061613801242988 -0.435937343108489 -0.77459227843361 1.52226291215484 0.318821066750904 0.431992385114886
"2" 2.29833808553649 3.61001760800911 1.86482484707788 1.15385134403847 9.03793394251637 10.7035276969504 8.41130026672939 12.4793076836903 5.52331467449647 5.40291674295985 0.405019553012857 10.7025819034553 4.52527042222566 3.20323778759084 -1.60473001710053 -3.88018798718685 10.0909041737512 -1.97235999089538 5.55750451471003 5.92594289731914 1.44563555281999 6.34376165408366 4.27628187845089 -3.78159442080096 2.4530289140233 0.402076761466198
"3" 5.53176953039265 2.81638474301522 1.03595250409759 -0.075052697098643 11.701088671998 11.44342624918 7.62317720113991 9.27126216662992 6.80897101601008 4.57459575441793 5.1221174435061 9.35379853624617 4.87081409652753 1.44181869864913 -2.09889658680069 -4.00880885537071 9.78427931167891 -0.233020252803471 5.94514214607226 6.35585623213388 3.7834803340037 1.50280028338572 4.35328223230586 -2.90884929721266 2.02392680417453 0.182916011651651
"4" 11.6091985699124 4.39181375297096 -4.17788459309736 -2.6351850553922 13.6734770873031 20.2603283071985 4.27223117785456 5.69289675076209 3.04911188418582 5.73626366770726 6.41397583792237 13.1360358598724 5.00873835618145 -0.536899386623026 -5.07987430566419 0.413599449329455 7.64458297284791 -3.36217886362692 12.1300890077827 5.4375414115148 1.8738320999147 1.26514224646353 4.50068233315415 -1.62833487355096 0.915518028610664 0.862871291515518
"5" 13.9357981905555 9.12963663086864 -9.62851963459849 -2.54640761741015 14.0853577341722 24.5918584977827 1.16651637302435 3.71154955173474 0.905553869651285 8.08716786660085 7.54130562112415 16.9334202644411 2.72210776377617 -3.54945230568919 -3.72152547565469 -0.636196074763367 5.96008921260245 -2.03449433808016 13.7854198115039 6.92187165556247 0.595307145971787 -0.401608064450177 4.93963656437065 -1.08152432644025 0.782112227558094 0.243843961191773
"6" 17.8879821690244 8.9839445666616 -14.6121577194761 0.563186918433989 15.6651678454054 24.8808519162069 3.60397702104381 -0.606708350433585 -1.45800969769608 16.019613928286 4.82514734571119 15.6585031880612 0.596785052524839 -3.54882416626736 -1.29030175444398 -1.77432225235713 6.71592403978904 -5.43435843541294 16.4967234846058 5.92356955412091 1.32220884551665 -2.16245755356913 8.0246390081257 -2.92390481373144 1.07616578753055 0.267235513604442
"7" 22.3806658722008 8.62600650104014 -15.01113250029 -0.98498060491108 17.1753698353204 25.6804949029904 3.96402737101518 -4.02204641509263 -3.42428941230549 18.4485890818162 9.76828710859246 14.3049132297361 -2.79398276749884 -3.03486147010465 1.20194025278414 -0.527552324700309 8.07837781351165 -7.39733891976749 14.6920193168662 6.29983535011281 3.75976029298681 -5.49435736261399 9.96786920149782 -2.97530444982739 1.0744094065684 0.369578381308912
"8" 23.5968090874627 10.1104094136875 -16.6997735317057 -0.887427340918112 17.5505982991763 25.5648988914391 3.68422146022211 -5.39697619888427 -3.38925002343261 18.2038673655024 12.2525845714328 13.4395321049823 -4.92635333475928 -1.94246190249628 -1.64121794477137 0.96422802141878 9.46338271463155 -7.85311085854268 14.9921966199545 7.76157499935891 2.4052781384749 -4.78277895041796 8.36352838159785 -2.31151353991741 0.900204803643045 0.472211693534517
"9" 23.1477375814345 11.9040937543874 -19.9356280239664 -2.71982689878387 22.6502715135984 27.9233006072739 1.80630635079929 -8.53378973795815 -2.01288931295062 17.5702120465115 14.203288211983 13.8592233886227 -3.44359370179163 -3.20645807618531 -1.06132324218505 -3.55460604976318 12.5580852774925 -5.73643794396774 10.6095287659256 7.77548576779673 4.40687893992913 -6.16833326396632 11.1792263068386 -4.5150753389556 1.47293504909465 0.497923723454345
"10" 23.2601247864901 17.5701510269718 -25.3921525924236 -4.52493803737109 26.4013218271493 29.9390194115062 -0.413221303369688 -11.1019540462534 -1.13284728144911 16.0790895027949 18.6983275045031 11.5886331011913 -4.72591382782476 -4.91345772176561 2.30234177056893 -5.47200284687136 13.4544424593504 -3.81373218796153 8.19488440356563 8.25177425071804 5.73843439993838 -8.33598139567353 14.1037317461891 -7.45934017315667 3.43683064157474 0.103445532264659
