"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]" "mu_xi_girls[25]" "mu_xi_girls[26]"
"1" 1.01394908681827 0.648983857233412 0.381585800148308 1.23827633606162 0.0162353403579875 0.230865659441958 0.480510377141327 -0.574758942740851 -0.328338471052953 -0.0527966202257839 -0.70052440764011 1.28525016667373 0.453692882153419 0.590713853458728 0.297460280611964 -1.56940141925568 1.38464168769223 0.0930170022276717 -1.18736416854191 -0.408752313573891 0.366191147803724 1.01332357214035 1.9380098824714 0.340864026604052 1.09305533778034 0.682471093922559
"2" 5.91724857362335 2.46245791967032 1.55275925941502 -1.84968025495797 13.7166365270657 10.1332287636532 7.2928892822801 6.23346308474238 12.4326442076556 8.39055592131048 4.76049611115808 2.49375367080732 1.06657165121068 1.02325607057761 5.43077161169501 -4.06922468155115 13.4978613212426 4.18723498517701 0.454885476987132 1.45282067492713 -2.08500127122871 1.81420962382855 2.50790465803893 -2.70576659583363 0.958737269518168 0.244670131145563
"3" 6.5099842272644 3.37926850489536 0.798972720474495 -2.62130288311983 14.8644464524544 13.7078446159556 2.32255370643995 5.17174301705049 12.4964200714972 12.057294345511 4.23680891253319 3.6944885551084 -0.183946160569681 0.777264402607679 3.80013134705433 -3.50773449530892 12.636002187639 6.18922811196077 1.73892163145396 0.962328851227304 -2.60612374835518 1.12400607955836 3.83540120483658 -3.38270341281831 0.745996067207433 0.219476403622134
"4" 12.1823078994002 2.72352117461075 -0.48423546597921 -7.36769335331636 21.1579488408739 17.944868300407 -2.15145960340069 3.60686057799254 9.52219211022383 13.6762797904407 7.79098298403606 4.83929295645733 -2.84201454788406 -0.579097468960011 2.82287380411351 -1.37950646210587 13.5642914786642 3.91968534277964 2.48502206092638 0.801033670682022 -1.46176240660005 -1.22980131059376 4.1962413212629 -2.53678465036522 1.25621742588923 0.302075055445214
"5" 15.6560256230178 5.41535545739161 -2.69102925897476 -10.4197868170994 20.7869664410877 22.6442604937477 -1.40464952004754 -0.14842522560342 6.20613626396094 16.3504244527492 9.75808841857561 6.66782935144805 -3.50529723784552 -3.50560848078436 3.16896838798664 -0.949994075590656 12.8527831664589 6.3218287575296 0.776709553067566 1.78807041113863 -1.39860627686334 -2.23772525728566 5.44859426635534 -0.756851364933203 -0.794484038548038 0.0663232721648871
"6" 17.9880858664061 7.55155199943698 -7.85843800048224 -9.37526611809775 24.8352104562521 21.0582575592525 -0.454452549698225 -1.82868134861637 4.77546424766867 18.3094698901809 8.78216416117915 10.5175094542749 -7.95310560434557 -3.49112465053624 3.17088691358931 0.817512968360988 14.6990311077036 5.31517719327684 -1.07399287874273 1.8032721561839 -0.473810988301793 -2.29400786373162 5.29845240213447 -3.22832149157497 1.27135980044802 -0.0956728162673719
"7" 20.9853134139712 7.84056201383918 -9.70269391679198 -9.12264835497294 25.5924975426579 22.6665535535201 -1.30650377743335 -1.10640148920509 1.44850467164778 19.7284722634729 8.51353969073286 12.8720489765904 -9.44980463683163 -5.79976271600994 4.47506510221599 1.88452994140378 15.3856518927193 3.10888100578651 -1.37971235452156 4.61340026991342 -1.84790175907726 -3.87904190629014 6.17055953172253 -1.74785956740434 0.00489317610280368 0.0607403454384151
"8" 23.3338802383657 9.38736996303837 -12.1109383094227 -10.3854234099543 27.4388637121438 23.22413328176 -1.75292657506809 -1.2478042211152 2.28084140937816 18.7371057013783 9.81790643717977 14.519820490007 -11.6520960564712 -4.19651110024637 4.26066311526589 0.76122226254837 16.1437816442285 1.9708903547648 -0.94202092142224 4.38988457638633 -1.72367524853287 -2.39943980365943 5.19849393837011 -1.19118614327666 -0.112377710891574 0.225716545978414
"9" 25.7814208921854 7.91091156083985 -12.8040314213143 -11.4749812942497 29.7032543873651 26.3912441066149 -6.18941502862728 -2.54615544128191 3.87828116281586 17.2782636256691 11.1254702197897 12.9538173259866 -11.3662555339768 -5.24140283983784 5.58199412838562 3.09970000606223 15.0132302769027 2.87895306236089 -3.27455551524528 2.71277846435129 0.31628892964602 -0.0916629410909646 2.16601316633028 -0.0959317906467019 0.0369806592591182 0.38784443459426
"10" 25.0357969652006 8.81861014359546 -12.4693215226415 -12.6251622354689 33.5341702394898 24.1921823289797 -6.46882095228586 -4.94188776070109 5.41421043856655 18.4330362433058 13.700117148309 12.1396445807853 -12.362218868444 -8.55427088249634 7.57779038848727 2.45890531350983 15.1361117120893 4.51697267992843 -4.78664775191475 4.03171596019607 0.253441630823133 -2.05183247807814 4.77523829648922 -2.22809575780621 0.671443763382608 0.202759891749625
"11" 28.2987738294242 8.73321265432972 -13.9775358360564 -13.9176276764684 34.2127337002317 26.1297758233142 -6.85268328016215 -6.49523174861894 3.49916758746673 19.8614663520553 15.6708698167092 10.9658708643853 -12.8199315711116 -8.12627801044853 7.1348335932897 1.89042992115932 16.6190788927781 4.23634195612376 -5.72842086364437 4.86867004401697 1.57883812197152 -1.71303092504754 2.31490547157099 -2.22640209056091 1.50558149365594 0.0534539029202521
"12" 24.4094091154382 12.2159034093337 -14.9733117329842 -13.9874210079705 33.9596859280909 25.5414001720735 -5.80046530826962 -7.66229566263208 2.92814731581586 20.2676057211765 16.8638662833221 9.73039794804137 -11.703220136237 -8.76432288643829 7.05789109715461 2.10416357345673 17.923673461574 3.20104977868597 -7.11730560227696 4.45821013254556 1.17128416908041 -0.219739169030444 3.24026605562647 -2.16032230754419 1.36246466521818 -0.025004844698727
