"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]"
"1" -1.38032458079631 -0.620563470045839 -1.23344484590655 2.51400809389539 -0.687545482179579 4.0513947674995 3.00892450329393 2.01250187868251 -2.11027045983403 0.795192373521462 0.833076747382051 3.03951965982702 1.41923246052289 2.1746316067012 -0.710336822117376 0.664359912607531
"2" 1.21930307334923 1.30023462587232 4.45368508458068 12.0217214007174 7.00648756480177 12.1839269740016 6.06108642091588 2.17467763101176 -3.49167842956683 1.17258496701175 4.93151160989502 5.32680593170689 4.77514212632683 2.31260696306823 -0.149340024927559 0.642925795049967
"3" 4.62019531628849 -2.18139230155932 6.76350384558064 11.6593754693209 6.81828246242545 11.2790245925155 6.28936747541207 5.73623798180172 -5.34193693385904 -0.14719724389068 5.62870015480368 6.05381058069016 5.40443816359083 1.09581347472392 -0.474101214512077 0.40573057783158
"4" 5.80255131381939 -3.98021875051088 6.46675181909485 14.127118016036 7.45111366799266 8.15938951418464 5.38153110251876 6.68073890929407 -3.66587395387544 -1.17270102152514 5.9927667871125 5.84712811832562 6.21143816585596 -0.0630895347434839 0.651370781181873 0.375621928256732
"5" 9.72570453092132 -6.98586752274492 6.51191076904207 15.9421343320847 4.7317334107528 8.91280536684981 7.68881201160447 8.07194214503073 -5.07609388694108 -2.74927121135813 4.58362154256963 7.53162895624135 8.18027461026755 -0.954642509465097 0.0850950141780861 0.621390361866506
"6" 11.4776627188331 -8.16169736118953 4.74539024508574 19.5660223942387 4.17827103033128 8.29807386011232 7.61094364005988 7.00508467237583 -3.92421372659857 -2.24222780906213 4.55629031720868 7.29887338797866 8.60621010617258 -2.81720430951215 1.68841682224649 0.0593736420917273
"7" 13.0984571778729 -10.0347306065605 6.36745715501867 19.2459384234695 4.37179403386541 7.04241403394525 7.73515432069582 7.47828854899697 -1.81972400354175 -2.79209819169558 2.73036326260968 6.45756829626482 9.59385382254359 -2.18571837723451 0.819021458449297 0.454417975549142
"8" 13.1849398892492 -10.5273946154721 6.15817068682811 20.4761340286395 3.07290357239779 6.44133070972323 7.44682879582077 8.84099053092744 -3.04006086250319 -6.44297067840409 5.92406880267595 7.84950831961856 10.4362587521803 -4.92728212056188 1.98040175907275 0.226336966216821
"9" 15.7332250351534 -11.6958137758998 4.64056529028662 22.4576772279209 5.38480864648215 4.78059888775635 5.55086352105704 9.83117158420046 -1.144390168808 -4.64174669733612 3.93954779782824 6.33873515348704 8.35639621333266 -2.13859287125238 1.4453573821117 0.484144174535007
"10" 15.0091248942614 -13.7747047435914 9.62380604549963 21.7675641382119 1.42693687921345 3.46414450342402 9.47914658982384 11.1472877305877 -3.50315426967542 -8.42579548005781 6.2626777113285 11.9483898663947 6.53114076362314 -4.65577866914216 2.56720872894195 0.117307332114377
"11" 16.9601597186793 -16.4355038973972 10.3822897819224 22.5532006814746 0.355130283764558 3.14462054812213 10.2593886774282 12.3769097280941 -5.00949771021287 -10.1825466621044 6.05358419179083 11.8236737611563 7.17451659798604 -3.53264515135736 1.64567422824069 0.582735274844673
"12" 17.5935086316304 -15.2886114344098 5.85412961699087 26.9220078585876 -0.997946036285326 1.08376410369886 11.5929890743981 12.4962146537963 -4.50357696557209 -7.44738202113237 3.91392219411516 11.6691751304821 6.36041240230501 -2.31329852421323 1.52708217275657 0.432810538497326
"13" 19.1030804622077 -17.8596735343358 8.33087060734676 27.6508474320038 -3.14648278481021 0.291786849887142 13.4517268417934 13.5616138760432 -5.18819795804338 -10.2860032854106 5.09643773782971 13.3893300638374 3.67103974822352 -1.52324127391888 1.32081912012057 0.46538695410602
"14" 20.626513367953 -17.7728579179485 6.43980072149378 29.3270131087386 -1.71266509911848 -1.25619047473711 12.1863973982771 14.6779622284005 -4.49121760299319 -10.8860331001143 3.55379013193815 15.9254457285026 3.84404655926233 -2.39476769695971 1.67488267497616 0.324371870370953
"15" 17.2838635975111 -14.1261976872767 2.59039055723764 32.0080302782401 -0.393596726972658 -1.88563685542119 9.1958728770985 18.317332207025 -4.96768313824412 -9.15816598382104 0.596771477721582 17.2784884547558 2.03630635594503 -0.696552290214856 1.50828291974205 0.44570158214369
"16" 17.7745280350218 -15.5754064159372 6.06405997011926 29.1001470532562 -0.531407873698426 -2.70246676234085 11.9528245201135 16.2676930075515 -5.22129901043089 -9.69142758466886 2.22706348372983 14.7182059824561 4.0080335642987 -1.13885852138613 1.18071340146701 0.456747499182524
"17" 19.7473652223071 -17.8107502124686 6.66358455093268 29.9643546280452 -0.523140621830052 -4.84119416671455 13.6007897315716 17.4910045966158 -5.91426360577565 -12.4036157378251 4.25162996627827 17.8374299109608 2.61850098272627 -1.86176660907431 1.73852371373183 0.633571781983662
"18" 22.2393395346641 -19.5316934038182 5.62037487493841 31.3863387612607 1.23500133330243 -5.88185788491559 11.2361577543338 17.883627780317 -5.08976683652546 -11.3746644012188 4.26254523991357 16.6338215218134 2.56835421342315 -1.10500391833853 1.21721717012638 0.0207322725340447
"19" 22.7543422069733 -19.9020609700321 4.46390091920499 32.9616718453029 0.33902007151627 -7.32228943400746 12.9450459116819 18.3377110626761 -5.91460208425561 -13.4755047072908 5.81249441197835 17.0351734694454 1.90348387234391 -1.70381550204391 1.80652642100119 0.29948857780765
"20" 25.4914660468675 -21.3113962142168 3.02430731958871 35.4021623857679 0.585059981720277 -7.12446459842429 11.391816226192 19.4568652557076 -4.88902059241069 -13.1749996770006 8.55365262488697 14.5026567274402 -1.01604835399937 -0.0107462118610256 1.85225249763673 0.263339883714691
"21" 22.3246953050396 -19.4483302616913 5.15780298882401 34.9706660600521 -3.2683263494335 -7.63524195674468 16.7297624859234 18.138508601506 -7.49701532592 -14.7988966561906 8.11890614698684 16.41195668208 1.46881684802591 -1.87873651438731 2.02235666990675 0.318752323476357
"22" 22.2308766657817 -20.0750403963475 4.84238686454628 37.1741240373656 -2.83876949230957 -10.3998763602041 18.0087776812016 17.2893181203337 -7.72152056826018 -13.2109417511285 11.4635270995963 12.8261812802718 0.789516114596317 0.261113644518932 0.725823440228277 0.552491245181613
"23" 23.9689867536253 -20.0536420249587 3.40328013143337 37.4092961563808 -2.39260273791762 -11.6020551582231 20.3855591170271 15.32232941949 -8.87506941758858 -11.2018937102189 11.57352441344 10.9895326770011 1.2431764760423 0.444564123992253 0.946486339473025 0.638935384306966
"24" 23.0995806414921 -19.3738291123134 2.18909889408049 37.401175830427 -2.25744089347837 -9.56934608911813 18.28605629108 17.2105019542941 -8.53192965264496 -14.7886596154971 12.3696231536977 12.6222987622616 2.77294995380822 -1.20286965672182 1.12345485738228 0.234571009676873
"25" 25.6236342090502 -20.4536869172828 1.63706989625478 36.4841722613196 0.706048587569365 -11.5312472187777 16.8637542482224 19.4726384907581 -7.68858767804608 -16.9434841064473 14.6287857031743 11.7358417067852 1.94276009149797 -0.487813088155863 0.636683682851881 0.477501823402976
"26" 25.6941143248014 -22.047234018632 4.28876066449466 35.3172251197621 -0.143149780629437 -10.8974679323304 16.4479944188161 18.7525982600848 -6.70438339501994 -18.8577857425316 13.9289729803076 14.2654303310283 1.0937201738673 -0.114792728266323 0.513017734622729 0.592787038574269
